kper,spring_head,pk2_head,pk4_head,spring_pk4_diff,spring_pk2_diff,pk4_pk2_diff,spring_flux
0,7.571910276484022,8.55641258902494,8.585263155015774,-1.0133528785317516,-0.9845023125409185,0.028850565990833132,0.0
