kper,kstp,k,i,j,SPq
1,1,0,32,30,-27.62173374330147
1,1,0,33,30,-28.24501898488684
1,1,0,33,31,-27.93786563788922
1,1,0,33,32,-28.24391488248318
1,1,0,33,33,-28.348634470490854
1,1,0,34,30,-28.45621589670652
1,1,0,34,31,-28.734387899240268
1,1,0,34,33,-29.040728723356853
1,1,0,35,33,-29.69743288648583
1,1,0,36,32,-30.159079290057985
1,1,0,36,33,-30.346070168581836
1,1,0,37,32,-30.832840939572353
2,1,0,32,30,-33.59835251234459
2,1,0,33,30,-34.40989989934937
2,1,0,33,31,-34.71497143658433
2,1,0,33,32,-35.03443751443295
2,1,0,33,33,-35.325804960280166
2,1,0,34,30,-35.26191214408581
2,1,0,34,31,-35.549202300115766
2,1,0,34,33,-36.088523843289806
2,1,0,35,33,-36.805780408519844
2,1,0,36,32,-37.3005591183567
2,1,0,36,33,-37.50842269997072
2,1,0,37,32,-38.02997125660471
2,2,0,32,30,-32.783086873642425
2,2,0,33,30,-33.6485417447351
2,2,0,33,31,-33.98269874162596
2,2,0,33,32,-34.32883667392325
2,2,0,33,33,-34.64416997021767
2,2,0,34,30,-34.553119874155385
2,2,0,34,31,-34.87224565879292
2,2,0,34,33,-35.463742151041544
2,2,0,35,33,-36.23027000802237
2,2,0,36,32,-36.74688578032732
2,2,0,36,33,-36.9778533401814
2,2,0,37,32,-37.518707524268876
2,3,0,32,30,-32.0020855784086
2,3,0,33,30,-32.89784436702373
2,3,0,33,31,-33.25175695482248
2,3,0,33,32,-33.61493579343279
2,3,0,33,33,-33.945207234019826
2,3,0,34,30,-33.83231648543061
2,3,0,34,31,-34.175305604395305
2,3,0,34,33,-34.804543306792816
2,3,0,35,33,-35.60654317142604
2,3,0,36,32,-36.13686850756397
2,3,0,36,33,-36.38765955692649
2,3,0,37,32,-36.94050066548503
2,4,0,32,30,-31.257362145190722
2,4,0,33,30,-32.17083910817073
2,4,0,33,31,-32.53863999643703
2,4,0,33,32,-32.913409035963696
2,4,0,33,33,-33.253711481579344
2,4,0,34,30,-33.12296234450717
2,4,0,34,31,-33.48349404860473
2,4,0,34,33,-34.14006179533658
2,4,0,35,33,-34.96669971242627
2,4,0,36,32,-35.50547781767975
2,4,0,36,33,-35.77179004094999
2,4,0,37,32,-36.33209751834951
2,5,0,32,30,-30.551799954250185
2,5,0,33,30,-31.475064108340447
2,5,0,33,31,-31.85245604463074
2,5,0,33,32,-32.23494960537838
2,5,0,33,33,-32.58186404923179
2,5,0,34,30,-32.436986796621824
2,5,0,34,31,-32.81008639783311
2,5,0,34,33,-33.4858951146302
2,5,0,35,33,-34.328925048615154
2,5,0,36,32,-34.87250411442136
2,5,0,36,33,-35.15034152969403
2,5,0,37,32,-35.71488715938508
2,6,0,32,30,-29.88667306344901
2,6,0,33,30,-30.814278066120906
2,6,0,33,31,-31.19793703795187
2,6,0,33,32,-31.585196583374483
2,6,0,33,33,-31.936119716348962
2,6,0,34,30,-31.780524426509203
2,6,0,34,31,-32.162240158307114
2,6,0,34,33,-32.85087102868315
2,6,0,35,33,-33.703987859074424
2,6,0,36,32,-34.249723495223066
2,6,0,36,33,-34.53569722977356
2,6,0,37,32,-35.10206603613055
2,7,0,32,30,-29.26199522723173
2,7,0,33,30,-30.190043586538867
2,7,0,33,31,-30.577358012819168
2,7,0,33,32,-30.967073177408594
2,7,0,33,33,-31.31997615232567
2,7,0,34,30,-31.156650469350094
2,7,0,34,31,-31.543840222971756
2,7,0,34,33,-32.240194550934305
2,7,0,35,33,-33.098565261881646
2,7,0,36,32,-33.6445161112691
2,7,0,36,33,-33.93585382364844
2,7,0,37,32,-34.502229917554594
2,8,0,32,30,-28.67700247871588
2,8,0,33,30,-29.602661052485995
2,8,0,33,31,-29.991579666567304
2,8,0,33,32,-30.381946910248647
2,8,0,33,33,-30.735248867301333
2,8,0,34,30,-30.566725538744837
2,8,0,34,31,-30.95690312935934
2,8,0,34,33,-31.65695738947136
2,8,0,35,33,-32.51688748831069
2,8,0,36,32,-33.06162962448664
2,8,0,36,33,-33.35610834713298
2,8,0,37,32,-33.921138829734126
2,9,0,32,30,-28.130473017733543
2,9,0,33,30,-29.051683704676055
2,9,0,33,31,-29.44060786368838
2,9,0,33,32,-29.83023237089255
2,9,0,33,33,-30.182713641724483
2,9,0,34,30,-30.011086708379715
2,9,0,34,31,-30.402301610922763
2,9,0,34,33,-31.10291351703211
2,9,0,35,33,-31.961599840366674
2,9,0,36,32,-32.504099487763824
2,9,0,36,33,-32.799963249795326
2,9,0,37,32,-33.3626564752802
2,10,0,32,30,-27.620916851181992
2,10,0,33,30,-28.53620498626511
2,10,0,33,31,-28.92390450651365
2,10,0,33,32,-29.311723671978896
2,10,0,33,33,-29.66245805734804
2,10,0,34,30,-29.48942371913803
2,10,0,34,31,-29.88016310919082
2,10,0,34,33,-30.578911344407594
2,10,0,35,33,-31.43425296712219
2,10,0,36,32,-31.973773991362187
2,10,0,36,33,-32.269654913524995
2,10,0,37,32,-32.82930112299124
2,11,0,32,30,-27.146667344522918
2,11,0,33,30,-28.054977960008884
2,11,0,33,31,-28.44049976689177
2,11,0,33,32,-28.825692153918652
2,11,0,33,33,-29.173964845628475
2,11,0,34,30,-29.000921850628213
2,11,0,34,31,-29.3900089126365
2,11,0,34,33,-30.0850050008723
2,11,0,35,33,-30.935438149745853
2,11,0,36,32,-31.471483378834897
2,11,0,36,33,-31.766308625140937
2,11,0,37,32,-32.32242894006018
2,12,0,32,30,-26.70602930963566
2,12,0,33,30,-27.60668996405567
2,12,0,33,31,-27.989352916499204
2,12,0,33,32,-28.371357761412792
2,12,0,33,33,-28.716687241740484
2,12,0,34,30,-28.54466413433288
2,12,0,34,31,-28.931235804759588
2,12,0,34,33,-29.621149028615378
2,12,0,35,33,-30.4655683808446
2,12,0,36,32,-30.997792983897636
2,12,0,36,33,-31.29078421784377
2,12,0,37,32,-31.843046037954053
2,13,0,32,30,-26.297224454349976
