kper,kstp,k,i,j,PWq
1,1,0,22,40,-8.957354992158685
1,1,0,23,40,-8.847336656416132
1,1,0,24,39,-8.766499260592695
1,1,0,25,39,-1.5637427928442094
1,1,0,26,38,-1.5653361798049445
1,1,0,27,38,-2.6150637710832143
1,1,0,28,38,-1.8103021091667415
1,1,0,29,37,-3.276774559900332
1,1,0,30,37,-3.2060966747403654
1,1,0,31,37,-3.1609809984495314
1,1,0,32,36,-5.8592153736458386
1,1,0,33,36,-5.76433840704658
1,1,0,34,37,-3.3636977286832916
1,1,0,35,37,-4.191586153943831
1,1,0,36,37,-4.9382422393490515
1,1,0,37,37,-5.965078594544025
1,1,0,38,37,-11.275826207621094
1,1,0,39,38,-5.393286273006083
1,1,0,40,38,-6.990193256458724
1,1,0,41,38,-7.710567405860502
1,1,0,42,38,-7.887757853334165
1,1,0,43,38,-7.47559893070445
1,1,0,44,38,-5.992643264138451
1,1,0,45,37,-15.18010116003461
1,1,0,45,38,-1.56287912047992
2,1,0,22,40,-596.5552929407154
2,1,0,23,40,-606.4764264129874
2,1,0,24,39,-613.8963683874003
2,1,0,25,39,-635.9914634505787
2,1,0,26,38,-606.987038845408
2,1,0,27,38,-587.3653623673691
2,1,0,28,38,-317.7649562467686
2,1,0,29,37,-479.4827345523539
2,1,0,30,37,-606.2071892875997
2,1,0,31,37,-672.0291384225205
2,1,0,32,36,-691.3411629776075
2,1,0,33,36,-699.4691792071576
2,1,0,34,37,-690.8335877511537
2,1,0,35,37,-697.9867777839734
2,1,0,36,37,-691.5948789585601
2,1,0,37,37,-709.8807521397957
2,1,0,38,37,-729.9204269136586
2,1,0,39,38,-724.5800442238924
2,1,0,40,38,-734.4902045343182
2,1,0,41,38,-739.7286510787557
2,1,0,42,38,-738.2793353543968
2,1,0,43,38,-738.0478993734943
2,1,0,44,38,-735.4806062502257
2,1,0,45,37,-963.7945915747657
2,1,0,45,38,-734.5749240426528
2,2,0,22,40,-538.6875264817393
2,2,0,23,40,-547.6437642973306
2,2,0,24,39,-554.3422224906715
2,2,0,25,39,-574.841822298644
2,2,0,26,38,-548.6331703477535
2,2,0,27,38,-514.4140754944075
2,2,0,28,38,-113.51158500860292
2,2,0,29,37,-330.084914561872
2,2,0,30,37,-502.4650993111171
2,2,0,31,37,-592.7558935161068
2,2,0,32,36,-625.2706516797784
2,2,0,33,36,-632.6061029930869
2,2,0,34,37,-624.5714496730141
2,2,0,35,37,-631.1149728476629
2,2,0,36,37,-625.4111261865929
2,2,0,37,37,-642.0334790432598
2,2,0,38,37,-660.6535200750242
2,2,0,39,38,-655.2608595073959
2,2,0,40,38,-664.3697429882255
2,2,0,41,38,-669.1727128768891
2,2,0,42,38,-667.8801685505309
2,2,0,43,38,-667.6313135864
2,2,0,44,38,-665.168534712517
2,2,0,45,37,-872.3619316332998
2,2,0,45,38,-663.9231544507089
2,3,0,22,40,-486.4477343578833
2,3,0,23,40,-494.5329189825144
2,3,0,24,39,-500.58006907694966
2,3,0,25,39,-519.5861304520442
2,3,0,26,38,-495.9037845431164
2,3,0,27,38,-450.5639355537566
2,3,0,28,38,-41.300805175157606
2,3,0,29,37,-227.55703139043564
2,3,0,30,37,-416.5711252689828
2,3,0,31,37,-522.8780046320952
2,3,0,32,36,-565.5683986778448
2,3,0,33,36,-572.1876782048917
2,3,0,34,37,-564.6960322758204
2,3,0,35,37,-570.6886519918053
2,3,0,36,37,-565.6065386475348
2,3,0,37,37,-580.7257110444319
2,3,0,38,37,-598.0629598903032
2,3,0,39,38,-592.6230509438673
2,3,0,40,38,-601.0078893539051
2,3,0,41,38,-605.417356326839
2,3,0,42,38,-604.2664727816776
2,3,0,43,38,-604.001877813423
2,3,0,44,38,-601.6335394387095
2,3,0,45,37,-789.7420847971495
2,3,0,45,38,-600.081191305567
2,4,0,22,40,-439.28856355637515
2,4,0,23,40,-446.58741065712155
2,4,0,24,39,-452.04660261485145
2,4,0,25,39,-469.6562956276449
2,4,0,26,38,-448.2567615054323
2,4,0,27,38,-394.6795158675022
2,4,0,28,38,-15.771740922170105
2,4,0,29,37,-157.1947790979488
2,4,0,30,37,-345.45462167756176
2,4,0,31,37,-461.2819475984231
2,4,0,32,36,-511.62059437767834
