kper,awanui,confined,poukawa,spring,inout,percentdiscrepancy,recharge,stoss,total,sw,inflow
1,-882.3559,-1520.6721,-143.3205,-95.8389,-1.1478e-09,-0.0,2642.1875,0.0,0.0,-1121.5153,1121.5154
2,-717.5611,-19677.373,-202.2094,-119.858,-1.6128e-07,-0.0,2642.1875,18074.814,0.0,-1039.6285,-17035.186
3,-1980.635,-575.2301,-86.3224,0.0,-7.3182e-09,-0.0,2642.1875,0.0,0.0,-2066.9575,2066.9575
4,-2167.0208,-16920.293,-186.6516,0.0,-1.2747e-07,-0.0,2642.1875,16631.78,0.0,-2353.6724,-14278.105
