time,spring,awanui,poukawa,pk4,pk4-spr-diff,pk4-conf-diff
1.0,7.676699081921643,7.278843959041904,7.648382422393491,7.676699081921643,-0.0866990819216431,6.323300918078357
2.0,6.945133028397982,6.5651861143857095,6.915948789585601,6.945133028397982,0.6483236382686846,7.054866971602018
3.0,6.28407955672332,5.922040381030814,6.254111261865929,6.28407955672332,1.3087343832766791,7.667999390645102
4.0,5.68674225504244,5.342439893801091,5.656065386475348,5.68674225504244,1.904908288957559,8.216363008115454
5.0,5.146979789117409,4.820106140335144,5.115662562380446,5.146979789117409,2.4431983628825904,8.707151789829961
6.0,4.659242762145096,4.34938094920665,4.627346825566732,4.659242762145096,2.9296985418549033,9.145915132591746
7.0,4.218516660391935,3.9251651978773943,4.186097727323577,4.218516660391935,3.3680717636080644,9.53766755013438
8.0,3.8202702980595022,3.5428635765379504,3.787378718243841,3.8202702980595022,3.765147437940497,9.886940228256286
9.0,3.4604092313331622,3.198334809491257,3.4270905072661777,3.4604092313331622,4.123886288666837,10.197827610772102
10.0,3.1352336626550534,2.887846794853063,3.101528916237212,3.1352336626550534,4.448042393344945,10.474029495239684
11.0,2.84140040242755,2.6080361766208027,2.807346796689901,2.84140040242755,4.739395605572449,10.718889071256662
12.0,2.575888497068497,2.355871911176035,2.541519617298663,2.575888497068497,5.003347998931503,10.935427292405187
13.0,2.3359681700339543,2.1286224335551935,2.3013143682106345,2.3359681700339543,5.240374765966045,11.126373935229203
14.0,2.119172756485425,1.9238260678178252,2.0842614625537332,2.119172756485425,5.454509571514574,11.294195664567209
15.0,1.923273343056723,1.7392643609831462,1.8881293462366493,1.923273343056723,5.648295144943276,11.441121393785384
16.0,1.7462558519872955,1.5729380516752192,1.7109015550002191,1.7462558519872955,5.822437396012703,11.569165200644285
17.0,1.5863003340197612,1.4230454131575117,1.5507559828402404,1.5863003340197612,5.9797580019802385,11.680147034401292
18.0,1.4417622571681592,1.2879627361581272,1.406046148657202,1.4417622571681592,6.1226068148318396,11.775711427042367
19.0,1.3111555989833035,1.166226740066233,1.2752842685324988,1.3111555989833035,6.251865049016696,11.857344401016698
20.0,1.1931375684837258,1.056518721969273,1.1571259595946135,1.1931375684837258,6.368621983516273,11.926388747305749
21.0,1.0864948006755781,0.9576502718256782,1.0503564182133753,1.0864948006755781,6.474661647324421,11.984057830903371
22.0,0.9901308817248302,0.8685503990329166,0.9538779304182039,0.9901308817248302,6.56856979027517,12.031448065643591
23.0,0.9030550765257637,0.7882539309396567,0.8666985861330321,0.9030550765257637,6.652954347474235,12.069550186632132
24.0,0.8243721427718363,0.7158910576291146,0.7879220811972396,0.8243721427718363,6.727223489228163,12.099259436175533
25.0,0.7532731268055113,0.6506779097176323,0.7167385023256108,0.7532731268055113,6.792518865194489,12.121384767931332
26.0,0.689027046617487,0.591908067102638,0.6524160002660849,0.689027046617487,6.849102985382513,12.13665716390883
27.0,0.6309733764867426,0.5389449066786611,0.5942932655457615,0.6309733764867426,6.899021159513258,12.145737149829047
28.0,0.5785152559945805,0.4912147061281448,0.5417727294471525,0.5785152559945805,6.940873608005419,12.149221586110684
29.0,0.5311133535933102,0.4482004290839962,0.49431442031288275,0.5311133535933102,6.9773247984066895,12.147649804301427
30.0,0.4882803216397944,0.4094361243417504,0.4514304120145659,0.4882803216397944,7.011426558360205,12.141509152044417
31.0,0.44957578588504143,0.3745018784509048,0.41267980750971783,0.44957578588504143,7.041577582114958,12.131240003588644
32.0,0.41460181790586975,0.3430192670094569,0.3776642059118883,0.41460181790586975,7.06621152609413,12.117240287357289
33.0,0.3829988439298842,0.314647255387868,0.3460236064702673,0.3829988439298842,7.088393636070116,12.099869577122748
34.0,0.35444194799164325,0.2890785044771143,0.31743270734695345,0.35444194799164325,7.109741476008357,12.079452788850462
35.0,0.32863753141209023,0.2660360414429031,0.2915975611390481,0.32863753141209023,7.125483020587909,12.05628352121949
36.0,0.3053202942567426,0.245270259422053,0.26825255276048804,0.3053202942567426,7.1379827777432565,12.030627074164311
37.0,0.2842505077384597,0.2265562136603021,0.2471576686127563,0.2842505077384597,7.15092045226154,12.002723176472069
38.0,0.2652115495218608,0.20969118480199936,0.22809602896839876,0.2652115495218608,7.1626763304781385,11.97278845047814
39.0,0.24800767658940745,0.19449248293605723,0.21087165819740458,0.24800767658940745,7.170298267410592,11.945325656743927
40.0,0.23246201277157713,0.18079546861052898,0.19530746991180659,0.23246201277157713,7.179978891228422,11.91620465389509
41.0,0.21841473025055913,0.1684517693784844,0.1812434463134655,0.21841473025055913,7.188228693749441,11.885585269749441
42.0,0.205721406341177,0.1573276725559468,0.16853499302663497,0.205721406341177,7.1960952736588215,11.853611926992158
43.0,0.19425153865480219,0.14730267678146816,0.15705145250108846,0.19425153865480219,7.2024975333451975,11.820415128011867
44.0,0.18388720338038697,0.13826818668713642,0.14667476070187951,0.18388720338038697,7.209993980619612,11.786112796619614
45.0,0.17452184288815809,0.13012633654105915,0.1372982332749569,0.17452184288815809,7.213785829111841,11.750811490445177
46.0,0.16605917019110228,0.12278893011845143,0.1288254687090179,0.16605917019110228,7.218400381808896,11.714607496475566
47.0,0.15841217900081198,0.11617648531749863,0.12116935721683923,0.15841217900081198,7.225215052999188,11.677587820999188
48.0,0.15150224919989339,0.11021737317081129,0.11425118514624341,0.15150224919989339,7.231743350800106,11.63983108413344
49.0,0.1452583385341355,0.10484704192582824,0.10799982571301209,0.1452583385341355,7.235422197465864,11.601408328132532
50.0,0.13961625221407878,0.10000731778903163,0.10235100773554862,0.13961625221407878,7.239003723785921,11.562383747785923
51.0,0.13451798291662337,0.09564577475929746,0.09724665485303866,0.13451798291662337,7.241583697083376,11.52281535041671
52.0,0.1299111144011129,0.09171516672411141,0.09263428843350976,0.1299111144011129,7.2431117255988875,11.482755552265555
53.0,0.12574828260836052,0.08817291566684214,0.08846648803299688,0.12574828260836052,7.24332627739164,11.44225171739164
54.0,9.159318327169611,11626.32981515726,21.104298079385785,9.159318327169611,-999.0,2.364015006163722
55.0,8.279968699279317,11626.329815154839,21.09402558080472,8.279968699279317,-999.0,5.720031300720683
56.0,7.4853758894033975,11626.329815150004,21.083764031160296,7.4853758894033975,-999.0,6.495275098766894
57.0,6.767370543769306,11626.329815142752,21.0735134187826,6.767370543769306,-999.0,7.1935064130912165
58.0,6.118570718309393,11626.32981513309,21.063273732014153,6.118570718309393,-999.0,7.822532207241362
59.0,5.5323059835459985,11626.329815121015,21.053044959209902,5.5323059835459985,-999.0,8.389022910694987
60.0,5.002548844687946,11626.329815106537,21.0428270887372,5.002548844687946,-999.0,8.89900601824327
61.0,4.523852771855968,11626.329815089655,21.03262010897581,4.523852771855968,-999.0,9.35792805976548
62.0,4.091296203314469,11626.32981507037,21.022424008317863,4.091296203314469,-999.0,9.770710596997212
63.0,3.700431945996633,11626.329815048688,21.01223877516788,3.700431945996633,-999.0,10.14180082300528
64.0,3.3472414531004375,11626.329815024605,21.00206439794273,3.3472414531004375,-999.0,10.475217284591707
65.0,3.028093508675188,11626.329814998127,20.991900865071628,3.028093508675188,-999.0,10.774591197707188
66.0,2.739706894427258,11626.32981496926,20.98174816499613,2.739706894427258,-999.0,11.04320378064535
67.0,2.479116654915659,11626.329814938004,20.971606286170108,2.479116654915659,-999.0,11.28401998884718
68.0,2.2436436143037413,11626.329814904362,20.961475217059736,2.2436436143037413,-999.0,11.49971899814933
69.0,2.030866831263196,11626.329814868337,20.951354946143482,2.030866831263196,-999.0,11.692721749880107
70.0,1.8385987088341906,11626.329814829931,20.941245461912096,1.8385987088341906,-999.0,11.865215840999344
71.0,1.6648625033415623,11626.329814789146,20.9311467528686,1.6648625033415623,-999.0,12.019178015182204
72.0,1.507872001132139,11626.329814745983,20.92105880752826,1.507872001132139,-999.0,12.15639448608186
73.0,1.366013154186003,11626.329814700448,20.910981614418592,1.366013154186003,-999.0,12.278479301718226
74.0,1.2378274857940712,11626.329814652541,20.900915162079333,1.2378274857940712,-999.0,12.38689093880039
75.0,1.1219970956927257,11626.329814602264,20.89085943906244,1.1219970956927257,-999.0,12.482947297591968
76.0,1.017331110490555,11626.329814549621,20.88081443393207,1.017331110490555,-999.0,12.567839251484369
77.0,0.9227534400815595,11626.329814494615,20.87078013526457,0.9227534400815595,-999.0,12.642642890583597
78.0,0.8372917141662738,11626.329814437247,20.860756531648462,0.8372917141662738,-999.0,12.708330585189115
79.0,0.7600672851351646,11626.329814377521,20.850743611684432,0.7600672851351646,-999.0,12.765780982910455
80.0,0.6902861945321117,11626.329814315439,20.840741363985313,0.6902861945321117,-999.0,12.815788042203739
81.0,0.6272310102225429,11626.329814251005,20.830749777176074,0.6272310102225429,-999.0,12.85906919520354
82.0,0.5702534503426542,11626.329814184219,20.820768839893812,0.5702534503426542,-999.0,12.89627272377366
83.0,0.5187677181951897,11626.329814115086,20.810798540787744,0.5187677181951897,-999.0,12.927984424611356
84.0,0.47224447956662996,11626.329814043607,20.800838868519165,0.47224447956662996,-999.0,12.954733631930148
85.0,0.4302054205454847,11626.329813969784,20.790889811761467,0.4302054205454847,-999.0,12.976998659641524
86.0,0.3922183298896284,11626.329813893617,20.780951359200117,0.3922183298896284,-999.0,12.995211718987612
87.0,0.3578926553835967,11626.329813815111,20.771023499532635,0.3578926553835967,-999.0,13.009763362183877
88.0,0.32687548849994413,11626.32981373427,20.761106221468587,0.32687548849994413,-999.0,13.02100649775776
89.0,0.2988479360822308,11626.329813651097,20.75119951372958,0.2988479360822308,-999.0,13.029260018865704
90.0,0.2735218417462514,11626.329813565593,20.74130336504924,0.2735218417462514,-999.0,13.034812081891916
91.0,0.25063682329163056,11626.329813477758,20.731417764173198,0.25063682329163056,-999.0,13.037923069036768
92.0,0.22995759566487475,11626.329813387598,20.721542699859086,0.22995759566487475,-999.0,13.040567303392999
93.0,0.21127155195077366,11626.329813295115,20.71167816087651,0.21127155195077366,-999.0,13.041218353836575
94.0,0.19438657752188265,11626.329813200311,20.70182413600705,0.19438657752188265,-999.0,13.040068334994942
95.0,0.1791290748729572,11626.329813103188,20.691980614044244,0.1791290748729572,-999.0,13.037290844373342
96.0,0.1653421788333025,11626.329813003747,20.68214758379358,0.1653421788333025,-999.0,13.033042747142472
97.0,0.1528841438073093,11626.329812901995,20.672325034072472,0.1528841438073093,-999.0,13.02746578889794
98.0,0.1416268864621029,11626.32981279793,20.662512953710245,0.1416268864621029,-999.0,13.020688052972622
99.0,0.13145466887940901,11626.32981269156,20.652711331548144,0.13145466887940901,-999.0,13.012825277284792
100.0,0.12226290863288246,11626.32981258288,20.642920156439292,0.12226290863288246,-999.0,13.003982044260793
101.0,0.11395710355708463,11626.329812471897,20.633139417248717,0.11395710355708463,-999.0,12.994252856066066
