i,j,head,kper,kstp
12,55,9.396310806274414,1,1
12,56,7.905011177062988,1,1
13,0,9.562417984008789,1,1
13,1,9.459416389465332,1,1
13,2,9.276887893676758,1,1
13,3,9.962766647338867,1,1
13,4,10.344809532165527,1,1
13,5,10.38734245300293,1,1
13,6,10.375622749328613,1,1
13,7,10.305499076843262,1,1
13,8,10.156041145324707,1,1
13,9,8.941200256347656,1,1
13,10,9.732531547546387,1,1
13,11,10.264200210571289,1,1
13,12,10.31987190246582,1,1
13,13,10.487763404846191,1,1
13,14,10.6868896484375,1,1
13,15,10.619650840759277,1,1
13,16,10.423457145690918,1,1
13,17,10.503676414489746,1,1
13,18,10.554644584655762,1,1
13,19,10.498205184936523,1,1
13,20,10.584654808044434,1,1
13,21,10.685643196105957,1,1
13,22,10.686861038208008,1,1
13,23,10.659441947937012,1,1
13,24,10.724503517150879,1,1
13,25,10.647635459899902,1,1
13,26,10.571083068847656,1,1
13,27,10.473043441772461,1,1
13,28,10.512295722961426,1,1
13,29,10.680961608886719,1,1
13,30,10.736252784729004,1,1
13,31,10.909374237060547,1,1
13,32,11.46019172668457,1,1
13,33,10.779298782348633,1,1
13,34,10.395005226135254,1,1
13,35,10.660528182983398,1,1
13,36,10.93028450012207,1,1
13,37,11.353873252868652,1,1
13,38,11.493727684020996,1,1
13,39,11.751404762268066,1,1
13,40,10.364910125732422,1,1
13,41,10.324859619140625,1,1
13,42,10.804776191711426,1,1
13,43,10.307363510131836,1,1
13,44,9.837736129760742,1,1
13,45,9.794625282287598,1,1
13,46,9.422540664672852,1,1
13,47,8.963603019714355,1,1
13,48,8.854598045349121,1,1
13,49,9.073835372924805,1,1
13,50,10.00673770904541,1,1
13,51,9.909518241882324,1,1
13,52,7.836300849914551,1,1
13,53,7.115241527557373,1,1
13,54,7.470795154571533,1,1
13,55,7.791785717010498,1,1
13,56,8.902190208435059,1,1
14,0,9.56726360321045,1,1
14,1,9.498111724853516,1,1
14,2,9.335190773010254,1,1
14,3,9.831441879272461,1,1
14,4,10.332837104797363,1,1
14,5,10.507806777954102,1,1
14,6,10.500144004821777,1,1
14,7,10.464921951293945,1,1
14,8,10.481996536254883,1,1
14,9,10.356986045837402,1,1
14,10,9.246045112609863,1,1
14,11,8.9688720703125,1,1
14,12,9.455780982971191,1,1
14,13,9.849708557128906,1,1
14,14,9.428947448730469,1,1
14,15,9.97544002532959,1,1
14,16,10.507505416870117,1,1
14,17,10.51233959197998,1,1
14,18,10.362187385559082,1,1
14,19,10.401141166687012,1,1
14,20,10.503665924072266,1,1
14,21,10.549270629882812,1,1
14,22,10.65332317352295,1,1
14,23,10.784393310546875,1,1
14,24,10.738936424255371,1,1
14,25,10.66633129119873,1,1
14,26,10.480171203613281,1,1
14,27,10.304601669311523,1,1
14,28,10.559861183166504,1,1
14,29,10.745675086975098,1,1
14,30,10.81415843963623,1,1
14,31,10.599332809448242,1,1
14,32,10.612808227539062,1,1
14,33,10.399689674377441,1,1
14,34,10.345926284790039,1,1
14,35,10.446187019348145,1,1
14,36,11.214768409729004,1,1
14,37,11.85146713256836,1,1
14,38,12.221083641052246,1,1
14,39,11.92685604095459,1,1
14,40,10.461222648620605,1,1
14,41,10.413805961608887,1,1
14,42,11.001590728759766,1,1
14,43,10.066271781921387,1,1
14,44,9.677139282226562,1,1
14,45,9.19948673248291,1,1
14,46,8.99537467956543,1,1
14,47,9.317300796508789,1,1
