iteration,forecast,category,component,period,kper,mean,std,cv,p05,p50,p95,truth
12,ob177020,Budget-SW,Total SW,kper2,2,-951385.4352804166,3799382.502796902,399.35260325664444,-4162190.15,-19668.2165,-2129.529225000002,-11303.128
12,ob177021,Budget-SW,Total SW,kper3,3,-3648628.2111604162,26323447.76515479,721.4614984512997,-5551153.599999998,-9597.9715,-1954.551735,-7610.815
12,ob177022,Budget-SW,Total SW,kper4,4,-3000338.91869875,20888265.02410679,696.1968494267992,-4981129.349999998,-17792.966500000002,-2082.0406200000007,-9750.401
13,ob176983,Budget-SW,Awanui Stream,kper1,1,-696396.1807460425,2710838.9658754384,389.266776703362,-3765200.54,-9153.453,10553.13609999999,-7496.009
13,ob176984,Budget-SW,Awanui Stream,kper2,2,-482638.46343310643,1842485.562871741,381.75274091620525,-2663348.85,-16021.901,3226.9187499999753,-8899.835
13,ob176985,Budget-SW,Awanui Stream,kper3,3,-1712493.7696768085,10838683.535514848,632.9181295392616,-4859352.95,-8084.572,-1483.0764300000008,-7083.356
13,ob176986,Budget-SW,Awanui Stream,kper4,4,-1435169.9975238303,8866569.269800503,617.8062031047494,-4369702.8,-17155.818,-1921.7380900000005,-9051.945
13,ob176987,Budget-GHB,Confined GHB,kper1,1,787275.1251543395,2995290.0876607853,380.4629400774705,1.05427,7024.116,3802600.2099999944,0.0
13,ob176988,Budget-GHB,Confined GHB,kper2,2,527052.7923180659,2053859.7925561045,389.68767882300506,-8.577480873999967,3105.9749,2643060.189999997,0.0
13,ob176989,Budget-GHB,Confined GHB,kper3,3,1711664.803467133,10838862.551166058,633.2351129269558,0.79616,6783.809,4857867.149999999,0.0
13,ob176990,Budget-GHB,Confined GHB,kper4,4,1423653.7892768814,8867645.367165705,622.8793428541262,0.6069700000000001,4395.252,4364652.849999999,0.0
13,ob177003,Budget-SW,Poukawa Stream,kper1,1,-87110.84000635867,918329.7589463406,1054.2083613007371,-50059.08129999999,-58.896202,13175.913399999956,-471.2558
13,ob177004,Budget-SW,Poukawa Stream,kper2,2,-58652.39208211864,649772.3691595617,1107.8360934534805,-33279.2542,-4.4592,12909.4948,-311.58173
13,ob177005,Budget-SW,Poukawa Stream,kper3,3,-473.72013010942595,7250.526489755517,1530.5506413841222,-333.2430919999999,2.3736601000000002e-07,922.6484599999983,-0.7203
13,ob177006,Budget-SW,Poukawa Stream,kper4,4,-604.8536006579816,5157.768343566475,852.7300387987553,-995.05283,-0.041701,101.41960999999944,-2.8963
13,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2187999999999,2.2737367544323206e-13,1.1629065526744733e-14,1955.2188,1955.2188,1955.2188,1955.2188
13,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
13,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2187999999999,2.2737367544323206e-13,1.1629065526744733e-14,1955.2188,1955.2188,1955.2188,1955.2188
13,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
13,ob177011,Budget-GHB,Spring GHB,kper1,1,-5725.096097210885,19903.167535670378,347.6477459542849,-51165.83789999999,-141.6907,5475.511099999997,-1641.0883
13,ob177012,Budget-GHB,Spring GHB,kper2,2,-7327.31166485573,16530.533295725487,225.6016128672611,-41996.365,-1266.3862,736.6973999999994,-2091.711
13,ob177013,Budget-GHB,Spring GHB,kper3,3,-650.6126226893616,785.1936854738854,120.68528308415254,-2064.3562699999998,-422.0163,-20.432830900000276,-526.7386
13,ob177014,Budget-GHB,Spring GHB,kper4,4,-665.9989827489363,718.9140707666598,107.94522054663122,-2011.11962,-443.792,-88.07259300000021,-695.5598
13,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
13,ob177016,Budget-Storage,Storage Change,kper2,2,19871.209649361703,42600.95235778003,214.3852996848053,39.30613,4612.019,95417.57899999988,5325.8574
13,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
13,ob177018,Budget-Storage,Storage Change,kper4,4,11093.426860651065,18701.72712643133,168.58385926505076,28.222340000000017,2911.2036,48596.498799999994,3657.3098
13,ob177019,Budget-SW,Total SW,kper1,1,-789232.1123965959,2995290.085733596,379.51954040973396,-3804555.2999999993,-8982.376,-1959.03365,-9608.353
13,ob177020,Budget-SW,Total SW,kper2,2,-548618.1682114893,2057121.397453016,374.9641402068928,-2685493.02,-19194.36,-2122.6423300000015,-11303.128
13,ob177021,Budget-SW,Total SW,kper3,3,-1713618.0970148935,10838862.509370595,632.5133078514863,-4859822.1,-8735.765999999998,-1955.07732,-7610.815
13,ob177022,Budget-SW,Total SW,kper4,4,-1436440.8094412766,8866717.107770529,617.2699250461535,-4370825.85,-17644.066,-2077.2110500000003,-9750.401
14,ob176983,Budget-SW,Awanui Stream,kper1,1,-482658.1585211161,1665698.5651103584,345.10937724830455,-3473790.05,-9485.1135,8409.920249999996,-7496.009
14,ob176984,Budget-SW,Awanui Stream,kper2,2,-336253.1964285714,1094556.7308020366,325.5156359634927,-2213549.625,-16453.344,5317.821399999994,-8899.835
14,ob176985,Budget-SW,Awanui Stream,kper3,3,-1050004.5563517858,6677626.990539336,635.9617156082238,-4399225.75,-8235.808999999997,-1495.0697499999999,-7083.356
14,ob176986,Budget-SW,Awanui Stream,kper4,4,-867912.2725486608,5043457.6378948605,581.1022377969764,-3568601.2199999997,-16808.2055,-1927.6431450000002,-9051.945
14,ob176987,Budget-GHB,Confined GHB,kper1,1,569516.7304404384,2047817.3393342232,359.5710590890867,1.06664,7840.593349999999,3612569.349999998,0.0
14,ob176988,Budget-GHB,Confined GHB,kper2,2,375464.9455707759,1370437.699226684,364.9975091931328,0.45014999999999994,3065.0908,2218902.9499999993,0.0
14,ob176989,Budget-GHB,Confined GHB,kper3,3,1049240.6268546937,6677675.617387066,636.4293801131889,0.783495,6724.308999999999,4402879.929999996,0.0
14,ob176990,Budget-GHB,Confined GHB,kper4,4,856551.4625340892,5043808.074347026,588.8505588940362,0.674405,4915.21025,3552268.82,0.0
14,ob177003,Budget-SW,Poukawa Stream,kper1,1,-83340.85864015251,934693.8258567612,1121.531312621296,-45235.88305,-42.459736,15883.025849999976,-471.2558
14,ob177004,Budget-SW,Poukawa Stream,kper2,2,-53167.12313277187,656034.8573778816,1233.9107680127722,-28094.545949999996,-2.32415005,19194.26359999999,-311.58173
14,ob177005,Budget-SW,Poukawa Stream,kper3,3,-550.9118210537212,8906.0366130839,1616.5992946111505,-307.5633725,1.64395e-05,1061.8301949999998,-0.7203
14,ob177006,Budget-SW,Poukawa Stream,kper4,4,-648.8805663692763,6375.475426130204,982.5344996542764,-824.55891,-0.01868927,128.8764849999998,-2.8963
14,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2187999999999,2.2737367544323206e-13,1.1629065526744733e-14,1955.2188,1955.2188,1955.2188,1955.2188
14,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
14,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2187999999999,2.2737367544323206e-13,1.1629065526744733e-14,1955.2188,1955.2188,1955.2188,1955.2188
14,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
14,ob177011,Budget-GHB,Spring GHB,kper1,1,-5475.242784196462,19829.204457125157,362.16119062992857,-47011.062399999995,-106.290253,6223.918699999995,-1641.0883
14,ob177012,Budget-GHB,Spring GHB,kper2,2,-7486.357091079,17280.473047403026,230.8261927285706,-37987.9505,-1441.3532500000001,689.2016459999998,-2091.711
14,ob177013,Budget-GHB,Spring GHB,kper3,3,-638.6886763549107,778.8114287355951,121.93913209490191,-1998.0688,-422.0231,-11.79076240000008,-526.7386
14,ob177014,Budget-GHB,Spring GHB,kper4,4,-647.5609559821429,718.858741180689,111.01020445100957,-2006.231405,-432.33655,-73.79077650000002,-695.5598
14,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
14,ob177016,Budget-Storage,Storage Change,kper2,2,19747.59933125,41911.131934577585,212.23406061441827,34.488415,4329.83735,101215.58149999988,5325.8574
14,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
14,ob177018,Budget-Storage,Storage Change,kper4,4,10963.532022718615,18479.007547262197,168.54976579600464,18.40401500000001,2808.10225,50659.83169999999,3657.3098
14,ob177019,Budget-SW,Total SW,kper1,1,-571474.2599058036,2047817.2843979555,358.3393738040797,-3614524.945,-9796.3165,-1958.292645,-9608.353
14,ob177020,Budget-SW,Total SW,kper2,2,-396906.6726071429,1378288.9860191536,347.25770090123433,-2224961.13,-17494.3985,-2067.5541500000004,-11303.128
14,ob177021,Budget-SW,Total SW,kper3,3,-1051194.1622727679,6677676.101756191,635.2466881397542,-4404835.654999999,-8678.467,-1955.018535,-7610.815
14,ob177022,Budget-SW,Total SW,kper4,4,-869208.6953441965,5043490.883093918,580.2393498947631,-3573771.97,-17516.894500000002,-2053.150485,-9750.401
15,ob176983,Budget-SW,Awanui Stream,kper1,1,-409473.8299332394,1264752.3901578556,308.87258176281034,-2952950.299999999,-9838.906,8222.043719999992,-7496.009
15,ob176984,Budget-SW,Awanui Stream,kper2,2,-290238.1018537558,854650.0810131019,294.4651565574736,-1973580.2799999993,-17060.32,4282.79449999999,-8899.835
15,ob176985,Budget-SW,Awanui Stream,kper3,3,-1039237.3731593897,6833765.7360617565,657.5750557629003,-3824699.7199999997,-8611.908999999998,-1483.9574800000007,-7083.356
15,ob176986,Budget-SW,Awanui Stream,kper4,4,-855851.8054375588,5154094.914607867,602.2181506029316,-3542485.82,-19002.312,-1943.8101800000006,-9051.945
15,ob176987,Budget-GHB,Confined GHB,kper1,1,435607.13937640144,1280310.2043418966,293.91396251556847,1.02546,8214.817,3058936.0999999805,0.0
15,ob176988,Budget-GHB,Confined GHB,kper2,2,285262.54804984096,850293.3560909192,298.0739539430729,0.4831400000000001,3172.7842,2014578.8399999912,0.0
15,ob176989,Budget-GHB,Confined GHB,kper3,3,1038493.1470852651,6833806.946963001,658.0502689058105,0.76082,7493.475599999999,3823820.7599999974,0.0
15,ob176990,Budget-GHB,Confined GHB,kper4,4,843780.309264987,5154418.108928438,610.8720542931876,0.67536,5147.856,3537860.079999995,0.0
15,ob177003,Budget-SW,Poukawa Stream,kper1,1,-22610.418989664093,182566.7065393984,807.4450394875706,-36355.32899999999,-58.2269,15180.697399999959,-471.2558
15,ob177004,Budget-SW,Poukawa Stream,kper2,2,-10583.10563462594,118174.57800483693,1116.6342100771615,-24112.53799999999,-1.5790573,20421.4991999999,-311.58173
15,ob177005,Budget-SW,Poukawa Stream,kper3,3,-570.1220698714077,8633.304748905293,1514.2905712898564,-353.2361099999999,7.481500000000001e-07,1109.7934999999943,-0.7203
15,ob177006,Budget-SW,Poukawa Stream,kper4,4,-678.3522033829353,6335.310486078547,933.9264256067011,-887.4121799999998,-0.020531,127.62507999999983,-2.8963
15,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2187999999999,2.2737367544323206e-13,1.1629065526744733e-14,1955.2188,1955.2188,1955.2188,1955.2188
15,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
15,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2187999999999,2.2737367544323206e-13,1.1629065526744733e-14,1955.2188,1955.2188,1955.2188,1955.2188
15,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
15,ob177011,Budget-GHB,Spring GHB,kper1,1,-5480.237348877658,19610.3462638744,357.8375354105887,-40714.63699999998,-102.373795,6376.3345599999775,-1641.0883
15,ob177012,Budget-GHB,Spring GHB,kper2,2,-7407.485137387744,16878.587893833967,227.85854552232308,-37060.050599999995,-1510.6927,622.5231799999996,-2091.711
15,ob177013,Budget-GHB,Spring GHB,kper3,3,-639.3665536572769,739.2968172204179,115.6295732067191,-2000.06888,-434.3749,-39.80580120000018,-526.7386
15,ob177014,Budget-GHB,Spring GHB,kper4,4,-643.035733629108,688.5139550202265,107.07242521880589,-1946.9227199999998,-431.8142,-82.48984240000037,-695.5598
15,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
15,ob177016,Budget-Storage,Storage Change,kper2,2,21271.70814769953,45744.04341322235,215.04640386940167,36.385360000000006,4630.012,105168.97099999993,5325.8574
15,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
15,ob177018,Budget-Storage,Storage Change,kper4,4,11698.7208141923,19743.314852296597,168.76473219486527,16.084180000000007,2891.4978,52526.80759999996,3657.3098
15,ob177019,Budget-SW,Total SW,kper1,1,-437564.48619154934,1280310.0102904527,292.5991598253202,-3060893.519999999,-10173.429,-1958.55928,-9608.353
15,ob177020,Budget-SW,Total SW,kper2,2,-308228.69244929584,865587.1297006913,280.8262666341752,-2019371.2399999993,-20466.406,-2056.86688,-11303.128
15,ob177021,Budget-SW,Total SW,kper3,3,-1040446.8611061033,6833806.79326477,656.8145907999302,-3825776.0,-9446.705000000002,-1955.4127999999998,-7610.815
15,ob177022,Budget-SW,Total SW,kper4,4,-857173.1691394367,5154119.897344947,601.2927239100883,-3543426.84,-19656.691,-2048.892680000001,-9750.401
16,ob176983,Budget-SW,Awanui Stream,kper1,1,-467759.4173251219,1433112.5213394838,306.37812265431774,-3442062.3999999994,-9802.242,10443.853899999951,-7496.009
16,ob176984,Budget-SW,Awanui Stream,kper2,2,-329380.2972579024,958315.6644023866,290.9450481344463,-2224398.3199999994,-19734.828,3121.546079999988,-8899.835
16,ob176985,Budget-SW,Awanui Stream,kper3,3,-1198451.633444878,7160660.808928446,597.4926821490119,-4865643.999999999,-11078.017,-1495.3888800000002,-7083.356
16,ob176986,Budget-SW,Awanui Stream,kper4,4,-995442.9900156098,5450572.382390234,547.5524401758821,-4071966.3999999994,-28479.88,-1969.441400000002,-9051.945
16,ob176987,Budget-GHB,Confined GHB,kper1,1,493787.9011858093,1447223.6607209821,293.0860916692248,1.10726,9941.788,3566021.039999988,0.0
16,ob176988,Budget-GHB,Confined GHB,kper2,2,319875.3470893073,951895.4669769034,297.5832541140283,0.43437999999999993,4050.5217,2244666.6599999946,0.0
16,ob176989,Budget-GHB,Confined GHB,kper3,3,1197780.681674374,7160695.932477041,597.8303075039686,0.8230999999999999,9247.765,4864185.199999986,0.0
16,ob176990,Budget-GHB,Confined GHB,kper4,4,981307.866336202,5451108.488134384,555.4942210426348,0.69716,6869.8735,4052433.359999992,0.0
16,ob177003,Budget-SW,Poukawa Stream,kper1,1,-21968.700938900452,170345.5159939804,775.4009509608551,-36127.13,-70.212906,11082.780999999964,-471.2558
16,ob177004,Budget-SW,Poukawa Stream,kper2,2,-11129.541098990176,113024.70661856048,1015.537887980086,-22937.098599999998,-3.296332,13362.423199999992,-311.58173
16,ob177005,Budget-SW,Poukawa Stream,kper3,3,-610.8715419587401,7561.645801189381,1237.8454849841598,-364.82357999999994,5.639900000000001e-07,693.0239799999955,-0.7203
16,ob177006,Budget-SW,Poukawa Stream,kper4,4,-705.7181579554617,6110.737255086968,865.8891919106068,-1043.24048,-0.016649,87.68347999999962,-2.8963
16,ob177007,Budget-Inflow,Recharge,kper1,1,1955.2187999999999,2.2737367544323206e-13,1.1629065526744733e-14,1955.2188,1955.2188,1955.2188,1955.2188
16,ob177008,Budget-Inflow,Recharge,kper2,2,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
16,ob177009,Budget-Inflow,Recharge,kper3,3,1955.2187999999999,2.2737367544323206e-13,1.1629065526744733e-14,1955.2188,1955.2188,1955.2188,1955.2188
16,ob177010,Budget-Inflow,Recharge,kper4,4,1691.0,0.0,0.0,1691.0,1691.0,1691.0,1691.0
16,ob177011,Budget-GHB,Spring GHB,kper1,1,-6016.974531229439,20589.037648908827,342.1825627156494,-42320.600399999996,-118.98959,5770.309919999998,-1641.0883
16,ob177012,Budget-GHB,Spring GHB,kper2,2,-7156.039209852469,17039.16724697904,238.10891398581816,-39976.85719999999,-1433.795,468.72649599999966,-2091.711
16,ob177013,Budget-GHB,Spring GHB,kper3,3,-671.5367969795121,771.3659931732285,114.86578198584732,-2027.3716,-445.9362,-43.22025760000028,-526.7386
16,ob177014,Budget-GHB,Spring GHB,kper4,4,-676.1077704878049,721.5311955913386,106.71837051521551,-2055.93214,-440.8324,-109.61822480000015,-695.5598
16,ob177015,Budget-Storage,Storage Change,kper1,1,0.0,0.0,,0.0,0.0,0.0,0.0
16,ob177016,Budget-Storage,Storage Change,kper2,2,26096.351518829273,59114.54332364702,226.5241686409465,55.90344,5694.0166,126806.60079999988,5325.8574
16,ob177017,Budget-Storage,Storage Change,kper3,3,0.0,0.0,,0.0,0.0,0.0,0.0
16,ob177018,Budget-Storage,Storage Change,kper4,4,13823.086996510245,24529.78284919633,177.4551723170742,31.04724,3458.8694,54115.654399999985,3657.3098
16,ob177019,Budget-SW,Total SW,kper1,1,-495745.09557024384,1447223.784106249,291.92901695609146,-3567977.2599999993,-11897.463,-1958.42384,-9608.353
16,ob177020,Budget-SW,Total SW,kper2,2,-347665.88041414635,968062.8315953104,278.44631473244806,-2248458.76,-23993.818,-2197.8108800000014,-11303.128
16,ob177021,Budget-SW,Total SW,kper3,3,-1199734.041193171,7160696.037780301,596.8569526174965,-4866138.399999999,-11201.064,-1954.82422,-7610.815
16,ob177022,Budget-SW,Total SW,kper4,4,-996824.8041126829,5450592.707885418,546.795453463583,-4072506.8999999994,-29157.451,-2199.781300000001,-9750.401
