Iteration,Category,Subcategory,Group,Pname,Mean_Change,Std_Change,Initial_CV,Current_CV,CV_Reduction_%,Pct_at_Lower_Bound,Pct_at_Upper_Bound
13,Storage,S-pilot,pg4,stosslayer1-pp,25542.887788607175,5.799218309039383,471.4177219237956,2.759838606123911,99.41456621637784,0.0862564692351926,0.1207590569292696
13,Hydraulic Conductivity,K-pilot,pg1,npfklayer1-pp,8708.181142210835,16.301124716849216,189.4742561810492,3.222680279038075,98.29914609826534,0.0057504312823461,3.3352501437607818
13,GHB Conductance,GHB-Poukawa-cond,pg8,ghbpw-cond-gr,1530.8891111827375,4.779273703229921,192.99252499868305,9.480270427657661,95.08775252941928,0.0340425531914893,0.2042553191489361
13,GHB Head,GHB-Poukawa-head,pg16,ghbpw-head-hg,741.9287347666019,2.386957309818162,27.517396418496915,5.623941122777226,79.56223387835897,0.3234042553191489,0.3063829787234042
13,GHB Head,GHB-Spring-head,pg18,ghbspring-head-hg,1459.7615060389912,6.734589780825681,16.540207508259837,1.172317405294868,92.91231742582772,0.1418439716312056,0.4964539007092199
13,GHB Conductance,GHB-Spring-cond,pg10,ghbspring-cond-gr,3264.5026987092574,5.0788401787823965,106.78779492785344,8.387875146410696,92.14528668554529,0.4609929078014184,0.2836879432624113
13,Storage,S-constant,pg5,stosslayer1-cn,1925.990829614436,8.674653862774322,47.21718146999618,2.1284032377344144,95.49231196892407,0.0,0.0
13,Hydraulic Conductivity,K-constant,pg2,npfklayer1-cn,185.12930859217153,19.128358298050525,9.56311584539139,9.084825085421267,5.001411336040848,0.0,2.553191489361702
13,GHB Conductance,GHB-Confined-cond,pg13,ghbconf-cond-cn,14149.48103446582,11.857695452903014,768.9497417714439,4.756454088166096,99.3814349846573,0.0,0.425531914893617
13,GHB Conductance,GHB-Spring-cond,pg11,ghbspring-cond-cn,2884.159178744896,7.791904535393998,72.80427102973523,2.249592857229669,96.91008120071571,0.425531914893617,0.0
13,GHB Conductance,GHB-Awanui-cond,pg7,ghbaw-cond-cn,22.93657170450135,8.636343525953569,25.65411240461269,30.414602162443813,-18.556439149986623,0.0,0.425531914893617
13,GHB Conductance,GHB-Poukawa-cond,pg9,ghbpw-cond-cn,982.9400111800484,5.67080681815154,17.671352697803574,1.5392583386029788,91.28952737843153,1.276595744680851,0.0
13,GHB Head,GHB-Poukawa-head,pg17,ghbpw-head-cn,2054.0304873029527,6.473260642355869,20.836165344841625,0.9046940685875724,95.65805869931077,0.0,0.425531914893617
13,GHB Head,GHB-Awanui-head,pg15,ghbaw-head-cn,410.61016081163314,2.6730735610777314,9.29494902857955,2.912489462657052,68.6658909725927,0.0,0.425531914893617
13,GHB Head,GHB-Spring-head,pg19,ghbspring-head-cn,27322.09615691575,3.5460048542173217,385.9161733629045,1.3574147103571104,99.64826177184322,0.425531914893617,0.425531914893617
13,GHB Head,GHB-Confined-head,pg21,ghbconf-head-cn,24086.803656061136,0.7789232118516788,461.0843017808874,1.9072687452982489,99.58635140300122,0.425531914893617,0.0
14,GHB Head,GHB-Confined-head,pg20,ghbconf-head-hg,876.8805422813128,4.79919929079478,13.193413321562774,3.6368606302310753,72.43427048338478,0.9926212227687982,0.0734113040859351
14,GHB Conductance,GHB-Confined-cond,pg12,ghbconf-cond-gr,3124.6667724703034,10.778141342802094,78.288811057662,3.2210364701296164,95.88570010629331,0.5094869992972592,0.001254894086939
14,GHB Conductance,GHB-Awanui-cond,pg6,ghbaw-cond-gr,2249.8464037351328,4.096245035426362,80.60007296307107,27.64946484433784,65.69548410085667,0.2184197067848619,0.1917831571769519
14,GHB Head,GHB-Awanui-head,pg14,ghbaw-head-hg,6692.967636416448,3.8739758665485695,216.55000025583047,12.294972803379068,94.32233997282204,0.2216160927378111,0.2066996249573815
14,Hydraulic Conductivity,K-grid,pg0,npfklayer1-gr,1809.15551759118,4.951549821307128,57.939095797048765,8.694036450907756,84.99452514522913,0.0537584143605085,1.5730179506357516
14,Storage,S-grid,pg3,stosslayer1-gr,4313.8387113740355,4.911134608180372,132.27243850230172,8.912831557386438,93.26176211892296,0.2173709798055347,0.1262154076290201
14,Storage,S-pilot,pg4,stosslayer1-pp,24500.49506699046,5.892696094863721,471.4177219237956,3.7702968814083073,99.20022164927907,0.0904922779922779,0.0542953667953667
14,Hydraulic Conductivity,K-pilot,pg1,npfklayer1-pp,8982.832265521889,17.254347000258775,189.4742561810492,3.959243936435664,97.91040534147686,0.0060328185328185,4.542712355212355
14,GHB Conductance,GHB-Poukawa-cond,pg8,ghbpw-cond-gr,2116.0796583437364,4.730580164918861,192.99252499868305,10.116156324244788,94.75826521036821,0.0535714285714285,0.1785714285714285
14,GHB Head,GHB-Poukawa-head,pg16,ghbpw-head-hg,773.101984295832,2.319460387644517,27.517396418496915,6.0232990884772,78.11094117745674,0.0892857142857142,0.3571428571428571
14,GHB Head,GHB-Spring-head,pg18,ghbspring-head-hg,1496.9450952584327,6.548853122065346,16.540207508259837,1.1391977420329396,93.1125547157492,0.0744047619047619,0.8928571428571427
14,GHB Conductance,GHB-Spring-cond,pg10,ghbspring-cond-gr,3044.037151009353,4.899342587557676,106.78779492785344,10.3806367160849,90.27919180923426,0.4092261904761905,0.2976190476190476
14,Storage,S-constant,pg5,stosslayer1-cn,1993.9611550098105,7.485678036512856,47.21718146999618,2.0861253888461744,95.58185108915958,0.0,0.0
14,Hydraulic Conductivity,K-constant,pg2,npfklayer1-cn,205.33413530062168,20.04781575434903,9.56311584539139,7.258729545280883,24.096605513997048,0.0,2.6785714285714284
14,GHB Conductance,GHB-Confined-cond,pg13,ghbconf-cond-cn,15732.531966535664,12.01973893202671,768.9497417714439,4.272999364359117,99.44430706816868,0.0,0.4464285714285713
14,GHB Conductance,GHB-Spring-cond,pg11,ghbspring-cond-cn,2890.245216231184,8.333838953522331,72.80427102973523,2.2318196503945704,96.93449351414695,0.4464285714285713,0.0
14,GHB Conductance,GHB-Awanui-cond,pg7,ghbaw-cond-cn,45.06070271782653,7.631035745687519,25.65411240461269,43.13203679157137,-68.12913310466394,0.0,0.4464285714285713
14,GHB Conductance,GHB-Poukawa-cond,pg9,ghbpw-cond-cn,990.176086533846,5.524371437209208,17.671352697803574,1.5314151303647487,91.33391112410374,1.339285714285714,0.0
14,GHB Head,GHB-Poukawa-head,pg17,ghbpw-head-cn,2172.3097591259434,8.58484997567237,20.836165344841625,0.8382401093339767,95.97699434871542,0.0,3.125
14,GHB Head,GHB-Awanui-head,pg15,ghbaw-head-cn,438.06261698266184,2.929669318371269,9.29494902857955,2.6689250172827443,71.28628668025512,0.0,0.4464285714285713
14,GHB Head,GHB-Spring-head,pg19,ghbspring-head-cn,30964.4780120713,6.740562364444017,385.9161733629045,1.1585684873991695,99.69978752709343,0.0,0.8928571428571427
14,GHB Head,GHB-Confined-head,pg21,ghbconf-head-cn,26031.949897139053,0.4885501697455938,461.0843017808874,1.7867415746126598,99.6124913453545,1.339285714285714,0.0
15,GHB Head,GHB-Confined-head,pg20,ghbconf-head-hg,886.3750237799694,4.5545758669990875,13.193413321562774,2.737039418430211,79.25450107776958,0.7693855802889485,0.074563096546013
15,GHB Conductance,GHB-Confined-cond,pg12,ghbconf-cond-gr,3047.2315757777246,9.879314652843583,78.288811057662,3.5439422908820823,95.47324548296963,0.546356141062821,0.0013197008238232
15,GHB Conductance,GHB-Awanui-cond,pg6,ghbaw-cond-gr,2269.3161458845375,3.7651810356761786,80.60007296307107,19.022081523186408,76.39942394109018,0.2072898808923549,0.1983259941510639
15,GHB Head,GHB-Awanui-head,pg14,ghbaw-head-hg,6731.642279642607,3.4837147376529805,216.55000025583047,10.10632589038916,95.33302891782515,0.2308200835882438,0.210651338420339
15,Hydraulic Conductivity,K-grid,pg0,npfklayer1-gr,1825.022236114596,4.5941273874268775,57.939095797048765,9.403079091384354,83.77075278440344,0.0565346705011921,1.678833910970184
15,Storage,S-grid,pg3,stosslayer1-gr,4371.507214879284,4.27945193012037,132.27243850230172,40.49633685191829,69.38414585044971,0.2138485362436398,0.1278175159157387
15,Storage,S-pilot,pg4,stosslayer1-pp,24662.87832702567,6.100548106489809,471.4177219237956,3.3521010628377748,99.28893189480482,0.0888212155817789,0.0824768430402233
15,Hydraulic Conductivity,K-pilot,pg1,npfklayer1-pp,9012.578883554872,17.362045898376895,189.4742561810492,5.465713404033264,97.1153266337087,0.0063443725415556,4.333206445882502
15,GHB Conductance,GHB-Poukawa-cond,pg8,ghbpw-cond-gr,1832.4732154861003,4.763946069631717,192.99252499868305,10.528436997928798,94.54464000717093,0.0751173708920187,0.1314553990610328
15,GHB Head,GHB-Poukawa-head,pg16,ghbpw-head-hg,763.1098412703075,2.018467271167081,27.517396418496915,7.059784489414817,74.34428613068458,0.0938967136150234,0.4131455399061032
15,GHB Head,GHB-Spring-head,pg18,ghbspring-head-hg,1512.24430512706,6.2340328875464115,16.540207508259837,1.131199610880381,93.16091040384177,0.0782472613458529,0.9389671361502347
15,GHB Conductance,GHB-Spring-cond,pg10,ghbspring-cond-gr,3073.880338089683,4.675939798470449,106.78779492785344,10.00296184507656,90.63286038274822,0.5086071987480438,0.3129890453834116
15,Storage,S-constant,pg5,stosslayer1-cn,1964.9899239397676,7.612699139544646,47.21718146999618,2.1124887340508374,95.52601686868327,0.0,0.0
15,Hydraulic Conductivity,K-constant,pg2,npfklayer1-cn,213.08602018213656,20.18668076759118,9.56311584539139,6.749410905038619,29.422470519467126,0.0,2.3474178403755865
15,GHB Conductance,GHB-Confined-cond,pg13,ghbconf-cond-cn,17260.806687335367,13.618189061222235,768.9497417714439,3.8260475110052554,99.50243204423333,0.0,0.4694835680751173
15,GHB Conductance,GHB-Spring-cond,pg11,ghbspring-cond-cn,2831.448395084762,8.088580999491302,72.80427102973523,2.2826749639736046,96.86464141225822,0.4694835680751173,0.0
15,GHB Conductance,GHB-Awanui-cond,pg7,ghbaw-cond-cn,98.04679419148545,7.1997055925141415,25.65411240461269,1218.872672573788,-4651.178498596703,0.0,0.4694835680751173
15,GHB Conductance,GHB-Poukawa-cond,pg9,ghbpw-cond-cn,979.6536431810633,4.549537152258816,17.671352697803574,1.5622962093484607,91.1591589163254,1.4084507042253522,0.0
15,GHB Head,GHB-Poukawa-head,pg17,ghbpw-head-cn,2139.4005544667743,8.470498046718012,20.836165344841625,0.8516224722841934,95.91276773729851,0.0,2.8169014084507045
15,GHB Head,GHB-Awanui-head,pg15,ghbaw-head-cn,478.40343092607856,4.285065136339082,9.29494902857955,2.351102997809068,74.70558482268123,0.0,0.4694835680751173
15,GHB Head,GHB-Spring-head,pg19,ghbspring-head-cn,31211.087755994737,5.885885581153193,385.9161733629045,1.1599775510515808,99.6994224054039,0.0,0.9389671361502347
15,GHB Head,GHB-Confined-head,pg21,ghbconf-head-cn,26654.348902109567,0.949320734575605,461.0843017808874,1.7528634288020095,99.6198388403093,1.4084507042253522,0.0
