Iteration,Group,Pname,Category,Subcategory,Mean,Std,CV,N_Params,Is_Reinflation
12,pg5,stosslayer1-cn,Storage,S-constant,112.79171813038599,1410.76341357964,1250.7686175582617,1,False
13,pg5,stosslayer1-cn,Storage,S-constant,138.76099003697288,1752.500052866881,1262.9630650515878,1,False
14,pg5,stosslayer1-cn,Storage,S-constant,143.79417666088182,1773.4477117949523,1233.3237360351368,1,False
15,pg5,stosslayer1-cn,Storage,S-constant,162.66051864375405,1982.8187728849507,1218.9920390132042,1,False
16,pg5,stosslayer1-cn,Storage,S-constant,244.6415937228079,3031.065477265892,1238.9820680698526,1,False
0,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,256093.02975295615,4184605.760039533,1634.017827067091,419,False
1,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,196915.28078347415,3480753.9475602736,1767.6403444726425,419,False
2,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,181474.4163415536,3324964.6185415783,1832.1946892412932,419,False
3,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,189941.53267190207,3469814.1824565297,1826.780132626474,419,False
4,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,218565.04565036923,3544450.614720353,1621.6914301979855,419,True
5,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,407852.40785903676,5634094.504781624,1381.405232926539,419,False
6,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,547956.604106933,6881124.128954062,1255.7790301969278,419,False
7,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,141591.5050426632,2801542.1038371124,1978.6088882895726,419,False
7,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,141591.5050426632,2801542.1038371124,1978.6088882895726,419,False
8,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,120235.40932771876,2448098.950280827,2036.088173998879,419,False
9,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,218288.32793227443,3856655.878768236,1766.7714601601567,419,False
10,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,254523.76146515203,3988073.853309268,1566.8768331695792,419,True
11,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,551562.1266931881,6717887.964086885,1217.9748461633908,419,False
12,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,471568.2240552648,6029334.980572046,1278.5710896129945,419,False
13,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,368938.32281379215,5004763.81178096,1356.531295965946,419,False
14,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,375334.3354648082,4964680.377452869,1322.7354676477137,419,False
15,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,383430.3261571092,5030147.545721089,1311.8804649948331,419,False
16,pg6,ghbaw-cond-gr,GHB Conductance,GHB-Awanui-cond,412538.8737722752,5234966.3423280725,1268.963163267328,419,False
