kper,kstp,time,k,i,j,PWq
1,1,1.0,0,4,31,10.884984039461415
1,1,1.0,0,4,32,6.380020471085345
1,1,1.0,0,5,32,6.758693698893467
1,1,1.0,0,6,33,3.942842874888129
1,1,1.0,0,7,33,3.697792114349795
1,1,1.0,0,8,33,3.293496703829078
1,1,1.0,0,9,33,2.799850945944854
1,1,1.0,0,10,34,1.1888322343349955
1,1,1.0,0,11,34,0.8770849843813266
1,1,1.0,0,12,34,0.4280064931197103
1,1,1.0,0,13,34,-0.0916150533853397
1,1,1.0,0,14,34,-0.6580745110205726
1,1,1.0,0,15,35,-1.073973160173182
1,1,1.0,0,16,35,-1.2570795781402921
1,1,1.0,0,17,35,-1.5175921432322639
1,1,1.0,0,18,35,-1.8235581884816838
1,1,1.0,0,19,36,-1.5686085149392852
1,1,1.0,0,20,36,-1.4880694303753899
1,1,1.0,0,21,36,-1.3870359445407132
1,1,1.0,0,22,36,-1.487349741726348
1,1,1.0,0,23,37,-1.385505570669892
1,1,1.0,0,24,37,-1.5228544300038038
1,1,1.0,0,25,37,-1.7044132808406687
1,1,1.0,0,26,37,-1.9112509305547007
1,1,1.0,0,27,37,-2.1761670569149203
1,1,1.0,0,28,38,-1.6958118691492245
1,1,1.0,0,29,38,-1.7567714765415872
1,1,1.0,0,30,38,-1.8229812107866792
1,1,1.0,0,31,38,-1.8717238588956349
1,1,1.0,0,32,38,-1.9228314564388427
1,1,1.0,0,33,38,-1.995498379595432
1,1,1.0,0,34,38,-2.096422701859254
1,1,1.0,0,35,39,-1.4617925228426003
1,1,1.0,0,36,39,-1.4465676649501518
1,1,1.0,0,37,38,-1.9742205901549283
1,1,1.0,0,38,36,-3.109535839609407
1,1,1.0,0,38,37,-2.301485204516453
2,1,2.0,0,4,31,11.69016365149696
2,1,2.0,0,4,32,6.910639887658135
2,1,2.0,0,5,32,7.391496916998221
2,1,2.0,0,6,33,4.459614772863915
2,1,2.0,0,7,33,4.262903437183013
2,1,2.0,0,8,33,3.930585456210565
2,1,2.0,0,9,33,3.539649200983604
2,1,2.0,0,10,34,1.8091743654752008
2,1,2.0,0,11,34,1.5387033382332902
2,1,2.0,0,12,34,1.1310165273068833
2,1,2.0,0,13,34,0.6452600371653716
2,1,2.0,0,14,34,0.13685627749168816
2,1,2.0,0,15,35,-0.46885978989359955
2,1,2.0,0,16,35,-0.6602591463421277
2,1,2.0,0,17,35,-0.9172999183172124
2,1,2.0,0,18,35,-1.2098138501149833
2,1,2.0,0,19,36,-1.138619183149956
2,1,2.0,0,20,36,-1.106714734273794
2,1,2.0,0,21,36,-1.0602604594497222
2,1,2.0,0,22,36,-1.1626377118686548
2,1,2.0,0,23,37,-1.1075631776288049
2,1,2.0,0,24,37,-1.2235471590398106
2,1,2.0,0,25,37,-1.3772136073431511
2,1,2.0,0,26,37,-1.5525142973740742
2,1,2.0,0,27,37,-1.7761057744045843
2,1,2.0,0,28,38,-1.3944267790541574
2,1,2.0,0,29,38,-1.4476090097661825
2,1,2.0,0,30,38,-1.5061822831106326
2,1,2.0,0,31,38,-1.5506572532034824
2,1,2.0,0,32,38,-1.5971406096606273
2,1,2.0,0,33,38,-1.661517840872051
2,1,2.0,0,34,38,-1.749326441173153
2,1,2.0,0,35,39,-1.2238495365891708
2,1,2.0,0,36,39,-1.2118423124339301
2,1,2.0,0,37,38,-1.6544837866514541
2,1,2.0,0,38,36,-2.6091688463778695
2,1,2.0,0,38,37,-1.931004682690542
2,2,3.0,0,4,31,11.78617592100909
2,2,3.0,0,4,32,6.967176440230105
2,2,3.0,0,5,32,7.452932968266396
2,2,3.0,0,6,33,4.498834055332281
2,2,3.0,0,7,33,4.3029710644964325
2,2,3.0,0,8,33,3.9722523220671064
2,2,3.0,0,9,33,3.5844739078747807
2,2,3.0,0,10,34,1.8429498964637787
2,2,3.0,0,11,34,1.5745696315948408
2,2,3.0,0,12,34,1.1693671493949296
2,2,3.0,0,13,34,0.6864149382881806
2,2,3.0,0,14,34,0.18325153038858844
2,2,3.0,0,15,35,-0.4304149131254462
2,2,3.0,0,16,35,-0.6199395227372406
2,2,3.0,0,17,35,-0.8730039186667682
2,2,3.0,0,18,35,-1.1597985905327732
2,2,3.0,0,19,36,-1.098279331112451
2,2,3.0,0,20,36,-1.068345973624389
2,2,3.0,0,21,36,-1.0242072287322515
2,2,3.0,0,22,36,-1.1236677297695792
2,2,3.0,0,23,37,-1.0713698737900472
2,2,3.0,0,24,37,-1.183533428362324
2,2,3.0,0,25,37,-1.3320326018240962
2,2,3.0,0,26,37,-1.5013360315555246
2,2,3.0,0,27,37,-1.717270850594133
2,2,3.0,0,28,38,-1.3481957852159212
