,kstp,present_q,past_q,diff
0,ss,-0.07407956576852914,-0.18137633307209855,-0.10729676730356941
1,1,-0.05439276443271446,-0.17745798674982094,-0.12306522231710648
2,2,-0.05211193013019999,-0.1731954500760362,-0.12108351994583622
3,3,-0.04926878249579225,-0.16887716982137713,-0.11960838732558488
4,4,-0.046803718904261604,-0.1675381933728608,-0.1207344744685992
5,5,-0.04409137818217035,-0.1663777113971121,-0.12228633321494176
6,6,-0.041671159101218436,-0.1648579812190052,-0.12318682211778675
7,7,-0.03891157098103948,-0.1631948757756132,-0.12428330479457372
8,8,-0.036135911221023775,-0.16059887281043883,-0.12446296158941506
9,9,-0.03333244337951946,-0.15660150419056995,-0.12326906081105049
10,10,-0.03090971778038032,-0.15497978495886322,-0.1240700671784829
11,11,-0.027935581667456688,-0.15484680220328206,-0.12691122053582538
12,12,-0.025221394877609438,-0.15389646686495873,-0.1286750719873493
13,13,-0.022422035611268765,-0.15202130326930607,-0.1295992676580373
14,14,-0.01979230437184043,-0.15052337414038597,-0.13073106976854554
15,15,-0.017815699229263515,-0.1505971983382728,-0.13278149910900927
16,16,-0.015545487143392211,-0.15027577285175386,-0.13473028570836165
17,17,-0.012866382093325246,-0.14941368081497375,-0.1365472987216485
18,18,-0.010140893626445102,-0.14855399105790523,-0.13841309743146013
19,19,-0.007365490234247485,-0.1473382454224046,-0.1399727551881571
20,20,-0.00437284570143559,-0.14605453031629034,-0.14168168461485475
21,21,-0.0020060522622413757,-0.14349843031546872,-0.14149237805322734
22,22,0.00010458771050281257,-0.14111659437162238,-0.1412211820821252
23,23,0.0014845436783961219,-0.13874115317831048,-0.1402256968567066
24,24,0.0022714453926138134,-0.13634190058645324,-0.13861334597906705
25,25,0.002312574374477183,-0.13390516347154557,-0.13621773784602276
26,26,0.0021269392580998137,-0.13188668071096554,-0.13401361996906536
27,27,0.0010301870023634585,-0.12976697480305077,-0.13079716180541423
28,28,-0.00023389009034868735,-0.12824104389795288,-0.1280071538076042
29,29,-0.0007275796625405562,-0.12732140746595677,-0.12659382780341621
30,30,-0.0011361726789358428,-0.12664972734153457,-0.12551355466259873
31,31,-0.0021008233941097743,-0.12438651728559513,-0.12228569389148536
32,32,-0.0028071717893438652,-0.1226486670025615,-0.11984149521321763
33,33,-0.0028233254920206896,-0.1218174465469315,-0.1189941210549108
34,34,-0.0037500005158341843,-0.12091429533334086,-0.11716429481750668
35,35,-0.004867308881612242,-0.11975151440567178,-0.11488420552405954
36,36,-0.0049895721462509535,-0.11826674122939052,-0.11327716908313956
37,37,-0.00488143577167266,-0.11619714372847367,-0.11131570795680101
38,38,-0.005718588043988504,-0.11408911675601763,-0.10837052871202912
39,39,-0.005457824927895594,-0.11093350215302955,-0.10547567722513396
40,40,-0.005360074285615468,-0.10812428461978119,-0.10276421033416572
41,41,-0.004861992881820765,-0.10659465521155553,-0.10173266232973477
42,42,-0.004427852951885747,-0.10561551571084271,-0.10118766275895696
43,43,-0.003228544525722743,-0.10446686979496311,-0.10123832526924037
44,44,-0.002987469633934925,-0.10356359736470644,-0.10057612773077151
45,45,-0.0020983502341760385,-0.10279701055099233,-0.10069866031681629
46,46,-0.0005584201860626692,-0.0996640723906248,-0.09910565220456213
47,47,0.0007356394177855385,-0.09674007698967113,-0.09747571640745667
48,48,0.0007273944514265551,-0.09481380043078591,-0.09554119488221247
49,49,0.0005706444090547436,-0.09390160373167422,-0.09447224814072896
50,50,8.337207149278214e-05,-0.09232067218224538,-0.09240404425373816
51,51,-0.0007522620921216472,-0.0886464522300412,-0.08789419013791955
52,52,-0.0019220759416831434,-0.08855157020039872,-0.08662949425871558
