kper,kstp,time,k,i,j,SPq
1,1,1.0,0,12,18,0.05392475142169406
1,1,1.0,0,12,24,0.022141336326684247
1,1,1.0,0,12,25,0.008558739990382591
1,1,1.0,0,13,19,0.03221322941466154
1,1,1.0,0,13,23,0.007580553431804304
1,1,1.0,0,13,26,-0.030063974923379533
1,1,1.0,0,14,19,0.017139827770205063
1,1,1.0,0,14,20,0.011759184015116553
1,1,1.0,0,14,21,0.004587154274658722
1,1,1.0,0,14,22,-0.004220165045598634
1,1,1.0,0,14,26,-0.049196385152694866
1,1,1.0,0,15,27,-0.07404349324762816
1,1,1.0,0,16,27,-0.08239634399227835
1,1,1.0,0,17,27,-0.08744753967314445
1,1,1.0,0,18,27,-0.08942862052579237
1,1,1.0,0,19,25,-0.07903525761092745
1,1,1.0,0,19,26,-0.08394046225812302
1,1,1.0,0,20,24,-0.07407956576852914
1,1,1.0,0,21,24,-0.07085575138504208
1,1,1.0,0,22,24,-0.07228132437091728
1,1,1.0,0,23,23,-0.08096807596505196
2,1,2.0,0,12,18,0.0596346516039139
2,1,2.0,0,12,24,0.04489300873030633
2,1,2.0,0,12,25,0.03328123113155357
2,1,2.0,0,13,19,0.04129870999857177
2,1,2.0,0,13,23,0.02897007048888689
2,1,2.0,0,13,26,-0.0032325648569813126
2,1,2.0,0,14,19,0.0275718030784029
2,1,2.0,0,14,20,0.025522964629417277
2,1,2.0,0,14,21,0.021452772765654604
2,1,2.0,0,14,22,0.015460577532520503
2,1,2.0,0,14,26,-0.02203694107976517
2,1,2.0,0,15,27,-0.04657408132021068
2,1,2.0,0,16,27,-0.05563956381165536
2,1,2.0,0,17,27,-0.06182883057815847
2,1,2.0,0,18,27,-0.06538086617916772
2,1,2.0,0,19,25,-0.05713218360573569
2,1,2.0,0,19,26,-0.06185186252321895
2,1,2.0,0,20,24,-0.05439276443271446
2,1,2.0,0,21,24,-0.05351152051122998
2,1,2.0,0,22,24,-0.05581507701795374
2,1,2.0,0,23,23,-0.06301709430338365
2,2,3.0,0,12,18,0.06113048906722618
