DateTime,Awanui Stream at Flume (x),Awanui Stream at Flume (y),level_mRL,sm_level_mRL,abs_val,sm_abs_val
2023-12-07 23:00:00,2023-12-07 23:00:00,16364.0,6.364000000000001,6.393857142857144,0.0,-0.0019090909090909815
2023-12-08 23:00:00,2023-12-08 23:00:00,16336.0,6.336000000000002,6.384714285714286,-0.027999999999998693,-0.007249999999999979
2023-12-09 23:00:00,2023-12-09 23:00:00,16338.0,6.338000000000001,6.376285714285715,-0.0259999999999998,-0.012538461538461557
2023-12-10 23:00:00,2023-12-10 23:00:00,16433.0,6.433,6.365666666666667,0.06899999999999906,-0.02135714285714282
2023-12-11 23:00:00,2023-12-11 23:00:00,16416.0,6.416,6.354666666666667,0.0519999999999996,-0.03039999999999997
2023-12-12 23:00:00,2023-12-12 23:00:00,16390.0,6.390000000000001,6.3439523809523815,0.0259999999999998,-0.038562500000000055
2023-12-13 23:00:00,2023-12-13 23:00:00,16367.0,6.367000000000001,6.333238095238096,0.0030000000000001137,-0.046352941176470604
2023-12-14 23:00:00,2023-12-14 23:00:00,16355.0,6.355,6.323761904761905,-0.009000000000000341,-0.05216666666666667
2023-12-15 23:00:00,2023-12-15 23:00:00,16363.0,6.3629999999999995,6.316619047619048,-0.0010000000000012221,-0.05578947368421046
2023-12-16 23:00:00,2023-12-16 23:00:00,16315.0,6.315000000000001,6.307238095238096,-0.04899999999999949,-0.061249999999999895
2023-12-17 23:00:00,2023-12-17 23:00:00,16306.0,6.306000000000001,6.298142857142858,-0.05799999999999983,-0.06585714285714281
2023-12-18 23:00:00,2023-12-18 23:00:00,16298.0,6.298000000000002,6.29109523809524,-0.06599999999999895,-0.07290476190476185
2023-12-19 23:00:00,2023-12-19 23:00:00,16288.0,6.288,6.285714285714287,-0.07600000000000051,-0.07828571428571438
2023-12-20 23:00:00,2023-12-20 23:00:00,16228.0,6.2280000000000015,6.279714285714287,-0.13599999999999923,-0.08428571428571444
2023-12-21 23:00:00,2023-12-21 23:00:00,16207.0,6.207000000000001,6.268761904761905,-0.15700000000000003,-0.09523809523809541
2023-12-22 23:00:00,2023-12-22 23:00:00,16203.0,6.202999999999999,6.258428571428572,-0.16100000000000136,-0.10557142857142868
2023-12-23 23:00:00,2023-12-23 23:00:00,16193.0,6.193000000000001,6.249095238095238,-0.17099999999999937,-0.11490476190476209
2023-12-24 23:00:00,2023-12-24 23:00:00,16213.0,6.213000000000001,6.239190476190477,-0.1509999999999998,-0.12480952380952408
2023-12-25 23:00:00,2023-12-25 23:00:00,16243.0,6.243000000000002,6.229904761904762,-0.12099999999999866,-0.13409523809523838
2023-12-26 23:00:00,2023-12-26 23:00:00,16199.0,6.199000000000002,6.220571428571429,-0.16499999999999915,-0.14342857142857163
2023-12-27 23:00:00,2023-12-27 23:00:00,16206.0,6.2059999999999995,6.213904761904763,-0.15800000000000125,-0.1500952380952383
2023-12-28 23:00:00,2023-12-28 23:00:00,16216.0,6.216000000000001,6.207428571428571,-0.1479999999999997,-0.15657142857142875
2023-12-29 23:00:00,2023-12-29 23:00:00,16223.0,6.222999999999999,6.20152380952381,-0.1410000000000018,-0.16247619047619077
2023-12-30 23:00:00,2023-12-30 23:00:00,16212.0,6.212,6.196238095238096,-0.15200000000000102,-0.16776190476190508
2023-12-31 23:00:00,2023-12-31 23:00:00,16203.0,6.202999999999999,6.19157142857143,-0.16100000000000136,-0.17242857142857188
2024-01-01 23:00:00,2024-01-01 23:00:00,16199.0,6.199000000000002,6.186904761904763,-0.16499999999999915,-0.1770952380952385
2024-01-02 23:00:00,2024-01-02 23:00:00,16194.0,6.193999999999999,6.1828095238095235,-0.1700000000000017,-0.1811904761904765
2024-01-03 23:00:00,2024-01-03 23:00:00,16159.0,6.158999999999999,6.178238095238095,-0.20500000000000185,-0.1857619047619051
2024-01-04 23:00:00,2024-01-04 23:00:00,16160.0,6.16,6.1725714285714295,-0.20400000000000063,-0.19142857142857175
2024-01-05 23:00:00,2024-01-05 23:00:00,16167.0,6.167000000000002,6.1659523809523815,-0.19699999999999918,-0.1980476190476195
2024-01-06 23:00:00,2024-01-06 23:00:00,16175.0,6.175000000000001,6.162142857142857,-0.18900000000000006,-0.2018571428571434
2024-01-07 23:00:00,2024-01-07 23:00:00,16170.0,6.170000000000002,6.157809523809523,-0.19399999999999906,-0.20619047619047662
2024-01-08 23:00:00,2024-01-08 23:00:00,16174.0,6.1739999999999995,6.151809523809525,-0.19000000000000128,-0.21219047619047668
2024-01-09 23:00:00,2024-01-09 23:00:00,16177.0,6.177,6.145714285714286,-0.18700000000000117,-0.21828571428571478
2024-01-10 23:00:00,2024-01-10 23:00:00,16130.0,6.129999999999999,6.139904761904763,-0.23400000000000176,-0.22409523809523857
2024-01-11 23:00:00,2024-01-11 23:00:00,16109.0,6.109000000000002,6.134571428571428,-0.254999999999999,-0.22942857142857184
2024-01-12 23:00:00,2024-01-12 23:00:00,16117.0,6.117000000000001,6.130285714285715,-0.2469999999999999,-0.23371428571428612
2024-01-13 23:00:00,2024-01-13 23:00:00,16097.0,6.097000000000001,6.126380952380952,-0.26699999999999946,-0.2376190476190479
2024-01-14 23:00:00,2024-01-14 23:00:00,16094.0,6.094000000000001,6.123904761904762,-0.2699999999999996,-0.24009523809523833
2024-01-15 23:00:00,2024-01-15 23:00:00,16104.0,6.103999999999999,6.121857142857142,-0.26000000000000156,-0.24214285714285735
2024-01-16 23:00:00,2024-01-16 23:00:00,16119.0,6.119,6.119238095238096,-0.245000000000001,-0.24476190476190496
2024-01-17 23:00:00,2024-01-17 23:00:00,16115.0,6.115000000000002,6.1162857142857145,-0.24899999999999878,-0.24771428571428597
2024-01-18 23:00:00,2024-01-18 23:00:00,16090.0,6.09,6.116142857142858,-0.2740000000000009,-0.2504000000000003
2024-01-19 23:00:00,2024-01-19 23:00:00,16095.0,6.094999999999999,6.11757142857143,-0.2690000000000019,-0.2535789473684213
2024-01-20 23:00:00,2024-01-20 23:00:00,16090.0,6.09,6.119380952380952,-0.2740000000000009,-0.257277777777778
2024-01-21 23:00:00,2024-01-21 23:00:00,16091.0,6.091000000000001,6.123142857142858,-0.2729999999999997,-0.2586470588235295
2024-01-22 23:00:00,2024-01-22 23:00:00,16109.0,6.109000000000002,6.126904761904761,-0.254999999999999,-0.2588750000000002
2024-01-23 23:00:00,2024-01-23 23:00:00,16112.0,6.112000000000002,6.129904761904762,-0.2519999999999989,-0.2596666666666669
2024-01-24 23:00:00,2024-01-24 23:00:00,16107.0,6.106999999999999,6.1339523809523815,-0.25700000000000145,-0.2591428571428574
2024-01-25 23:00:00,2024-01-25 23:00:00,16117.0,6.117000000000001,6.138142857142857,-0.2469999999999999,-0.2583076923076926
2024-01-26 23:00:00,2024-01-26 23:00:00,16112.0,6.112000000000002,6.141857142857144,-0.2519999999999989,-0.2581666666666669
2024-01-27 23:00:00,2024-01-27 23:00:00,16113.0,6.1129999999999995,6.144761904761905,-0.2510000000000012,-0.2593636363636365
