#time,h_1_18_44,h_1_19_44,h_1_20_43,h_1_21_43,h_1_22_42,h_1_23_42,h_1_24_42,h_1_25_41,h_1_26_41,h_1_27_41,h_1_28_40,h_1_29_40,h_1_30_41,h_1_31_41,h_1_32_41,h_1_33_41,h_1_34_41,h_1_35_42,h_1_36_42,h_1_37_42,h_1_38_42,h_1_39_42,h_1_40_42,h_1_41_42,h_1_42_42,h_1_43_42,h_1_44_42,h_1_45_42,h_1_46_42,h_1_47_42,h_1_48_42,h_1_49_41,h_1_50_41
35,6.478600198364257,6.589599782562255,6.6725999656677235,6.9825999084472645,6.661599809265136,6.642600232696532,8.898600274658202,6.900600129699706,7.244599992370604,7.549599820709227,7.5475999656677235,7.638600045776366,7.569599801635741,7.639599973297118,7.560599977111815,7.751599961853026,7.91460006866455,7.92060011062622,8.012599641418456,8.06259983215332,8.044600183105468,8.046600038146972,8.034599954223632,8.073600465393065,8.072600061035155,8.087600404357909,8.06259983215332,8.101600343322753,8.150600129699706,9.195600205993651,10.108600312805175,8.139600450134276,8.123599702453612
36,6.478400198364257,6.589399782562255,6.672399965667724,6.982399908447265,6.661399809265136,6.642400232696533,8.898400274658202,6.900400129699706,7.244399992370605,7.549399820709228,7.547399965667724,7.6384000457763666,7.5693998016357416,7.6393999732971185,7.560399977111816,7.751399961853027,7.91440006866455,7.92040011062622,8.012399641418456,8.06239983215332,8.044400183105468,8.046400038146972,8.034399954223632,8.073400465393066,8.072400061035156,8.08740040435791,8.06239983215332,8.101400343322753,8.150400129699706,9.195400205993652,10.108400312805175,8.139400450134277,8.123399702453613
37,6.478000198364257,6.588999782562255,6.671999965667724,6.981999908447265,6.660999809265136,6.642000232696533,8.898000274658202,6.900000129699706,7.243999992370605,7.548999820709228,7.546999965667724,7.638000045776367,7.568999801635742,7.6389999732971186,7.559999977111816,7.750999961853027,7.91400006866455,7.92000011062622,8.011999641418456,8.061999832153319,8.044000183105467,8.046000038146971,8.033999954223631,8.073000465393065,8.072000061035155,8.087000404357909,8.061999832153319,8.101000343322752,8.150000129699706,9.19500020599365,10.108000312805174,8.139000450134276,8.122999702453612
38,6.477600198364257,6.588599782562255,6.671599965667724,6.981599908447265,6.660599809265136,6.641600232696533,8.897600274658203,6.8996001296997065,7.243599992370605,7.548599820709228,7.546599965667724,7.637600045776367,7.568599801635742,7.638599973297119,7.559599977111816,7.750599961853027,7.91360006866455,7.91960011062622,8.011599641418456,8.06159983215332,8.043600183105468,8.045600038146972,8.033599954223632,8.072600465393066,8.071600061035156,8.08660040435791,8.06159983215332,8.100600343322753,8.149600129699706,9.194600205993652,10.107600312805175,8.138600450134277,8.122599702453613
39,6.477200198364257,6.588199782562255,6.671199965667724,6.981199908447265,6.660199809265136,6.641200232696533,8.897200274658204,6.8992001296997065,7.243199992370605,7.548199820709228,7.546199965667724,7.637200045776367,7.568199801635742,7.638199973297119,7.559199977111816,7.750199961853027,7.91320006866455,7.91920011062622,8.011199641418457,8.06119983215332,8.04320018310547,8.045200038146973,8.033199954223633,8.072200465393067,8.071200061035157,8.08620040435791,8.06119983215332,8.100200343322754,8.149200129699707,9.194200205993653,10.107200312805176,8.138200450134278,8.122199702453614
40,6.476800198364257,6.587799782562255,6.670799965667724,6.980799908447265,6.659799809265136,6.640800232696533,8.896800274658203,6.898800129699707,7.242799992370605,7.547799820709228,7.545799965667724,7.636800045776367,7.567799801635742,7.637799973297119,7.558799977111816,7.749799961853027,7.91280006866455,7.91880011062622,8.010799641418457,8.06079983215332,8.042800183105468,8.044800038146972,8.032799954223632,8.071800465393066,8.070800061035156,8.08580040435791,8.06079983215332,8.099800343322753,8.148800129699707,9.193800205993652,10.106800312805175,8.137800450134277,8.121799702453613
41,6.476600198364258,6.587599782562256,6.670599965667725,6.980599908447266,6.659599809265137,6.640600232696533,8.896600274658203,6.898600129699707,7.2425999923706055,7.5475998207092285,7.545599965667725,7.636600045776367,7.567599801635742,7.637599973297119,7.558599977111816,7.749599961853027,7.912600068664551,7.918600110626221,8.010599641418457,8.06059983215332,8.042600183105469,8.044600038146973,8.032599954223633,8.071600465393066,8.070600061035156,8.08560040435791,8.06059983215332,8.099600343322754,8.148600129699707,9.193600205993652,10.106600312805176,8.137600450134277,8.121599702453613
42,6.476400198364258,6.587399782562256,6.670399965667725,6.980399908447266,6.659399809265137,6.640400232696534,8.896400274658204,6.8984001296997075,7.242399992370606,7.547399820709229,7.545399965667725,7.636400045776368,7.567399801635743,7.63739997329712,7.558399977111817,7.749399961853028,7.912400068664551,7.918400110626221,8.010399641418458,8.06039983215332,8.04240018310547,8.044400038146973,8.032399954223633,8.071400465393067,8.070400061035157,8.08540040435791,8.06039983215332,8.099400343322754,8.148400129699708,9.193400205993653,10.106400312805176,8.137400450134278,8.121399702453614
43,6.476200198364258,6.587199782562256,6.670199965667725,6.980199908447266,6.659199809265137,6.640200232696533,8.896200274658202,6.898200129699707,7.2421999923706055,7.547199820709229,7.545199965667725,7.636200045776367,7.567199801635742,7.637199973297119,7.5581999771118165,7.749199961853027,7.912200068664551,7.918200110626221,8.010199641418456,8.06019983215332,8.042200183105468,8.044200038146972,8.032199954223632,8.071200465393066,8.070200061035155,8.08520040435791,8.06019983215332,8.099200343322753,8.148200129699706,9.193200205993652,10.106200312805175,8.137200450134277,8.121199702453612
44,6.475800198364257,6.586799782562255,6.669799965667724,6.979799908447265,6.658799809265136,6.639800232696532,8.895800274658203,6.897800129699706,7.241799992370605,7.546799820709228,7.544799965667724,7.635800045776366,7.566799801635741,7.636799973297118,7.557799977111816,7.7487999618530266,7.91180006866455,7.91780011062622,8.009799641418457,8.05979983215332,8.041800183105469,8.043800038146973,8.031799954223633,8.070800465393067,8.069800061035156,8.08480040435791,8.05979983215332,8.098800343322754,8.147800129699707,9.192800205993652,10.105800312805176,8.136800450134277,8.120799702453613
45,6.475600198364257,6.586599782562255,6.669599965667723,6.979599908447264,6.6585998092651355,6.639600232696532,8.895600274658202,6.897600129699706,7.241599992370604,7.546599820709227,7.544599965667723,7.635600045776366,7.566599801635741,7.636599973297118,7.557599977111815,7.748599961853026,7.91160006866455,7.9176001106262195,8.009599641418456,8.059599832153319,8.041600183105468,8.043600038146971,8.031599954223632,8.070600465393065,8.069600061035155,8.084600404357909,8.059599832153319,8.098600343322753,8.147600129699706,9.192600205993651,10.105600312805175,8.136600450134276,8.120599702453612
46,6.475200198364257,6.586199782562255,6.669199965667723,6.9791999084472645,6.6581998092651355,6.639200232696532,8.895200274658201,6.897200129699706,7.241199992370604,7.546199820709227,7.544199965667723,7.635200045776366,7.566199801635741,7.636199973297118,7.557199977111815,7.748199961853026,7.91120006866455,7.9172001106262195,8.009199641418455,8.059199832153318,8.041200183105467,8.04320003814697,8.03119995422363,8.070200465393064,8.069200061035154,8.084200404357908,8.059199832153318,8.098200343322752,8.147200129699705,9.19220020599365,10.105200312805174,8.136200450134275,8.120199702453611
47,6.475000198364256,6.585999782562254,6.668999965667723,6.978999908447264,6.657999809265135,6.639000232696532,8.895000274658202,6.897000129699705,7.240999992370604,7.545999820709227,7.543999965667723,7.635000045776366,7.565999801635741,7.6359999732971175,7.556999977111815,7.747999961853026,7.911000068664549,7.917000110626219,8.008999641418455,8.058999832153319,8.041000183105467,8.043000038146971,8.030999954223631,8.070000465393065,8.069000061035155,8.084000404357909,8.058999832153319,8.098000343322752,8.147000129699705,9.19200020599365,10.105000312805174,8.136000450134276,8.119999702453612
48,6.475000198364256,6.585999782562254,6.668999965667723,6.978999908447264,6.657999809265135,6.639000232696532,8.895000274658202,6.897000129699705,7.240999992370604,7.545999820709227,7.543999965667723,7.635000045776366,7.565999801635741,7.6359999732971175,7.556999977111815,7.747999961853026,7.911000068664549,7.917000110626219,8.008999641418455,8.058999832153319,8.041000183105467,8.043000038146971,8.030999954223631,8.070000465393065,8.069000061035155,8.084000404357909,8.058999832153319,8.098000343322752,8.147000129699705,9.19200020599365,10.105000312805174,8.136000450134276,8.119999702453612
49,6.475000198364256,6.585999782562254,6.668999965667723,6.978999908447264,6.657999809265135,6.639000232696532,8.895000274658202,6.897000129699705,7.240999992370604,7.545999820709227,7.543999965667723,7.635000045776366,7.565999801635741,7.6359999732971175,7.556999977111815,7.747999961853026,7.911000068664549,7.917000110626219,8.008999641418455,8.058999832153319,8.041000183105467,8.043000038146971,8.030999954223631,8.070000465393065,8.069000061035155,8.084000404357909,8.058999832153319,8.098000343322752,8.147000129699705,9.19200020599365,10.105000312805174,8.136000450134276,8.119999702453612
