,time,kper,kstp,time,pk4head,confhead,awswhead,pwswhead,springhead,awgwhead,pwgwhead,pk4confdiff,pk4springdiff,pk4awswdiff,pk4pwswdiff,pk4awgwdiff,pk4pwgwdiff,awswgwdiff,pwswgwdiff,firstnegday,springcum,springq,pwtot,pwcum,pwq,awcum,awq,awtot
46,47.0,2,46,47.0,4.70278967594031,11.791333333333334,7.577352906844195,8.119999702453612,7.383627231999999,3.562607184537638,4.6947857380494415,-7.088543657393024,-2.6808375560596893,-2.8745632309038847,-3.4172100265133016,1.1401824914026721,0.008003937890868507,4.014745722306557,3.42521396440417,3,-46.269729618858236,-4.70278967594031,-2089.373739869564,-163.6390832695638,-4.6947857380494415,-441.3441346746065,-3.562607184537638,-2576.9876041630287
47,48.0,2,47,48.0,4.6516209700126465,11.746666666666668,7.577124965667725,8.119999702453612,7.383245599999999,3.4811861797571817,4.644549556407182,-7.095045696654021,-2.731624629987352,-2.9255039956550783,-3.468378732440965,1.1704347902554648,0.007071413605464372,4.095938785910543,3.4754501460464295,3,-45.401335423995654,-4.6516209700126465,-2087.469607384223,-161.73495078422292,-4.644549556407182,-431.37860976361964,-3.4811861797571817,-2564.249552571838
48,49.0,2,48,49.0,4.601014280839924,11.702000000000002,7.576333299001058,8.119999702453612,7.380680536,3.4016563785769542,4.594882311717104,-7.100985719160078,-2.779666255160076,-2.9753190181611338,-3.5189854216136878,1.1993579022629697,0.006131969122820102,4.174676920424103,3.525117390736508,3,-44.55239343458687,-4.601014280839924,-2085.597074764467,-159.862418164467,-4.594882311717104,-421.6508695531216,-3.4016563785769542,-2551.8003377521754
49,50.0,2,49,50.0,4.550963437533913,11.657333333333334,7.576857108524867,8.119799702453612,7.378619976,3.32397348981931,4.545777555220901,-7.10636989579942,-2.827656538466087,-3.0258936709909534,-3.5688362649196987,1.2269899477146033,0.00518588231301198,4.252883618705557,3.5740221472327107,3,-43.7224355452963,-4.550963437533913,-2070.8484735032257,-158.02074822322558,-4.545777555220901,-412.1547766550133,-3.32397348981931,-2526.7256857035354
50,51.0,2,50,51.0,4.50146233697391,11.612666666666668,7.577692273360032,8.119599702453613,7.37610168,3.248094263965789,4.497228911292402,-7.111204329692757,-2.8746393430260895,-3.076229936386122,-3.6181373654797024,1.2533680730081214,0.004233425681507974,4.329598009394243,3.6223707911612104,3,-42.91100548223513,-4.50146233697391,-2056.130026521616,-156.20923256161595,-4.497228911292402,-402.8843755524123,-3.248094263965789,-2501.925407556263
51,52.0,2,51,52.0,4.452504943061443,11.568,7.577833299001058,8.119499702453613,7.37302284,3.1739764686043257,4.449230076607864,-7.115495056938556,-2.9205178969385566,-3.1253283559396143,-3.6669947593921695,1.2785284744571177,0.003274866453579328,4.403856830396732,3.670269625845749,3,-42.117658492286246,-4.452504943061443,-2047.8945180629678,-154.42718976296788,-4.449230076607864,-393.83388575886045,-3.1739764686043257,-2483.8460623141145
52,53.0,3,1,53.0,9.271875911021473,13.5,9.955408,9.168416,9.123255,13.475494548899006,9.390918916202198,-4.228124088978527,0.14862091102147268,-0.6835320889785272,0.10345991102147245,-4.203618637877533,-0.11904300518072475,-3.5200865488990054,-0.2225029162021972,3,0.0,-0.14862091102147268,-5711.167284940457,-21.293723740457743,-0.2225029162021972,-1425.316500434226,0.0,-7136.483785374683
53,54.0,4,1,54.0,9.271875910642583,13.5,9.955408,9.168416,9.123255,13.475494548869024,9.390918916244939,-4.228124089357417,0.14862091064258287,-0.683532089357417,0.10345991064258264,-4.203618638226441,-0.11904300560235548,-3.520086548869024,-0.22250291624493812,0,0.0,-0.14862091064258287,-5711.167284941267,-21.29372374126835,-0.22250291624493812,-1425.3165004096552,0.0,-7136.4837853509225
54,55.0,4,2,55.0,9.271875910268141,13.5,9.955408,9.168416,9.123255,13.475494548839377,9.39091891628719,-4.228124089731859,0.14862091026814106,-0.6835320897318589,0.10345991026814083,-4.2036186385712355,-0.11904300601904794,-3.5200865488393767,-0.22250291628718877,0,0.0,-0.14862091026814106,-5711.167284942068,-21.293723742069538,-0.22250291628718877,-1425.3165003853733,0.0,-7136.483785327442
55,56.0,4,3,56.0,9.271875909898094,13.5,9.955408,9.168416,9.123255,13.47549454881007,9.390918916328953,-4.228124090101906,0.14862090989809396,-0.683532090101906,0.10345990989809373,-4.203618638911976,-0.11904300643085897,-3.5200865488100703,-0.2225029163289527,0,0.0,-0.14862090989809396,-5711.1672849428605,-21.293723742861417,-0.2225029163289527,-1425.316500361397,0.0,-7136.483785304257
56,57.0,4,4,57.0,9.271875909532387,13.5,9.955408,9.168416,9.123255,13.475494548781095,9.39091891637024,-4.228124090467613,0.1486209095323865,-0.6835320904676134,0.10345990953238626,-4.203618639248708,-0.11904300683785252,-3.5200865487810944,-0.22250291637023878,0,0.0,-0.1486209095323865,-5711.167284943644,-21.293723743644094,-0.22250291637023878,-1425.3165003377403,0.0,-7136.4837852813835
57,58.0,4,5,58.0,9.271875909170971,13.5,9.955408,9.168416,9.123255,13.47549454875245,9.390918916411051,-4.228124090829029,0.1486209091709707,-0.6835320908290292,0.10345990917097048,-4.203618639581478,-0.1190430072400801,-3.520086548752449,-0.22250291641105058,0,0.0,-0.1486209091709707,-5711.167284944417,-21.293723744417658,-0.22250291641105058,-1425.3165003144152,0.0,-7136.483785258832
58,59.0,4,6,59.0,9.271875908813794,13.5,9.955408,9.168416,9.123255,13.47549454872413,9.390918916451394,-4.228124091186206,0.1486209088137933,-0.6835320911862066,0.10345990881379308,-4.203618639910337,-0.11904300763760034,-3.52008654872413,-0.22250291645139342,0,0.0,-0.1486209088137933,-5711.167284945182,-21.293723745182213,-0.22250291645139342,-1425.3165002914307,0.0,-7136.483785236613
59,60.0,4,7,60.0,9.271875908460807,13.5,9.955408,9.168416,9.123255,13.475494548696135,9.390918916491275,-4.228124091539193,0.14862090846080633,-0.6835320915391936,0.1034599084608061,-4.203618640235328,-0.1190430080304683,-3.520086548696135,-0.2225029164912744,0,0.0,-0.14862090846080633,-5711.167284945937,-21.29372374593786,-0.2225029164912744,-1425.3165002687942,0.0,-7136.483785214732
60,61.0,4,8,61.0,9.271875908111962,13.5,9.955408,9.168416,9.123255,13.475494548668454,9.3909189165307,-4.228124091888038,0.14862090811196182,-0.6835320918880381,0.1034599081119616,-4.203618640556492,-0.11904300841873727,-3.520086548668454,-0.22250291653069887,0,0.0,-0.14862090811196182,-5711.167284946684,-21.293723746684705,-0.22250291653069887,-1425.3165002465116,0.0,-7136.483785193195
