,time,kper,kstp,time,pk4head,confhead,awswhead,pwswhead,springhead,awgwhead,pwgwhead,pk4confdiff,pk4springdiff,pk4awswdiff,pk4pwswdiff,pk4awgwdiff,pk4pwgwdiff,awswgwdiff,pwswgwdiff,firstnegday,springcum,springq,pwtot,pwcum,pwq,awcum,awq,awtot
61,62.0,4,9,62.0,9.27187590776721,13.5,9.955408,9.168416,9.123255,13.475494548641091,9.39091891656967,-4.22812409223279,0.14862090776721004,-0.6835320922327899,0.10345990776720981,-4.203618640873881,-0.11904300880245877,-3.520086548641091,-0.22250291656966859,0,0.0,-0.14862090776721004,-5711.167284947422,-21.293723747422824,-0.22250291656966859,-1425.3165002245873,0.0,-7136.483785172009
62,63.0,4,10,63.0,9.271875907426502,13.5,9.955408,9.168416,9.123255,13.475494548614034,9.390918916608191,-4.228124092573498,0.14862090742650125,-0.6835320925734987,0.10345990742650102,-4.203618641187532,-0.11904300918168964,-3.5200865486140334,-0.22250291660819066,0,0.0,-0.14862090742650125,-5711.167284948151,-21.293723748152342,-0.22250291660819066,-1425.316500203024,0.0,-7136.483785151175
63,64.0,4,11,64.0,9.271875907089791,13.5,9.955408,9.168416,9.123255,13.475494548587292,9.390918916646271,-4.228124092910209,0.14862090708979103,-0.6835320929102089,0.1034599070897908,-4.203618641497501,-0.11904300955647962,-3.520086548587292,-0.22250291664627042,0,0.0,-0.14862090708979103,-5711.167284948872,-21.29372374887332,-0.22250291664627042,-1425.3165001818234,0.0,-7136.483785130696
64,65.0,4,12,65.0,9.271875906757028,13.5,9.955408,9.168416,9.123255,13.47549454856085,9.390918916683914,-4.228124093242972,0.14862090675702788,-0.683532093242972,0.10345990675702765,-4.203618641803821,-0.11904300992688555,-3.5200865485608492,-0.2225029166839132,0,0.0,-0.14862090675702788,-5711.167284949585,-21.293723749585865,-0.2225029166839132,-1425.3165001609864,0.0,-7136.483785110571
65,66.0,4,13,66.0,9.271875906428171,13.5,9.955408,9.168416,9.123255,13.475494548534705,9.390918916721123,-4.228124093571829,0.14862090642817094,-0.683532093571829,0.10345990642817071,-4.203618642106534,-0.11904301029295183,-3.520086548534705,-0.22250291672112255,0,0.0,-0.14862090642817094,-5711.167284950289,-21.293723750290056,-0.22250291672112255,-1425.316500140513,0.0,-7136.4837850908025
66,67.0,4,14,67.0,9.27187590610317,13.5,9.955408,9.168416,9.123255,13.47549454850886,9.390918916757906,-4.228124093896829,0.14862090610317047,-0.6835320938968295,0.10345990610317024,-4.20361864240569,-0.11904301065473533,-3.5200865485088606,-0.22250291675790557,0,0.0,-0.14862090610317047,-5711.167284950985,-21.293723750986004,-0.22250291675790557,-1425.3165001204022,0.0,-7136.4837850713875
67,68.0,4,15,68.0,9.271875905781982,13.5,9.955408,9.168416,9.123255,13.47549454848331,9.390918916794266,-4.228124094218018,0.14862090578198206,-0.6835320942180179,0.10345990578198183,-4.203618642701327,-0.11904301101228398,-3.5200865484833095,-0.22250291679426581,0,0.0,-0.14862090578198206,-5711.167284951673,-21.29372375167378,-0.22250291679426581,-1425.3165001006523,0.0,-7136.483785052325
68,69.0,4,16,69.0,9.271875905464562,13.5,9.955408,9.168416,9.123255,13.475494548458046,9.390918916830211,-4.228124094535438,0.1486209054645613,-0.6835320945354386,0.10345990546456107,-4.203618642993485,-0.11904301136564932,-3.520086548458046,-0.2225029168302104,0,0.0,-0.1486209054645613,-5711.167284952353,-21.293723752353493,-0.2225029168302104,-1425.3165000812612,0.0,-7136.483785033614
69,70.0,4,17,70.0,9.271875905150862,13.5,9.955408,9.168416,9.123255,13.475494548433074,9.390918916865743,-4.228124094849138,0.14862090515086201,-0.6835320948491379,0.10345990515086179,-4.203618643282212,-0.11904301171488108,-3.520086548433074,-0.22250291686574286,0,0.0,-0.14862090515086201,-5711.167284953024,-21.29372375302522,-0.22250291686574286,-1425.3165000622266,0.0,-7136.483785015251
70,71.0,4,18,71.0,9.271875904840845,13.5,9.955408,9.168416,9.123255,13.475494548408388,9.390918916900867,-4.2281240951591545,0.14862090484084511,-0.6835320951591548,0.10345990484084489,-4.203618643567543,-0.11904301206002188,-3.520086548408388,-0.22250291690086677,0,0.0,-0.14862090484084511,-5711.167284953688,-21.29372375368905,-0.22250291690086677,-1425.316500043545,0.0,-7136.483784997233
71,72.0,4,19,72.0,9.271875904534463,13.5,9.955408,9.168416,9.123255,13.475494548383981,9.390918916935586,-4.228124095465537,0.14862090453446264,-0.6835320954655373,0.10345990453446241,-4.203618643849518,-0.11904301240112325,-3.520086548383981,-0.22250291693558566,0,0.0,-0.14862090453446264,-5711.167284954344,-21.29372375434506,-0.22250291693558566,-1425.3165000252131,0.0,-7136.483784979557
72,73.0,4,20,73.0,9.271875904231674,13.5,9.955408,9.168416,9.123255,13.475494548359853,9.390918916969907,-4.228124095768326,0.14862090423167373,-0.6835320957683262,0.1034599042316735,-4.203618644128179,-0.11904301273823314,-3.5200865483598527,-0.22250291696990665,0,0.0,-0.14862090423167373,-5711.167284954992,-21.293723754993344,-0.22250291696990665,-1425.316500007227,0.0,-7136.483784962219
73,74.0,4,21,74.0,9.271875903932434,13.5,9.955408,9.168416,9.123255,13.475494548335995,9.390918917003836,-4.228124096067566,0.148620903932434,-0.6835320960675659,0.10345990393243376,-4.20361864440356,-0.1190430130714013,-3.5200865483359944,-0.22250291700383507,0,0.0,-0.148620903932434,-5711.1672849556335,-21.29372375563399,-0.22250291700383507,-1425.3164999895828,0.0,-7136.483784945216
74,75.0,4,22,75.0,9.271875903636705,13.5,9.955408,9.168416,9.123255,13.475494548312412,9.390918917037373,-4.228124096363295,0.14862090363670433,-0.6835320963632956,0.1034599036367041,-4.203618644675707,-0.11904301340066858,-3.5200865483124115,-0.22250291703737268,0,0.0,-0.14862090363670433,-5711.1672849562665,-21.29372375626709,-0.22250291703737268,-1425.3164999722762,0.0,-7136.483784928543
75,76.0,4,23,76.0,9.271875903344444,13.5,9.955408,9.168416,9.123255,13.475494548289102,9.390918917070527,-4.228124096655556,0.1486209033444439,-0.683532096655556,0.10345990334444366,-4.203618644944658,-0.11904301372608295,-3.520086548289102,-0.2225029170705266,0,0.0,-0.1486209033444439,-5711.167284956892,-21.293723756892707,-0.2225029170705266,-1425.3164999553026,0.0,-7136.483784912195
76,77.0,4,24,77.0,9.27187590305561,13.5,9.955408,9.168416,9.123255,13.475494548266056,9.3909189171033,-4.22812409694439,0.14862090305561004,-0.6835320969443899,0.10345990305560981,-4.203618645210446,-0.1190430140476888,-3.5200865482660557,-0.22250291710329861,0,0.0,-0.14862090305561004,-5711.16728495751,-21.29372375751091,-0.22250291710329861,-1425.3164999386574,0.0,-7136.483784896167
77,78.0,4,25,78.0,9.271875902770164,13.5,9.955408,9.168416,9.123255,13.47549454824327,9.390918917135695,-4.228124097229836,0.1486209027701637,-0.6835320972298362,0.10345990277016348,-4.203618645473107,-0.11904301436553055,-3.5200865482432704,-0.22250291713569403,0,0.0,-0.1486209027701637,-5711.167284958121,-21.293723758121807,-0.22250291713569403,-1425.3164999223359,0.0,-7136.483784880456
78,79.0,4,26,79.0,9.271875902488066,13.5,9.955408,9.168416,9.123255,13.475494548220746,9.390918917167717,-4.228124097511934,0.1486209024880658,-0.6835320975119341,0.10345990248806558,-4.20361864573268,-0.11904301467965084,-3.520086548220746,-0.22250291716771642,0,0.0,-0.1486209024880658,-5711.167284958725,-21.29372375872547,-0.22250291716771642,-1425.316499906333,0.0,-7136.483784865058
79,80.0,4,27,80.0,9.271875902209276,13.5,9.955408,9.168416,9.123255,13.475494548198478,9.390918917199373,-4.228124097790724,0.14862090220927549,-0.6835320977907244,0.10345990220927526,-4.203618645989202,-0.11904301499009762,-3.5200865481984778,-0.22250291719937287,0,0.0,-0.14862090220927549,-5711.1672849593215,-21.293723759321985,-0.22250291719937287,-1425.3164998906443,0.0,-7136.483784849966
80,81.0,4,28,81.0,9.271875901933754,13.5,9.955408,9.168416,9.123255,13.475494548176465,9.390918917230668,-4.228124098066246,0.14862090193375366,-0.6835320980662463,0.10345990193375343,-4.203618646242711,-0.11904301529691352,-3.520086548176465,-0.22250291723066695,0,0.0,-0.14862090193375366,-5711.167284959911,-21.293723759911416,-0.22250291723066695,-1425.316499875264,0.0,-7136.483784835174
81,82.0,4,29,82.0,9.271875901661463,13.5,9.955408,9.168416,9.123255,13.475494548154707,9.390918917261601,-4.228124098338537,0.14862090166146302,-0.6835320983385369,0.1034599016614628,-4.2036186464932435,-0.11904301560013764,-3.5200865481547066,-0.22250291726160043,0,0.0,-0.14862090166146302,-5711.167284960493,-21.29372376049384,-0.22250291726160043,-1425.3164998601878,0.0,-7136.483784820681
82,83.0,4,30,83.0,9.271875901392368,13.5,9.955408,9.168416,9.123255,13.475494548133192,9.390918917292181,-4.228124098607632,0.14862090139236805,-0.6835320986076319,0.10345990139236783,-4.203618646740823,-0.11904301589981259,-3.5200865481331913,-0.2225029172921804,0,0.0,-0.14862090139236805,-5711.167284961069,-21.293723761069355,-0.2225029172921804,-1425.3164998454104,0.0,-7136.483784806479
83,84.0,4,31,84.0,9.271875901126428,13.5,9.955408,9.168416,9.123255,13.47549454811192,9.39091891732241,-4.228124098873572,0.1486209011264279,-0.683532098873572,0.10345990112642767,-4.2036186469854915,-0.11904301619598101,-3.5200865481119195,-0.22250291732240868,0,0.0,-0.1486209011264279,-5711.167284961637,-21.293723761638013,-0.22250291732240868,-1425.3164998309264,0.0,-7136.483784792564
84,85.0,4,32,85.0,9.271875900863606,13.5,9.955408,9.168416,9.123255,13.475494548090891,9.39091891735229,-4.228124099136394,0.14862090086360524,-0.6835320991363947,0.10345990086360501,-4.203618647227286,-0.11904301648868376,-3.520086548090891,-0.22250291735228878,0,0.0,-0.14862090086360524,-5711.167284962199,-21.293723762199903,-0.22250291735228878,-1425.3164998167308,0.0,-7136.4837847789295
85,86.0,4,33,86.0,9.271875900603867,13.5,9.955408,9.168416,9.123255,13.475494548070106,9.390918917381828,-4.228124099396133,0.14862090060386635,-0.6835320993961336,0.10345990060386612,-4.203618647466239,-0.1190430167779617,-3.520086548070106,-0.2225029173818278,0,0.0,-0.14862090060386635,-5711.167284962754,-21.29372376275509,-0.2225029173818278,-1425.316499802819,0.0,-7136.483784765573
86,87.0,4,34,87.0,9.271875900347172,13.5,9.955408,9.168416,9.123255,13.475494548049555,9.390918917411026,-4.2281240996528275,0.14862090034717212,-0.6835320996528278,0.1034599003471719,-4.203618647702383,-0.1190430170638539,-3.520086548049555,-0.2225029174110258,0,0.0,-0.14862090034717212,-5711.167284963302,-21.29372376330364,-0.2225029174110258,-1425.3164997891852,0.0,-7136.483784752488
87,88.0,4,35,88.0,9.271875900093487,13.5,9.955408,9.168416,9.123255,13.475494548029243,9.39091891743989,-4.228124099906513,0.14862090009348705,-0.6835320999065129,0.10345990009348682,-4.203618647935755,-0.11904301734640299,-3.5200865480292425,-0.2225029174398898,0,0.0,-0.14862090009348705,-5711.167284963844,-21.293723763845648,-0.2225029174398898,-1425.316499775825,0.0,-7136.483784739669
88,89.0,4,36,89.0,9.271875899842776,13.5,9.955408,9.168416,9.123255,13.475494548009163,9.390918917468422,-4.228124100157224,0.1486208998427756,-0.6835321001572243,0.10345989984277537,-4.203618648166387,-0.11904301762564629,-3.5200865480091625,-0.22250291746842166,0,0.0,-0.1486208998427756,-5711.16728496438,-21.29372376438117,-0.22250291746842166,-1425.316499762733,0.0,-7136.483784727113
89,90.0,4,37,90.0,9.271875899595004,13.5,9.955408,9.168416,9.123255,13.47549454798931,9.390918917496627,-4.228124100404996,0.14862089959500402,-0.6835321004049959,0.10345989959500379,-4.203618648394306,-0.11904301790162286,-3.52008654798931,-0.22250291749662665,0,0.0,-0.14862089959500402,-5711.167284964909,-21.29372376491029,-0.22250291749662665,-1425.3164997499043,0.0,-7136.483784714814
90,91.0,4,38,91.0,9.271875899350137,13.5,9.955408,9.168416,9.123255,13.475494547969685,9.390918917524509,-4.228124100649863,0.14862089935013678,-0.6835321006498631,0.10345989935013655,-4.203618648619548,-0.1190430181743718,-3.520086547969685,-0.22250291752450835,0,0.0,-0.14862089935013678,-5711.167284965432,-21.29372376543305,-0.22250291752450835,-1425.3164997373342,0.0,-7136.483784702767
91,92.0,4,39,92.0,9.271875899108142,13.5,9.955408,9.168416,9.123255,13.475494547950285,9.390918917552069,-4.228124100891858,0.1486208991081419,-0.683532100891858,0.10345989910814168,-4.203618648842143,-0.11904301844392684,-3.520086547950285,-0.22250291755206852,0,0.0,-0.1486208991081419,-5711.167284965949,-21.293723765949558,-0.22250291755206852,-1425.3164997250176,0.0,-7136.483784690967
92,93.0,4,40,93.0,9.271875898868984,13.5,9.955408,9.168416,9.123255,13.475494547931104,9.390918917579315,-4.228124101131016,0.1486208988689839,-0.683532101131016,0.10345989886898366,-4.20361864906212,-0.11904301871033063,-3.520086547931104,-0.22250291757931429,0,0.0,-0.1486208988689839,-5711.167284966459,-21.293723766459845,-0.22250291757931429,-1425.3164997129497,0.0,-7136.483784679409
93,94.0,4,41,94.0,9.271875898632631,13.5,9.955408,9.168416,9.123255,13.475494547912144,9.390918917606246,-4.228124101367369,0.14862089863263073,-0.6835321013673692,0.1034598986326305,-4.2036186492795125,-0.11904301897361513,-3.5200865479121433,-0.22250291760624563,0,0.0,-0.14862089863263073,-5711.167284966963,-21.293723766964,-0.22250291760624563,-1425.3164997011258,0.0,-7136.483784668089
94,95.0,4,42,95.0,9.271875898399047,13.5,9.955408,9.168416,9.123255,13.4754945478934,9.390918917632868,-4.228124101600953,0.1486208983990469,-0.683532101600953,0.10345989839904668,-4.203618649494352,-0.11904301923382121,-3.520086547893399,-0.2225029176328679,0,0.0,-0.1486208983990469,-5711.1672849674615,-21.29372376746207,-0.2225029176328679,-1425.3164996895414,0.0,-7136.483784657003
95,96.0,4,43,96.0,9.271875898168203,13.5,9.955408,9.168416,9.123255,13.47549454787487,9.390918917659185,-4.228124101831797,0.14862089816820223,-0.6835321018317977,0.103459898168202,-4.203618649706668,-0.11904301949098262,-3.52008654787487,-0.22250291765918462,0,0.0,-0.14862089816820223,-5711.1672849679535,-21.29372376795414,-0.22250291765918462,-1425.3164996781918,0.0,-7136.483784646145
96,97.0,4,44,97.0,9.271875897940063,13.5,9.955408,9.168416,9.123255,13.475494547856554,9.3909189176852,-4.228124102059937,0.14862089794006295,-0.683532102059937,0.10345989794006272,-4.203618649916491,-0.11904301974513665,-3.520086547856554,-0.22250291768519936,0,0.0,-0.14862089794006295,-5711.167284968439,-21.293723768440287,-0.22250291768519936,-1425.316499667072,0.0,-7136.483784635511
97,98.0,4,45,98.0,9.271875897714597,13.5,9.955408,9.168416,9.123255,13.475494547838442,9.390918917710916,-4.228124102285403,0.14862089771459708,-0.6835321022854028,0.10345989771459685,-4.203618650123845,-0.11904301999631883,-3.520086547838442,-0.22250291771091568,0,0.0,-0.14862089771459708,-5711.167284968919,-21.293723768920557,-0.22250291771091568,-1425.3164996561784,0.0,-7136.4837846250975
98,99.0,4,46,99.0,9.271875897491778,13.5,9.955408,9.168416,9.123255,13.475494547820542,9.390918917736338,-4.228124102508222,0.14862089749177798,-0.6835321025082219,0.10345989749177775,-4.203618650328764,-0.11904302024455937,-3.520086547820542,-0.22250291773633712,0,0.0,-0.14862089749177798,-5711.167284969394,-21.293723769395008,-0.22250291773633712,-1425.3164996455057,0.0,-7136.4837846149
99,100.0,4,47,100.0,9.271875897271569,13.5,9.955408,9.168416,9.123255,13.475494547802844,9.390918917761468,-4.228124102728431,0.14862089727156835,-0.6835321027284316,0.10345989727156812,-4.203618650531276,-0.11904302048989912,-3.520086547802844,-0.22250291776146724,0,0.0,-0.14862089727156835,-5711.1672849698625,-21.29372376986372,-0.22250291776146724,-1425.3164996350497,0.0,-7136.483784604912
100,101.0,4,48,101.0,9.27187589705394,13.5,9.955408,9.168416,9.123255,13.47549454778535,9.39091891778631,-4.22812410294606,0.14862089705393977,-0.6835321029460601,0.10345989705393954,-4.203618650731411,-0.11904302073237005,-3.5200865477853505,-0.2225029177863096,0,0.0,-0.14862089705393977,-5711.167284970325,-21.29372377032675,-0.2225029177863096,-1425.3164996248065,0.0,-7136.4837845951315
101,102.0,4,49,102.0,9.271875896838864,13.5,9.955408,9.168416,9.123255,13.475494547768054,9.390918917810867,-4.228124103161136,0.14862089683886381,-0.6835321031611361,0.10345989683886359,-4.20361865092919,-0.11904302097200237,-3.520086547768054,-0.22250291781086595,0,0.0,-0.14862089683886381,-5711.167284970783,-21.29372377078416,-0.22250291781086595,-1425.3164996147716,0.0,-7136.4837845855545
102,103.0,4,50,103.0,9.271875896626309,13.5,9.955408,9.168416,9.123255,13.475494547750957,9.390918917835139,-4.228124103373691,0.1486208966263085,-0.6835321033736914,0.10345989662630828,-4.203618651124648,-0.11904302120882981,-3.5200865477509566,-0.2225029178351381,0,0.0,-0.1486208966263085,-5711.167284971235,-21.293723771236007,-0.2225029178351381,-1425.316499604941,0.0,-7136.483784576176
103,104.0,4,51,104.0,9.271875896416244,13.5,9.955408,9.168416,9.123255,13.475494547734051,9.390918917859132,-4.228124103583756,0.14862089641624365,-0.6835321035837563,0.10345989641624342,-4.203618651317807,-0.11904302144288792,-3.520086547734051,-0.22250291785913134,0,0.0,-0.14862089641624365,-5711.1672849716815,-21.29372377168235,-0.22250291785913134,-1425.3164995953107,0.0,-7136.483784566992
