i,j,head,kper,kstp
31,35,12.610623602213014,2,9
31,36,12.610277174213179,2,9
31,37,12.607740660917608,2,9
31,38,1e+30,2,9
31,39,1e+30,2,9
31,40,1e+30,2,9
31,41,1e+30,2,9
31,42,1e+30,2,9
31,43,1e+30,2,9
31,44,1e+30,2,9
31,45,1e+30,2,9
31,46,1e+30,2,9
31,47,1e+30,2,9
31,48,1e+30,2,9
31,49,1e+30,2,9
31,50,1e+30,2,9
31,51,1e+30,2,9
31,52,1e+30,2,9
31,53,1e+30,2,9
31,54,1e+30,2,9
31,55,1e+30,2,9
31,56,1e+30,2,9
32,0,12.582426247597732,2,9
32,1,12.582438319555465,2,9
32,2,12.58245660824862,2,9
32,3,12.582479514978951,2,9
32,4,12.582515097615618,2,9
32,5,12.582572658997591,2,9
32,6,12.582649086311143,2,9
32,7,12.582743355219048,2,9
32,8,12.582859974647976,2,9
32,9,12.58300892752054,2,9
32,10,12.583199033610398,2,9
32,11,12.583437803242017,2,9
32,12,12.583746328613604,2,9
32,13,12.584144976594123,2,9
32,14,12.584591195306679,2,9
32,15,12.585070253359047,2,9
32,16,12.585622166359302,2,9
32,17,12.586271554259858,2,9
32,18,12.58702396008456,2,9
32,19,12.58788739336515,2,9
32,20,12.588873646973095,2,9
32,21,12.589994928535395,2,9
32,22,12.591265003977137,2,9
32,23,12.592694563357067,2,9
32,24,12.594276486061244,2,9
32,25,12.595997886307664,2,9
32,26,12.597851440301357,2,9
32,27,12.599787211990863,2,9
32,28,12.601752007443006,2,9
32,29,12.60359950771331,2,9
32,30,12.605154918228093,2,9
32,31,12.607607897649093,2,9
32,32,12.609815516360651,2,9
32,33,12.61181800733316,2,9
32,34,12.613624951744367,2,9
32,35,12.614901122365342,2,9
32,36,12.615204619177456,2,9
32,37,1e+30,2,9
32,38,1e+30,2,9
32,39,1e+30,2,9
32,40,1e+30,2,9
32,41,1e+30,2,9
32,42,1e+30,2,9
32,43,1e+30,2,9
32,44,1e+30,2,9
32,45,1e+30,2,9
32,46,1e+30,2,9
32,47,1e+30,2,9
32,48,1e+30,2,9
32,49,1e+30,2,9
32,50,1e+30,2,9
32,51,1e+30,2,9
32,52,1e+30,2,9
32,53,1e+30,2,9
32,54,1e+30,2,9
32,55,1e+30,2,9
32,56,1e+30,2,9
33,0,12.581075892804236,2,9
33,1,12.581066369585008,2,9
33,2,12.581046813779377,2,9
33,3,12.581025125238277,2,9
33,4,12.581006109996757,2,9
33,5,12.580998808686482,2,9
33,6,12.581013207939886,2,9
33,7,12.58105217537278,2,9
33,8,12.581123336137603,2,9
33,9,12.581227497172486,2,9
33,10,12.581368665368323,2,9
33,11,12.581551972092837,2,9
33,12,12.58179909324234,2,9
33,13,12.582145231249704,2,9
33,14,12.58256183882017,2,9
33,15,12.583027671734767,2,9
33,16,12.583577942894559,2,9
33,17,12.584245423994481,2,9
33,18,12.585044980959776,2,9
33,19,12.585971770395014,2,9
33,20,12.587041029098781,2,9
33,21,12.588272109523636,2,9
33,22,12.589690493585271,2,9
33,23,12.591321731074844,2,9
33,24,12.593164666818595,2,9
33,25,12.595208721805168,2,9
33,26,12.597491155010458,2,9
33,27,12.599801980100043,2,9
33,28,12.602348271991177,2,9
33,29,12.604893879779567,2,9
33,30,12.607369186842767,2,9
33,31,12.610113130638883,2,9
33,32,12.61284226178647,2,9
33,33,12.615414602923185,2,9
33,34,12.618081427372758,2,9
33,35,12.619820729620724,2,9
33,36,12.620726591676007,2,9
33,37,1e+30,2,9
33,38,1e+30,2,9
33,39,1e+30,2,9
33,40,1e+30,2,9
33,41,1e+30,2,9
33,42,1e+30,2,9
33,43,1e+30,2,9
33,44,1e+30,2,9
33,45,1e+30,2,9
33,46,1e+30,2,9
33,47,1e+30,2,9
33,48,1e+30,2,9
33,49,1e+30,2,9
33,50,1e+30,2,9
33,51,1e+30,2,9
33,52,1e+30,2,9
33,53,1e+30,2,9
33,54,1e+30,2,9
33,55,1e+30,2,9
33,56,1e+30,2,9
34,0,12.579677483491652,2,9
34,1,12.57963741901873,2,9
34,2,12.579573068627628,2,9
34,3,12.579502321366926,2,9
34,4,12.579434024758962,2,9
34,5,12.579372876994865,2,9
34,6,12.579328008614565,2,9
34,7,12.579305761521887,2,9
34,8,12.579320468174934,2,9
34,9,12.579372967521362,2,9
34,10,12.579461912856326,2,9
34,11,12.579584493476297,2,9
34,12,12.579757001592602,2,9
34,13,12.580010208507469,2,9
34,14,12.580346961697453,2,9
34,15,12.58079549063269,2,9
34,16,12.581337194373193,2,9
34,17,12.58201074372179,2,9
34,18,12.582848422356433,2,9
34,19,12.583820094105473,2,9
34,20,12.58495302561558,2,9
34,21,12.586261168847644,2,9
34,22,12.587778532750395,2,9
34,23,12.589616504001963,2,9
34,24,12.591743680258284,2,9
34,25,12.594089437684138,2,9
34,26,12.597069169294526,2,9
34,27,12.600573791967442,2,9
34,28,12.603978842027892,2,9
34,29,12.607296402486302,2,9
34,30,12.610419387627886,2,9
34,31,12.613745194048724,2,9
34,32,12.617094209028629,2,9
34,33,12.619862172555973,2,9
34,34,12.622893042949746,2,9
34,35,12.625216726139417,2,9
34,36,12.627060112099139,2,9
34,37,12.629815492338633,2,9
34,38,1e+30,2,9
34,39,1e+30,2,9
34,40,1e+30,2,9
34,41,1e+30,2,9
34,42,1e+30,2,9
34,43,1e+30,2,9
34,44,1e+30,2,9
34,45,1e+30,2,9
34,46,1e+30,2,9
34,47,1e+30,2,9
34,48,1e+30,2,9
34,49,1e+30,2,9
34,50,1e+30,2,9
34,51,1e+30,2,9
34,52,1e+30,2,9
34,53,1e+30,2,9
34,54,1e+30,2,9
34,55,1e+30,2,9
34,56,1e+30,2,9
35,0,12.578258602682588,2,9
35,1,12.578167780384653,2,9
35,2,12.578035118443006,2,9
35,3,12.577894930111675,2,9
35,4,12.577764953664657,2,9
35,5,12.577645383936757,2,9
35,6,12.577549428214787,2,9
35,7,12.577476693748798,2,9
35,8,12.577444204421317,2,9
35,9,12.577450634965038,2,9
35,10,12.577489809219744,2,9
35,11,12.57754838288783,2,9
35,12,12.577632145312613,2,9
35,13,12.577756100939606,2,9
35,14,12.577936225558771,2,9
35,15,12.578315266416917,2,9
35,16,12.578848282994791,2,9
35,17,12.579499058320078,2,9
35,18,12.580258427955748,2,9
35,19,12.581177125203507,2,9
35,20,12.582299775133944,2,9
35,21,12.58366521787536,2,9
35,22,12.58513596236076,2,9
35,23,12.587230704386709,2,9
35,24,12.589944020147515,2,9
35,25,12.593411878444075,2,9
35,26,12.5972080140791,2,9
35,27,12.601362050373648,2,9
35,28,12.605608695442887,2,9
35,29,12.609899351684385,2,9
35,30,12.614078299564616,2,9
35,31,12.618004876730845,2,9
35,32,12.621449747330388,2,9
35,33,12.624510276021168,2,9
35,34,12.627805485618826,2,9
35,35,12.630138723485235,2,9
35,36,12.631692652024899,2,9
35,37,12.632661923104344,2,9
35,38,1e+30,2,9
35,39,1e+30,2,9
35,40,1e+30,2,9
35,41,1e+30,2,9
35,42,1e+30,2,9
35,43,1e+30,2,9
35,44,1e+30,2,9
35,45,1e+30,2,9
35,46,1e+30,2,9
35,47,1e+30,2,9
35,48,1e+30,2,9
35,49,1e+30,2,9
35,50,1e+30,2,9
35,51,1e+30,2,9
35,52,1e+30,2,9
35,53,1e+30,2,9
35,54,1e+30,2,9
35,55,1e+30,2,9
35,56,1e+30,2,9
36,0,12.576866227624166,2,9
36,1,12.576680054050408,2,9
36,2,12.576434454659704,2,9
36,3,12.576193826067673,2,9
36,4,12.575980471433072,2,9
36,5,12.57579223650277,2,9
36,6,12.575641096091458,2,9
36,7,12.57552397971532,2,9
36,8,12.575457276455602,2,9
36,9,12.575433423879113,2,9
36,10,12.575440343125587,2,9
36,11,12.575445162464808,2,9
36,12,12.575445365614037,2,9
36,13,12.575433384371836,2,9
36,14,12.575283474312794,2,9
36,15,12.575547093433789,2,9
36,16,12.575954133810212,2,9
36,17,12.576441157860556,2,9
36,18,12.577016545175725,2,9
36,19,12.577787358573532,2,9
36,20,12.578810337593461,2,9
36,21,12.580359451257705,2,9
36,22,12.58263720712767,2,9
36,23,12.58519004247416,2,9
36,24,12.588305567124094,2,9
36,25,12.592239987107206,2,9
36,26,12.596872622898196,2,9
36,27,12.601943399209146,2,9
36,28,12.607183919484703,2,9
36,29,12.61255954999519,2,9
36,30,12.617759396989918,2,9
36,31,12.622338605988277,2,9
36,32,12.62618583709529,2,9
36,33,12.629710050632033,2,9
36,34,12.632748780333944,2,9
36,35,12.634862350857352,2,9
36,36,12.636136007085431,2,9
36,37,12.63659841751017,2,9
36,38,1e+30,2,9
36,39,1e+30,2,9
36,40,1e+30,2,9
36,41,1e+30,2,9
36,42,1e+30,2,9
36,43,1e+30,2,9
36,44,1e+30,2,9
36,45,1e+30,2,9
36,46,1e+30,2,9
36,47,1e+30,2,9
36,48,1e+30,2,9
36,49,1e+30,2,9
36,50,1e+30,2,9
36,51,1e+30,2,9
36,52,1e+30,2,9
36,53,1e+30,2,9
36,54,1e+30,2,9
36,55,1e+30,2,9
36,56,1e+30,2,9
37,0,12.575595331270138,2,9
37,1,12.575193467647159,2,9
37,2,12.574769239838062,2,9
37,3,12.574390470649492,2,9
37,4,12.574070023603664,2,9
37,5,12.573807821820875,2,9
37,6,12.573591947617015,2,9
37,7,12.573427946829879,2,9
37,8,12.57333326189393,2,9
37,9,12.573300242207491,2,9
37,10,12.573306030519198,2,9
37,11,12.573278270390007,2,9
37,12,12.573217518173054,2,9
37,13,12.573129160869932,2,9
37,14,12.57296515097184,2,9
37,15,12.573345452991035,2,9
37,16,12.573623037742406,2,9
37,17,12.573929927888994,2,9
37,18,12.574291055501677,2,9
37,19,12.574793174833955,2,9
37,20,12.575438328260049,2,9
37,21,12.577004468895073,2,9
37,22,12.57865695462839,2,9
37,23,12.581238053082174,2,9
37,24,12.584613109353327,2,9
37,25,12.589114365302171,2,9
37,26,12.595128596552712,2,9
37,27,12.601971972225979,2,9
37,28,12.608566541657895,2,9
37,29,12.615437008869652,2,9
37,30,12.62190737275043,2,9
37,31,12.627305208071053,2,9
37,32,12.631401192292504,2,9
37,33,12.634938115229518,2,9
37,34,12.637554345793868,2,9
37,35,12.639417679418846,2,9
37,36,12.64056637793536,2,9
37,37,12.640909435214683,2,9
37,38,1e+30,2,9
37,39,1e+30,2,9
37,40,1e+30,2,9
37,41,1e+30,2,9
37,42,1e+30,2,9
37,43,1e+30,2,9
37,44,1e+30,2,9
37,45,1e+30,2,9
37,46,1e+30,2,9
37,47,1e+30,2,9
37,48,1e+30,2,9
37,49,1e+30,2,9
37,50,1e+30,2,9
37,51,1e+30,2,9
37,52,1e+30,2,9
37,53,1e+30,2,9
37,54,1e+30,2,9
37,55,1e+30,2,9
37,56,1e+30,2,9
38,0,12.574662217297462,2,9
38,1,12.573666975376717,2,9
38,2,12.573003888862504,2,9
38,3,12.572464314282188,2,9
38,4,12.572019612826093,2,9
38,5,12.571658152947514,2,9
38,6,12.571363583669676,2,9
38,7,12.571144894635106,2,9
38,8,12.571032246555202,2,9
38,9,12.57101459189967,2,9
38,10,12.570999158726165,2,9
38,11,12.570803104447888,2,9
38,12,12.570394869816603,2,9
38,13,12.570296973772816,2,9
38,14,12.57059410424577,2,9
38,15,12.570662323402672,2,9
38,16,12.57059779719611,2,9
38,17,12.570514913269564,2,9
38,18,12.570015536564517,2,9
38,19,12.56874712804564,2,9
38,20,12.56607422225777,2,9
38,21,12.564323654206166,2,9
38,22,12.56683923975525,2,9
38,23,12.569572497706524,2,9
38,24,12.573402874996725,2,9
38,25,12.578727493670687,2,9
38,26,12.586204323457803,2,9
38,27,12.596603410948424,2,9
38,28,12.609397216455566,2,9
38,29,12.6194292950787,2,9
38,30,12.627504467592818,2,9
38,31,12.632862399045393,2,9
38,32,12.636736510006433,2,9
38,33,12.639650026626773,2,9
38,34,12.642018336148189,2,9
38,35,12.643756376834293,2,9
38,36,12.644926095727548,2,9
38,37,12.645379648072806,2,9
38,38,1e+30,2,9
38,39,1e+30,2,9
38,40,1e+30,2,9
38,41,1e+30,2,9
38,42,1e+30,2,9
38,43,1e+30,2,9
38,44,1e+30,2,9
38,45,1e+30,2,9
38,46,1e+30,2,9
38,47,1e+30,2,9
38,48,1e+30,2,9
38,49,1e+30,2,9
38,50,1e+30,2,9
38,51,1e+30,2,9
38,52,1e+30,2,9
38,53,1e+30,2,9
38,54,1e+30,2,9
38,55,1e+30,2,9
38,56,1e+30,2,9
39,0,1e+30,2,9
39,1,12.571740222506694,2,9
39,2,12.571060695877584,2,9
39,3,12.57038323220534,2,9
39,4,12.569806108088134,2,9
39,5,12.569325911065752,2,9
39,6,12.568931911129265,2,9
39,7,12.568639717493957,2,9
39,8,12.56842874548479,2,9
39,9,12.568167218600411,2,9
39,10,12.567762985942393,2,9
39,11,12.567095938488594,2,9
39,12,12.567521923466517,2,9
39,13,12.567634771469436,2,9
39,14,12.567776929617512,2,9
39,15,12.56741410260453,2,9
39,16,12.56649817186202,2,9
39,17,12.565006734928806,2,9
39,18,12.557744653312042,2,9
39,19,12.551435303909555,2,9
39,20,12.558123863582843,2,9
39,21,12.556030645730608,2,9
39,22,12.557452130268763,2,9
39,23,12.560255698546527,2,9
39,24,12.56451430865821,2,9
39,25,12.570660206935319,2,9
39,26,12.579520448370358,2,9
39,27,12.592486768295856,2,9
39,28,12.612138535107457,2,9
39,29,12.62507015616431,2,9
39,30,12.634008991795627,2,9
39,31,12.638346954852855,2,9
39,32,12.6414748786376,2,9
39,33,12.643967357313336,2,9
39,34,12.646090636182429,2,9
39,35,12.647752138657465,2,9
39,36,12.64903139456745,2,9
39,37,12.650083775341207,2,9
39,38,12.651811164720707,2,9
39,39,1e+30,2,9
39,40,1e+30,2,9
39,41,1e+30,2,9
39,42,1e+30,2,9
39,43,1e+30,2,9
39,44,1e+30,2,9
39,45,1e+30,2,9
39,46,1e+30,2,9
39,47,1e+30,2,9
39,48,1e+30,2,9
39,49,1e+30,2,9
39,50,1e+30,2,9
39,51,1e+30,2,9
39,52,1e+30,2,9
39,53,1e+30,2,9
39,54,1e+30,2,9
39,55,1e+30,2,9
39,56,1e+30,2,9
40,0,1e+30,2,9
40,1,12.570428900311564,2,9
40,2,12.569059087281483,2,9
40,3,12.568143266485633,2,9
40,4,12.567420756775615,2,9
40,5,12.566815725865693,2,9
40,6,12.56628978942003,2,9
40,7,12.565787780313169,2,9
40,8,12.565112982353396,2,9
40,9,12.5633663833736,2,9
40,10,12.560581546084588,2,9
40,11,12.562162204618117,2,9
40,12,12.564541410110644,2,9
40,13,12.56509442253201,2,9
40,14,12.563352914978648,2,9
40,15,12.561458635089327,2,9
40,16,12.560257076012757,2,9
40,17,1e+30,2,9
40,18,1e+30,2,9
40,19,1e+30,2,9
40,20,1e+30,2,9
40,21,1e+30,2,9
40,22,1e+30,2,9
40,23,1e+30,2,9
40,24,1e+30,2,9
40,25,1e+30,2,9
40,26,1e+30,2,9
40,27,1e+30,2,9
40,28,12.622380888490467,2,9
40,29,12.630830891537522,2,9
40,30,12.638527902959122,2,9
40,31,12.643039942164515,2,9
40,32,12.645506216929252,2,9
40,33,12.647754814701559,2,9
40,34,12.64967188282717,2,9
40,35,12.651218879247047,2,9
40,36,12.652377593518539,2,9
40,37,12.653142645867751,2,9
40,38,12.653541901449925,2,9
40,39,1e+30,2,9
40,40,1e+30,2,9
40,41,1e+30,2,9
40,42,1e+30,2,9
40,43,1e+30,2,9
40,44,1e+30,2,9
40,45,1e+30,2,9
40,46,1e+30,2,9
40,47,1e+30,2,9
40,48,1e+30,2,9
40,49,1e+30,2,9
40,50,1e+30,2,9
40,51,1e+30,2,9
40,52,1e+30,2,9
40,53,1e+30,2,9
40,54,1e+30,2,9
40,55,1e+30,2,9
40,56,1e+30,2,9
41,0,1e+30,2,9
41,1,1e+30,2,9
41,2,12.566529882102174,2,9
41,3,12.565657585499913,2,9
41,4,12.564851825190436,2,9
41,5,12.564108313171811,2,9
41,6,12.563299608717982,2,9
41,7,12.562088274150145,2,9
41,8,12.5602014823859,2,9
41,9,12.556791799098402,2,9
41,10,12.551622474116723,2,9
41,11,12.551698761747286,2,9
41,12,1e+30,2,9
41,13,1e+30,2,9
41,14,1e+30,2,9
41,15,1e+30,2,9
41,16,1e+30,2,9
41,17,1e+30,2,9
41,18,1e+30,2,9
41,19,1e+30,2,9
41,20,1e+30,2,9
41,21,1e+30,2,9
41,22,1e+30,2,9
41,23,1e+30,2,9
41,24,1e+30,2,9
41,25,1e+30,2,9
41,26,1e+30,2,9
41,27,1e+30,2,9
41,28,1e+30,2,9
41,29,1e+30,2,9
41,30,12.64360862726163,2,9
41,31,12.646924278497044,2,9
41,32,12.648764800986566,2,9
41,33,12.650908569078327,2,9
41,34,12.652730569916368,2,9
41,35,12.654175038469049,2,9
41,36,12.655167363709847,2,9
41,37,12.655653620846728,2,9
41,38,12.655615914253445,2,9
41,39,1e+30,2,9
41,40,1e+30,2,9
41,41,1e+30,2,9
41,42,1e+30,2,9
41,43,1e+30,2,9
41,44,1e+30,2,9
41,45,1e+30,2,9
41,46,1e+30,2,9
41,47,1e+30,2,9
41,48,1e+30,2,9
41,49,1e+30,2,9
41,50,1e+30,2,9
41,51,1e+30,2,9
41,52,1e+30,2,9
41,53,1e+30,2,9
41,54,1e+30,2,9
41,55,1e+30,2,9
41,56,1e+30,2,9
42,0,1e+30,2,9
42,1,1e+30,2,9
42,2,12.564778292980922,2,9
42,3,12.562950831088944,2,9
42,4,12.561814340023552,2,9
42,5,12.560734889536764,2,9
42,6,12.559236786306647,2,9
42,7,12.557558490038154,2,9
42,8,12.551342895396866,2,9
42,9,12.543359518241243,2,9
42,10,12.544108728402511,2,9
42,11,1e+30,2,9
42,12,1e+30,2,9
42,13,1e+30,2,9
42,14,1e+30,2,9
42,15,1e+30,2,9
42,16,1e+30,2,9
42,17,1e+30,2,9
42,18,1e+30,2,9
42,19,1e+30,2,9
42,20,1e+30,2,9
42,21,1e+30,2,9
42,22,1e+30,2,9
42,23,1e+30,2,9
42,24,1e+30,2,9
42,25,1e+30,2,9
42,26,1e+30,2,9
42,27,1e+30,2,9
42,28,1e+30,2,9
42,29,1e+30,2,9
42,30,1e+30,2,9
42,31,12.649437466280629,2,9
42,32,12.651221010160858,2,9
42,33,12.653505788802052,2,9
42,34,12.655296406871614,2,9
42,35,12.656690592149381,2,9
42,36,12.657504713124043,2,9
42,37,12.65777956598936,2,9
42,38,12.65753509507187,2,9
42,39,1e+30,2,9
42,40,1e+30,2,9
42,41,1e+30,2,9
42,42,1e+30,2,9
42,43,1e+30,2,9
42,44,1e+30,2,9
42,45,1e+30,2,9
42,46,1e+30,2,9
42,47,1e+30,2,9
42,48,1e+30,2,9
42,49,1e+30,2,9
42,50,1e+30,2,9
42,51,1e+30,2,9
42,52,1e+30,2,9
42,53,1e+30,2,9
42,54,1e+30,2,9
42,55,1e+30,2,9
42,56,1e+30,2,9
43,0,1e+30,2,9
43,1,1e+30,2,9
43,2,1e+30,2,9
43,3,12.558740256296776,2,9
43,4,12.55750518521759,2,9
43,5,12.555320793181906,2,9
43,6,12.552879931780884,2,9
43,7,12.547725113829872,2,9
43,8,12.54387404954094,2,9
43,9,1e+30,2,9
43,10,1e+30,2,9
43,11,1e+30,2,9
43,12,1e+30,2,9
43,13,1e+30,2,9
43,14,1e+30,2,9
43,15,1e+30,2,9
43,16,1e+30,2,9
43,17,1e+30,2,9
43,18,1e+30,2,9
43,19,1e+30,2,9
43,20,1e+30,2,9
43,21,1e+30,2,9
43,22,1e+30,2,9
43,23,1e+30,2,9
43,24,1e+30,2,9
43,25,1e+30,2,9
43,26,1e+30,2,9
43,27,1e+30,2,9
43,28,1e+30,2,9
43,29,1e+30,2,9
43,30,1e+30,2,9
43,31,1e+30,2,9
43,32,12.654201836815798,2,9
43,33,12.655982584262567,2,9
43,34,12.657517409981615,2,9
43,35,12.658835512414562,2,9
43,36,12.659418354406515,2,9
43,37,12.659476874468535,2,9
43,38,12.659082680560449,2,9
43,39,1e+30,2,9
43,40,1e+30,2,9
43,41,1e+30,2,9
43,42,1e+30,2,9
43,43,1e+30,2,9
43,44,1e+30,2,9
43,45,1e+30,2,9
43,46,1e+30,2,9
43,47,1e+30,2,9
43,48,1e+30,2,9
43,49,1e+30,2,9
43,50,1e+30,2,9
43,51,1e+30,2,9
43,52,1e+30,2,9
43,53,1e+30,2,9
43,54,1e+30,2,9
43,55,1e+30,2,9
43,56,1e+30,2,9
44,0,1e+30,2,9
44,1,1e+30,2,9
44,2,1e+30,2,9
44,3,12.554418897008789,2,9
44,4,12.550764491747538,2,9
44,5,12.54619676989568,2,9
44,6,12.541550258794496,2,9
44,7,12.539261817564462,2,9
44,8,1e+30,2,9
44,9,1e+30,2,9
44,10,1e+30,2,9
44,11,1e+30,2,9
44,12,1e+30,2,9
44,13,1e+30,2,9
44,14,1e+30,2,9
44,15,1e+30,2,9
44,16,1e+30,2,9
44,17,1e+30,2,9
44,18,1e+30,2,9
44,19,1e+30,2,9
44,20,1e+30,2,9
44,21,1e+30,2,9
44,22,1e+30,2,9
44,23,1e+30,2,9
44,24,1e+30,2,9
44,25,1e+30,2,9
44,26,1e+30,2,9
44,27,1e+30,2,9
44,28,1e+30,2,9
44,29,1e+30,2,9
44,30,1e+30,2,9
44,31,1e+30,2,9
44,32,1e+30,2,9
44,33,12.658312404223256,2,9
44,34,12.659654127064023,2,9
44,35,12.660655863764504,2,9
44,36,12.660920486561187,2,9
44,37,12.660675181769747,2,9
44,38,12.660177769641498,2,9
44,39,1e+30,2,9
44,40,1e+30,2,9
44,41,1e+30,2,9
44,42,1e+30,2,9
44,43,1e+30,2,9
44,44,1e+30,2,9
44,45,1e+30,2,9
44,46,1e+30,2,9
44,47,1e+30,2,9
44,48,1e+30,2,9
44,49,1e+30,2,9
44,50,1e+30,2,9
44,51,1e+30,2,9
44,52,1e+30,2,9
44,53,1e+30,2,9
44,54,1e+30,2,9
44,55,1e+30,2,9
44,56,1e+30,2,9
45,0,1e+30,2,9
45,1,1e+30,2,9
45,2,1e+30,2,9
45,3,1e+30,2,9
45,4,12.533058061910436,2,9
45,5,12.534506853982627,2,9
45,6,12.532655756272144,2,9
45,7,1e+30,2,9
45,8,1e+30,2,9
45,9,1e+30,2,9
45,10,1e+30,2,9
45,11,1e+30,2,9
45,12,1e+30,2,9
45,13,1e+30,2,9
45,14,1e+30,2,9
45,15,1e+30,2,9
45,16,1e+30,2,9
45,17,1e+30,2,9
45,18,1e+30,2,9
45,19,1e+30,2,9
45,20,1e+30,2,9
45,21,1e+30,2,9
45,22,1e+30,2,9
45,23,1e+30,2,9
45,24,1e+30,2,9
45,25,1e+30,2,9
45,26,1e+30,2,9
45,27,1e+30,2,9
45,28,1e+30,2,9
45,29,1e+30,2,9
45,30,1e+30,2,9
45,31,1e+30,2,9
45,32,1e+30,2,9
45,33,1e+30,2,9
45,34,12.661428291579467,2,9
45,35,12.662036419525863,2,9
45,36,12.66199011679626,2,9
45,37,12.66119001333406,2,9
45,38,12.660721327727927,2,9
45,39,1e+30,2,9
45,40,1e+30,2,9
45,41,1e+30,2,9
45,42,1e+30,2,9
45,43,1e+30,2,9
45,44,1e+30,2,9
45,45,1e+30,2,9
45,46,1e+30,2,9
45,47,1e+30,2,9
45,48,1e+30,2,9
45,49,1e+30,2,9
45,50,1e+30,2,9
45,51,1e+30,2,9
45,52,1e+30,2,9
45,53,1e+30,2,9
45,54,1e+30,2,9
45,55,1e+30,2,9
45,56,1e+30,2,9
46,0,1e+30,2,9
46,1,1e+30,2,9
46,2,1e+30,2,9
46,3,1e+30,2,9
46,4,12.51991829858292,2,9
46,5,1e+30,2,9
46,6,1e+30,2,9
46,7,1e+30,2,9
46,8,1e+30,2,9
46,9,1e+30,2,9
46,10,1e+30,2,9
46,11,1e+30,2,9
46,12,1e+30,2,9
46,13,1e+30,2,9
46,14,1e+30,2,9
46,15,1e+30,2,9
46,16,1e+30,2,9
46,17,1e+30,2,9
46,18,1e+30,2,9
46,19,1e+30,2,9
46,20,1e+30,2,9
46,21,1e+30,2,9
46,22,1e+30,2,9
46,23,1e+30,2,9
46,24,1e+30,2,9
46,25,1e+30,2,9
46,26,1e+30,2,9
46,27,1e+30,2,9
46,28,1e+30,2,9
46,29,1e+30,2,9
46,30,1e+30,2,9
46,31,1e+30,2,9
46,32,1e+30,2,9
46,33,1e+30,2,9
46,34,1e+30,2,9
46,35,12.662924972937025,2,9
46,36,12.662908003955952,2,9
46,37,1e+30,2,9
46,38,1e+30,2,9
46,39,1e+30,2,9
46,40,1e+30,2,9
46,41,1e+30,2,9
46,42,1e+30,2,9
46,43,1e+30,2,9
46,44,1e+30,2,9
46,45,1e+30,2,9
46,46,1e+30,2,9
46,47,1e+30,2,9
46,48,1e+30,2,9
46,49,1e+30,2,9
46,50,1e+30,2,9
46,51,1e+30,2,9
46,52,1e+30,2,9
46,53,1e+30,2,9
46,54,1e+30,2,9
46,55,1e+30,2,9
46,56,1e+30,2,9
0,0,1e+30,2,10
0,1,1e+30,2,10
0,2,1e+30,2,10
0,3,1e+30,2,10
0,4,1e+30,2,10
0,5,1e+30,2,10
0,6,1e+30,2,10
0,7,1e+30,2,10
0,8,1e+30,2,10
0,9,1e+30,2,10
0,10,1e+30,2,10
0,11,1e+30,2,10
0,12,1e+30,2,10
0,13,1e+30,2,10
0,14,1e+30,2,10
0,15,1e+30,2,10
0,16,1e+30,2,10
0,17,1e+30,2,10
0,18,1e+30,2,10
0,19,1e+30,2,10
0,20,1e+30,2,10
0,21,1e+30,2,10
0,22,1e+30,2,10
0,23,1e+30,2,10
0,24,1e+30,2,10
0,25,1e+30,2,10
0,26,1e+30,2,10
0,27,1e+30,2,10
0,28,1e+30,2,10
0,29,1e+30,2,10
0,30,1e+30,2,10
0,31,1e+30,2,10
0,32,1e+30,2,10
0,33,1e+30,2,10
0,34,1e+30,2,10
0,35,1e+30,2,10
0,36,1e+30,2,10
0,37,1e+30,2,10
0,38,1e+30,2,10
0,39,1e+30,2,10
0,40,1e+30,2,10
0,41,1e+30,2,10
0,42,1e+30,2,10
0,43,1e+30,2,10
0,44,1e+30,2,10
0,45,1e+30,2,10
0,46,1e+30,2,10
0,47,1e+30,2,10
0,48,1e+30,2,10
0,49,1e+30,2,10
0,50,1e+30,2,10
0,51,1e+30,2,10
0,52,1e+30,2,10
0,53,1e+30,2,10
0,54,1e+30,2,10
0,55,1e+30,2,10
0,56,1e+30,2,10
1,0,1e+30,2,10
1,1,1e+30,2,10
1,2,1e+30,2,10
1,3,1e+30,2,10
1,4,1e+30,2,10
1,5,1e+30,2,10
1,6,1e+30,2,10
1,7,1e+30,2,10
1,8,1e+30,2,10
1,9,1e+30,2,10
1,10,1e+30,2,10
1,11,1e+30,2,10
1,12,1e+30,2,10
1,13,1e+30,2,10
1,14,1e+30,2,10
1,15,1e+30,2,10
1,16,1e+30,2,10
1,17,1e+30,2,10
1,18,1e+30,2,10
1,19,1e+30,2,10
1,20,1e+30,2,10
1,21,1e+30,2,10
1,22,1e+30,2,10
1,23,1e+30,2,10
1,24,1e+30,2,10
1,25,1e+30,2,10
1,26,1e+30,2,10
1,27,12.475416508251538,2,10
1,28,12.475265110433272,2,10
1,29,12.475014380606535,2,10
1,30,12.474680645486654,2,10
1,31,12.474274606099971,2,10
1,32,12.473787157659519,2,10
1,33,12.473226119624984,2,10
1,34,12.47259588697053,2,10
1,35,12.471903096276355,2,10
1,36,12.471161545079575,2,10
1,37,12.47038051937034,2,10
1,38,12.469572797070969,2,10
1,39,12.468758003598667,2,10
1,40,12.467959093118003,2,10
1,41,12.467225847797152,2,10
1,42,12.466680359825014,2,10
1,43,1e+30,2,10
1,44,1e+30,2,10
