kper,kstp,time,k,i,j,AWq
1,1,1.0,0,2,46,85.75277338579792
1,1,1.0,0,3,46,113.89627520485692
1,1,1.0,0,4,46,120.61506410138895
1,1,1.0,0,5,45,10.153853651848067
1,1,1.0,0,6,45,4.81305494820856
1,1,1.0,0,7,44,2.1719896094919022
1,1,1.0,0,8,43,7.538679612202486
1,1,1.0,0,8,54,37.313630023168116
1,1,1.0,0,9,43,7.324461967064053
1,1,1.0,0,9,52,40.60047033504566
1,1,1.0,0,9,53,38.98723181603896
1,1,1.0,0,10,42,10.40627232331417
1,1,1.0,0,10,50,48.05021431091541
1,1,1.0,0,10,51,45.797652334509166
1,1,1.0,0,11,42,14.550178866729766
1,1,1.0,0,11,48,54.29999426137647
1,1,1.0,0,11,49,33.902520632282176
1,1,1.0,0,12,9,-107.87221567554684
1,1,1.0,0,12,42,13.913650037402249
1,1,1.0,0,12,46,118.66183264978451
1,1,1.0,0,12,47,32.62420890478211
1,1,1.0,0,13,10,-113.07938170540456
1,1,1.0,0,13,42,18.396622051554004
1,1,1.0,0,13,44,78.18026062904369
1,1,1.0,0,13,45,59.72593280024421
1,1,1.0,0,13,52,-206.44774403050167
1,1,1.0,0,13,53,-209.2694607483836
1,1,1.0,0,13,54,-209.3742996664796
1,1,1.0,0,13,55,-210.15240104984855
1,1,1.0,0,14,10,-119.68866771430157
1,1,1.0,0,14,11,-125.35840054554114
1,1,1.0,0,14,41,15.845259338306732
1,1,1.0,0,14,42,25.760571946617574
1,1,1.0,0,14,43,95.79569618436585
1,1,1.0,0,14,50,-192.00024396231652
1,1,1.0,0,14,51,-194.4858167494558
1,1,1.0,0,15,12,-128.55265829178882
1,1,1.0,0,15,13,-135.3807815619134
1,1,1.0,0,15,41,25.24866665205252
1,1,1.0,0,15,48,-181.8246634630517
1,1,1.0,0,15,49,-187.40621385530392
1,1,1.0,0,16,14,119.20040405600218
1,1,1.0,0,16,15,-127.64914276697891
1,1,1.0,0,16,16,-136.73676709509357
1,1,1.0,0,16,17,-130.6872965928727
1,1,1.0,0,16,41,15.72208901208296
1,1,1.0,0,16,46,-174.80018485362598
1,1,1.0,0,16,47,-174.74400440095587
1,1,1.0,0,17,18,-127.84412515126053
1,1,1.0,0,17,41,-12.630073347907
1,1,1.0,0,17,42,-157.58309700699067
1,1,1.0,0,17,43,-162.3374878133202
1,1,1.0,0,17,44,-165.88171607784625
1,1,1.0,0,17,45,-167.4731040958385
1,1,1.0,0,18,19,-112.0936141246732
1,1,1.0,0,18,20,-124.14095473084069
1,1,1.0,0,18,40,221.61718250434194
1,1,1.0,0,18,42,-152.2362852477488
1,1,1.0,0,19,21,-123.76072626519203
1,1,1.0,0,19,40,192.43219171900478
1,1,1.0,0,19,41,-145.69668205273092
1,1,1.0,0,20,22,-119.37359324919737
1,1,1.0,0,20,39,71.22854014087386
1,1,1.0,0,20,41,-127.97289156392685
1,1,1.0,0,21,23,-120.89313739741544
1,1,1.0,0,21,36,-120.17504381788649
1,1,1.0,0,21,37,-121.19780017291941
1,1,1.0,0,21,38,-118.10641532867282
1,1,1.0,0,21,39,-114.85415998893211
1,1,1.0,0,21,40,-122.32182511588258
1,1,1.0,0,21,41,-128.0477352229923
1,1,1.0,0,22,24,-118.19970450483015
1,1,1.0,0,22,35,-115.00046304612374
1,1,1.0,0,23,25,-111.26035291953576
1,1,1.0,0,23,26,-109.34906819307662
1,1,1.0,0,23,34,-109.54561395404062
1,1,1.0,0,24,27,-105.63235543381984
1,1,1.0,0,24,28,-103.44904885900701
1,1,1.0,0,24,33,-105.33688340180095
1,1,1.0,0,25,29,-97.85629439494562
1,1,1.0,0,25,33,-99.34848668021482
1,1,1.0,0,26,29,-99.62989464963755
1,1,1.0,0,26,32,-98.95972097978779
1,1,1.0,0,27,30,85.7338551742447
1,1,1.0,0,27,31,-92.74415884636312
1,1,1.0,0,27,32,-90.33822761088561
1,1,1.0,0,27,33,-86.8619749571044
1,1,1.0,0,28,32,-91.02981249410914
1,1,1.0,0,28,33,-81.44491891460132
1,1,1.0,0,29,31,-87.03778100441832
1,1,1.0,0,30,31,-86.31495938148419
1,1,1.0,0,31,31,-77.77030340482986
1,1,1.0,0,32,30,-80.83842287263258
1,1,1.0,0,33,27,-74.69473850216025
1,1,1.0,0,33,28,-70.7755852287138
1,1,1.0,0,33,29,-66.95744888401043
1,1,1.0,0,34,25,-78.74026374858056
1,1,1.0,0,34,26,-75.68472730110955
1,1,1.0,0,35,22,-84.22089470752792
1,1,1.0,0,35,23,-81.18782163560866
1,1,1.0,0,35,24,-78.84144269648584
1,1,1.0,0,36,14,-102.8221167319316
1,1,1.0,0,36,15,-99.78070532263257
1,1,1.0,0,36,16,-97.09138031195357
1,1,1.0,0,36,17,-94.38006148268141
1,1,1.0,0,36,18,-91.4365538764547
1,1,1.0,0,36,19,-88.55873300557482
1,1,1.0,0,36,20,-85.83701999157324
1,1,1.0,0,36,21,-83.61095080234804
1,1,1.0,0,37,14,-99.72030016928136
1,1,1.0,0,38,12,-102.371127523425
1,1,1.0,0,38,13,-99.43815796202432
1,1,1.0,0,39,11,-101.08810552237924
1,1,1.0,0,40,9,-101.47861720381525
1,1,1.0,0,40,10,-94.35049696272768
1,1,1.0,0,41,7,-105.99313314733536
1,1,1.0,0,41,8,-100.62452906480041
1,1,1.0,0,42,6,-106.28187239362705
1,1,1.0,0,43,5,-105.14749004812165
1,1,1.0,0,44,3,-25.93580237117135
1,1,1.0,0,44,4,-27.424952923643218
2,1,2.0,0,2,46,85.25894616525045
2,1,2.0,0,3,46,113.40181741834078
2,1,2.0,0,4,46,120.11894629167375
2,1,2.0,0,5,45,9.657310169756443
2,1,2.0,0,6,45,4.316134001208525
2,1,2.0,0,7,44,1.6738482704669195
2,1,2.0,0,8,43,7.041864867246318
2,1,2.0,0,8,54,36.82147349542379
2,1,2.0,0,9,43,6.828256719537876
2,1,2.0,0,9,52,40.10422171359596
2,1,2.0,0,9,53,38.49163866564038
2,1,2.0,0,10,42,9.91070062378833
2,1,2.0,0,10,50,47.554007903144566
2,1,2.0,0,10,51,45.301681696816445
2,1,2.0,0,11,42,14.056800385138672
2,1,2.0,0,11,48,53.804021874154046
2,1,2.0,0,11,49,33.40671751081027
2,1,2.0,0,12,9,-108.36487555709323
2,1,2.0,0,12,42,13.421947768956784
2,1,2.0,0,12,46,118.16637182527438
2,1,2.0,0,12,47,32.12872370196146
2,1,2.0,0,13,10,-113.57435330104568
2,1,2.0,0,13,42,17.90714113951435
2,1,2.0,0,13,44,77.68711138754816
2,1,2.0,0,13,45,59.23145712964572
2,1,2.0,0,13,52,-206.94325195138015
