kper,kstp,time,k,i,j,PWq
1,1,1.0,0,22,40,-156.87933035770664
1,1,1.0,0,23,40,-139.99337923117344
1,1,1.0,0,24,39,-127.79603941441667
1,1,1.0,0,25,39,-93.51835579485873
1,1,1.0,0,26,38,-123.02120189934624
1,1,1.0,0,27,38,-122.78672172757706
1,1,1.0,0,28,38,76.72977496525914
1,1,1.0,0,29,37,-88.29027747703788
1,1,1.0,0,30,37,-54.005151980335654
1,1,1.0,0,31,37,-24.66613019840031
1,1,1.0,0,32,36,-27.64629836786264
1,1,1.0,0,33,36,-19.154218665741382
1,1,1.0,0,34,37,-26.618390500957048
1,1,1.0,0,35,37,-20.760594480995337
1,1,1.0,0,36,37,-30.38086652642039
1,1,1.0,0,37,37,-14.146604076921108
1,1,1.0,0,38,37,-1.218254377936205
1,1,1.0,0,39,38,-5.793505220334623
1,1,1.0,0,40,38,1.4969167086837842
1,1,1.0,0,41,38,3.9889221350327944
1,1,1.0,0,42,38,-0.5447039196772039
1,1,1.0,0,43,38,-3.437226549300476
1,1,1.0,0,44,38,-8.053959968339768
1,1,1.0,0,45,37,227.4199002844707
1,1,1.0,0,45,38,-7.457004699542381
2,1,2.0,0,22,40,-156.98244214836905
2,1,2.0,0,23,40,-140.10074259042244
2,1,2.0,0,24,39,-127.90812566950342
2,1,2.0,0,25,39,-93.63177361004239
2,1,2.0,0,26,38,-123.13452810525553
2,1,2.0,0,27,38,-122.89565173621122
2,1,2.0,0,28,38,76.67467726377402
2,1,2.0,0,29,37,-88.38708562534634
2,1,2.0,0,30,37,-54.11038952624733
2,1,2.0,0,31,37,-24.776281503729024
2,1,2.0,0,32,36,-27.763707353150266
2,1,2.0,0,33,36,-19.27278043529816
2,1,2.0,0,34,37,-26.73611667060868
2,1,2.0,0,35,37,-20.87855392208826
2,1,2.0,0,36,37,-30.499050835181038
2,1,2.0,0,37,37,-14.265072569786867
2,1,2.0,0,38,37,-1.3373330178364995
2,1,2.0,0,39,38,-5.911165523782529
2,1,2.0,0,40,38,1.3791114691960047
2,1,2.0,0,41,38,3.871170507630609
2,1,2.0,0,42,38,-0.6622381974692644
2,1,2.0,0,43,38,-3.5544249120353015
2,1,2.0,0,44,38,-8.170600991856759
2,1,2.0,0,45,37,227.3028130370659
2,1,2.0,0,45,38,-7.572828320706776
2,2,3.0,0,22,40,-157.05057651188793
2,2,3.0,0,23,40,-140.1754881990944
2,2,3.0,0,24,39,-127.99176424968573
2,2,3.0,0,25,39,-93.71810406205373
2,2,3.0,0,26,38,-123.22248150802977
2,2,3.0,0,27,38,-122.9815441587483
2,2,3.0,0,28,38,76.6122748862158
2,2,3.0,0,29,37,-88.46906134337894
2,2,3.0,0,30,37,-54.19609271365755
2,2,3.0,0,31,37,-24.864735051210687
2,2,3.0,0,32,36,-27.859811410955672
2,2,3.0,0,33,36,-19.370623829940655
