kper,time,spring,awanui,poukawa,pk4,kstp,pk4-spr-diff,pk4-conf-diff,fliptime
1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1
2,51.0,-0.10058569615529311,-0.1302933981319656,-0.07126441496129221,-0.10058569615529311,51,-0.12189878384470632,-2.3281599238447077,-1
3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1
4,51.0,-0.12069182636869513,-0.1260626424966791,-0.08951312413982393,-0.12069182636869513,51,-0.13967181363130443,-0.8595425436313047,-1
