time,spring,awanui,poukawa,pk4,kper,kstp,pk4-spr-diff,pk4-conf-diff
1.0,7.894050341918485,7.930755852287137,7.902808665264204,7.894050341918485,1,1,-0.3040503419184848,6.105949658081515
2.0,7.893869946690377,7.930368658200663,7.902573818351811,7.893869946690377,2,1,-0.30386994669037737,6.057156373309623
3.0,7.893667661470538,7.929856437697725,7.902301294351409,7.893667661470538,2,2,-0.3036676614705378,6.008384968529462
4.0,7.893438808765012,7.929244438107112,7.901945526486901,7.893438808765012,2,3,-0.30343880876501217,5.959640141234988
5.0,7.893120767513232,7.928411275543718,7.901567367061959,7.893120767513232,2,4,-0.30450165751323244,5.910984492486768
6.0,7.8927361683874455,7.927408391667703,7.901157558268621,7.8927361683874455,2,5,-0.30535390838744547,5.862395411612555
7.0,7.892241947515318,7.926283706937284,7.900730746649745,7.892241947515318,2,6,-0.3072125675153181,5.813915942484682
8.0,7.891707602289417,7.9250561836439175,7.9002977026912555,7.891707602289417,2,7,-0.3078489022894164,5.765476607710584
9.0,7.891123219690473,7.923796106453017,7.8996851939796935,7.891123219690473,2,8,-0.3083867396904729,5.717087310309526
10.0,7.8904880179388,7.922553421278357,7.898891928258274,7.8904880179388,2,9,-0.30877099793880003,5.6687488220612
11.0,7.889736236779254,7.921211443584308,7.897958430317098,7.889736236779254,2,10,-0.3104992667792539,5.620526923220745
12.0,7.888922728716739,7.919654363492883,7.896916229262951,7.888922728716739,2,11,-0.3112452687167391,5.572366741283261
13.0,7.887981824771421,7.918015592423636,7.8957609298854825,7.887981824771421,2,12,-0.31319792477142094,5.524333965228578
14.0,7.88694614906595,7.916343531097067,7.894651450136255,7.88694614906595,2,13,-0.3148228590659494,5.47639596093405
15.0,7.885848729516763,7.914591405382891,7.893594603554385,7.885848729516763,2,14,-0.31583927951676305,5.4285196904832365
16.0,7.884655145454008,7.91257523022439,7.892572275965402,7.884655145454008,2,15,-0.3175209354540085,5.380739594545991
17.0,7.883387681012007,7.910403649094161,7.891557296142452,7.883387681012007,2,16,-0.3188883810120071,5.3330333689879925
18.0,7.882087916875844,7.908138833483393,7.890547393256782,7.882087916875844,2,17,-0.31927788687584435,5.285359453124156
19.0,7.880757259222693,7.9057576063664365,7.88953208218419,7.880757259222693,2,18,-0.3192956492226928,5.237716420777306
20.0,7.879390520199953,7.90329577311042,7.888505598712172,7.879390520199953,2,19,-0.31919001019995363,5.190109479800046
21.0,7.878010194718328,7.9007521743619415,7.8874545486903855,7.878010194718328,2,20,-0.318412784718328,5.142516125281672
22.0,7.876529933482487,7.898215143205744,7.8863886099461435,7.876529933482487,2,21,-0.31938830348248715,5.095022696517512
23.0,7.874968985003849,7.895644757050396,7.8852898799709115,7.874968985003849,2,22,-0.32051860500384954,5.047609964996151
24.0,7.873273570337425,7.893034937450897,7.8841653132230185,7.873273570337425,2,23,-0.3232369803374242,5.000331689662575
25.0,7.871425567856624,7.890382693991974,7.883004449595439,7.871425567856624,2,24,-0.3271926178566247,4.953206012143376
26.0,7.869391022359856,7.887682180946868,7.881797010229692,7.869391022359856,2,25,-0.332820032359856,4.906266867640143
27.0,7.86720259830826,7.884914573814647,7.880524152465082,7.86720259830826,2,26,-0.33876709830826,4.8594816116917405
28.0,7.864792857998909,7.882080973685774,7.879180554154494,7.864792857998909,2,27,-0.3469630379989086,4.812917672001092
29.0,7.862208047533944,7.879149807170792,7.877760780795299,7.862208047533944,2,28,-0.3553289375339439,4.766528792466056
30.0,7.859573090576642,7.876104800328536,7.876266067068387,7.859573090576642,2,29,-0.36142525057664265,4.720190069423358
31.0,7.856876937608903,7.872939826648357,7.874711499325358,7.856876937608903,2,30,-0.3672826076089031,4.673912532391097
32.0,7.8540433758259285,7.8697724792297485,7.873094710140308,7.8540433758259285,2,31,-0.37478907582592846,4.627772414174072
33.0,7.8511424177612055,7.866550373202996,7.8714164324057,7.8511424177612055,2,32,-0.3813089777612051,4.581699692238794
34.0,7.848263440105423,7.863229657736115,7.869693578303245,7.848263440105423,2,33,-0.38563906010542315,4.535604979894577
35.0,7.845254396836666,7.859818881096889,7.867913123146364,7.845254396836666,2,34,-0.3926928868366666,4.489640343163333
36.0,7.842119651825261,7.856329556965188,7.8660753839843185,7.842119651825261,2,35,-0.400375621825261,4.44380139817474
37.0,7.838995427944106,7.852797924582806,7.864173555085216,7.838995427944106,2,36,-0.40538350794410594,4.397951942055894
38.0,7.835885529380712,7.84926985250599,7.86221820868298,7.835885529380712,2,37,-0.4095566893807119,4.356395170619288
39.0,7.832673542597811,7.845727071829386,7.860213230456947,7.832673542597811,2,38,-0.4159266425978112,4.31494049740219
40.0,7.829543506071865,7.842234234472369,7.858166908088572,7.829543506071865,2,39,-0.4186616460718655,4.273403863928135
41.0,7.826450065034597,7.838786058632348,7.856098947288351,7.826450065034597,2,40,-0.4213656850345968,4.2318306349654025
42.0,7.823415491581787,7.835352160416771,7.854014582698689,7.823415491581787,2,41,-0.4231578515817862,4.190198548418214
43.0,7.820405002318574,7.831921727786902,7.851918795702192,7.820405002318574,2,42,-0.42521497231857364,4.148542367681427
44.0,7.817501095925681,7.8285236018209,7.849808402990151,7.817501095925681,2,43,-0.42517895592568067,4.10677960407432
45.0,7.81455052430061,7.825117677494903,7.847699598806573,7.81455052430061,2,44,-0.4278018943006101,4.06506351569939
46.0,7.8116498809370105,7.821697198597825,7.845581613378442,7.8116498809370105,2,45,-0.4287493709370107,4.02329748906299
47.0,7.808902438281884,7.818381522012851,7.843475844405486,7.808902438281884,2,46,-0.4268342482818843,3.981378261718116
48.0,7.806270860027734,7.815183938835864,7.841399163252386,7.806270860027734,2,47,-0.4245843000277336,3.9393431799722656
49.0,7.8036359180673935,7.812035784728304,7.839349204365329,7.8036359180673935,2,48,-0.42451441806739343,3.897311451932606
50.0,7.801040253892187,7.808981121464348,7.837313594534144,7.801040253892187,2,49,-0.423979313892187,3.855240446107813
51.0,7.798462662421524,7.806001608885018,7.8352942742200575,7.798462662421524,2,50,-0.42392002242152405,3.8131513775784756
52.0,7.795886089110598,7.803050687573075,7.833295721937259,7.795886089110598,2,51,-0.4244222891105984,3.771061280889401
53.0,7.793284250535084,7.800075260068698,7.831309403390518,7.793284250535084,2,52,-0.4257687305350837,3.7289964494649155
54.0,9.663510202692688,9.701006804798578,9.689262841525892,9.663510202692688,3,1,-0.02276694269268731,4.336489797307312
55.0,9.66309499490662,9.700776778106592,9.689085792747251,9.66309499490662,4,1,-0.027715374906620127,4.3171393750933795
56.0,9.662509279362435,9.700439657106577,9.688882086514699,9.662509279362435,4,2,-0.03228350936243629,4.297959460637564
57.0,9.661790885850829,9.699988873860521,9.688639479896949,9.661790885850829,4,3,-0.03669698585082948,4.27891222414917
58.0,9.660803675892183,9.69938521472531,9.688341209403987,9.660803675892183,4,4,-0.04415738589218243,4.2601338041078165
59.0,9.659601387474714,9.69861153388547,9.687973271704289,9.659601387474714,4,5,-0.05165926747471339,4.241570462525287
60.0,9.658258356446872,9.697675751316917,9.687526873195964,9.658258356446872,4,6,-0.05823167644687288,4.2231478635531285
61.0,9.656800174035622,9.696590773648897,9.686997343203988,9.656800174035622,4,7,-0.06436500403562206,4.204840415964378
62.0,9.65532032951688,9.695389340125361,9.686387142803522,9.65532032951688,4,8,-0.06862491951687844,4.186554630483121
63.0,9.653895202422655,9.69411516161882,9.68570521463773,9.653895202422655,4,9,-0.0708655824226554,4.168214127577345
64.0,9.652401871655215,9.692767513997591,9.684956070136222,9.652401871655215,4,10,-0.07478416165521473,4.149941818344786
65.0,9.650674249911669,9.691299603162703,9.68413383710954,9.650674249911669,4,11,-0.08215176991166828,4.131903810088332
66.0,9.648869550028005,9.689716516575123,9.683236919665413,9.648869550028005,4,12,-0.08739469002800426,4.1139428799719955
67.0,9.647061925289101,9.688045161517119,9.682268329975924,9.647061925289101,4,13,-0.09096802528910075,4.095984874710899
68.0,9.645197773051404,9.686291821490904,9.68123052238633,9.645197773051404,4,14,-0.09510387305140355,4.078083396948596
69.0,9.643041220980336,9.684397978425451,9.680113473717691,9.643041220980336,4,15,-0.10389970098033707,4.060474319019663
70.0,9.64069841073761,9.682345535398095,9.678908698773574,9.64069841073761,4,16,-0.11189022073761024,4.04305149926239
71.0,9.63824138087781,9.680143568089019,9.677611355601854,9.63824138087781,4,17,-0.11876652087780926,4.025742899122189
72.0,9.635643413744049,9.67779295890863,9.676217419605265,9.635643413744049,4,18,-0.1260733137440493,4.00857523625595
73.0,9.632947534793681,9.675304379812943,9.674726130527594,9.632947534793681,4,19,-0.13266315479368096,3.9915054852063196
74.0,9.63015028229539,9.672684888614308,9.67313757591647,9.63015028229539,4,20,-0.13919923229538966,3.974537107704611
75.0,9.62738187310628,9.669972896767161,9.671459218494936,9.62738187310628,4,21,-0.14309749310628028,3.95753988689372
76.0,9.624612959123919,9.667190110825258,9.669698989087495,9.624612959123919,4,22,-0.1468047691239196,3.940543170876081
77.0,9.621852416313052,9.664353063378954,9.667865543179428,9.621852416313052,4,23,-0.14994898631305276,3.923538083686948
78.0,9.619111426374154,9.661476493013575,9.665967543021097,9.619111426374154,4,24,-0.15249371637415443,3.9065134436258457
79.0,9.6164004052255,9.658574035822598,9.664013569557401,9.6164004052255,4,25,-0.15444935522550018,3.8894588347744996
80.0,9.613699677093562,9.655650811680404,9.662010541858923,9.613699677093562,4,26,-0.15641529709356128,3.872393932906437
81.0,9.61102601286644,9.652714910465104,9.659965213398166,9.61102601286644,4,27,-0.1578368728664401,3.8553019671335615
82.0,9.608341072283125,9.649763008136874,9.657881641534072,9.608341072283125,4,28,-0.159723362283124,3.838221277716876
83.0,9.605591376828857,9.646778690948501,9.655759889741478,9.605591376828857,4,29,-0.16264032682885698,3.821205333171143
84.0,9.602746018294479,9.643742035614117,9.653596754281558,9.602746018294479,4,30,-0.16641401829447844,3.804285061705521
85.0,9.59995942380982,9.640679370133395,9.651395994312653,9.59995942380982,4,31,-0.16743694380982,3.78730602619018
86.0,9.597172358614277,9.637597366358449,9.649160313608393,9.597172358614277,4,32,-0.1689832186142759,3.7703274613857243
87.0,9.594299729258438,9.634477204614242,9.646888217531414,9.594299729258438,4,33,-0.17211058925843759,3.7534344607415626
88.0,9.59135880695522,9.63130864834446,9.644577415040747,9.59135880695522,4,34,-0.17526490695522057,3.73660975304478
89.0,9.588373292873916,9.628091615952126,9.642226278572691,9.588373292873916,4,35,-0.17808891287391582,3.719829637126084
90.0,9.585366916041025,9.624833022951556,9.639834910636605,9.585366916041025,4,36,-0.18041586604102555,3.703070383958975
91.0,9.582383926334353,9.62155033512686,9.637406530311846,9.582383926334353,4,37,-0.1817185963343526,3.688026043665646
92.0,9.579424427548664,9.618256323634698,9.634945392330403,9.579424427548664,4,38,-0.18266385754866477,3.672958212451336
93.0,9.576542890213128,9.614973926510041,9.632458941517273,9.576542890213128,4,39,-0.18225851021312778,3.6578124197868718
94.0,9.573730569119789,9.611718064856621,9.62995476261521,9.573730569119789,4,40,-0.18149380911978952,3.642597410880212
95.0,9.570939379326846,9.60848656968731,9.62743769424435,9.570939379326846,4,41,-0.1813216693268469,3.627361260673153
96.0,9.568150607324256,9.605272394579218,9.624910205205149,9.568150607324256,4,42,-0.18148527732425634,3.6121227026757445
97.0,9.565378380249872,9.602074489893228,9.622374227291122,9.565378380249872,4,43,-0.18139876024987167,3.5968675997501283
98.0,9.562594129694375,9.598885529814849,9.619829777032662,9.562594129694375,4,44,-0.18179345969437577,3.581624520305624
99.0,9.559777698868592,9.595694914622426,9.617275232906907,9.559777698868592,4,45,-0.18267585886859194,3.5664136211314084
100.0,9.557049701665607,9.592526519320842,9.614714752422993,9.557049701665607,4,46,-0.1813171416656072,3.551114288334393
101.0,9.554432513313127,9.589405544977076,9.612155381624108,9.554432513313127,4,47,-0.1789278933131282,3.5357041466868733
102.0,9.551867804304475,9.586334664079818,9.60960229986142,9.551867804304475,4,48,-0.17715485430447586,3.520241525695525
103.0,9.549411403520892,9.583329014714757,9.607062723909413,9.549411403520892,4,49,-0.1741746435208924,3.504670586479108
104.0,9.54705168716414,9.580397638656697,9.604543152851168,9.54705168716414,4,50,-0.17097975716414027,3.489002972835859
105.0,9.544737012752238,9.57753346039195,9.60204694735215,9.544737012752238,4,51,-0.16852406275223863,3.4732903172477627
106.0,9.542403168537925,9.574714135609913,9.599572668607427,9.542403168537925,4,52,-0.16738718853792456,3.457596831462075
