kper,kstp,time,k,i,j,SPq
1,1,1.0,0,32,30,-100.83842287263258
1,1,1.0,0,33,30,-92.85808214889335
1,1,1.0,0,33,31,-36.660529655447476
1,1,1.0,0,33,32,-40.91131647893053
1,1,1.0,0,33,33,-27.556457379025574
1,1,1.0,0,34,30,-41.37418602741411
1,1,1.0,0,34,31,-43.388264570619754
1,1,1.0,0,34,33,-27.9114951316717
1,1,1.0,0,35,33,-28.99055024349684
1,1,1.0,0,36,32,-30.405034191848472
1,1,1.0,0,36,33,-30.57131996039368
1,1,1.0,0,37,32,-32.37509086642399
2,1,2.0,0,32,30,-100.80351341797427
2,1,2.0,0,33,30,-92.83051945537477
2,1,2.0,0,33,31,-36.63733813443264
2,1,2.0,0,33,32,-40.89058510867426
2,1,2.0,0,33,33,-27.536941627985357
2,1,2.0,0,34,30,-41.35129832877851
2,1,2.0,0,34,31,-43.36785931023462
2,1,2.0,0,34,33,-27.893360849617125
2,1,2.0,0,35,33,-28.973027765074107
2,1,2.0,0,36,32,-30.386994669037676
2,1,2.0,0,36,33,-30.55389898799649
2,1,2.0,0,37,32,-32.35633552191973
2,2,3.0,0,32,30,-100.7576261022059
2,2,3.0,0,33,30,-92.79427497414463
2,2,3.0,0,33,31,-36.60776089270598
2,2,3.0,0,33,32,-40.86533181536663
2,2,3.0,0,33,33,-27.514078041558605
2,2,3.0,0,34,30,-41.32210867108233
2,2,3.0,0,34,31,-43.34298743178351
2,2,3.0,0,34,33,-27.872693716935714
2,2,3.0,0,35,33,-28.953461998969487
2,2,3.0,0,36,32,-30.366766147053795
2,2,3.0,0,36,33,-30.534664673792463
2,2,3.0,0,37,32,-32.33549954320199
2,3,4.0,0,32,30,-100.70236463655192
2,3,4.0,0,33,30,-92.75016115879441
2,3,4.0,0,33,31,-36.57151563745094
2,3,4.0,0,33,32,-40.83447842038527
2,3,4.0,0,33,33,-27.486312738550964
2,3,4.0,0,34,30,-41.286603445188234
2,3,4.0,0,34,31,-43.31299045401613
2,3,4.0,0,34,33,-27.848234752554504
2,3,4.0,0,35,33,-28.930826789448133
2,3,4.0,0,36,32,-30.343880876501203
2,3,4.0,0,36,33,-30.512852780833896
2,3,4.0,0,37,32,-32.31257676663961
2,4,5.0,0,32,30,-100.76157594727931
2,4,5.0,0,33,30,-92.8243928727378
2,4,5.0,0,33,31,-36.656331424013956
2,4,5.0,0,33,32,-40.927299948775044
2,4,5.0,0,33,33,-27.584301760910307
2,4,5.0,0,34,30,-41.37406385294389
2,4,5.0,0,34,31,-43.40733065868881
2,4,5.0,0,34,33,-27.950810081286363
2,4,5.0,0,35,33,-29.036489619713166
2,4,5.0,0,36,32,-30.45016575132331
2,4,5.0,0,36,33,-30.620528540942814
2,4,5.0,0,37,32,-32.42074318618097
2,5,6.0,0,32,30,-100.78938248362022
2,5,6.0,0,33,30,-92.86910107241545
2,5,6.0,0,33,31,-36.713191654722664
2,5,6.0,0,33,32,-40.99393727822394
2,5,6.0,0,33,33,-27.657911918622062
2,5,6.0,0,34,30,-41.43470445912533
2,5,6.0,0,34,31,-43.47606134027592
2,5,6.0,0,34,33,-28.03033153646163
2,5,6.0,0,35,33,-29.120363099473252
