,0,1,2,sidx,idx_strs,x,y,pargp3,parval1_3,3
0,0,1,24,"(0, 1, 24)",idx0:0_idx1:1_idx2:24,612.5,1212.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1,0,1,25,"(0, 1, 25)",idx0:0_idx1:1_idx2:25,637.5,1212.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2,0,1,26,"(0, 1, 26)",idx0:0_idx1:1_idx2:26,662.5,1212.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3,0,1,27,"(0, 1, 27)",idx0:0_idx1:1_idx2:27,687.5,1212.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4,0,1,28,"(0, 1, 28)",idx0:0_idx1:1_idx2:28,712.5,1212.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5,0,1,29,"(0, 1, 29)",idx0:0_idx1:1_idx2:29,737.5,1212.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6,0,1,30,"(0, 1, 30)",idx0:0_idx1:1_idx2:30,762.5,1212.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7,0,1,31,"(0, 1, 31)",idx0:0_idx1:1_idx2:31,787.5,1212.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8,0,1,32,"(0, 1, 32)",idx0:0_idx1:1_idx2:32,812.5,1212.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9,0,2,22,"(0, 2, 22)",idx0:0_idx1:2_idx2:22,562.5,1187.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
10,0,2,23,"(0, 2, 23)",idx0:0_idx1:2_idx2:23,587.5,1187.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
11,0,3,21,"(0, 3, 21)",idx0:0_idx1:3_idx2:21,537.5,1162.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
12,0,4,19,"(0, 4, 19)",idx0:0_idx1:4_idx2:19,487.5,1137.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
13,0,4,20,"(0, 4, 20)",idx0:0_idx1:4_idx2:20,512.5,1137.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
14,0,5,18,"(0, 5, 18)",idx0:0_idx1:5_idx2:18,462.5,1112.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
15,0,6,16,"(0, 6, 16)",idx0:0_idx1:6_idx2:16,412.5,1087.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
16,0,6,17,"(0, 6, 17)",idx0:0_idx1:6_idx2:17,437.5,1087.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
17,0,7,15,"(0, 7, 15)",idx0:0_idx1:7_idx2:15,387.5,1062.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
18,0,8,13,"(0, 8, 13)",idx0:0_idx1:8_idx2:13,337.5,1037.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
19,0,8,14,"(0, 8, 14)",idx0:0_idx1:8_idx2:14,362.5,1037.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
20,0,9,12,"(0, 9, 12)",idx0:0_idx1:9_idx2:12,312.5,1012.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21,0,10,10,"(0, 10, 10)",idx0:0_idx1:10_idx2:10,262.5,987.5,influx_cond_condgr,1.0,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22,0,10,11,"(0, 10, 11)",idx0:0_idx1:10_idx2:11,287.5,987.5,influx_cond_condgr,1.0,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000
23,0,11,9,"(0, 11, 9)",idx0:0_idx1:11_idx2:9,237.5,962.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
24,0,12,8,"(0, 12, 8)",idx0:0_idx1:12_idx2:8,212.5,937.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
25,0,13,8,"(0, 13, 8)",idx0:0_idx1:13_idx2:8,212.5,912.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
26,0,14,7,"(0, 14, 7)",idx0:0_idx1:14_idx2:7,187.5,887.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
27,0,15,7,"(0, 15, 7)",idx0:0_idx1:15_idx2:7,187.5,862.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
28,0,16,6,"(0, 16, 6)",idx0:0_idx1:16_idx2:6,162.5,837.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
29,0,17,6,"(0, 17, 6)",idx0:0_idx1:17_idx2:6,162.5,812.5,influx_cond_condgr,1.0,1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000
