oname,usecol,n_obs,rmse,nrmse_pct,mae,r2,min_truth,max_truth,min_sim,max_sim
arr-awq,awq,121,51.20707114629383,0.0,25.69440107005396,-8.309969850283547e+32,-6.9,-6.9,-305.1420135798253,192.77300601856456
arr-spq,spq,11,2.834182934021613,0.0,2.5042183518515784,-inf,-3.0,-3.0,-2.1882751977536827,2.11717187207978
recession,pk4,1,0.0025170712861838,0.25170712861837996,0.0025170712861838,0.0,-0.0067956189782041,-0.0067956189782041,-0.0042785476920203,-0.0042785476920203
recession,pk4-conf-diff,1,0.0025170714008935016,0.25170714008935013,0.0025170714008935016,0.0,-0.0399110274455476,-0.0399110274455476,-0.0424280988464411,-0.0424280988464411
recession,pk4-spr-diff,1,0.0011417986405562,0.11417986405562,0.0011417986405562,0.0,0.0031367490514641,0.0031367490514641,0.0042785476920203,0.0042785476920203
ts-heads,pk4,7,0.09406427349600058,26.33236627631486,0.07106180798115691,0.5493164483492754,7.387986379394895,7.745205599684294,7.374542640419065,7.591267252324805
ts-heads,pk4-conf-diff,7,0.09327160382130162,4.592021017881471,0.07000917783077933,0.9832966526957087,4.224680287271773,6.255847031894655,4.237071399580935,6.408732747675195
ts-heads,pk4-spr-diff,7,7.451414030663177,4475.128039501866,7.4513178720188415,-12300.05489145479,-0.1493380358747709,0.0171692453670102,-7.591267252324805,-7.374542640419065
