time,flux
1.0,-12.97643312612145
2.0,-19.946483876806987
3.0,-19.47339349694673
4.0,-19.097332726564808
5.0,-18.786681349153895
6.0,-18.521196152822114
7.0,-18.287738750455027
8.0,-18.077633022655668
9.0,-17.885035497202814
10.0,-17.705927363479706
11.0,-17.537486039662532
12.0,-17.377688646093347
13.0,-17.225057942205183
14.0,-17.07849660775204
15.0,-16.937177013771386
16.0,-16.800466395643095
17.0,-16.66787501789041
18.0,-16.53901956110539
19.0,-16.413596790102797
20.0,-16.291364305897265
21.0,-16.17212627332704
22.0,-16.055722707265513
23.0,-15.942021346407156
24.0,-15.830911436723438
25.0,-15.722298942881817
26.0,-15.616102839684316
27.0,-15.512252228420769
28.0,-15.410684088567757
29.0,-15.311341522265986
30.0,-15.214172383213413
31.0,-15.119128206837427
32.0,-15.026163377439982
33.0,-14.93523448222078
34.0,-14.846299812914642
35.0,-14.75931898410777
36.0,-14.67425264375285
37.0,-14.591062256442214
38.0,-14.509709943956821
39.0,-14.43015837073631
40.0,-14.352370664398046
41.0,-14.276310363412517
42.0,-14.201941385626158
43.0,-14.12922801259367
44.0,-14.058134885704185
45.0,-13.988627010909477
46.0,-13.920669769527084
47.0,-13.854228933127558
48.0,-13.789270680948299
49.0,-13.72576161862561
50.0,-13.663668797318167
51.0,-13.602959732521418
52.0,-13.543602422053839
53.0,-13.485565362841042
54.0,-10.628187207160824
55.0,-18.998058870941804
56.0,-18.406843224387572
57.0,-17.922260466224024
58.0,-17.51063557211349
59.0,-17.1510191350513
60.0,-16.82998689678017
61.0,-16.53865348636749
62.0,-16.27093726183253
63.0,-16.02253644322737
64.0,-15.790313222745418
65.0,-15.571914665387624
66.0,-15.365533145882893
67.0,-15.169750568143002
68.0,-14.983434025028016
69.0,-14.80566385526988
70.0,-14.635682678873726
71.0,-14.472858415173121
72.0,-14.316656891061028
73.0,-14.166621206515776
74.0,-14.022355978367937
75.0,-13.883515180451163
76.0,-13.749792681918413
77.0,-13.620914838702863
78.0,-13.496634664827313
79.0,-13.376727229843583
80.0,-13.260986014012731
81.0,-13.149220015077894
82.0,-13.041251446752737
83.0,-12.936913904006216
84.0,-12.836050896987393
85.0,-12.738514676146643
86.0,-12.644165287278186
87.0,-12.552869807916776
88.0,-12.464501726561819
89.0,-12.378940434166681
90.0,-12.296070803666996
91.0,-12.21578283837205
92.0,-12.137971374073338
93.0,-12.062535822941589
94.0,-11.9893799498512
95.0,-11.918411673818289
96.0,-11.849542888868672
97.0,-11.782689299946854
98.0,-11.71777027050302
99.0,-11.654708679204536
100.0,-11.593430783854785
101.0,-11.533866091099476
102.0,-11.475947230886515
103.0,-11.419609834943113
104.0,-11.364792418760414
105.0,-11.311436266746888
106.0,-11.259485320338326
