kper,kstp,k,i,j,PWq
1,1,0,22,40,-5.728205730268097
1,1,0,23,40,-5.610846106460139
1,1,0,24,39,-6.028100466622497
1,1,0,25,39,-5.311688642946323
1,1,0,26,38,-6.293746467385719
1,1,0,27,38,-6.0747621023660185
1,1,0,28,38,-3.1028701429275714
1,1,0,29,37,-6.162971400962686
1,1,0,30,37,-5.986860967740491
1,1,0,31,37,-5.928432993203725
1,1,0,32,36,-7.981479831107283
1,1,0,33,36,-8.22863337360012
1,1,0,34,37,-7.415787526408043
1,1,0,35,37,-8.014902393340478
1,1,0,36,37,-9.078577157419389
1,1,0,37,37,-10.255860439915551
1,1,0,38,37,-11.982020992353632
1,1,0,39,38,-10.31648289050457
1,1,0,40,38,-10.814563891875094
1,1,0,41,38,-11.236119948144145
1,1,0,42,38,-11.435828888072807
1,1,0,43,38,-11.278249933076271
1,1,0,44,38,-10.755058507774457
1,1,0,45,37,-11.753567424452134
1,1,0,45,38,-9.894765974584898
2,1,0,22,40,-10.493672120105074
2,1,0,23,40,-10.485330462094197
2,1,0,24,39,-11.101045382835917
2,1,0,25,39,-11.459502327384204
2,1,0,26,38,-12.190847522981178
2,1,0,27,38,-11.896089658525046
2,1,0,28,38,-6.951279198392624
2,1,0,29,37,-11.34329697158585
2,1,0,30,37,-12.108645628181517
2,1,0,31,37,-12.644417260606518
2,1,0,32,36,-14.935462222576655
2,1,0,33,36,-15.274760864909346
2,1,0,34,37,-14.333435187740697
2,1,0,35,37,-15.0030488615549
2,1,0,36,37,-15.992779323197608
2,1,0,37,37,-17.35263945684977
2,1,0,38,37,-19.279442941365904
2,1,0,39,38,-17.554683250205652
2,1,0,40,38,-18.14313853570873
2,1,0,41,38,-18.611694538169598
2,1,0,42,38,-18.79408230876522
2,1,0,43,38,-18.6364192387756
2,1,0,44,38,-18.088145781995845
2,1,0,45,37,-21.409450560431466
2,1,0,45,38,-17.19765050656923
2,2,0,22,40,-9.062115011212017
2,2,0,23,40,-9.057867687842473
2,2,0,24,39,-9.81415078760996
2,2,0,25,39,-10.581846340959736
2,2,0,26,38,-11.401814910785244
2,2,0,27,38,-11.166114545663037
2,2,0,28,38,-5.356170601613779
2,2,0,29,37,-10.349775256734825
2,2,0,30,37,-11.253339392674151
2,2,0,31,37,-11.926383482377627
2,2,0,32,36,-14.442942795800747
2,2,0,33,36,-14.788110346138565
2,2,0,34,37,-13.759700157007616
2,2,0,35,37,-14.43582458910181
2,2,0,36,37,-15.43054308087488
2,2,0,37,37,-16.79137841422378
2,2,0,38,37,-18.770880517793714
2,2,0,39,38,-16.955919834328924
2,2,0,40,38,-17.54921583778824
2,2,0,41,38,-18.0172251555766
2,2,0,42,38,-18.199386017930014
2,2,0,43,38,-18.036432377441695
2,2,0,44,38,-17.462475431229958
2,2,0,45,37,-20.76324877995036
2,2,0,45,38,-16.487873631091155
2,3,0,22,40,-7.880277310501198
2,3,0,23,40,-7.883377102646642
2,3,0,24,39,-8.763769878014836
2,3,0,25,39,-9.74150531271785
2,3,0,26,38,-10.656121011895216
2,3,0,27,38,-10.532598084032005
2,3,0,28,38,-4.79549042828419
2,3,0,29,37,-9.73857584650712
2,3,0,30,37,-10.612463794748882
2,3,0,31,37,-11.331681706240404
2,3,0,32,36,-14.043786606045044
2,3,0,33,36,-14.396380712220644
2,3,0,34,37,-13.274947848060842
2,3,0,35,37,-13.961018135696085
2,3,0,36,37,-14.962016771737439
2,3,0,37,37,-16.330110266977474
2,3,0,38,37,-18.360428021888886
2,3,0,39,38,-16.45059658027223
2,3,0,40,38,-17.052546892751778
2,3,0,41,38,-17.5221102240851
2,3,0,42,38,-17.703292798368132
2,3,0,43,38,-17.531763443889634
2,3,0,44,38,-16.92477039203818
2,3,0,45,37,-20.24504946139856
2,3,0,45,38,-15.871947295074518
2,4,0,22,40,-6.897013062948472
2,4,0,23,40,-6.908640800323028
2,4,0,24,39,-7.882664742293691
2,4,0,25,39,-8.957846899493003
2,4,0,26,38,-9.96461499603838
2,4,0,27,38,-9.968923305926898
2,4,0,28,38,-4.54539944641337
2,4,0,29,37,-9.322984324369575
2,4,0,30,37,-10.11993008598419
