kper,kstp,k,i,j,SPq
1,1,0,32,30,-5.9322571586877695
1,1,0,33,30,-6.695533906157715
1,1,0,33,31,-6.54840866607169
1,1,0,33,32,-7.3969138677239625
1,1,0,33,33,-8.095695015570234
1,1,0,34,30,-9.036104112846889
1,1,0,34,31,-8.693221105677722
1,1,0,34,33,-8.783529071289447
1,1,0,35,33,-10.288005438540395
1,1,0,36,32,-12.97643312612145
1,1,0,36,33,-12.65226983847558
1,1,0,37,32,-17.141381367530233
2,1,0,32,30,-10.905723030460786
2,1,0,33,30,-12.690696569623249
2,1,0,33,31,-13.269045743036859
2,1,0,33,32,-14.153349954241843
2,1,0,33,33,-14.997941796152757
2,1,0,34,30,-15.80538579255113
2,1,0,34,31,-15.46196549906016
2,1,0,34,33,-15.7308822182634
2,1,0,35,33,-17.251755392362274
2,1,0,36,32,-19.946483876806987
2,1,0,36,33,-19.620862903722152
2,1,0,37,32,-24.15815914526289
2,2,0,32,30,-9.621863364732516
2,2,0,33,30,-11.817665716458418
2,2,0,33,31,-12.597053902265138
2,2,0,33,32,-13.596593545511123
2,2,0,33,33,-14.480072973020487
2,2,0,34,30,-15.23057394391228
2,2,0,34,31,-14.925638030559924
2,2,0,34,33,-15.227794395760935
2,2,0,35,33,-16.766833788487023
2,2,0,36,32,-19.47339349694673
2,2,0,36,33,-19.14699266479194
2,2,0,37,32,-23.74566748985038
2,3,0,32,30,-8.674186197757008
2,3,0,33,30,-11.047472748360597
2,3,0,33,31,-12.00058073542753
2,3,0,33,32,-13.12433960492451
2,3,0,33,33,-14.068850641615038
2,3,0,34,30,-14.730162621346537
2,3,0,34,31,-14.467693384208358
2,3,0,34,33,-14.817374312535517
2,3,0,35,33,-16.37526416447745
2,3,0,36,32,-19.097332726564808
2,3,0,36,33,-18.772415025020262
2,3,0,37,32,-23.431271416309183
2,4,0,32,30,-7.9323144425358105
2,4,0,33,30,-10.382448802242493
2,4,0,33,31,-11.467990291176205
2,4,0,33,32,-12.707790761775112
2,4,0,33,33,-13.725055509407243
2,4,0,34,30,-14.28335080065835
2,4,0,34,31,-14.062635937794868
2,4,0,34,33,-14.470122844906973
2,4,0,35,33,-16.04707917770726
2,4,0,36,32,-18.786681349153895
2,4,0,36,33,-18.466003395406503
2,4,0,37,32,-23.178812842365364
2,5,0,32,30,-7.327401520233083
2,5,0,33,30,-9.810795674061609
2,5,0,33,31,-10.99092012199584
2,5,0,33,32,-12.330995990335472
2,5,0,33,33,-13.424533043899759
2,5,0,34,30,-13.878415896009685
2,5,0,34,31,-13.69633158732018
2,5,0,34,33,-14.167120918406365
2,5,0,35,33,-15.763213878014174
2,5,0,36,32,-18.521196152822114
2,5,0,36,33,-18.207268338316698
2,5,0,37,32,-22.96678776821356
2,6,0,32,30,-6.820561585139442
2,6,0,33,30,-9.317808006254307
2,6,0,33,31,-10.562422577275676
2,6,0,33,32,-11.984904223765852
2,6,0,33,33,-13.152520544906324
2,6,0,34,30,-13.508032932569256
2,6,0,34,31,-13.360652152648127
2,6,0,34,33,-13.89602863586157
2,6,0,35,33,-15.511287539614566
2,6,0,36,32,-18.287738750455027
2,6,0,36,33,-17.98249087092058
2,6,0,37,32,-22.782006701599208
2,7,0,32,30,-6.388099409429633
2,7,0,33,30,-8.889869467460255
2,7,0,33,31,-10.176441947161532
2,7,0,33,32,-11.664132330066877
2,7,0,33,33,-12.900069464269349
2,7,0,34,30,-13.167158247617502
2,7,0,34,31,-13.050608640827496
2,7,0,34,33,-13.648674325601322
2,7,0,35,33,-15.283085366644665
2,7,0,36,32,-18.077633022655668
2,7,0,36,33,-17.782348841817104
2,7,0,37,32,-22.616125282733183
2,8,0,32,30,-6.014440695284111
2,8,0,33,30,-8.515549759824408
2,8,0,33,31,-9.827672474213035
2,8,0,33,32,-11.365242047240606
2,8,0,33,33,-12.66180279665144
2,8,0,34,30,-12.852035063963203
2,8,0,34,31,-12.762855332206644
2,8,0,34,33,-13.419568302405406
2,8,0,35,33,-15.07303849792136
2,8,0,36,32,-17.885035497202814
2,8,0,36,33,-17.600424663332017
2,8,0,37,32,-22.46370357753973
2,9,0,32,30,-5.688639669078986
2,9,0,33,30,-8.185621072662402
2,9,0,33,31,-9.511495765093471
2,9,0,33,32,-11.085835345157477
2,9,0,33,33,-12.434518370583339
2,9,0,34,30,-12.559700664807908
2,9,0,34,31,-12.49492556818017
2,9,0,34,33,-13.204968906183757
2,9,0,35,33,-14.87729266308553
2,9,0,36,32,-17.705927363479706
2,9,0,36,33,-17.43224809073253
2,9,0,37,32,-22.321094718590793
2,10,0,32,30,-5.402579574602712
2,10,0,33,30,-7.892735409135144
2,10,0,33,31,-9.223919526823432
2,10,0,33,32,-10.824085350813865
2,10,0,33,33,-12.216324592758049
2,10,0,34,30,-12.287725190516259
2,10,0,34,31,-12.244848029622748
2,10,0,34,33,-13.00228624552714
2,10,0,35,33,-14.693127158984977
2,10,0,36,32,-17.537486039662532
2,10,0,36,33,-17.274671564881103
2,10,0,37,32,-22.185792395317993
2,11,0,32,30,-5.149994995838906
2,11,0,33,30,-7.631048045232077
2,11,0,33,31,-8.961507597137922
2,11,0,33,32,-10.578495413859251
2,11,0,33,33,-12.006109215966964
2,11,0,34,30,-12.034062278774837
2,11,0,34,31,-12.010956170511951
2,11,0,34,33,-12.809696596157455
2,11,0,35,33,-14.51858516142977
2,11,0,36,32,-17.377688646093347
2,11,0,36,33,-17.12545641932567
2,11,0,37,32,-22.0560375249468
2,12,0,32,30,-4.925907071653876
2,12,0,33,30,-7.395884026301364
2,12,0,33,31,-8.721307055757476
2,12,0,33,32,-10.34777592289497
2,12,0,33,33,-11.803215187871945
2,12,0,34,30,-11.796956874491634
2,12,0,34,31,-11.791793365665724
2,12,0,34,33,-12.625890369741741
2,12,0,35,33,-14.352233711002837
2,12,0,36,32,-17.225057942205183
2,12,0,36,33,-16.982995092373805
2,12,0,37,32,-21.93057455791115
2,13,0,32,30,-4.726275513520172
2,13,0,33,30,-7.183470392127193
2,13,0,33,31,-8.500778698625206
2,13,0,33,32,-10.130781004843973
2,13,0,33,33,-11.60724458371627
2,13,0,34,30,-11.574884240739525
2,13,0,34,31,-11.586064283145143
2,13,0,34,33,-12.449905908213585
2,13,0,35,33,-14.19300481294328
2,13,0,36,32,-17.07849660775204
2,13,0,36,33,-16.84612238759015
2,13,0,37,32,-21.808496184745493
2,14,0,32,30,-4.547770675011905
2,14,0,33,30,-6.990730232704061
2,14,0,33,31,-8.297734525751856
2,14,0,33,32,-9.92647520205755
2,14,0,33,33,-11.417941357630314
2,14,0,34,30,-11.366507187927805
2,14,0,34,31,-11.392607971921766
2,14,0,34,33,-12.281019027459259
2,14,0,35,33,-14.04008831711835
2,14,0,36,32,-16.937177013771386
2,14,0,36,33,-16.713985829258203
2,14,0,37,32,-21.689141545702903
2,15,0,32,30,-4.387616121530189
2,15,0,33,30,-6.815127207825533
2,15,0,33,31,-8.110283570177963
2,15,0,33,32,-9.733914903490229
2,15,0,33,33,-11.235122335136802
2,15,0,34,30,-11.17064463175031
2,15,0,34,31,-11.210380879458883
2,15,0,34,33,-12.11866910432622
2,15,0,35,33,-13.892858527171011
2,15,0,36,32,-16.800466395643095
2,15,0,36,33,-16.585955719870206
