,mm
2023-11-06,22.400000000000002
2023-11-07,15.800000000000002
2023-11-08,15.800000000000004
2023-11-09,16.000000000000004
2023-11-10,14.800000000000002
2023-11-11,14.800000000000002
2023-11-12,14.800000000000002
2023-11-13,14.800000000000002
2023-11-14,34.800000000000004
2023-11-15,39.400000000000006
2023-11-16,39.60000000000001
2023-11-17,28.800000000000004
2023-11-18,31.600000000000005
2023-11-19,31.600000000000005
2023-11-20,31.800000000000004
2023-11-21,32.400000000000006
2023-11-22,33.20000000000001
2023-11-23,33.20000000000001
2023-11-24,33.00000000000001
2023-11-25,33.00000000000001
2023-11-26,33.00000000000001
2023-11-27,33.00000000000001
2023-11-28,33.00000000000001
2023-11-29,13.000000000000004
2023-11-30,8.400000000000004
2023-12-01,5.800000000000004
2023-12-02,5.800000000000004
2023-12-03,8.200000000000003
2023-12-04,14.800000000000004
2023-12-05,30.800000000000004
2023-12-06,35.2
2023-12-07,35.0
2023-12-08,35.0
2023-12-09,37.6
2023-12-10,40.8
2023-12-11,40.8
2023-12-12,40.8
2023-12-13,40.8
2023-12-14,40.8
2023-12-15,40.8
2023-12-16,42.2
2023-12-17,42.4
2023-12-18,38.400000000000006
2023-12-19,32.2
2023-12-20,19.000000000000004
2023-12-21,13.600000000000005
2023-12-22,13.000000000000004
2023-12-23,13.000000000000004
2023-12-24,10.400000000000002
2023-12-25,8.600000000000003
2023-12-26,8.600000000000003
2023-12-27,8.600000000000003
2023-12-28,8.600000000000003
2023-12-29,8.600000000000003
2023-12-30,8.600000000000003
2023-12-31,7.200000000000003
2024-01-01,7.0000000000000036
2024-01-02,5.800000000000004
2024-01-03,5.800000000000003
2024-01-04,2.8000000000000034
2024-01-05,1.8000000000000034
2024-01-06,1.8000000000000034
2024-01-07,1.8000000000000034
2024-01-08,4.400000000000004
2024-01-09,5.0000000000000036
2024-01-10,5.0000000000000036
2024-01-11,5.0000000000000036
2024-01-12,5.400000000000004
2024-01-13,9.000000000000004
2024-01-14,9.600000000000003
2024-01-15,9.600000000000003
2024-01-16,9.600000000000003
2024-01-17,9.600000000000003
2024-01-18,9.200000000000003
2024-01-19,9.200000000000003
2024-01-20,14.000000000000004
2024-01-21,18.600000000000005
2024-01-22,18.600000000000005
2024-01-23,16.000000000000007
2024-01-24,14.000000000000004
2024-01-25,14.000000000000004
2024-01-26,14.000000000000004
2024-01-27,13.600000000000005
2024-01-28,10.000000000000004
2024-01-29,9.400000000000006
2024-01-30,16.200000000000006
2024-01-31,17.800000000000004
2024-02-01,17.800000000000004
2024-02-02,17.800000000000004
2024-02-03,17.800000000000004
2024-02-04,13.000000000000005
2024-02-05,9.000000000000005
2024-02-06,15.200000000000003
2024-02-07,16.400000000000002
2024-02-08,16.400000000000002
2024-02-09,19.600000000000005
2024-02-10,19.600000000000005
2024-02-11,19.800000000000004
2024-02-12,39.800000000000004
2024-02-13,40.2
2024-02-14,36.20000000000001
2024-02-15,35.00000000000001
2024-02-16,35.00000000000001
2024-02-17,35.00000000000001
2024-02-18,36.800000000000004
2024-02-19,36.800000000000004
2024-02-20,36.2
2024-02-21,30.000000000000004
2024-02-22,28.800000000000004
2024-02-23,28.800000000000004
2024-02-24,31.200000000000003
2024-02-25,31.6
2024-02-26,31.400000000000002
2024-02-27,11.400000000000004
2024-02-28,11.000000000000004
2024-02-29,8.200000000000005
2024-03-01,7.800000000000004
2024-03-02,7.800000000000004
2024-03-03,7.800000000000004
2024-03-04,6.0000000000000036
2024-03-05,6.0000000000000036
2024-03-06,6.0000000000000036
2024-03-07,6.0000000000000036
2024-03-08,6.0000000000000036
2024-03-09,6.0000000000000036
2024-03-10,0.4000000000000036
2024-03-11,0.0
2024-03-12,1.0000000000000036
2024-03-13,15.000000000000002
2024-03-14,15.000000000000002
2024-03-15,15.400000000000002
2024-03-16,15.400000000000002
2024-03-17,15.400000000000002
2024-03-18,15.400000000000002
2024-03-19,15.800000000000002
2024-03-20,16.000000000000004
2024-03-21,16.000000000000004
2024-03-22,16.000000000000004
2024-03-23,16.000000000000004
2024-03-24,16.000000000000004
2024-03-25,16.000000000000004
2024-03-26,16.000000000000004
2024-03-27,19.8
2024-03-28,8.600000000000003
2024-03-29,10.600000000000003
2024-03-30,13.600000000000003
2024-03-31,14.400000000000004
2024-04-01,14.400000000000004
2024-04-02,14.400000000000004
2024-04-03,14.000000000000004
2024-04-04,13.800000000000004
2024-04-05,13.800000000000004
2024-04-06,13.800000000000004
2024-04-07,14.000000000000004
2024-04-08,14.200000000000003
2024-04-09,14.200000000000003
2024-04-10,14.200000000000003
2024-04-11,9.400000000000002
2024-04-12,6.600000000000004
2024-04-13,5.0000000000000036
2024-04-14,8.400000000000004
2024-04-15,7.600000000000004
2024-04-16,7.600000000000004
2024-04-17,7.600000000000004
2024-04-18,7.600000000000004
2024-04-19,8.400000000000004
2024-04-20,9.000000000000004
2024-04-21,9.000000000000004
2024-04-22,8.800000000000002
2024-04-23,8.600000000000003
2024-04-24,8.600000000000003
2024-04-25,8.600000000000003
2024-04-26,8.600000000000003
2024-04-27,8.800000000000004
2024-04-28,8.400000000000004
2024-04-29,5.400000000000004
2024-04-30,5.400000000000004
2024-05-01,5.400000000000004
2024-05-02,5.400000000000004
2024-05-03,5.400000000000004
2024-05-04,4.600000000000005
2024-05-05,18.200000000000003
2024-05-06,26.400000000000006
2024-05-07,26.600000000000005
2024-05-08,26.800000000000004
2024-05-09,26.800000000000004
2024-05-10,26.800000000000004
2024-05-11,26.800000000000004
2024-05-12,26.600000000000005
2024-05-13,26.600000000000005
2024-05-14,22.800000000000004
2024-05-15,22.800000000000004
2024-05-16,22.800000000000004
2024-05-17,23.600000000000005
2024-05-18,23.600000000000005
2024-05-19,23.600000000000005
2024-05-20,9.400000000000004
2024-05-21,4.400000000000004
2024-05-22,4.200000000000004
2024-05-23,4.0000000000000036
2024-05-24,4.0000000000000036
2024-05-25,4.0000000000000036
2024-05-26,4.0000000000000036
2024-05-27,4.0000000000000036
2024-05-28,4.600000000000003
2024-05-29,4.600000000000003
2024-05-30,6.0000000000000036
