,mm
2023-11-06,15.0
2023-11-07,15.0
2023-11-08,13.999999999999998
2023-11-09,13.999999999999998
2023-11-10,13.999999999999998
2023-11-11,13.999999999999998
2023-11-12,13.999999999999998
2023-11-13,24.0
2023-11-14,26.2
2023-11-15,18.8
2023-11-16,18.8
2023-11-17,21.6
2023-11-18,21.6
2023-11-19,20.400000000000002
2023-11-20,22.400000000000002
2023-11-21,23.200000000000003
2023-11-22,23.0
2023-11-23,23.0
2023-11-24,23.0
2023-11-25,23.0
2023-11-26,23.0
2023-11-27,13.0
2023-11-28,8.4
2023-11-29,5.800000000000001
2023-11-30,5.800000000000001
2023-12-01,3.0
2023-12-02,8.2
2023-12-03,14.600000000000001
2023-12-04,22.6
2023-12-05,28.200000000000003
2023-12-06,28.8
2023-12-07,28.8
2023-12-08,31.400000000000002
2023-12-09,34.6
2023-12-10,34.6
2023-12-11,34.6
2023-12-12,34.6
2023-12-13,34.6
2023-12-14,34.6
2023-12-15,36.0
2023-12-16,31.000000000000004
2023-12-17,25.6
2023-12-18,16.0
2023-12-19,12.600000000000001
2023-12-20,13.0
2023-12-21,13.0
2023-12-22,10.399999999999999
2023-12-23,7.2
2023-12-24,8.6
2023-12-25,8.6
2023-12-26,8.6
2023-12-27,8.6
2023-12-28,8.6
2023-12-29,7.199999999999999
2023-12-30,7.0
2023-12-31,5.800000000000001
2024-01-01,5.4
2024-01-02,2.8
2024-01-03,1.7999999999999998
2024-01-04,1.7999999999999998
2024-01-05,1.7999999999999998
2024-01-06,1.7999999999999998
2024-01-07,3.0
2024-01-08,5.0
2024-01-09,5.0
2024-01-10,5.0
2024-01-11,5.4
2024-01-12,9.0
2024-01-13,9.6
2024-01-14,9.6
2024-01-15,9.6
2024-01-16,9.2
2024-01-17,9.2
2024-01-18,9.2
2024-01-19,14.0
2024-01-20,18.6
2024-01-21,16.0
2024-01-22,14.0
2024-01-23,14.0
2024-01-24,14.0
2024-01-25,13.600000000000001
2024-01-26,10.0
2024-01-27,9.400000000000002
2024-01-28,9.400000000000002
2024-01-29,16.200000000000003
2024-01-30,17.8
2024-01-31,17.8
2024-02-01,17.8
2024-02-02,13.000000000000002
2024-02-03,8.400000000000002
2024-02-04,9.000000000000002
2024-02-05,15.2
2024-02-06,16.4
2024-02-07,16.4
2024-02-08,19.6
2024-02-09,19.6
2024-02-10,19.8
2024-02-11,29.8
2024-02-12,23.4
2024-02-13,24.6
2024-02-14,25.000000000000004
2024-02-15,25.000000000000004
2024-02-16,25.000000000000004
2024-02-17,26.8
2024-02-18,26.2
2024-02-19,20.0
2024-02-20,18.8
2024-02-21,18.8
2024-02-22,15.6
2024-02-23,21.200000000000003
2024-02-24,21.400000000000002
2024-02-25,11.4
2024-02-26,11.0
2024-02-27,8.200000000000001
2024-02-28,7.800000000000001
2024-02-29,7.800000000000001
2024-03-01,7.800000000000001
2024-03-02,6.0
2024-03-03,6.0
2024-03-04,6.0
2024-03-05,6.0
2024-03-06,6.0
2024-03-07,6.0
2024-03-08,0.4
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,1.0
2024-03-12,11.0
2024-03-13,11.0
2024-03-14,11.4
2024-03-15,11.4
2024-03-16,11.4
2024-03-17,11.4
2024-03-18,11.8
2024-03-19,12.0
2024-03-20,12.0
2024-03-21,12.0
2024-03-22,12.0
2024-03-23,12.0
2024-03-24,12.0
2024-03-25,11.0
2024-03-26,5.8
2024-03-27,8.6
2024-03-28,10.2
2024-03-29,13.6
2024-03-30,14.4
2024-03-31,14.4
2024-04-01,14.0
2024-04-02,13.8
2024-04-03,13.8
2024-04-04,13.8
2024-04-05,13.8
2024-04-06,14.0
2024-04-07,14.2
2024-04-08,14.2
2024-04-09,9.399999999999999
2024-04-10,6.6000000000000005
2024-04-11,4.6000000000000005
2024-04-12,1.6
2024-04-13,7.6
2024-04-14,7.6
2024-04-15,7.6
2024-04-16,7.6
2024-04-17,7.6
2024-04-18,8.4
2024-04-19,9.0
2024-04-20,8.8
2024-04-21,8.6
2024-04-22,8.6
2024-04-23,8.6
2024-04-24,8.6
2024-04-25,8.6
2024-04-26,8.399999999999999
2024-04-27,1.6
2024-04-28,5.4
2024-04-29,5.4
2024-04-30,5.4
2024-05-01,5.4
2024-05-02,4.6
2024-05-03,3.9999999999999996
2024-05-04,14.0
2024-05-05,22.200000000000003
2024-05-06,22.400000000000002
2024-05-07,22.6
2024-05-08,22.6
2024-05-09,22.6
2024-05-10,22.400000000000002
2024-05-11,22.400000000000002
2024-05-12,18.6
2024-05-13,18.6
2024-05-14,18.6
2024-05-15,18.6
2024-05-16,19.400000000000002
2024-05-17,19.400000000000002
2024-05-18,9.4
2024-05-19,1.2000000000000002
2024-05-20,4.2
2024-05-21,4.0
2024-05-22,4.0
2024-05-23,4.0
2024-05-24,4.0
2024-05-25,4.0
2024-05-26,4.0
2024-05-27,4.6
2024-05-28,4.6
2024-05-29,6.0
2024-05-30,5.2
