,recharge
2023-11-06,0.7115858272861645
2023-11-07,0.6860047446263958
2023-11-08,0.6653620749644397
2023-11-09,0.6570571343013355
2023-11-10,0.6489338061081239
2023-11-11,0.6237958254027742
2023-11-12,0.5971235586856648
2023-11-13,0.5711576272089925
2023-11-14,0.5445224511430599
2023-11-15,0.5164980272926101
2023-11-16,0.49028674021776636
2023-11-17,0.46454825426685004
2023-11-18,0.44009043205900616
2023-11-19,0.4213100270874145
2023-11-20,0.44177432547910395
2023-11-21,0.4951345141120013
2023-11-22,0.6634069618791043
2023-11-23,0.7245464470772783
2023-11-24,0.7148975281961962
2023-11-25,0.6980443674718758
2023-11-26,0.6869429956348359
2023-11-27,0.7119789734122148
2023-11-28,0.7026226878224904
2023-11-29,0.6784782138707417
2023-11-30,0.6472768189575695
2023-12-01,0.6271197970264557
2023-12-02,0.6012801847549747
2023-12-03,0.5822734216478368
2023-12-04,0.5724573791410592
2023-12-05,0.5626889737276654
2023-12-06,0.5565061570165101
2023-12-07,0.5655142924217416
2023-12-08,0.5592767092120183
2023-12-09,0.5531597585751425
2023-12-10,0.532708080563989
2023-12-11,0.5061316911604865
2023-12-12,0.4933665729527697
2023-12-13,0.4884615645012228
2023-12-14,0.46851716464961907
2023-12-15,0.4493328614823256
2023-12-16,0.42562894529555334
2023-12-17,0.4030951675501899
2023-12-18,0.38236282761498175
2023-12-19,0.3599600707850783
2023-12-20,0.34159844775755904
2023-12-21,0.3290161575239142
2023-12-22,0.3125343831878598
2023-12-23,0.29467283007119327
2023-12-24,0.28624145246051547
2023-12-25,0.2753393729481067
2023-12-26,0.2675093979468506
2023-12-27,0.2651415673608305
2023-12-28,0.26176357135086853
2023-12-29,0.25173047818368066
2023-12-30,0.24401584665364764
2023-12-31,0.24243443243289037
2024-01-01,0.23868398113227926
2024-01-02,0.22884181551470387
2024-01-03,0.2158406516183866
2024-01-04,0.20404568687292088
2024-01-05,0.1935321678888553
2024-01-06,0.18284766784155276
2024-01-07,0.18811972708207697
2024-01-08,0.20253726960522792
2024-01-09,0.2009732064259105
2024-01-10,0.1910196596473579
2024-01-11,0.17919258294944185
2024-01-12,0.1733718650834785
2024-01-13,0.16369799841362573
2024-01-14,0.15443584217389436
2024-01-15,0.14527808701731795
2024-01-16,0.13626953620712687
2024-01-17,0.15095024650301797
2024-01-18,0.1520275147698644
2024-01-19,0.15141122406513363
2024-01-20,0.14499037280670368
2024-01-21,0.13655936994919807
2024-01-22,0.12890532200064406
2024-01-23,0.12395960206393264
2024-01-24,0.13809577168971754
2024-01-25,0.1367894299398594
2024-01-26,0.1333261339915191
2024-01-27,0.13387682714905094
2024-01-28,0.133160158473032
2024-01-29,0.12921883702494433
2024-01-30,0.2606391690480909
2024-01-31,0.2590454064386253
2024-02-01,0.2662364166974014
2024-02-02,0.2645818483461946
2024-02-03,0.25720740930928687
2024-02-04,0.24288799602641406
2024-02-05,0.22926535669460374
2024-02-06,0.22744177211043093
2024-02-07,0.21584747172909935
2024-02-08,0.2038432676935777
2024-02-09,0.19176346599714192
2024-02-10,0.18304546180532313
2024-02-11,0.19545848509071018
2024-02-12,0.19397542446640778
2024-02-13,0.18847521236909776
2024-02-14,0.18010213734753752
2024-02-15,0.1719537254882683
2024-02-16,0.16369806023427275
2024-02-17,0.15506968325586862
2024-02-18,0.14737358319793822
2024-02-19,0.14036843366936969
2024-02-20,0.13426334195246123
2024-02-21,0.1263551882442074
2024-02-22,0.12139009574856104
2024-02-23,0.11722858237269927
2024-02-24,0.11345085300711108
2024-02-25,0.11013976314929952
2024-02-26,0.10509573700748856
2024-02-27,0.10163277601419564
2024-02-28,0.09949838358078501
2024-02-29,0.13796709363538034
2024-03-01,0.13744771108001547
2024-03-02,0.13477596606034523
2024-03-03,0.13031287912277623
2024-03-04,0.12620631974486257
2024-03-05,0.12311338431280885
2024-03-06,0.11852543164217733
2024-03-07,0.11394164599306184
2024-03-08,0.10979954789888301
2024-03-09,0.10573861305578444
2024-03-10,0.10308866706028111
2024-03-11,0.0991896798071334
2024-03-12,0.09583646696980937
2024-03-13,0.09241520207728043
2024-03-14,0.09829438986962835
2024-03-15,0.10253562719443497
2024-03-16,0.10495816081523866
2024-03-17,0.11279684261966266
2024-03-18,0.11243270538330218
2024-03-19,0.11207063810902208
2024-03-20,0.11005648811918059
2024-03-21,0.10685247691560935
2024-03-22,0.10480882099277189
2024-03-23,0.10176949132824954
2024-03-24,0.0991270447574225
2024-03-25,0.09705077504968804
2024-03-26,0.09480400467547445
2024-03-27,0.09195714700413814
2024-03-28,0.08886318799195551
2024-03-29,0.08518189865988444
2024-03-30,0.08291751348129106
2024-03-31,0.08071763868317676
2024-04-01,0.09252417557751089
2024-04-02,0.09226739419510999
2024-04-03,0.0920118680003515
2024-04-04,0.09068050533506808
2024-04-05,0.08816889910755428
2024-04-06,0.08687116039129765
2024-04-07,0.08664139330557619
2024-04-08,0.08641269667336642
2024-04-09,0.08463922791590134
2024-04-10,0.08289415000526659
2024-04-11,0.08085916967627495
2024-04-12,0.07871775451222185
2024-04-13,0.07632576548055903
2024-04-14,0.07469102014106153
2024-04-15,0.07314865908182669
2024-04-16,0.07655157840360934
2024-04-17,0.07636773534237018
2024-04-18,0.07618467007763066
2024-04-19,0.07600237790044026
2024-04-20,0.07485498785422369
2024-04-21,0.07355238301828057
2024-04-22,0.10479628189741112
2024-04-23,0.1295638081402436
2024-04-24,0.12909889250819462
2024-04-25,0.12863691390467463
2024-04-26,0.12817784579787514
2024-04-27,0.1277216619673763
2024-04-28,0.12468948527971353
2024-04-29,0.12250538356791586
2024-04-30,0.12036519514290228
2024-05-01,0.11850803384553013
2024-05-02,0.1164477539775393
2024-05-03,0.11454456439292238
2024-05-04,0.11279149974230646
2024-05-05,0.1124273929147781
2024-05-06,0.11137970606013145
2024-05-07,0.10979396891647908
2024-05-08,0.11204300985131413
2024-05-09,0.11168315217015932
2024-05-10,0.11132532970193212
2024-05-11,0.11096952598346471
2024-05-12,0.1106157247246501
2024-05-13,0.10863837989033932
2024-05-14,0.10742426128560699
2024-05-15,0.10622657136525092
2024-05-16,0.10589899479389045
2024-05-17,0.10557319714080735
2024-05-18,0.10524916458760715
2024-05-19,0.10492688345539627
2024-05-20,0.10460634020305053
2024-05-21,0.10428752142550886
2024-05-22,0.11464065076740614
2024-05-23,0.6301062174143107
2024-05-24,0.6464765137917212
2024-05-25,0.6385820508176488
2024-05-26,0.6308565102537547
2024-05-27,0.623294750439371
2024-05-28,0.6158918319303655
2024-05-29,0.6086430077784837
2024-05-30,0.6015437143614997
