,mm
2023-11-06,28.199999999999996
2023-11-07,28.199999999999996
2023-11-08,28.199999999999996
2023-11-09,29.599999999999994
2023-11-10,29.599999999999994
2023-11-11,29.599999999999994
2023-11-12,22.599999999999998
2023-11-13,15.999999999999995
2023-11-14,15.999999999999996
2023-11-15,15.999999999999996
2023-11-16,14.799999999999995
2023-11-17,34.8
2023-11-18,39.4
2023-11-19,42.0
2023-11-20,42.0
2023-11-21,44.8
2023-11-22,42.4
2023-11-23,31.799999999999997
2023-11-24,33.8
2023-11-25,34.6
2023-11-26,34.6
2023-11-27,33.2
2023-11-28,33.2
2023-11-29,33.2
2023-11-30,33.0
2023-12-01,33.0
2023-12-02,33.0
2023-12-03,33.0
2023-12-04,33.0
2023-12-05,12.999999999999996
2023-12-06,13.599999999999998
2023-12-07,17.599999999999998
2023-12-08,33.8
2023-12-09,37.4
2023-12-10,38.0
2023-12-11,37.8
2023-12-12,38.39999999999999
2023-12-13,40.8
2023-12-14,40.8
2023-12-15,40.8
2023-12-16,40.8
2023-12-17,40.8
2023-12-18,40.8
2023-12-19,42.199999999999996
2023-12-20,42.4
2023-12-21,43.599999999999994
2023-12-22,44.0
2023-12-23,47.0
2023-12-24,42.8
2023-12-25,36.2
2023-12-26,19.999999999999996
2023-12-27,13.599999999999998
2023-12-28,14.399999999999997
2023-12-29,14.399999999999997
2023-12-30,11.799999999999997
2023-12-31,8.599999999999996
2024-01-01,8.599999999999996
2024-01-02,8.599999999999996
2024-01-03,8.599999999999996
2024-01-04,8.599999999999996
2024-01-05,8.599999999999996
2024-01-06,7.599999999999996
2024-01-07,7.399999999999997
2024-01-08,6.199999999999997
2024-01-09,5.799999999999996
2024-01-10,2.7999999999999963
2024-01-11,4.399999999999997
2024-01-12,6.399999999999997
2024-01-13,6.399999999999997
2024-01-14,6.399999999999997
2024-01-15,5.399999999999996
2024-01-16,8.999999999999996
2024-01-17,9.599999999999998
2024-01-18,9.599999999999998
2024-01-19,9.599999999999998
2024-01-20,9.599999999999998
2024-01-21,9.599999999999998
2024-01-22,9.599999999999998
2024-01-23,14.399999999999997
2024-01-24,18.599999999999998
2024-01-25,18.599999999999998
2024-01-26,18.599999999999998
2024-01-27,18.599999999999998
2024-01-28,18.599999999999998
2024-01-29,15.999999999999996
2024-01-30,13.999999999999996
2024-01-31,13.999999999999996
2024-02-01,13.999999999999996
2024-02-02,20.4
2024-02-03,18.399999999999995
2024-02-04,17.799999999999997
2024-02-05,17.799999999999997
2024-02-06,17.799999999999997
2024-02-07,17.799999999999997
2024-02-08,18.4
2024-02-09,24.599999999999998
2024-02-10,20.999999999999996
2024-02-11,16.399999999999995
2024-02-12,19.599999999999998
2024-02-13,19.599999999999998
2024-02-14,19.799999999999997
2024-02-15,39.8
2024-02-16,40.199999999999996
2024-02-17,43.0
2024-02-18,43.4
2024-02-19,43.4
2024-02-20,36.6
2024-02-21,36.8
2024-02-22,36.8
2024-02-23,36.8
2024-02-24,36.8
2024-02-25,36.8
2024-02-26,36.199999999999996
2024-02-27,35.599999999999994
2024-02-28,34.8
2024-02-29,34.8
2024-03-01,31.599999999999994
2024-03-02,31.599999999999994
2024-03-03,31.399999999999995
2024-03-04,11.399999999999997
2024-03-05,10.999999999999996
2024-03-06,8.199999999999998
2024-03-07,7.799999999999997
2024-03-08,7.799999999999997
2024-03-09,7.799999999999997
2024-03-10,5.9999999999999964
2024-03-11,5.9999999999999964
2024-03-12,5.9999999999999964
2024-03-13,5.9999999999999964
2024-03-14,5.9999999999999964
2024-03-15,6.9999999999999964
2024-03-16,15.399999999999995
2024-03-17,14.999999999999995
2024-03-18,15.399999999999995
2024-03-19,15.399999999999995
2024-03-20,15.399999999999995
2024-03-21,15.399999999999995
2024-03-22,15.799999999999995
2024-03-23,15.999999999999995
2024-03-24,15.999999999999995
2024-03-25,15.999999999999995
2024-03-26,15.999999999999995
2024-03-27,15.999999999999995
2024-03-28,15.999999999999995
2024-03-29,15.999999999999995
2024-03-30,20.799999999999994
