,mm
2023-11-06,14.000000000000002
2023-11-07,14.000000000000002
2023-11-08,11.600000000000001
2023-11-09,1.6000000000000016
2023-11-10,11.600000000000001
2023-11-11,16.200000000000003
2023-11-12,18.8
2023-11-13,17.400000000000002
2023-11-14,20.200000000000003
2023-11-15,20.200000000000003
2023-11-16,20.2
2023-11-17,22.2
2023-11-18,23.0
2023-11-19,23.0
2023-11-20,23.0
2023-11-21,13.000000000000002
2023-11-22,8.400000000000002
2023-11-23,5.8000000000000025
2023-11-24,5.8000000000000025
2023-11-25,3.0000000000000018
2023-11-26,3.0000000000000018
2023-11-27,2.8000000000000016
2023-11-28,0.800000000000002
2023-11-29,5.200000000000002
2023-11-30,11.800000000000002
2023-12-01,21.800000000000004
2023-12-02,28.200000000000003
2023-12-03,28.800000000000004
2023-12-04,28.800000000000004
2023-12-05,31.400000000000002
2023-12-06,34.6
2023-12-07,34.6
2023-12-08,34.6
2023-12-09,34.6
2023-12-10,29.400000000000006
2023-12-11,22.800000000000004
2023-12-12,14.200000000000003
2023-12-13,8.000000000000002
2023-12-14,8.600000000000003
2023-12-15,9.000000000000002
2023-12-16,9.400000000000002
2023-12-17,7.200000000000002
2023-12-18,7.200000000000002
2023-12-19,7.200000000000002
2023-12-20,7.200000000000002
2023-12-21,8.600000000000001
2023-12-22,8.600000000000001
2023-12-23,7.200000000000001
2023-12-24,7.000000000000002
2023-12-25,5.8000000000000025
2023-12-26,5.400000000000002
2023-12-27,2.4000000000000017
2023-12-28,1.4000000000000017
2023-12-29,1.4000000000000017
2023-12-30,1.8000000000000016
2023-12-31,1.8000000000000016
2024-01-01,0.4000000000000018
2024-01-02,0.4000000000000018
2024-01-03,0.4000000000000018
2024-01-04,3.0000000000000018
2024-01-05,5.000000000000002
2024-01-06,5.000000000000002
2024-01-07,5.000000000000002
2024-01-08,5.400000000000002
2024-01-09,9.000000000000002
2024-01-10,9.200000000000001
2024-01-11,9.200000000000001
2024-01-12,9.200000000000001
2024-01-13,9.200000000000001
2024-01-14,9.200000000000001
2024-01-15,6.600000000000001
2024-01-16,9.400000000000002
2024-01-17,14.000000000000004
2024-01-18,14.000000000000004
2024-01-19,13.600000000000001
2024-01-20,10.000000000000004
2024-01-21,9.400000000000002
2024-01-22,9.400000000000002
2024-01-23,9.400000000000002
2024-01-24,9.400000000000002
2024-01-25,9.400000000000002
2024-01-26,16.200000000000003
2024-01-27,13.000000000000004
2024-01-28,8.400000000000002
2024-01-29,8.400000000000002
2024-01-30,8.400000000000002
2024-01-31,8.400000000000002
2024-02-01,9.000000000000002
2024-02-02,15.200000000000003
2024-02-03,16.400000000000002
2024-02-04,16.400000000000002
2024-02-05,19.600000000000005
2024-02-06,12.800000000000004
2024-02-07,11.400000000000002
2024-02-08,21.400000000000002
2024-02-09,21.8
2024-02-10,24.6
2024-02-11,25.000000000000004
2024-02-12,24.400000000000006
2024-02-13,18.200000000000003
2024-02-14,18.8
2024-02-15,18.8
2024-02-16,15.600000000000003
2024-02-17,15.600000000000001
2024-02-18,15.400000000000002
2024-02-19,5.400000000000002
2024-02-20,10.600000000000001
