,mm
2023-11-06,30.199999999999996
2023-11-07,28.199999999999996
2023-11-08,28.199999999999996
2023-11-09,28.199999999999996
2023-11-10,29.599999999999994
2023-11-11,29.599999999999994
2023-11-12,29.599999999999994
2023-11-13,29.799999999999997
2023-11-14,22.599999999999998
2023-11-15,15.999999999999995
2023-11-16,15.999999999999996
2023-11-17,15.999999999999996
2023-11-18,34.8
2023-11-19,39.4
2023-11-20,42.0
2023-11-21,42.0
2023-11-22,44.8
2023-11-23,44.8
2023-11-24,42.6
2023-11-25,33.8
2023-11-26,34.599999999999994
2023-11-27,34.599999999999994
2023-11-28,34.599999999999994
2023-11-29,33.2
2023-11-30,33.2
2023-12-01,33.2
2023-12-02,33.0
2023-12-03,33.0
2023-12-04,33.0
2023-12-05,33.0
2023-12-06,33.0
2023-12-07,18.199999999999996
2023-12-08,20.199999999999996
2023-12-09,33.8
2023-12-10,40.199999999999996
2023-12-11,38.0
2023-12-12,38.0
2023-12-13,40.4
2023-12-14,41.599999999999994
2023-12-15,40.8
2023-12-16,40.8
2023-12-17,40.8
2023-12-18,40.8
2023-12-19,40.8
2023-12-20,42.2
2023-12-21,42.4
2023-12-22,43.6
2023-12-23,44.0
2023-12-24,47.0
2023-12-25,48.0
2023-12-26,42.8
2023-12-27,36.199999999999996
2023-12-28,20.0
2023-12-29,15.0
2023-12-30,14.4
2023-12-31,14.4
2024-01-01,11.8
2024-01-02,8.6
2024-01-03,8.6
2024-01-04,8.6
2024-01-05,8.6
2024-01-06,8.6
2024-01-07,9.0
2024-01-08,7.6
2024-01-09,7.4
2024-01-10,6.2
2024-01-11,5.8
2024-01-12,5.4
2024-01-13,6.4
2024-01-14,6.4
2024-01-15,6.4
2024-01-16,6.8
2024-01-17,9.0
2024-01-18,9.600000000000001
2024-01-19,9.600000000000001
2024-01-20,9.600000000000001
2024-01-21,9.600000000000001
2024-01-22,9.600000000000001
2024-01-23,9.600000000000001
2024-01-24,14.4
2024-01-25,19.0
2024-01-26,18.599999999999998
2024-01-27,18.599999999999998
2024-01-28,18.599999999999998
2024-01-29,18.599999999999998
2024-01-30,18.599999999999998
2024-01-31,16.0
2024-02-01,14.0
2024-02-02,14.0
2024-02-03,20.8
2024-02-04,22.0
2024-02-05,18.400000000000002
2024-02-06,17.8
2024-02-07,17.8
2024-02-08,17.8
2024-02-09,18.4
2024-02-10,24.6
2024-02-11,25.8
2024-02-12,21.0
2024-02-13,19.6
2024-02-14,19.6
2024-02-15,19.8
2024-02-16,39.8
2024-02-17,40.2
2024-02-18,43.0
2024-02-19,43.4
2024-02-20,43.4
2024-02-21,43.4
2024-02-22,38.4
2024-02-23,36.800000000000004
2024-02-24,36.800000000000004
2024-02-25,36.800000000000004
2024-02-26,36.800000000000004
2024-02-27,36.800000000000004
2024-02-28,41.8
2024-02-29,36.0
2024-03-01,34.800000000000004
2024-03-02,34.800000000000004
2024-03-03,31.599999999999998
2024-03-04,31.599999999999998
2024-03-05,31.4
2024-03-06,11.4
2024-03-07,11.0
2024-03-08,8.200000000000001
2024-03-09,7.800000000000001
2024-03-10,7.800000000000001
2024-03-11,7.800000000000001
2024-03-12,6.0
2024-03-13,6.0
2024-03-14,6.0
2024-03-15,6.0
2024-03-16,7.0
2024-03-17,21.0
2024-03-18,15.399999999999999
2024-03-19,15.399999999999999
2024-03-20,15.399999999999999
2024-03-21,15.399999999999999
2024-03-22,15.399999999999999
2024-03-23,15.799999999999999
2024-03-24,15.999999999999998
2024-03-25,15.999999999999998
2024-03-26,15.999999999999998
2024-03-27,15.999999999999998
2024-03-28,15.999999999999998
2024-03-29,15.999999999999998
2024-03-30,15.999999999999998
2024-03-31,20.799999999999997
2024-04-01,23.599999999999998
2024-04-02,25.599999999999998
2024-04-03,29.0
2024-04-04,28.799999999999997
2024-04-05,14.8
2024-04-06,14.8
2024-04-07,14.4
2024-04-08,14.4
2024-04-09,14.4
2024-04-10,14.4
2024-04-11,14.2
2024-04-12,14.2
2024-04-13,14.2
2024-04-14,14.2
2024-04-15,14.2
2024-04-16,14.2
2024-04-17,14.6
2024-04-18,21.4
2024-04-19,16.6
2024-04-20,13.8
2024-04-21,11.8
2024-04-22,8.4
2024-04-23,8.4
2024-04-24,9.0
2024-04-25,9.0
2024-04-26,9.0
2024-04-27,9.0
2024-04-28,9.0
2024-04-29,9.0
2024-04-30,8.799999999999999
2024-05-01,8.8
2024-05-02,8.8
2024-05-03,12.6
2024-05-04,12.6
2024-05-05,12.6
2024-05-06,12.2
2024-05-07,5.4
2024-05-08,5.4
2024-05-09,19.6
2024-05-10,27.8
2024-05-11,28.0
2024-05-12,27.4
2024-05-13,26.8
2024-05-14,26.8
2024-05-15,26.8
2024-05-16,26.8
2024-05-17,26.8
2024-05-18,26.8
2024-05-19,26.8
2024-05-20,26.599999999999998
2024-05-21,27.4
2024-05-22,23.6
2024-05-23,23.6
2024-05-24,23.6
2024-05-25,26.800000000000004
2024-05-26,26.800000000000004
2024-05-27,26.800000000000004
2024-05-28,12.600000000000001
2024-05-29,4.4
2024-05-30,4.2
