,mm
2023-11-06,13.999999999999998
2023-11-07,13.999999999999998
2023-11-08,13.999999999999998
2023-11-09,13.999999999999998
2023-11-10,11.599999999999998
2023-11-11,11.599999999999998
2023-11-12,16.199999999999996
2023-11-13,18.799999999999997
2023-11-14,18.799999999999997
2023-11-15,20.2
2023-11-16,20.2
2023-11-17,20.4
2023-11-18,22.199999999999996
2023-11-19,22.999999999999996
2023-11-20,22.999999999999996
2023-11-21,22.999999999999996
2023-11-22,22.999999999999996
2023-11-23,12.999999999999998
2023-11-24,8.399999999999999
2023-11-25,5.799999999999999
2023-11-26,5.799999999999999
2023-11-27,2.9999999999999982
2023-11-28,2.9999999999999982
2023-11-29,2.799999999999998
2023-11-30,5.999999999999998
2023-12-01,11.799999999999999
2023-12-02,21.799999999999997
2023-12-03,28.2
2023-12-04,28.8
2023-12-05,28.8
2023-12-06,31.4
2023-12-07,34.6
2023-12-08,34.6
2023-12-09,34.6
2023-12-10,34.6
2023-12-11,34.6
2023-12-12,29.4
2023-12-13,24.2
2023-12-14,14.399999999999999
2023-12-15,9.2
2023-12-16,8.999999999999998
2023-12-17,12.0
2023-12-18,10.399999999999999
2023-12-19,7.199999999999998
2023-12-20,7.199999999999998
2023-12-21,7.199999999999998
2023-12-22,8.599999999999998
2023-12-23,8.599999999999998
2023-12-24,8.599999999999998
2023-12-25,7.1999999999999975
2023-12-26,6.999999999999998
2023-12-27,5.799999999999999
2023-12-28,5.399999999999999
2023-12-29,2.399999999999998
2023-12-30,1.3999999999999981
2023-12-31,1.799999999999998
2024-01-01,1.799999999999998
2024-01-02,1.799999999999998
2024-01-03,0.39999999999999825
2024-01-04,0.39999999999999825
2024-01-05,2.9999999999999982
2024-01-06,4.999999999999998
2024-01-07,4.999999999999998
2024-01-08,4.999999999999998
2024-01-09,5.399999999999999
2024-01-10,8.999999999999998
2024-01-11,9.599999999999998
2024-01-12,9.199999999999998
2024-01-13,9.199999999999998
2024-01-14,9.199999999999998
2024-01-15,9.199999999999998
2024-01-16,9.199999999999998
2024-01-17,11.399999999999999
2024-01-18,14.0
2024-01-19,14.0
2024-01-20,14.0
2024-01-21,13.599999999999998
2024-01-22,10.0
2024-01-23,9.399999999999999
2024-01-24,9.399999999999999
2024-01-25,9.399999999999999
2024-01-26,9.399999999999999
2024-01-27,16.2
2024-01-28,17.8
2024-01-29,13.0
2024-01-30,8.399999999999999
2024-01-31,8.399999999999999
2024-02-01,8.399999999999999
2024-02-02,8.999999999999998
2024-02-03,15.2
2024-02-04,16.4
2024-02-05,16.4
2024-02-06,19.6
2024-02-07,19.6
2024-02-08,13.0
2024-02-09,21.4
2024-02-10,21.799999999999997
2024-02-11,24.599999999999998
2024-02-12,25.0
2024-02-13,25.0
2024-02-14,24.4
2024-02-15,19.999999999999996
2024-02-16,18.799999999999997
2024-02-17,18.799999999999997
2024-02-18,15.6
2024-02-19,15.599999999999998
2024-02-20,15.399999999999999
2024-02-21,10.999999999999998
2024-02-22,10.999999999999998
2024-02-23,8.2
2024-02-24,7.799999999999999
2024-02-25,7.799999999999999
2024-02-26,7.799999999999999
2024-02-27,5.999999999999998
2024-02-28,5.999999999999998
2024-02-29,5.999999999999998
2024-03-01,5.999999999999998
2024-03-02,5.999999999999998
2024-03-03,5.999999999999998
2024-03-04,0.39999999999999825
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,0.9999999999999982
2024-03-10,10.999999999999998
2024-03-11,10.999999999999998
2024-03-12,11.399999999999999
2024-03-13,11.399999999999999
2024-03-14,11.399999999999999
2024-03-15,11.399999999999999
2024-03-16,11.799999999999999
2024-03-17,11.999999999999998
2024-03-18,11.999999999999998
2024-03-19,11.999999999999998
2024-03-20,11.999999999999998
2024-03-21,10.999999999999998
2024-03-22,0.9999999999999982
2024-03-23,0.9999999999999982
2024-03-24,5.399999999999998
2024-03-25,8.199999999999998
2024-03-26,10.199999999999998
2024-03-27,13.599999999999998
2024-03-28,13.999999999999998
2024-03-29,13.799999999999999
2024-03-30,13.799999999999999
2024-03-31,13.799999999999999
2024-04-01,13.799999999999999
2024-04-02,13.799999999999999
2024-04-03,13.799999999999999
2024-04-04,13.999999999999998
2024-04-05,9.399999999999999
2024-04-06,6.599999999999999
2024-04-07,4.599999999999999
2024-04-08,1.1999999999999984
2024-04-09,0.39999999999999825
2024-04-10,0.7999999999999983
2024-04-11,7.599999999999998
2024-04-12,7.599999999999998
2024-04-13,7.599999999999998
2024-04-14,7.599999999999998
2024-04-15,7.599999999999998
2024-04-16,8.199999999999998
2024-04-17,8.599999999999998
2024-04-18,8.599999999999998
2024-04-19,8.599999999999998
2024-04-20,8.599999999999998
2024-04-21,8.599999999999998
2024-04-22,8.199999999999998
2024-04-23,1.3999999999999984
2024-04-24,1.5999999999999983
2024-04-25,1.5999999999999983
2024-04-26,5.399999999999999
2024-04-27,5.399999999999999
2024-04-28,4.599999999999998
2024-04-29,3.999999999999998
2024-04-30,3.9999999999999982
2024-05-01,3.9999999999999982
2024-05-02,13.999999999999998
2024-05-03,22.2
2024-05-04,22.4
2024-05-05,22.599999999999998
2024-05-06,22.4
2024-05-07,22.4
2024-05-08,18.599999999999998
2024-05-09,18.599999999999998
2024-05-10,18.599999999999998
2024-05-11,18.599999999999998
2024-05-12,18.599999999999998
2024-05-13,18.599999999999998
2024-05-14,9.399999999999999
2024-05-15,1.1999999999999984
2024-05-16,0.9999999999999983
2024-05-17,0.7999999999999983
2024-05-18,3.9999999999999982
2024-05-19,3.9999999999999982
2024-05-20,3.9999999999999982
2024-05-21,3.9999999999999982
2024-05-22,3.9999999999999982
2024-05-23,3.9999999999999982
2024-05-24,3.9999999999999982
2024-05-25,4.599999999999998
2024-05-26,3.7999999999999985
2024-05-27,5.1999999999999975
2024-05-28,5.1999999999999975
2024-05-29,5.1999999999999975
2024-05-30,1.9999999999999978
