,mm
2023-11-06,14.599999999999989
2023-11-07,14.799999999999988
2023-11-08,14.799999999999988
2023-11-09,14.799999999999988
2023-11-10,14.799999999999988
2023-11-11,14.799999999999988
2023-11-12,34.19999999999999
2023-11-13,27.999999999999986
2023-11-14,30.599999999999987
2023-11-15,30.599999999999987
2023-11-16,33.39999999999999
2023-11-17,31.99999999999999
2023-11-18,32.19999999999999
2023-11-19,34.19999999999999
2023-11-20,34.79999999999999
2023-11-21,34.79999999999999
2023-11-22,34.79999999999999
2023-11-23,34.79999999999999
2023-11-24,34.79999999999999
2023-11-25,12.999999999999986
2023-11-26,8.399999999999986
2023-11-27,5.7999999999999865
2023-11-28,5.7999999999999865
2023-11-29,2.999999999999986
2023-11-30,2.999999999999986
2023-12-01,7.999999999999986
2023-12-02,12.599999999999987
2023-12-03,27.999999999999986
2023-12-04,34.399999999999984
2023-12-05,34.999999999999986
2023-12-06,34.999999999999986
2023-12-07,37.59999999999999
2023-12-08,40.79999999999998
2023-12-09,40.79999999999998
2023-12-10,40.79999999999998
2023-12-11,40.79999999999998
2023-12-12,40.79999999999998
2023-12-13,40.79999999999998
2023-12-14,36.999999999999986
2023-12-15,30.599999999999987
2023-12-16,15.599999999999987
2023-12-17,9.599999999999985
2023-12-18,11.999999999999986
2023-12-19,12.999999999999986
2023-12-20,10.399999999999984
2023-12-21,7.199999999999986
2023-12-22,7.199999999999986
2023-12-23,8.599999999999985
2023-12-24,8.599999999999985
2023-12-25,8.599999999999985
2023-12-26,8.599999999999985
2023-12-27,7.199999999999985
2023-12-28,6.999999999999986
2023-12-29,5.7999999999999865
2023-12-30,5.399999999999986
2023-12-31,2.3999999999999857
2024-01-01,1.7999999999999856
2024-01-02,1.7999999999999856
2024-01-03,1.7999999999999856
2024-01-04,1.7999999999999856
2024-01-05,0.3999999999999858
2024-01-06,2.999999999999986
2024-01-07,4.999999999999986
2024-01-08,4.999999999999986
2024-01-09,4.999999999999986
2024-01-10,5.399999999999986
2024-01-11,8.999999999999986
2024-01-12,9.599999999999985
2024-01-13,9.599999999999985
2024-01-14,9.199999999999985
2024-01-15,9.199999999999985
2024-01-16,9.199999999999985
2024-01-17,9.199999999999985
2024-01-18,13.999999999999986
2024-01-19,15.999999999999986
2024-01-20,13.999999999999986
2024-01-21,13.999999999999986
2024-01-22,13.999999999999986
2024-01-23,13.599999999999987
2024-01-24,9.999999999999986
2024-01-25,9.399999999999988
2024-01-26,9.399999999999988
2024-01-27,9.399999999999988
2024-01-28,16.19999999999999
2024-01-29,17.799999999999986
2024-01-30,17.799999999999986
2024-01-31,12.999999999999988
2024-02-01,8.399999999999988
2024-02-02,8.399999999999988
2024-02-03,8.999999999999988
2024-02-04,15.199999999999985
2024-02-05,16.399999999999984
2024-02-06,16.399999999999984
2024-02-07,19.599999999999987
2024-02-08,19.599999999999987
2024-02-09,19.799999999999986
2024-02-10,42.999999999999986
2024-02-11,41.79999999999998
2024-02-12,44.59999999999999
2024-02-13,44.999999999999986
2024-02-14,44.999999999999986
2024-02-15,44.999999999999986
