kper,kstp,k,i,j,PWq
1,1,0,22,40,-81.0090396079255
1,1,0,23,40,-59.15915992532814
1,1,0,24,39,-59.81111661099601
1,1,0,25,39,-26.82259172211252
1,1,0,26,38,-57.58438335592632
1,1,0,27,38,-56.52474581849572
1,1,0,28,38,35.65680573717134
1,1,0,29,37,-33.88633690364429
1,1,0,30,37,-14.9848108385645
1,1,0,31,37,4.08281836335982
1,1,0,32,36,-4.1815413418515845
1,1,0,33,36,0.3361637462859335
1,1,0,34,37,-8.761631912224402
1,1,0,35,37,-5.14718307197063
1,1,0,36,37,-16.572635513560954
1,1,0,37,37,-6.918005854094076
1,1,0,38,37,-1.1431740401062598
1,1,0,39,38,-9.82299372686873
1,1,0,40,38,-6.097066371930964
1,1,0,41,38,-7.246717895697657
1,1,0,42,38,-14.931182666740483
1,1,0,43,38,-22.55610524361589
1,1,0,44,38,-34.60830924568279
1,1,0,45,37,151.34626623279644
1,1,0,45,38,-44.626416345740154
2,1,0,22,40,-674.2643054162696
2,1,0,23,40,-663.3004046844667
2,1,0,24,39,-676.6219490046842
2,1,0,25,39,-668.8586193576643
2,1,0,26,38,-672.9669844355909
2,1,0,27,38,-647.3168895686483
2,1,0,28,38,-368.9399597671081
2,1,0,29,37,-561.6643164296391
2,1,0,30,37,-632.9382862203145
2,1,0,31,37,-671.6864499705639
2,1,0,32,36,-702.9790253339427
2,1,0,33,36,-707.6057485218588
2,1,0,34,37,-703.8097813309646
2,1,0,35,37,-707.2472745553841
2,1,0,36,37,-711.2789641708181
2,1,0,37,37,-719.8845067592063
2,1,0,38,37,-734.1968071613126
2,1,0,39,38,-736.926137849223
2,1,0,40,38,-742.2399471198265
2,1,0,41,38,-748.0901098237954
2,1,0,42,38,-754.0426416122283
2,1,0,43,38,-761.6590680478387
2,1,0,44,38,-771.1997039714771
2,1,0,45,37,-817.5787379130757
2,1,0,45,38,-778.1759114817318
2,2,0,22,40,-624.9506038776884
2,2,0,23,40,-614.425364382919
2,2,0,24,39,-634.2461942296194
2,2,0,25,39,-619.9009085898181
2,2,0,26,38,-629.7354655469588
2,2,0,27,38,-587.5669162107472
2,2,0,28,38,-217.51337994161867
2,2,0,29,37,-469.7278777544499
2,2,0,30,37,-552.3223217642638
2,2,0,31,37,-603.7305877042149
2,2,0,32,36,-656.9927265989417
2,2,0,33,36,-662.0812707278949
2,2,0,34,37,-649.4643725638438
2,2,0,35,37,-653.5586996318673
2,2,0,36,37,-658.0915345777845
2,2,0,37,37,-666.8019726455879
2,2,0,38,37,-686.4352889079671
2,2,0,39,38,-680.0768381113786
2,2,0,40,38,-685.8814110330956
2,2,0,41,38,-691.6788098503149
2,2,0,42,38,-697.609463471102
2,2,0,43,38,-704.6966779355002
2,2,0,44,38,-711.6596273031116
2,2,0,45,37,-756.1151946651437
2,2,0,45,38,-710.1774880817679
2,3,0,22,40,-582.5105816277195
2,3,0,23,40,-572.8284668966295
2,3,0,24,39,-599.6815417986963
2,3,0,25,39,-579.3575908727415
2,3,0,26,38,-594.5622108471515
2,3,0,27,38,-541.4914758093778
2,3,0,28,38,-166.7025519745311
2,3,0,29,37,-415.3976424013398
2,3,0,30,37,-492.64130677333264
2,3,0,31,37,-547.8498410954126
2,3,0,32,36,-620.2699384019932
2,3,0,33,36,-625.9135545269306
2,3,0,34,37,-603.80395597166
2,3,0,35,37,-608.9029663431439
2,3,0,36,37,-614.0687861814162
2,3,0,37,37,-623.5189270364785
2,3,0,38,37,-648.3115621201674
2,3,0,39,38,-632.3568377350313
2,3,0,40,38,-639.0391784583904
2,3,0,41,38,-644.9962583111859
2,3,0,42,38,-650.831177258756
2,3,0,43,38,-657.0607569810625
2,3,0,44,38,-660.7035993138899
2,3,0,45,37,-707.3185004874327
2,3,0,45,38,-651.3278205957823
2,4,0,22,40,-545.4297227451902
2,4,0,23,40,-536.7977516070349
2,4,0,24,39,-570.4357547582132
2,4,0,25,39,-545.2612286744435
2,4,0,26,38,-565.2796099347263
2,4,0,27,38,-505.43771675602534
2,4,0,28,38,-146.6225400774952
2,4,0,29,37,-380.8361747954421
2,4,0,30,37,-447.57559253123065
2,4,0,31,37,-501.6684720689524
2,4,0,32,36,-589.9246165938615
2,4,0,33,36,-596.0479237974989
2,4,0,34,37,-564.9016821245984
2,4,0,35,37,-571.1456531042993
2,4,0,36,37,-577.1011289940926
2,4,0,37,37,-587.6669112057712
2,4,0,38,37,-616.8436674207798
2,4,0,39,38,-591.7778217251215
2,4,0,40,38,-599.5018823196973
2,4,0,41,38,-605.7714310167414
2,4,0,42,38,-611.4475045033498
2,4,0,43,38,-616.5577577830737
2,4,0,44,38,-616.620747765363
2,4,0,45,37,-667.1868937931885
2,4,0,45,38,-600.6334415269766
2,5,0,22,40,-512.658640851472
2,5,0,23,40,-505.1374033281063
2,5,0,24,39,-544.962912798872
2,5,0,25,39,-516.1595871611023
2,5,0,26,38,-540.4099688139761
2,5,0,27,38,-476.6357983290367
2,5,0,28,38,-136.46878054195315
2,5,0,29,37,-357.10715568269086
2,5,0,30,37,-412.750458497644
2,5,0,31,37,-463.2824526399595
2,5,0,32,36,-564.0947586264314
2,5,0,33,36,-570.5433314031981
2,5,0,34,37,-531.3492495692523
2,5,0,35,37,-538.7400101445406
2,5,0,36,37,-545.6132294544633
2,5,0,37,37,-557.4828713501975
2,5,0,38,37,-590.141632172322
2,5,0,39,38,-556.8897307221338
2,5,0,40,38,-565.6660755078715
2,5,0,41,38,-572.3368611379186
2,5,0,42,38,-577.8012702796894
2,5,0,43,38,-581.6246858312661
2,5,0,44,38,-578.1894275667252
2,5,0,45,37,-633.2652040271237
2,5,0,45,38,-556.9856419967248
2,6,0,22,40,-483.4417603548723
2,6,0,23,40,-476.9930225172915
2,6,0,24,39,-522.2807528148546
2,6,0,25,39,-490.97046196944166
2,6,0,26,38,-518.9122627887938
2,6,0,27,38,-453.10789724578046
2,6,0,28,38,-129.9043747199939
