kper,awanui,confined,poukawa,spring,inout,percentdiscrepancy,recharge,stoss,total,sw,inflow
1,-7894.418,5836.864,-380.97296,-200.6306,3.03,0.03,2642.1875,0.0,3.0302734,-8476.021,8479.051
2,-36405.062,-10773.822,-3994.028,-2256.8433,-0.0012346,-0.0,2642.1875,50787.566,0.0,-42655.934,-8131.635
3,-7085.0693,4446.6294,-3.4042,0.0,0.3437,0.0,2642.1875,0.0,0.34375,-7088.4736,7088.817
4,-41198.555,-10398.934,-101.3557,0.0,-0.00098678,-0.0,2642.1875,49056.656,0.0,-41299.91,-7756.746
