kper,kstp,time,k,i,j,CONFq
1,1,1.0,0,3,44,-0.2546094690596874
1,1,1.0,0,3,45,-0.10389954730953832
1,1,1.0,0,3,46,15.65644743793564
1,1,1.0,0,3,47,-0.1131998894343269
1,1,1.0,0,3,48,-0.2549435364007877
1,1,1.0,0,4,18,-0.129417443697605
1,1,1.0,0,4,19,-0.2557139242626363
1,1,1.0,0,4,20,-0.2863943661901658
1,1,1.0,0,4,21,-0.27706504514799235
1,1,1.0,0,4,22,-0.2726719068964485
1,1,1.0,0,4,23,-0.26624832882498595
1,1,1.0,0,4,24,-0.2624751255082174
1,1,1.0,0,4,25,-0.2602777210372551
1,1,1.0,0,4,26,-0.25799021805369193
1,1,1.0,0,4,27,-0.2563383885612893
1,1,1.0,0,4,28,-0.25607788533602616
1,1,1.0,0,4,29,-0.2555846665595709
1,1,1.0,0,4,30,-0.25344678102578655
1,1,1.0,0,4,31,-0.25306012747751083
1,1,1.0,0,4,32,-0.2528465605726069
1,1,1.0,0,4,33,-0.2529024048953943
1,1,1.0,0,4,34,-0.2528754958220816
1,1,1.0,0,4,35,-0.2540259365214297
1,1,1.0,0,4,36,-0.2546706473794984
1,1,1.0,0,4,37,-0.255487449152497
1,1,1.0,0,4,38,-0.25669664041879514
1,1,1.0,0,4,39,-0.25629972017713953
1,1,1.0,0,4,40,-0.2562470885463881
1,1,1.0,0,4,41,-0.25611795059103315
1,1,1.0,0,4,42,-0.2555796015026317
1,1,1.0,0,4,43,-0.2557426808607488
1,1,1.0,0,4,44,-0.24387856140810982
1,1,1.0,0,4,45,0.26838425388677933
1,1,1.0,0,4,46,16.932894214688986
1,1,1.0,0,4,47,-0.0888993147882502
1,1,1.0,0,4,48,-0.25472060701304144
1,1,1.0,0,4,49,-0.25609397589414584
1,1,1.0,0,5,16,-0.12272814559486278
1,1,1.0,0,5,17,-0.12575599252483016
1,1,1.0,0,5,18,-0.13774403072878272
1,1,1.0,0,5,19,-0.2628759238563134
1,1,1.0,0,5,20,-0.2914786918530581
1,1,1.0,0,5,21,-0.28492152639978485
1,1,1.0,0,5,22,-0.2777783616766101
1,1,1.0,0,5,23,-0.26697342570923865
1,1,1.0,0,5,24,-0.2624806123037615
1,1,1.0,0,5,25,-0.2603530741512259
1,1,1.0,0,5,26,-0.25792117579567275
1,1,1.0,0,5,27,-0.2563243869312828
1,1,1.0,0,5,28,-0.25601238996091524
1,1,1.0,0,5,29,-0.25485235451628796
1,1,1.0,0,5,30,-0.25251507308007604
1,1,1.0,0,5,31,-0.2596956340526049
1,1,1.0,0,5,32,-0.2590371511232661
1,1,1.0,0,5,33,-0.2590592686274249
1,1,1.0,0,5,34,-0.2592619249062409
1,1,1.0,0,5,35,-0.257863567016102
1,1,1.0,0,5,36,-0.25687402521180047
1,1,1.0,0,5,37,-0.2560816480754511
1,1,1.0,0,5,38,-0.2556231489697893
1,1,1.0,0,5,39,-0.2562685772331861
1,1,1.0,0,5,40,-0.25616709503447055
1,1,1.0,0,5,41,-0.25580552313886074
1,1,1.0,0,5,42,-0.2537717624832112
1,1,1.0,0,5,43,-0.24071757244109904
1,1,1.0,0,5,44,0.21122287764774228
1,1,1.0,0,5,45,29.297413126797892
1,1,1.0,0,5,46,0.2810325364662276
1,1,1.0,0,5,47,-0.24922264954329876
1,1,1.0,0,5,48,-0.2561538659801954
1,1,1.0,0,5,49,-0.25624602502830385
1,1,1.0,0,5,50,-0.2561141345240685
1,1,1.0,0,5,51,-0.2560092032681496
1,1,1.0,0,6,15,-0.07035920968948517
1,1,1.0,0,6,16,-0.10254984037351278
1,1,1.0,0,6,17,-0.11801098197960869
1,1,1.0,0,6,18,-0.13419693931498955
1,1,1.0,0,6,19,-0.2591180868769811
1,1,1.0,0,6,20,-0.2892000598089908
1,1,1.0,0,6,21,-0.2857762783307862
1,1,1.0,0,6,22,-0.2806130384065
1,1,1.0,0,6,23,-0.26612218215609573
1,1,1.0,0,6,24,-0.2611034311603362
1,1,1.0,0,6,25,-0.2594140425940168
1,1,1.0,0,6,26,-0.2573418284152922
1,1,1.0,0,6,27,-0.25628830083928733
1,1,1.0,0,6,28,-0.25622486183669935
1,1,1.0,0,6,29,-0.2548442698728195
1,1,1.0,0,6,30,-0.2546824173787172
1,1,1.0,0,6,31,-0.25993596093030646
1,1,1.0,0,6,32,-0.25740515592406155
1,1,1.0,0,6,33,-0.2570201594644459
1,1,1.0,0,6,34,-0.25711067347219796
1,1,1.0,0,6,35,-0.2572399376913381
1,1,1.0,0,6,36,-0.2578001838628552
1,1,1.0,0,6,37,-0.2594242959721669
1,1,1.0,0,6,38,-0.2524728833273002
1,1,1.0,0,6,39,-0.2560098583890067
1,1,1.0,0,6,40,-0.2558105299858653
1,1,1.0,0,6,41,-0.2524538471739106
1,1,1.0,0,6,42,-0.22007734929093203
1,1,1.0,0,6,43,0.03919534230226418
1,1,1.0,0,6,44,2.230775669464947
1,1,1.0,0,6,45,38.82500302925837
1,1,1.0,0,6,46,0.26272517389952554
1,1,1.0,0,6,47,-0.2510607468911985
1,1,1.0,0,6,48,-0.25628098324978055
1,1,1.0,0,6,49,-0.2563426355500269
1,1,1.0,0,6,50,-0.25647444870264735
1,1,1.0,0,6,51,-0.25628118832992186
1,1,1.0,0,6,52,-0.25602404519941047
1,1,1.0,0,7,14,0.0873249919523289
1,1,1.0,0,7,15,-0.00749863239309434
1,1,1.0,0,7,16,-0.07024560833366422
1,1,1.0,0,7,17,-0.10172394567698007
1,1,1.0,0,7,18,-0.12372405789255936
1,1,1.0,0,7,19,-0.24650319079398741
1,1,1.0,0,7,20,-0.28076606709782936
1,1,1.0,0,7,21,-0.2827290163031648
1,1,1.0,0,7,22,-0.28175712600182123
1,1,1.0,0,7,23,-0.2648629671830349
1,1,1.0,0,7,24,-0.25949952537553145
1,1,1.0,0,7,25,-0.25824095366010624
1,1,1.0,0,7,26,-0.25678999880096853
1,1,1.0,0,7,27,-0.2561931962914059
1,1,1.0,0,7,28,-0.2561385068515847
1,1,1.0,0,7,29,-0.25451279691151285
1,1,1.0,0,7,30,-0.25528901542338645
1,1,1.0,0,7,31,-0.2590698198036989
1,1,1.0,0,7,32,-0.25668255965865683
1,1,1.0,0,7,33,-0.2564636752977094
1,1,1.0,0,7,34,-0.2565831405008794
1,1,1.0,0,7,35,-0.25675824685094994
1,1,1.0,0,7,36,-0.2576943301137362
1,1,1.0,0,7,37,-0.26251517525270174
1,1,1.0,0,7,38,-0.24849840860724726
1,1,1.0,0,7,39,-0.2548456851263836
1,1,1.0,0,7,40,-0.25188156857620925
1,1,1.0,0,7,41,-0.20785134569996444
1,1,1.0,0,7,42,0.32515511970495936
1,1,1.0,0,7,43,6.508929578902098
1,1,1.0,0,7,44,68.39870812668687
1,1,1.0,0,7,45,2.1182539657429516
1,1,1.0,0,7,46,-0.2178318017795391
1,1,1.0,0,7,47,-0.25591903077111056
1,1,1.0,0,7,48,-0.2563259911403293
1,1,1.0,0,7,49,-0.2563418098097827
1,1,1.0,0,7,50,-0.25646500243055925
1,1,1.0,0,7,51,-0.25621865089215135
1,1,1.0,0,7,52,-0.25497401861321123
1,1,1.0,0,7,53,-0.2544463537842603
1,1,1.0,0,8,13,0.53503656048224
1,1,1.0,0,8,14,0.2665318619780521
1,1,1.0,0,8,15,0.08138943847816904
1,1,1.0,0,8,16,-0.027950177922633657
1,1,1.0,0,8,17,-0.07881088974428963
1,1,1.0,0,8,18,-0.10636821639059235
1,1,1.0,0,8,19,-0.2228605624732154
1,1,1.0,0,8,20,-0.2637414911949918
1,1,1.0,0,8,21,-0.2745870573232878
1,1,1.0,0,8,22,-0.28024932815787906
1,1,1.0,0,8,23,-0.2615593557302418
1,1,1.0,0,8,24,-0.2551216694184859
1,1,1.0,0,8,25,-0.25383636692845357
1,1,1.0,0,8,26,-0.2546344350282652
1,1,1.0,0,8,27,-0.2530578348926156
1,1,1.0,0,8,28,-0.25266723850359085
1,1,1.0,0,8,29,-0.25102826295824343
1,1,1.0,0,8,30,-0.2540326134094357
1,1,1.0,0,8,31,-0.2586519597480219
1,1,1.0,0,8,32,-0.2565371201671951
1,1,1.0,0,8,33,-0.2563877939537633
1,1,1.0,0,8,34,-0.2565048696415033
1,1,1.0,0,8,35,-0.25671127469831845
1,1,1.0,0,8,36,-0.25766562606804655
1,1,1.0,0,8,37,-0.2639969633146393
1,1,1.0,0,8,38,-0.23453865110286642
1,1,1.0,0,8,39,-0.24177684290270918
1,1,1.0,0,8,40,-0.22333515404898208
1,1,1.0,0,8,41,0.08657048530949396
1,1,1.0,0,8,42,5.223185637629285
1,1,1.0,0,8,43,107.97978574984745
1,1,1.0,0,8,44,6.484070696181334
1,1,1.0,0,8,45,-0.017171345356473466
1,1,1.0,0,8,46,-0.2521267209558573
1,1,1.0,0,8,47,-0.25622654015205626
1,1,1.0,0,8,48,-0.2557804557545751
1,1,1.0,0,8,49,-0.2556370689144387
1,1,1.0,0,8,50,-0.24800099365711503
1,1,1.0,0,8,51,-0.2464600866805995
1,1,1.0,0,8,52,-0.024466582712193485
1,1,1.0,0,8,53,0.024788966165033344
1,1,1.0,0,8,54,18.377787554024508
1,1,1.0,0,9,12,1.8097187571566735
1,1,1.0,0,9,13,1.0634443667080973
1,1,1.0,0,9,14,0.56654100952872
1,1,1.0,0,9,15,0.30212855902277624
1,1,1.0,0,9,16,0.03803441100086502
1,1,1.0,0,9,17,-0.12591365417142697
1,1,1.0,0,9,18,-0.20195202935622092
1,1,1.0,0,9,19,-0.2551905805150909
1,1,1.0,0,9,20,-0.2682901339710497
1,1,1.0,0,9,21,-0.27055368222590914
1,1,1.0,0,9,22,-0.27371621393422174
1,1,1.0,0,9,23,-0.2606396169355776
1,1,1.0,0,9,24,-0.2558870261652828
1,1,1.0,0,9,25,-0.25416470543905234
1,1,1.0,0,9,26,-0.2539783310414805
1,1,1.0,0,9,27,-0.25940397475642385
1,1,1.0,0,9,28,-0.25929784350682894
1,1,1.0,0,9,29,-0.2592735199868912
1,1,1.0,0,9,30,-0.2576815494267066
1,1,1.0,0,9,31,-0.2568162738898536
1,1,1.0,0,9,32,-0.25638861698826076
1,1,1.0,0,9,33,-0.2563244505581679
1,1,1.0,0,9,34,-0.2564168819008046
1,1,1.0,0,9,35,-0.25651606862811605
1,1,1.0,0,9,36,-0.2568988835409982
1,1,1.0,0,9,37,-0.2585169781559671
1,1,1.0,0,9,38,-0.26293144429473614
1,1,1.0,0,9,39,-0.26601341657988087
1,1,1.0,0,9,40,-0.26203178104879044
1,1,1.0,0,9,41,-0.11759360961150378
1,1,1.0,0,9,42,5.17328987899964
1,1,1.0,0,9,43,153.42342480612388
1,1,1.0,0,9,44,2.7002632586463733
1,1,1.0,0,9,45,-0.20134225228230207
1,1,1.0,0,9,46,-0.24610449795090972
1,1,1.0,0,9,47,-0.2460445955848627
1,1,1.0,0,9,48,-0.19154405028893962
1,1,1.0,0,9,49,-0.16768427852002787
1,1,1.0,0,9,50,0.9359385443567589
1,1,1.0,0,9,51,0.9546099186645733
1,1,1.0,0,9,52,34.03513885333632
1,1,1.0,0,9,53,26.46678035509558
1,1,1.0,0,9,54,0.015409576402817038
1,1,1.0,0,10,11,5.0985571387928985
1,1,1.0,0,10,12,3.211707502061131
1,1,1.0,0,10,13,1.8592872830120086
1,1,1.0,0,10,14,1.0650626181796383
1,1,1.0,0,10,15,0.8244816132466326
1,1,1.0,0,10,16,0.20888346384253964
1,1,1.0,0,10,17,-0.13970864367934155
1,1,1.0,0,10,18,-0.26699864458919365
1,1,1.0,0,10,19,-0.2818892807483735
1,1,1.0,0,10,20,-0.2754247005789239
1,1,1.0,0,10,21,-0.26792906925538773
1,1,1.0,0,10,22,-0.26396940717654616
1,1,1.0,0,10,23,-0.2610758636549235
1,1,1.0,0,10,24,-0.25957881704152896
1,1,1.0,0,10,25,-0.257268817198792
1,1,1.0,0,10,26,-0.25581325020539225
1,1,1.0,0,10,27,-0.2599012293458145
1,1,1.0,0,10,28,-0.2575976232637913
1,1,1.0,0,10,29,-0.25712737405774533
1,1,1.0,0,10,30,-0.25675826418591896
1,1,1.0,0,10,31,-0.25639513966598315
1,1,1.0,0,10,32,-0.2562960136056063
1,1,1.0,0,10,33,-0.2562712344515603
1,1,1.0,0,10,34,-0.2563183441598085
1,1,1.0,0,10,35,-0.25632435390434694
1,1,1.0,0,10,36,-0.2564862452200032
1,1,1.0,0,10,37,-0.25706950572202913
1,1,1.0,0,10,38,-0.2586839033610886
1,1,1.0,0,10,39,-0.25892155951441964
1,1,1.0,0,10,40,-0.24354591606243048
1,1,1.0,0,10,41,1.5065144181498908
1,1,1.0,0,10,42,200.45382195973798
1,1,1.0,0,10,43,4.776995655760402
1,1,1.0,0,10,44,-0.14539356714158203
1,1,1.0,0,10,45,-0.24112274909566622
1,1,1.0,0,10,46,0.030499590786348563
1,1,1.0,0,10,47,0.22369238413557468
1,1,1.0,0,10,48,3.50854917774177
1,1,1.0,0,10,49,4.843639418796556
1,1,1.0,0,10,50,88.89753629224651
1,1,1.0,0,10,51,72.78132487003859
1,1,1.0,0,10,52,1.1372947694035247
1,1,1.0,0,10,53,-0.015034831508273783
1,1,1.0,0,10,54,-0.25250103516737
1,1,1.0,0,10,55,-0.2562074256311462
1,1,1.0,0,11,10,13.348916379789188
1,1,1.0,0,11,11,8.634854772243898
1,1,1.0,0,11,12,5.2602703915715665
1,1,1.0,0,11,13,3.0035934027584688
1,1,1.0,0,11,14,1.8230931004560489
1,1,1.0,0,11,15,1.577365854496179
1,1,1.0,0,11,16,0.3822102336093849
1,1,1.0,0,11,17,-0.13138819396522194
1,1,1.0,0,11,18,-0.2627057628149032
1,1,1.0,0,11,19,-0.27200840553905437
1,1,1.0,0,11,20,-0.26834184949734663
1,1,1.0,0,11,21,-0.26273084430840754
1,1,1.0,0,11,22,-0.25664865729277153
1,1,1.0,0,11,23,-0.25963589006119037
1,1,1.0,0,11,24,-0.259269044492612
1,1,1.0,0,11,25,-0.2566252457140763
1,1,1.0,0,11,26,-0.2560747079783141
1,1,1.0,0,11,27,-0.25901614644863
1,1,1.0,0,11,28,-0.2567549837876868
1,1,1.0,0,11,29,-0.2564885828178376
1,1,1.0,0,11,30,-0.2564009695488494
1,1,1.0,0,11,31,-0.2562950459032436
1,1,1.0,0,11,32,-0.25626754783297656
1,1,1.0,0,11,33,-0.256257504610403
1,1,1.0,0,11,34,-0.2562693979270989
1,1,1.0,0,11,35,-0.25626262867444893
1,1,1.0,0,11,36,-0.256327104230877
1,1,1.0,0,11,37,-0.25648035517224343
1,1,1.0,0,11,38,-0.25671120730112307
1,1,1.0,0,11,39,-0.25672158189991023
1,1,1.0,0,11,40,-0.2497668221622007
1,1,1.0,0,11,41,0.9723735123843653
1,1,1.0,0,11,42,212.4338672118829
1,1,1.0,0,11,43,0.9904736302560195
1,1,1.0,0,11,44,-0.22801203597919084
1,1,1.0,0,11,45,0.25294598472100915
1,1,1.0,0,11,46,7.006258165955842
1,1,1.0,0,11,47,11.714825498933351
1,1,1.0,0,11,48,130.3932538391973
1,1,1.0,0,11,49,135.54636062697955
1,1,1.0,0,11,50,5.6480872760384955
1,1,1.0,0,11,51,1.2810250656202697
1,1,1.0,0,11,52,-0.08187579360583186
1,1,1.0,0,11,53,-0.200659397900381
1,1,1.0,0,11,54,-0.24729814999864175
1,1,1.0,0,11,55,-0.25120307934685115
1,1,1.0,0,12,9,86.11696132482547
1,1,1.0,0,12,10,21.715506945581637
1,1,1.0,0,12,11,13.434090992458664
1,1,1.0,0,12,12,8.011745747706726
1,1,1.0,0,12,13,4.639590771097488
1,1,1.0,0,12,14,3.0236829540922088
1,1,1.0,0,12,15,2.62980028180732
1,1,1.0,0,12,16,0.5126536006353035
1,1,1.0,0,12,17,-0.1500749705060116
1,1,1.0,0,12,18,-0.2596454290296606
1,1,1.0,0,12,19,-0.26335286528319557
1,1,1.0,0,12,20,-0.2619698268358661
1,1,1.0,0,12,21,-0.25908593285203096
1,1,1.0,0,12,22,-0.25370709448452544
1,1,1.0,0,12,23,-0.25780185418761903
1,1,1.0,0,12,24,-0.2577048519742675
1,1,1.0,0,12,25,-0.255601079920325
1,1,1.0,0,12,26,-0.2560949141384299
1,1,1.0,0,12,27,-0.2587553297926206
1,1,1.0,0,12,28,-0.25661185638819006
1,1,1.0,0,12,29,-0.25640389869658975
1,1,1.0,0,12,30,-0.2563590540376026
1,1,1.0,0,12,31,-0.2562786316993879
1,1,1.0,0,12,32,-0.25626082694361685
1,1,1.0,0,12,33,-0.25624751304712845
1,1,1.0,0,12,34,-0.25622438988648355
1,1,1.0,0,12,35,-0.2562459726614179
1,1,1.0,0,12,36,-0.256315360791632
1,1,1.0,0,12,37,-0.2564136914879782
1,1,1.0,0,12,38,-0.25653618878277484
1,1,1.0,0,12,39,-0.2564425411983393
1,1,1.0,0,12,40,-0.2524026215833146
1,1,1.0,0,12,41,0.7065489142260049
1,1,1.0,0,12,42,222.88510181882884
1,1,1.0,0,12,43,0.7502074665972032
1,1,1.0,0,12,44,1.2281969044488505
1,1,1.0,0,12,45,10.872783981147222
1,1,1.0,0,12,46,142.47759831195071
1,1,1.0,0,12,47,174.67210698267172
1,1,1.0,0,12,48,12.94411167990711
1,1,1.0,0,12,49,4.746025064180685
1,1,1.0,0,12,50,0.686111392771636
1,1,1.0,0,12,51,0.6185165738606884
1,1,1.0,0,12,52,5.254696949897152
1,1,1.0,0,12,53,2.8903194071463076
1,1,1.0,0,12,54,0.7751090567280698
1,1,1.0,0,12,55,0.4556604294357385
1,1,1.0,0,13,8,27.182552489046884
1,1,1.0,0,13,9,55.252898080399916
1,1,1.0,0,13,10,61.57324315371844
1,1,1.0,0,13,11,31.986640908710825
1,1,1.0,0,13,12,16.156573385111074
1,1,1.0,0,13,13,8.520898282542305
1,1,1.0,0,13,14,5.017448195298641
1,1,1.0,0,13,15,4.2330945944579526
1,1,1.0,0,13,16,0.7417254864167262
1,1,1.0,0,13,17,-0.14619421896668428
1,1,1.0,0,13,18,-0.25536307327047325
1,1,1.0,0,13,19,-0.25794177720990774
1,1,1.0,0,13,20,-0.25754316606480643
1,1,1.0,0,13,21,-0.2567071928438054
1,1,1.0,0,13,22,-0.25496222660763124
1,1,1.0,0,13,23,-0.25664430194638044
1,1,1.0,0,13,24,-0.25661122564270045
1,1,1.0,0,13,25,-0.2552370877542671
1,1,1.0,0,13,26,-0.2557258453525719
1,1,1.0,0,13,27,-0.25846206316964526
1,1,1.0,0,13,28,-0.25652539085422177
1,1,1.0,0,13,29,-0.2563534149157931
1,1,1.0,0,13,30,-0.2563272246916313
1,1,1.0,0,13,31,-0.2562648441235069
1,1,1.0,0,13,32,-0.2562545231412514
1,1,1.0,0,13,33,-0.2562405984936049
1,1,1.0,0,13,34,-0.25619910830573644
1,1,1.0,0,13,35,-0.2562428089004243
1,1,1.0,0,13,36,-0.2562865157087799
1,1,1.0,0,13,37,-0.2563290017860709
1,1,1.0,0,13,38,-0.25634797931707
1,1,1.0,0,13,39,-0.2563215041445801
1,1,1.0,0,13,40,-0.25021979192388244
1,1,1.0,0,13,41,1.140699519077316
1,1,1.0,0,13,42,239.38651647306688
1,1,1.0,0,13,43,2.730656464889762
1,1,1.0,0,13,44,230.3571922681149
1,1,1.0,0,13,45,246.62127932226576
1,1,1.0,0,13,46,12.133404622614762
1,1,1.0,0,13,47,10.042139668399614
1,1,1.0,0,13,48,0.7105501056248613
1,1,1.0,0,13,49,1.0407660322380252
1,1,1.0,0,13,50,14.030640308546026
1,1,1.0,0,13,51,18.284182650185357
1,1,1.0,0,13,52,179.60185897786323
1,1,1.0,0,13,53,132.59537798767178
1,1,1.0,0,13,54,81.2796766153615
1,1,1.0,0,13,55,67.792261050653
1,1,1.0,0,14,7,5.230316007092824
1,1,1.0,0,14,8,16.999976861118512
1,1,1.0,0,14,9,45.2073669868206
1,1,1.0,0,14,10,107.53051280377633
1,1,1.0,0,14,11,88.89060126453433
1,1,1.0,0,14,12,37.77210841841617
1,1,1.0,0,14,13,19.81503226710774
1,1,1.0,0,14,14,8.970840951384389
1,1,1.0,0,14,15,7.7505401322198395
1,1,1.0,0,14,16,1.6746526653414548
1,1,1.0,0,14,17,0.02061216558695378
1,1,1.0,0,14,18,-0.24352281503706763
1,1,1.0,0,14,19,-0.2559168684465476
1,1,1.0,0,14,20,-0.25636777507406805
1,1,1.0,0,14,21,-0.25624696360728194
1,1,1.0,0,14,22,-0.25543678285202986
1,1,1.0,0,14,23,-0.2564699588924668
1,1,1.0,0,14,24,-0.25642345289861623
1,1,1.0,0,14,25,-0.255302049101374
1,1,1.0,0,14,26,-0.2555215529373527
1,1,1.0,0,14,27,-0.25817169764559367
1,1,1.0,0,14,28,-0.2564635397393431
1,1,1.0,0,14,29,-0.2563158942575683
1,1,1.0,0,14,30,-0.25630007658764953
1,1,1.0,0,14,31,-0.25624645366042387
1,1,1.0,0,14,32,-0.2562445169969578
1,1,1.0,0,14,33,-0.25623862406791886
1,1,1.0,0,14,34,-0.2562063808145467
1,1,1.0,0,14,35,-0.2562393900589086
1,1,1.0,0,14,36,-0.25624500794219784
1,1,1.0,0,14,37,-0.2562328121130122
1,1,1.0,0,14,38,-0.25613776802492794
1,1,1.0,0,14,39,-0.254651318944525
1,1,1.0,0,14,40,0.3665322255110368
1,1,1.0,0,14,41,245.40620987050352
1,1,1.0,0,14,42,263.4904979932762
1,1,1.0,0,14,43,242.5705058297026
1,1,1.0,0,14,44,2.149058789233095
1,1,1.0,0,14,45,2.44193200673908
1,1,1.0,0,14,46,0.06955431230016984
1,1,1.0,0,14,47,0.15385387883725343
1,1,1.0,0,14,48,4.848318359025143
1,1,1.0,0,14,49,21.47892890210278
1,1,1.0,0,14,50,263.4075324569021
1,1,1.0,0,14,51,236.6491249371702
1,1,1.0,0,14,52,16.77682785440902
1,1,1.0,0,14,53,4.561632992051273
1,1,1.0,0,14,54,1.899550699975407
1,1,1.0,0,14,55,1.13828447211381
1,1,1.0,0,15,6,0.40236636151644234
1,1,1.0,0,15,7,2.259262000018907
1,1,1.0,0,15,8,7.546528923221558
1,1,1.0,0,15,9,20.433784018359802
1,1,1.0,0,15,10,44.34993306188039
1,1,1.0,0,15,11,52.03377518348634
1,1,1.0,0,15,12,84.57215233315219
1,1,1.0,0,15,13,57.86380738074479
1,1,1.0,0,15,14,17.472788868247278
1,1,1.0,0,15,15,19.43126475557699
1,1,1.0,0,15,16,7.975993981536249
1,1,1.0,0,15,17,2.3683018062861265
1,1,1.0,0,15,18,-0.14299017019857274
1,1,1.0,0,15,19,-0.2535024277458433
1,1,1.0,0,15,20,-0.25623310702349045
1,1,1.0,0,15,21,-0.2562742733975938
1,1,1.0,0,15,22,-0.2557178597194252
1,1,1.0,0,15,23,-0.256406225122646
1,1,1.0,0,15,24,-0.25637293796944505
1,1,1.0,0,15,25,-0.255421407911399
1,1,1.0,0,15,26,-0.25548170022830163
1,1,1.0,0,15,27,-0.25800424671251676
1,1,1.0,0,15,28,-0.25645582938886946
1,1,1.0,0,15,29,-0.2563138187251752
1,1,1.0,0,15,30,-0.25629740785370814
1,1,1.0,0,15,31,-0.25624406152928714
1,1,1.0,0,15,32,-0.2562433227649308
1,1,1.0,0,15,33,-0.25623977151553845
1,1,1.0,0,15,34,-0.25621860966202803
1,1,1.0,0,15,35,-0.2562451010890072
1,1,1.0,0,15,36,-0.2562479609186994
1,1,1.0,0,15,37,-0.25622124352958053
1,1,1.0,0,15,38,-0.25606974386028014
1,1,1.0,0,15,39,-0.255023977093515
1,1,1.0,0,15,40,0.31280959767173044
1,1,1.0,0,15,41,262.1229376367701
1,1,1.0,0,15,42,1.0975374740955885
1,1,1.0,0,15,43,0.6183912528504152
1,1,1.0,0,15,44,-0.23623294426943175
1,1,1.0,0,15,45,-0.18246002431260422
1,1,1.0,0,15,46,3.5954701310547534
1,1,1.0,0,15,47,8.809693528077332
1,1,1.0,0,15,48,440.73066766230477
1,1,1.0,0,15,49,367.31382439016306
1,1,1.0,0,15,50,17.39997466688874
1,1,1.0,0,15,51,11.879472125472603
1,1,1.0,0,15,52,1.3100232559040705
1,1,1.0,0,15,53,0.07255484672259627
1,1,1.0,0,15,54,-0.13386987496551228
1,1,1.0,0,15,55,-0.20056660971476958
1,1,1.0,0,16,5,-0.1940598106498328
1,1,1.0,0,16,6,0.021634844868458458
1,1,1.0,0,16,7,0.6885386552994532
1,1,1.0,0,16,8,2.555564928014519
1,1,1.0,0,16,9,6.985228472203062
1,1,1.0,0,16,10,14.968922310772996
1,1,1.0,0,16,11,20.406289255624642
1,1,1.0,0,16,12,29.53577285925769
1,1,1.0,0,16,13,25.46898587000038
1,1,1.0,0,16,14,26.665488623577858
