kper,kstp,time,k,i,j,SPq
1,1,1.0,0,32,30,-99.84261179695079
1,1,1.0,0,33,30,-91.87906255044447
1,1,1.0,0,33,31,-35.72256180701811
1,1,1.0,0,33,32,-39.997652858474794
1,1,1.0,0,33,33,-26.66034337467397
1,1,1.0,0,34,30,-40.38434149145178
1,1,1.0,0,34,31,-42.446486552083115
1,1,1.0,0,34,33,-27.02523121165632
1,1,1.0,0,35,33,-28.100936396267116
1,1,1.0,0,36,32,-29.475017103663617
1,1,1.0,0,36,33,-29.67094325179835
1,1,1.0,0,37,32,-31.425540809556423
2,1,2.0,0,32,30,-99.78893778236932
2,1,2.0,0,33,30,-91.83213811139115
2,1,2.0,0,33,31,-35.67995498502955
2,1,2.0,0,33,32,-39.95733146363352
2,1,2.0,0,33,33,-26.621081603470316
2,1,2.0,0,34,30,-40.3412919865367
2,1,2.0,0,34,31,-42.40638724844928
2,1,2.0,0,34,33,-26.987866498264907
2,1,2.0,0,35,33,-28.064266325292124
2,1,2.0,0,36,32,-29.43689951793624
2,1,2.0,0,36,33,-29.634116100201823
2,1,2.0,0,37,32,-31.38553962725291
2,2,3.0,0,32,30,-99.72471232832447
2,2,3.0,0,33,30,-91.7769465022701
2,2,3.0,0,33,31,-35.63158539373194
2,2,3.0,0,33,32,-39.91323525300618
2,2,3.0,0,33,33,-26.579279301214683
2,2,3.0,0,34,30,-40.291904678054834
2,2,3.0,0,34,31,-42.36195130603892
2,2,3.0,0,34,33,-26.94827583437234
2,2,3.0,0,35,33,-28.025491429155863
2,2,3.0,0,36,32,-29.395856903380718
2,2,3.0,0,36,33,-29.595060545797082
2,2,3.0,0,37,32,-31.34230645667401
2,3,4.0,0,32,30,-99.65135288255124
2,3,4.0,0,33,30,-91.71406450128018
2,3,4.0,0,33,31,-35.57684360268968
2,3,4.0,0,33,32,-39.86391536641372
2,3,4.0,0,33,33,-26.53300111942383
2,3,4.0,0,34,30,-40.2362201686293
2,3,4.0,0,34,31,-42.31247678754232
2,3,4.0,0,34,33,-26.905101483146723
2,3,4.0,0,35,33,-27.983624661391445
2,3,4.0,0,36,32,-29.35189492008965
2,3,4.0,0,36,33,-29.553198432927047
2,3,4.0,0,37,32,-31.296706382146112
2,4,5.0,0,32,30,-99.69266281711486
2,4,5.0,0,33,30,-91.76970756988965
2,4,5.0,0,33,31,-35.643399002102115
2,4,5.0,0,33,32,-39.93855568009462
2,4,5.0,0,33,33,-26.612808318602674
2,4,5.0,0,34,30,-40.30368615708585
2,4,5.0,0,34,31,-42.387519129353564
2,4,5.0,0,34,33,-26.9891713711811
2,4,5.0,0,35,33,-28.07015072114916
2,4,5.0,0,36,32,-29.437217424773394
2,4,5.0,0,36,33,-29.640842701739416
2,4,5.0,0,37,32,-31.38244029299517
2,5,6.0,0,32,30,-99.70279045305585
2,5,6.0,0,33,30,-91.79607386099212
2,5,6.0,0,33,31,-35.682265778078886
2,5,6.0,0,33,32,-39.98730348561992
2,5,6.0,0,33,33,-26.668560624617385
2,5,6.0,0,34,30,-40.34465861052979
2,5,6.0,0,34,31,-42.43723860456669
2,5,6.0,0,34,33,-27.050443531589053
2,5,6.0,0,35,33,-28.135099440994622
2,5,6.0,0,36,32,-29.501822298104003
2,5,6.0,0,36,33,-29.70816573535376
2,5,6.0,0,37,32,-31.449195091706315
2,6,7.0,0,32,30,-99.80895162974946
2,6,7.0,0,33,30,-91.91754148717712
2,6,7.0,0,33,31,-35.81602092545347
2,6,7.0,0,33,32,-40.13210899077819
2,6,7.0,0,33,33,-26.822156036672027
2,6,7.0,0,34,30,-40.48213465370054
2,6,7.0,0,34,31,-42.58355597129537
2,6,7.0,0,34,33,-27.21060177067318
2,6,7.0,0,35,33,-28.30027406078318
2,6,7.0,0,36,32,-29.667529403894378
2,6,7.0,0,36,33,-29.877231295010915
2,6,7.0,0,37,32,-31.619353334893276
2,7,8.0,0,32,30,-99.78872140630904
2,7,8.0,0,33,30,-91.91387928125334
2,7,8.0,0,33,31,-35.824976652126566
2,7,8.0,0,33,32,-40.1523346451072
2,7,8.0,0,33,33,-26.851864637101585
2,7,8.0,0,34,30,-40.494749002172966
2,7,8.0,0,34,31,-42.6056381270148
2,7,8.0,0,34,33,-27.24787350009899
2,7,8.0,0,35,33,-28.343433876247218
2,7,8.0,0,36,32,-29.71152089329962
2,7,8.0,0,36,33,-29.925223176067675
2,7,8.0,0,37,32,-31.668619730466503
2,8,9.0,0,32,30,-99.7604178794827
2,8,9.0,0,33,30,-91.90096348958093
2,8,9.0,0,33,31,-35.823652771972206
2,8,9.0,0,33,32,-40.161524848825366
2,8,9.0,0,33,33,-26.869930166107906
2,8,9.0,0,34,30,-40.49698177745006
2,8,9.0,0,34,31,-42.61729173624053
2,8,9.0,0,34,33,-27.274454749303914
2,8,9.0,0,35,33,-28.376676132863395
2,8,9.0,0,36,32,-29.74619592088004
2,8,9.0,0,36,33,-29.964021758570425
2,8,9.0,0,37,32,-31.709153310207512
2,9,10.0,0,32,30,-99.72297974680453
2,9,10.0,0,33,30,-91.87668912193465
2,9,10.0,0,33,31,-35.80892651633144
2,9,10.0,0,33,32,-40.1555571880333
2,9,10.0,0,33,33,-26.871110192581227
2,9,10.0,0,34,30,-40.48571308065084
2,9,10.0,0,34,31,-42.61458048447605
2,9,10.0,0,34,33,-27.28467319840638
2,9,10.0,0,35,33,-28.394079487056956
2,9,10.0,0,36,32,-29.766043277710764
2,9,10.0,0,36,33,-29.987510815025757
2,9,10.0,0,37,32,-31.735194280153223
2,10,11.0,0,32,30,-99.81882187001895
2,10,11.0,0,33,30,-91.98600269556869
2,10,11.0,0,33,31,-35.927415505691215
2,10,11.0,0,33,32,-40.2826030860773
2,10,11.0,0,33,33,-27.004714103356605
2,10,11.0,0,34,30,-40.60920887038708
2,10,11.0,0,34,31,-42.74578468233551
2,10,11.0,0,34,33,-27.427580986392968
2,10,11.0,0,35,33,-28.544900523651677
2,10,11.0,0,36,32,-29.92080834860792
2,10,11.0,0,36,33,-30.14533454808668
2,10,11.0,0,37,32,-31.897564541714928
2,11,12.0,0,32,30,-99.80502584451563
2,11,12.0,0,33,30,-91.99122773609656
2,11,12.0,0,33,31,-35.94462114040505
2,11,12.0,0,33,32,-40.309365698650254
2,11,12.0,0,33,33,-27.038039989170784
2,11,12.0,0,34,30,-40.632116627044525
2,11,12.0,0,34,31,-42.777554993515196
2,11,12.0,0,34,33,-27.47095893322478
2,11,12.0,0,35,33,-28.596836065744128
2,11,12.0,0,36,32,-29.97784588968989
2,11,12.0,0,36,33,-30.20493738031223
2,11,12.0,0,37,32,-31.962647247339646
2,12,13.0,0,32,30,-99.91287186279737
2,12,13.0,0,33,30,-92.11564240074017
2,12,13.0,0,33,31,-36.07995458306834
2,12,13.0,0,33,32,-40.45434877385105
2,12,13.0,0,33,33,-27.189799848352777
2,12,13.0,0,34,30,-40.77462492555253
2,12,13.0,0,34,31,-42.92842226566927
2,12,13.0,0,34,33,-27.633371769399446
2,12,13.0,0,35,33,-28.768666678293016
2,12,13.0,0,36,32,-30.156028986740694
2,12,13.0,0,36,33,-30.38539660846027
2,12,13.0,0,37,32,-32.15027478715649
2,13,14.0,0,32,30,-99.99256915769979
2,13,14.0,0,33,30,-92.20967392582213
2,13,14.0,0,33,31,-36.18303407772271
2,13,14.0,0,33,32,-40.56614395998861
2,13,14.0,0,33,33,-27.308344203927618
2,13,14.0,0,34,30,-40.885320148253754
2,13,14.0,0,34,31,-43.04647326330087
2,13,14.0,0,34,33,-27.7626294255233
2,13,14.0,0,35,33,-28.907711353844775
2,13,14.0,0,36,32,-30.30190127485048
2,13,14.0,0,36,33,-30.53366560689244
2,13,14.0,0,37,32,-32.30631734296355
2,14,15.0,0,32,30,-100.01115877774328
2,14,15.0,0,33,30,-92.2436398309992
2,14,15.0,0,33,31,-36.2260304831359
2,14,15.0,0,33,32,-40.617545411081096
2,14,15.0,0,33,33,-27.3666858916082
2,14,15.0,0,34,30,-40.93564933242851
2,14,15.0,0,34,31,-43.10413306355838
2,14,15.0,0,34,33,-27.83179493213197
2,14,15.0,0,35,33,-28.986702997006205
2,14,15.0,0,36,32,-30.38736485915092
2,14,15.0,0,36,33,-30.621993885841903
2,14,15.0,0,37,32,-32.40189937180537
2,15,16.0,0,32,30,-100.08140217775417
2,15,16.0,0,33,30,-92.33512496087326
2,15,16.0,0,33,31,-36.33035538100603
2,15,16.0,0,33,32,-40.733003435396654
2,15,16.0,0,33,33,-27.49131719608249
2,15,16.0,0,34,30,-41.04812184646221
2,15,16.0,0,34,31,-43.225734513025145
2,15,16.0,0,34,33,-27.9679677996279
2,15,16.0,0,35,33,-29.133209348334276
2,15,16.0,0,36,32,-30.539776304582233
2,15,16.0,0,36,33,-30.778253899995093
2,15,16.0,0,37,32,-32.565115377651296
2,16,17.0,0,32,30,-100.11350680535168
2,16,17.0,0,33,30,-92.38944949975075
2,16,17.0,0,33,31,-36.39910700104258
2,16,17.0,0,33,32,-40.81469795896953
2,16,17.0,0,33,33,-27.584208368116606
2,16,17.0,0,34,30,-41.12506051709613
2,16,17.0,0,34,31,-43.31329376903682
2,16,17.0,0,34,33,-28.073288486180672
2,16,17.0,0,35,33,-29.24946170913097
2,16,17.0,0,36,32,-30.66117507773481
2,16,17.0,0,36,33,-30.90473257285612
2,16,17.0,0,37,32,-32.69781671457463
2,17,18.0,0,32,30,-100.04481296637834
2,17,18.0,0,33,30,-92.34369139694752
2,17,18.0,0,33,31,-36.368545107019486
2,17,18.0,0,33,32,-40.7976979638313
2,17,18.0,0,33,33,-27.579336828850614
2,17,18.0,0,34,30,-41.10163227725309
2,17,18.0,0,34,31,-43.30185229750202
2,17,18.0,0,34,33,-28.08180106959719
2,17,18.0,0,35,33,-29.269298898772945
2,17,18.0,0,36,32,-30.685172724604058
2,17,18.0,0,36,33,-30.934951824677
2,17,18.0,0,37,32,-32.73285095995027
2,18,19.0,0,32,30,-99.93358226081955
2,18,19.0,0,33,30,-92.25749354532127
2,18,19.0,0,33,31,-36.29905636040883
2,18,19.0,0,33,32,-40.742642414414604
2,18,19.0,0,33,33,-27.53712623378385
2,18,19.0,0,34,30,-41.03833325685446
2,18,19.0,0,34,31,-43.252156435146844
2,18,19.0,0,34,33,-28.054034595931853
2,18,19.0,0,35,33,-29.253264187750233
2,18,19.0,0,36,32,-30.672373881534554
2,18,19.0,0,36,33,-30.92937467345746
2,18,19.0,0,37,32,-32.73078657979852
2,19,20.0,0,32,30,-99.80747392936303
2,19,20.0,0,33,30,-92.15686588067933
2,19,20.0,0,33,31,-36.21588084184282
2,19,20.0,0,33,32,-40.674484614664266
2,19,20.0,0,33,33,-27.482345905724856
2,19,20.0,0,34,30,-40.960593228463836
2,19,20.0,0,34,31,-43.18920096596196
2,19,20.0,0,34,33,-28.01461667048659
2,19,20.0,0,35,33,-29.22599738528197
2,19,20.0,0,36,32,-30.647598872725666
2,19,20.0,0,36,33,-30.912697961907497
2,19,20.0,0,37,32,-32.71663553203189
2,20,21.0,0,32,30,-99.61085782087639
2,20,21.0,0,33,30,-91.98723202198119
2,20,21.0,0,33,31,-36.0648040714334
2,20,21.0,0,33,32,-40.538827343260095
2,20,21.0,0,33,33,-27.360214392412672
2,20,21.0,0,34,30,-40.81390711576978
2,20,21.0,0,34,31,-43.058635149793304
2,20,21.0,0,34,33,-27.908738087572146
2,20,21.0,0,35,33,-29.13258795494653
2,20,21.0,0,36,32,-30.556016024094333
2,20,21.0,0,36,33,-30.82989516676514
2,20,21.0,0,37,32,-32.63525030562107
2,21,22.0,0,32,30,-99.59555423568384
2,21,22.0,0,33,30,-91.99432296035025
2,21,22.0,0,33,31,-36.08840316034025
2,21,22.0,0,33,32,-40.577693963011825
2,21,22.0,0,33,33,-27.41310718054649
2,21,22.0,0,34,30,-40.842441011893584
2,21,22.0,0,34,31,-43.102464147201886
2,21,22.0,0,34,33,-27.97807337460506
2,21,22.0,0,35,33,-29.21490922688247
2,21,22.0,0,36,32,-30.640045958925725
2,21,22.0,0,36,33,-30.923407863787588
2,21,22.0,0,37,32,-32.73066771311926
2,22,23.0,0,32,30,-99.59888778868333
2,22,23.0,0,33,30,-92.01831361895722
2,22,23.0,0,33,31,-36.12773379970429
2,22,23.0,0,33,32,-40.632019914853686
2,22,23.0,0,33,33,-27.48181701625151
2,22,23.0,0,34,30,-40.88695769319281
2,22,23.0,0,34,31,-43.16141116845972
2,22,23.0,0,34,33,-28.062955844360772
2,22,23.0,0,35,33,-29.313069508671106
2,22,23.0,0,36,32,-30.739880705357677
2,22,23.0,0,36,33,-31.033368993540535
2,22,23.0,0,37,32,-32.84290471544227
2,23,24.0,0,32,30,-99.765421531514
2,23,24.0,0,33,30,-92.20208496124394
2,23,24.0,0,33,31,-36.32510234781705
2,23,24.0,0,33,32,-40.84447962967977
2,23,24.0,0,33,33,-27.70960614675016
2,23,24.0,0,34,30,-41.09073719382434
2,23,24.0,0,34,31,-43.37808242769188
2,23,24.0,0,34,33,-28.30630798208415
2,23,24.0,0,35,33,-29.570104976112816
2,23,24.0,0,36,32,-30.99883809260973
2,23,24.0,0,36,33,-31.3031679634596
2,23,24.0,0,37,32,-33.11621637143605
2,24,25.0,0,32,30,-100.06105642799832
2,24,25.0,0,33,30,-92.51104264769265
2,24,25.0,0,33,31,-36.64552051310022
2,24,25.0,0,33,32,-41.18001428256821
2,24,25.0,0,33,33,-28.06166301446808
2,24,25.0,0,34,30,-41.4189972231045
2,24,25.0,0,34,31,-43.717239961735004
2,24,25.0,0,34,33,-28.672950960436765
2,24,25.0,0,35,33,-29.9508044857821
2,24,25.0,0,36,32,-31.381826326613805
2,24,25.0,0,36,33,-31.69780179659824
2,24,25.0,0,37,32,-33.51588157575134
2,25,26.0,0,32,30,-100.5303493064074
2,25,26.0,0,33,30,-92.9889023056752
2,25,26.0,0,33,31,-37.132221106899806
2,25,26.0,0,33,32,-41.6818952255328
2,25,26.0,0,33,33,-28.58156808699323
2,25,26.0,0,34,30,-41.91540307585581
2,25,26.0,0,34,31,-44.22202332718382
2,25,26.0,0,34,33,-29.20615300417103
2,25,26.0,0,35,33,-30.49846437327915
2,25,26.0,0,36,32,-31.932286713133067
2,25,26.0,0,36,33,-32.260813635981094
2,25,26.0,0,37,32,-34.085892698975044
2,26,27.0,0,32,30,-101.03636690948088
2,26,27.0,0,33,30,-93.50064367400137
2,26,27.0,0,33,31,-37.65097577181575
2,26,27.0,0,33,32,-42.215686423260195
