kper,kstp,time,k,i,j,PWq
1,1,1.0,0,22,40,-155.89992894702368
1,1,1.0,0,23,40,-139.02768440755494
1,1,1.0,0,24,39,-126.8145768774823
1,1,1.0,0,25,39,-92.55399984400219
1,1,1.0,0,26,38,-122.05463864662761
1,1,1.0,0,27,38,-121.85232296796846
1,1,1.0,0,28,38,77.47808333432442
1,1,1.0,0,29,37,-87.42544660778219
1,1,1.0,0,30,37,-53.16338095552862
1,1,1.0,0,31,37,-23.830863558325632
1,1,1.0,0,32,36,-26.784887139745933
1,1,1.0,0,33,36,-18.30681757618663
1,1,1.0,0,34,37,-25.816111011555222
1,1,1.0,0,35,37,-19.956505393037105
1,1,1.0,0,36,37,-29.572365842426166
1,1,1.0,0,37,37,-13.331228978549007
1,1,1.0,0,38,37,-0.3940359143811065
1,1,1.0,0,39,38,-5.001108990915327
1,1,1.0,0,40,38,2.2904046380930367
1,1,1.0,0,41,38,4.781555499529986
1,1,1.0,0,42,38,0.24422986363288146
1,1,1.0,0,43,38,-2.655002277850599
1,1,1.0,0,44,38,-7.281005438766101
1,1,1.0,0,45,37,228.2156174392578
1,1,1.0,0,45,38,-6.693736140690135
2,1,2.0,0,22,40,-155.9849061945166
2,1,2.0,0,23,40,-139.1168922369975
2,1,2.0,0,24,39,-126.90813754642284
2,1,2.0,0,25,39,-92.64884041381458
2,1,2.0,0,26,38,-122.14766218604893
2,1,2.0,0,27,38,-121.93786244190449
2,1,2.0,0,28,38,77.47978317493437
2,1,2.0,0,29,37,-87.48899020118608
2,1,2.0,0,30,37,-53.24168870694541
2,1,2.0,0,31,37,-23.917570915049623
2,1,2.0,0,32,36,-26.88238377981122
2,1,2.0,0,33,36,-18.40623480257227
2,1,2.0,0,34,37,-25.91545849773138
2,1,2.0,0,35,37,-20.056091508613576
2,1,2.0,0,36,37,-29.672150385610507
2,1,2.0,0,37,37,-13.431219951471917
2,1,2.0,0,38,37,-0.4944709643806391
2,1,2.0,0,39,38,-5.10033157345481
2,1,2.0,0,40,38,2.1911323383411627
2,1,2.0,0,41,38,4.6824683797394755
2,1,2.0,0,42,38,0.1455182562764321
2,1,2.0,0,43,38,-2.753216381442485
2,1,2.0,0,44,38,-7.378550062051772
2,1,2.0,0,45,37,228.11875353443793
2,1,2.0,0,45,38,-6.790461127965841
2,2,3.0,0,22,40,-156.03575812579675
2,2,3.0,0,23,40,-139.1743196413322
2,2,3.0,0,24,39,-126.97382810747524
2,2,3.0,0,25,39,-92.71714257162637
2,2,3.0,0,26,38,-122.21610184268525
2,2,3.0,0,27,38,-122.00334890736599
2,2,3.0,0,28,38,77.43852533067593
2,2,3.0,0,29,37,-87.548514706726
2,2,3.0,0,30,37,-53.30560136335555
2,2,3.0,0,31,37,-23.984927591233145
2,2,3.0,0,32,36,-26.95902487447802
2,2,3.0,0,33,36,-18.48527196525356
2,2,3.0,0,34,37,-25.994510952637825
2,2,3.0,0,35,37,-20.1355636143943
2,2,3.0,0,36,37,-29.751958143118372
2,2,3.0,0,37,37,-13.511301707525604
2,2,3.0,0,38,37,-0.5749824603893785
2,2,3.0,0,39,38,-5.178978375181373
2,2,3.0,0,40,38,2.1125849337893214
2,2,3.0,0,41,38,4.604283929815097
2,2,3.0,0,42,38,0.06795094459346274
2,2,3.0,0,43,38,-2.829949554705763
2,2,3.0,0,44,38,-7.454286240213605
2,2,3.0,0,45,37,228.0433597425606
2,2,3.0,0,45,38,-6.865211588479269
2,3,4.0,0,22,40,-156.16226274091366
2,3,4.0,0,23,40,-139.30769118760622
2,3,4.0,0,24,39,-127.11873920814116
2,3,4.0,0,25,39,-92.86517456296622
2,3,4.0,0,26,38,-122.36664655850768
2,3,4.0,0,27,38,-122.15128907386816
2,3,4.0,0,28,38,77.32241205824346
2,3,4.0,0,29,37,-87.69226334363589
2,3,4.0,0,30,37,-53.454336210789165
2,3,4.0,0,31,37,-24.13725111377721
2,3,4.0,0,32,36,-27.12240563288981
2,3,4.0,0,33,36,-18.65157323801452
2,3,4.0,0,34,37,-26.159975203844738
2,3,4.0,0,35,37,-20.301704059217514
2,3,4.0,0,36,37,-29.918673067302848
2,3,4.0,0,37,37,-13.678529400876414
2,3,4.0,0,38,37,-0.743054551872433
2,3,4.0,0,39,38,-5.3437130303096865
2,3,4.0,0,40,38,1.9479115274654077
2,3,4.0,0,41,38,4.440029230088157
2,3,4.0,0,42,38,-0.09554564859649872
2,3,4.0,0,43,38,-2.992381130679405
2,3,4.0,0,44,38,-7.615349374439916
2,3,4.0,0,45,37,227.88106863798032
2,3,4.0,0,45,38,-7.0247607065875854
2,4,5.0,0,22,40,-156.18835440607234
2,4,5.0,0,23,40,-139.34495727690978
2,4,5.0,0,24,39,-127.17161936256684
2,4,5.0,0,25,39,-92.923010206188
2,4,5.0,0,26,38,-122.4289030537143
2,4,5.0,0,27,38,-122.21325517613354
2,4,5.0,0,28,38,77.27574144646303
2,4,5.0,0,29,37,-87.75497158887549
2,4,5.0,0,30,37,-53.52121320670119
2,4,5.0,0,31,37,-24.206980667219227
2,4,5.0,0,32,36,-27.201773534528343
2,4,5.0,0,33,36,-18.73427719350434
2,4,5.0,0,34,37,-26.243045060713484
2,4,5.0,0,35,37,-20.385578497220763
2,4,5.0,0,36,37,-30.003296842069403
2,4,5.0,0,37,37,-13.763771367624713
2,4,5.0,0,38,37,-0.8289644540458312
2,4,5.0,0,39,38,-5.42633102470802
2,4,5.0,0,40,38,1.8654111163348261
2,4,5.0,0,41,38,4.357973636015231
2,4,5.0,0,42,38,-0.17683438095309612
2,4,5.0,0,43,38,-3.072620077536044
2,4,5.0,0,44,38,-7.694310340610855
2,4,5.0,0,45,37,227.80060902945297
2,4,5.0,0,45,38,-7.102461647105997
2,5,6.0,0,22,40,-156.19366404022344
2,5,6.0,0,23,40,-139.36437945822297
2,5,6.0,0,24,39,-127.21067195327385
2,5,6.0,0,25,39,-92.96878805986057
2,5,6.0,0,26,38,-122.48085870010868
2,5,6.0,0,27,38,-122.2663200150538
2,5,6.0,0,28,38,77.23383333839831
2,5,6.0,0,29,37,-87.81111127998304
2,5,6.0,0,30,37,-53.58272041588566
2,5,6.0,0,31,37,-24.271741946299016
2,5,6.0,0,32,36,-27.27540407933816
2,5,6.0,0,33,36,-18.81187322565097
2,5,6.0,0,34,37,-26.32265946968232
2,5,6.0,0,35,37,-20.466189904044086
2,5,6.0,0,36,37,-30.084893124265477
2,5,6.0,0,37,37,-13.84617965095481
2,5,6.0,0,38,37,-0.9121138356773599
2,5,6.0,0,39,38,-5.506492600877323
2,5,6.0,0,40,38,1.7853625231208525
2,5,6.0,0,41,38,4.278332651083701
2,5,6.0,0,42,38,-0.2557752286058985
2,5,6.0,0,43,38,-3.150607895532403
2,5,6.0,0,44,38,-7.771157571990443
2,5,6.0,0,45,37,227.72213356213422
2,5,6.0,0,45,38,-7.178208729624544
2,6,7.0,0,22,40,-156.1430707960517
2,6,7.0,0,23,40,-139.3291535754022
2,6,7.0,0,24,39,-127.19747897038894
2,6,7.0,0,25,39,-92.96386659311929
2,6,7.0,0,26,38,-122.48343409558788
2,6,7.0,0,27,38,-122.27178734720655
2,6,7.0,0,28,38,77.22932220516691
2,6,7.0,0,29,37,-87.82294864129437
2,6,7.0,0,30,37,-53.60052880808598
2,6,7.0,0,31,37,-24.2928916705481
2,6,7.0,0,32,36,-27.303860285268
2,6,7.0,0,33,36,-18.844925121762344
2,6,7.0,0,34,37,-26.360208216238107
2,6,7.0,0,35,37,-20.504962951222183
2,6,7.0,0,36,37,-30.124953299942717
2,6,7.0,0,37,37,-13.887319921930498
2,6,7.0,0,38,37,-0.9540912110065847
2,6,7.0,0,39,38,-5.5464495302938985
2,6,7.0,0,40,38,1.7454948243076842
2,6,7.0,0,41,38,4.238797151895142
2,6,7.0,0,42,38,-0.2947299587917769
2,6,7.0,0,43,38,-3.18877848960517
2,6,7.0,0,44,38,-7.808429901592149
2,6,7.0,0,45,37,227.68355419422278
2,6,7.0,0,45,38,-7.214688014064336
2,7,8.0,0,22,40,-156.0397600383601
2,7,8.0,0,23,40,-139.24203817568605
2,7,8.0,0,24,39,-127.13361772175278
2,7,8.0,0,25,39,-92.90952431047788
2,7,8.0,0,26,38,-122.4374978526688
2,7,8.0,0,27,38,-122.2305543020135
2,7,8.0,0,28,38,77.26077822650086
2,7,8.0,0,29,37,-87.79143987819987
2,7,8.0,0,30,37,-53.57558435186331
2,7,8.0,0,31,37,-24.271343652004475
2,7,8.0,0,32,36,-27.287900262652784
2,7,8.0,0,33,36,-18.834316499333227
2,7,8.0,0,34,37,-26.356789659731817
2,7,8.0,0,35,37,-20.503008347706555
2,7,8.0,0,36,37,-30.124594808928236
2,7,8.0,0,37,37,-13.888308377280168
2,7,8.0,0,38,37,-0.9560223074781788
2,7,8.0,0,39,38,-5.5477567742817655
2,7,8.0,0,40,38,1.7442359983228926
2,7,8.0,0,41,38,4.2377667549459375
2,7,8.0,0,42,38,-0.2953401642280369
2,7,8.0,0,43,38,-3.188830801302629
2,7,8.0,0,44,38,-7.807898595538404
2,7,8.0,0,45,37,227.68337852392995
2,7,8.0,0,45,38,-7.213737064080647
2,8,9.0,0,22,40,-156.21614130314333
2,8,9.0,0,23,40,-139.43028862178426
2,8,9.0,0,24,39,-127.3458097536593
2,8,9.0,0,25,39,-93.12944487070877
2,8,9.0,0,26,38,-122.66704394013539
2,8,9.0,0,27,38,-122.46004534855206
2,8,9.0,0,28,38,77.07320454018588
2,8,9.0,0,29,37,-88.02312259843768
2,8,9.0,0,30,37,-53.81969882065903
2,8,9.0,0,31,37,-24.522668964426884
2,8,9.0,0,32,36,-27.553059630550365
2,8,9.0,0,33,36,-19.106143091558806
2,8,9.0,0,34,37,-26.63412188725772
2,8,9.0,0,35,37,-20.782543964182764
2,8,9.0,0,36,37,-30.40653376084697
2,8,9.0,0,37,37,-14.17262069721562
2,8,9.0,0,38,37,-1.2431661157594363
2,8,9.0,0,39,38,-5.832058710220281
2,8,9.0,0,40,38,1.4594994635984904
2,8,9.0,0,41,38,3.95294247616539
2,8,9.0,0,42,38,-0.5798326267390621
2,8,9.0,0,43,38,-3.472542508153083
2,8,9.0,0,44,38,-8.090273759680144
2,8,9.0,0,45,37,227.39758743100379
2,8,9.0,0,45,38,-7.494261256972777
2,9,10.0,0,22,40,-156.47888037554696
2,9,10.0,0,23,40,-139.69909560237886
2,9,10.0,0,24,39,-127.6364162718312
2,9,10.0,0,25,39,-93.4253923663108
2,9,10.0,0,26,38,-122.97314142217897
2,9,10.0,0,27,38,-122.7629728715608
2,9,10.0,0,28,38,76.83275961005313
2,9,10.0,0,29,37,-88.32628760293676
2,9,10.0,0,30,37,-54.13629224400654
2,9,10.0,0,31,37,-24.84776325315022
2,9,10.0,0,32,36,-27.899763349418095
2,9,10.0,0,33,36,-19.460713149426965
2,9,10.0,0,34,37,-26.991969075046313
2,9,10.0,0,35,37,-21.143346535157548
2,9,10.0,0,36,37,-30.770676936061136
2,9,10.0,0,37,37,-14.540266486355563
2,9,10.0,0,38,37,-1.6151838079116487
2,9,10.0,0,39,38,-6.198745619317833
2,9,10.0,0,40,38,1.091925331930156
2,9,10.0,0,41,38,3.584971145746067
2,9,10.0,0,42,38,-0.9474839813640301
2,9,10.0,0,43,38,-3.83903812487938
2,9,10.0,0,44,38,-8.454592001708988
2,9,10.0,0,45,37,227.02715010423117
2,9,10.0,0,45,38,-7.8555937733096926
2,10,11.0,0,22,40,-156.7280984297738
2,10,11.0,0,23,40,-139.9527882851114
2,10,11.0,0,24,39,-127.91006091753786
2,10,11.0,0,25,39,-93.7030239260763
2,10,11.0,0,26,38,-123.2610312702551
2,10,11.0,0,27,38,-123.04699977885878
2,10,11.0,0,28,38,76.60987594243022
2,10,11.0,0,29,37,-88.61219393389092
2,10,11.0,0,30,37,-54.43449273919384
2,10,11.0,0,31,37,-25.154113423994318
2,10,11.0,0,32,36,-28.231593826709968
2,10,11.0,0,33,36,-19.801102349082612
2,10,11.0,0,34,37,-27.33476776625332
2,10,11.0,0,35,37,-21.489644936289324
2,10,11.0,0,36,37,-31.121103970263107
2,10,11.0,0,37,37,-14.89508425579163
2,10,11.0,0,38,37,-1.9752003666495739
2,10,11.0,0,39,38,-6.5521405083702575
2,10,11.0,0,40,38,0.7373961318860438
2,10,11.0,0,41,38,3.2298556627491735
2,10,11.0,0,42,38,-1.302263851222051
2,10,11.0,0,43,38,-4.192396936207729
2,10,11.0,0,44,38,-8.805315444160556
2,10,11.0,0,45,37,226.66883843424523
2,10,11.0,0,45,38,-8.202915018902559
2,11,12.0,0,22,40,-156.93744108070814
2,11,12.0,0,23,40,-140.1697789611419
2,11,12.0,0,24,39,-128.14817515367645
2,11,12.0,0,25,39,-93.94533711479608
2,11,12.0,0,26,38,-123.51393599280141
2,11,12.0,0,27,38,-123.2965881008414
2,11,12.0,0,28,38,76.41436420098148
2,11,12.0,0,29,37,-88.8659270008842
2,11,12.0,0,30,37,-54.69969041233685
2,11,12.0,0,31,37,-25.426961458008577
2,11,12.0,0,32,36,-28.531196135085338
2,11,12.0,0,33,36,-20.109842329167805
2,11,12.0,0,34,37,-27.646102048079456
2,11,12.0,0,35,37,-21.804840898837256
2,11,12.0,0,36,37,-31.4409865295047
2,11,12.0,0,37,37,-15.219938375725292
2,11,12.0,0,38,37,-2.305627142349749
2,11,12.0,0,39,38,-6.8756379134758845
2,11,12.0,0,40,38,0.4126691515867833
2,11,12.0,0,41,38,2.9044557336892467
2,11,12.0,0,42,38,-1.6273167932006345
2,11,12.0,0,43,38,-4.515911372795699
2,11,12.0,0,44,38,-9.126057645331684
