kper,awanui,confined,poukawa,spring,inout,percentdiscrepancy,recharge,stoss,total,sw,inflow
1,-8052.2764,7595.0737,-765.40576,-522.6307,-11.9642,-0.1,1733.275,0.0,-11.963867,-9340.3125,9328.349
2,-9432.333,4250.2163,-651.3575,-646.1503,-1.7391,-0.01,1162.5625,5315.323,-1.7392578,-10729.841,5412.779
3,-6893.1416,5689.1743,-0.5368,-512.1959,16.5746,0.22,1733.275,0.0,16.574707,-7405.874,7422.449
4,-8736.382,4434.051,-2.6056,-672.5092,-1.3039,-0.01,1162.5625,3813.579,-1.3037109,-9411.496,5596.6133
