kper,time,spring,awanui,poukawa,pk4,kstp,pk4-spr-diff,pk4-conf-diff,fliptime
1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1
2,51.0,-0.10706136942034927,-0.1370306247782871,-0.07710811286823738,-0.10706136942034927,51,-0.11542311057965016,-2.3216842505796516,-1
3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1
4,51.0,-0.1280306317567863,-0.13327960659931293,-0.09807422937797128,-0.1280306317567863,51,-0.13233300824321326,-0.8522037382432135,-1
