kper,kstp,k,i,j,SPq
1,1,0,32,30,-54.96416663820207
1,1,0,33,30,-48.69367030178455
1,1,0,33,31,-1.6784875194593951
1,1,0,33,32,-10.438683794303188
1,1,0,33,33,-2.1086073922249398
1,1,0,34,30,-9.05349289766059
1,1,0,34,31,-13.19136435245332
1,1,0,34,33,-5.160263769093376
1,1,0,35,33,-9.079748355649713
1,1,0,36,32,-12.265976058041815
1,1,0,36,33,-14.298141490864737
1,1,0,37,32,-19.69802171731476
2,1,0,32,30,-438.38161982129236
2,1,0,33,30,-438.74027275512486
2,1,0,33,31,-449.7652035724011
2,1,0,33,32,-478.70458941490057
2,1,0,33,33,-504.14826896383886
2,1,0,34,30,-494.20379679188926
2,1,0,34,31,-485.1556807848832
2,1,0,34,33,-505.0579748874379
2,1,0,35,33,-519.6734456577074
2,1,0,36,32,-537.3364294173429
2,1,0,36,33,-540.8674710159225
2,1,0,37,32,-583.2632796296856
2,2,0,32,30,-321.9547126570891
2,2,0,33,30,-311.43402915865386
2,2,0,33,31,-316.0404962803477
2,2,0,33,32,-346.60169357791096
2,2,0,33,33,-378.97496994898614
2,2,0,34,30,-372.3919299645999
2,2,0,34,31,-355.37468392711367
2,2,0,34,33,-376.52015714800893
2,2,0,35,33,-396.6457244850502
2,2,0,36,32,-426.3240216300346
2,2,0,36,33,-429.9745405886755
2,2,0,37,32,-491.4808546408018
2,3,0,32,30,-255.9200392346169
2,3,0,33,30,-243.45954039529806
2,3,0,33,31,-242.29321094373617
2,3,0,33,32,-267.30339397058833
2,3,0,33,33,-297.13799986903837
2,3,0,34,30,-299.3072912927688
2,3,0,34,31,-278.8359980067558
2,3,0,34,33,-294.96980391735053
2,3,0,35,33,-317.45186368562696
2,3,0,36,32,-354.532693419872
2,3,0,36,33,-356.60908152079344
2,3,0,37,32,-426.5474562987464
2,4,0,32,30,-211.39059991862936
2,4,0,33,30,-199.7321435706741
2,4,0,33,31,-194.79219856840234
2,4,0,33,32,-213.60210049432337
2,4,0,33,33,-238.00147611797132
2,4,0,34,30,-248.94459551575738
2,4,0,34,31,-227.622378362069
2,4,0,34,33,-237.4446349140684
2,4,0,35,33,-260.5098458961414
2,4,0,36,32,-301.16203006407636
2,4,0,36,33,-301.21203673191104
2,4,0,37,32,-373.4705844892743
2,5,0,32,30,-178.6623721891458
2,5,0,33,30,-168.2879004665221
2,5,0,33,31,-161.05317561586375
2,5,0,33,32,-174.65486120697526
2,5,0,33,33,-193.62849486657288
2,5,0,34,30,-211.33471978048686
2,5,0,34,31,-190.3889709722697
2,5,0,34,33,-194.7443531661932
2,5,0,35,33,-217.37439372160878
2,5,0,36,32,-258.8854937519796
2,5,0,36,33,-257.2120068238849
2,5,0,37,32,-328.1411940441413
2,6,0,32,30,-153.40233223728842
2,6,0,33,30,-144.2034279243952
2,6,0,33,31,-135.63631269199178
2,6,0,33,32,-145.20532390911708
2,6,0,33,33,-159.62810545659994
2,6,0,34,30,-181.84670627234362
2,6,0,34,31,-161.81918369623688
2,6,0,34,33,-162.0592337303917
2,6,0,35,33,-183.66613319136547
2,6,0,36,32,-224.277366918834
2,6,0,36,33,-221.39108025314914
2,6,0,37,32,-288.87903697177575
2,7,0,32,30,-133.30333902093972
2,7,0,33,30,-125.05765868598826
2,7,0,33,31,-115.78212983177043
2,7,0,33,32,-122.32165142098088
2,7,0,33,33,-133.16401851530512
2,7,0,34,30,-158.01254378708094
2,7,0,34,31,-139.1224172628887
2,7,0,34,33,-136.48468116602282
2,7,0,35,33,-156.74176474124388
2,7,0,36,32,-195.4010798440686
2,7,0,36,33,-191.7665106544845
2,7,0,37,32,-254.7029264233677
2,8,0,32,30,-116.97858865307825
2,8,0,33,30,-109.47673966657842
2,8,0,33,31,-99.9010474314511
2,8,0,33,32,-104.19312580309663
2,8,0,33,33,-112.2909081286285
2,8,0,34,30,-138.3646675212052
2,8,0,34,31,-120.67511423693247
2,8,0,34,33,-116.12659041661895
2,8,0,35,33,-134.87309590302766
2,8,0,36,32,-171.01609954168384
2,8,0,36,33,-166.98132946129846
2,8,0,37,32,-224.8981550079228
2,9,0,32,30,-103.51934394011413
2,9,0,33,30,-96.59287187297105
2,9,0,33,31,-86.9842177720794
2,9,0,33,32,-89.61858543124642
2,9,0,33,33,-95.63380348280809
2,9,0,34,30,-121.94891417105913
2,9,0,34,31,-105.44488848634043
2,9,0,34,33,-99.69086280327606
2,9,0,35,33,-116.87358188189745
2,9,0,36,32,-150.25702111944247
2,9,0,36,33,-146.0582117437967
2,9,0,37,32,-198.88588814903306
2,10,0,32,30,-92.29264447065253
2,10,0,33,30,-85.81395372588266
2,10,0,33,31,-76.34522964441769
2,10,0,33,32,-77.76094597975126
2,10,0,33,33,-82.2006860072368
2,10,0,34,30,-108.10013361587582
2,10,0,34,31,-92.72720422299187
2,10,0,34,33,-86.26382056175531
2,10,0,35,33,-101.89917946244762
2,10,0,36,32,-132.4832134335962
2,10,0,36,33,-128.27005489288442
2,10,0,37,32,-176.17548486375577
2,11,0,32,30,-82.83818820243972
2,11,0,33,30,-76.71343762327282
2,11,0,33,31,-67.49369677706729
2,11,0,33,32,-68.01629192138897
2,11,0,33,33,-71.26379484512762
2,11,0,34,30,-96.33006106557765
2,11,0,34,31,-82.01513734113458
2,11,0,34,33,-75.18359442557234
2,11,0,35,33,-89.33209605235139
2,11,0,36,32,-117.20029678121652
2,11,0,36,33,-113.06191688746267
2,11,0,37,32,-156.34313805319934
2,12,0,32,30,-74.8107446664345
2,12,0,33,30,-68.9720995358293
2,12,0,33,31,-60.066986833286805
2,12,0,33,32,-59.93776641532133
2,12,0,33,33,-62.28145531346235
