time,flux
1.0,-12.265976058041815
2.0,-537.3364294173429
3.0,-426.3240216300346
4.0,-354.532693419872
5.0,-301.16203006407636
6.0,-258.8854937519796
7.0,-224.277366918834
8.0,-195.4010798440686
9.0,-171.01609954168384
10.0,-150.25702111944247
11.0,-132.4832134335962
12.0,-117.20029678121652
13.0,-104.01541201797644
14.0,-92.60980756781422
15.0,-82.72095705238051
16.0,-74.13025827592584
17.0,-66.65418793854585
18.0,-60.1377063126408
19.0,-54.449194351041584
20.0,-49.47647674231258
21.0,-45.12364120393635
22.0,-41.30845855150545
23.0,-37.960266876093186
24.0,-35.01822117212639
25.0,-32.42983518651898
26.0,-30.14975982871923
27.0,-28.13875498643958
28.0,-26.362820734287745
29.0,-24.79246076580901
30.0,-23.402056106689496
31.0,-22.169331228779903
32.0,-21.074897886545756
33.0,-20.101864551788616
34.0,-19.23550138017745
35.0,-18.462952314388232
36.0,-17.772987295326377
37.0,-17.155788676956778
38.0,-16.602766869325833
39.0,-16.106401005546704
40.0,-15.660101071083579
41.0,-15.258088470884559
42.0,-14.895292460435755
43.0,-14.56726024570749
44.0,-14.270078876467625
45.0,-14.00030732752619
46.0,-13.75491739132638
47.0,-13.531242199635138
48.0,-13.326931357461685
49.0,-13.13991181334107
50.0,-12.968353710577754
51.0,-12.810640567129658
52.0,-12.665343220180002
53.0,-12.53119704731381
54.0,-29.80937631591837
55.0,-633.5007102219048
56.0,-485.815358418895
57.0,-398.6106767545775
58.0,-341.1956110002562
59.0,-300.5455995444119
60.0,-270.09173258154283
61.0,-246.21148760117734
62.0,-226.7880548910397
63.0,-210.52581795794657
64.0,-196.5983075217584
65.0,-184.45760289094252
66.0,-173.72698363806865
67.0,-164.13840553367308
68.0,-155.49497327802752
69.0,-147.64778268715514
70.0,-140.48125037142597
71.0,-133.90358237155945
72.0,-127.84042677627205
73.0,-122.23054253773442
74.0,-117.02277212000591
75.0,-112.17387485540404
76.0,-107.64694022856524
77.0,-103.41019999098859
78.0,-99.43612025816734
79.0,-95.70069423754968
80.0,-92.18288167939936
81.0,-88.86415777818469
82.0,-85.72814528903979
83.0,-82.76031105469828
84.0,-79.94771321655824
85.0,-77.27878890754312
86.0,-74.74317470864446
87.0,-72.33155393076206
88.0,-70.03552607962608
89.0,-67.8474948213492
90.0,-65.76057148860629
91.0,-63.7684917200424
92.0,-61.86554325472835
93.0,-60.04650324169598
94.0,-58.30658369463748
95.0,-56.64138394007507
96.0,-55.04684908552749
97.0,-53.5192336811129
98.0,-52.055069870107054
99.0,-50.65113942612135
100.0,-49.30444916053003
101.0,-48.012209256479046
102.0,-46.771814147550636
103.0,-45.580825611770166
104.0,-44.436957796605306
105.0,-43.338063929124814
106.0,-42.28212449854804
