kper,kstp,k,i,j,PWq
1,1,0,22,40,-81.0090396079255
1,1,0,23,40,-59.15915992532814
1,1,0,24,39,-59.81111661099601
1,1,0,25,39,-26.82259172211252
1,1,0,26,38,-57.58438335592632
1,1,0,27,38,-56.52474581849572
1,1,0,28,38,35.65680573717134
1,1,0,29,37,-33.88633690364429
1,1,0,30,37,-14.9848108385645
1,1,0,31,37,4.08281836335982
1,1,0,32,36,-4.1815413418515845
1,1,0,33,36,0.3361637462859335
1,1,0,34,37,-8.761631912224402
1,1,0,35,37,-5.14718307197063
1,1,0,36,37,-16.572635513560954
1,1,0,37,37,-6.918005854094076
1,1,0,38,37,-1.1431740401062598
1,1,0,39,38,-9.82299372686873
1,1,0,40,38,-6.097066371930964
1,1,0,41,38,-7.246717895697657
1,1,0,42,38,-14.931182666740483
1,1,0,43,38,-22.55610524361589
1,1,0,44,38,-34.60830924568279
1,1,0,45,37,151.34626623279644
1,1,0,45,38,-44.626416345740154
2,1,0,22,40,-449.50664808799775
2,1,0,23,40,-443.50805194343314
2,1,0,24,39,-488.9242828161888
2,1,0,25,39,-464.67836262595546
2,1,0,26,38,-493.9050784048459
2,1,0,27,38,-440.4985458886114
2,1,0,28,38,-151.50490209311235
2,1,0,29,37,-343.90700265742737
2,1,0,30,37,-382.2245968083003
2,1,0,31,37,-416.7522709487798
2,1,0,32,36,-510.7245291481642
2,1,0,33,36,-514.9139470656098
2,1,0,34,37,-472.25883786832287
2,1,0,35,37,-481.2416773082221
2,1,0,36,37,-491.3836834947476
2,1,0,37,37,-507.1501656630605
2,1,0,38,37,-539.8835278322684
2,1,0,39,38,-500.2936298808593
2,1,0,40,38,-510.02269131397685
2,1,0,41,38,-517.3795616552467
2,1,0,42,38,-521.6253477122403
2,1,0,43,38,-521.9719475226906
2,1,0,44,38,-514.4977849839091
2,1,0,45,37,-576.4402464280316
2,1,0,45,38,-494.23935441841184
2,2,0,22,40,-309.30002110916746
2,2,0,23,40,-305.7631296362967
2,2,0,24,39,-363.6348964881241
2,2,0,25,39,-339.2058258773555
2,2,0,26,38,-379.72248228790795
2,2,0,27,38,-328.0808969685161
2,2,0,28,38,-97.49979869835147
2,2,0,29,37,-250.94039947597705
2,2,0,30,37,-262.3896979768847
2,2,0,31,37,-281.9612400484635
2,2,0,32,36,-384.21513568397364
2,2,0,33,36,-385.91711041289216
2,2,0,34,37,-331.3148723798849
2,2,0,35,37,-343.1868410801086
2,2,0,36,37,-358.0644548846117
2,2,0,37,37,-379.4219308995757
2,2,0,38,37,-417.85194317069727
2,2,0,39,38,-362.0237977061445
2,2,0,40,38,-373.5461966852226
2,2,0,41,38,-381.59953979004297
2,2,0,42,38,-384.14482903882947
2,2,0,43,38,-379.53263515797084
2,2,0,44,38,-364.0524295395323
2,2,0,45,37,-434.1689870576605
2,2,0,45,38,-336.65701665540985
2,3,0,22,40,-229.872437442641
2,3,0,23,40,-226.67040937950054
2,3,0,24,39,-283.5859971189331
2,3,0,25,39,-263.89808656195004
2,3,0,26,38,-305.98833547912676
2,3,0,27,38,-263.05446555145204
2,3,0,28,38,-78.58423057654991
2,3,0,29,37,-201.79045219681498
2,3,0,30,37,-202.2039720988262
2,3,0,31,37,-212.67870415096013
2,3,0,32,36,-301.0754200426561
2,3,0,33,36,-300.66107579294913
2,3,0,34,37,-249.6779176261269
2,3,0,35,37,-262.19996178174034
2,3,0,36,37,-279.32833982039807
2,3,0,37,37,-303.17980078846165
2,3,0,38,37,-341.36624652488064
2,3,0,39,38,-285.7544629088718
2,3,0,40,38,-297.14639300582377
2,3,0,41,38,-304.99793588636913
2,3,0,42,38,-306.48791048970213
2,3,0,43,38,-299.97556684889895
2,3,0,44,38,-283.0692926967557
2,3,0,45,37,-351.7077857302834
2,3,0,45,38,-257.08234346942817
2,4,0,22,40,-180.3218347073268
2,4,0,23,40,-176.72749910889655
2,4,0,24,39,-227.70798556422776
2,4,0,25,39,-212.1606948872484
2,4,0,26,38,-251.44387889077362
2,4,0,27,38,-216.29327403820642
2,4,0,28,38,-65.08409997009925
2,4,0,29,37,-165.70959008492446
2,4,0,30,37,-162.23150205322722
2,4,0,31,37,-168.2775658769016
2,4,0,32,36,-240.315820546609
2,4,0,33,36,-238.9331640609566
2,4,0,34,37,-195.84878833500244
2,4,0,35,37,-208.07293371030303
2,4,0,36,37,-225.78892995983205
2,4,0,37,37,-250.12626265217227
2,4,0,38,37,-286.440321760794
2,4,0,39,38,-236.54261123161925
2,4,0,40,38,-247.19260017743935
2,4,0,41,38,-254.5168172658569
2,4,0,42,38,-255.47106958884075
2,4,0,43,38,-248.64441124892295
2,4,0,44,38,-232.62725789888398
2,4,0,45,37,-295.54400730066186
2,4,0,45,38,-209.58665212356618
2,5,0,22,40,-147.03269668335045
2,5,0,23,40,-142.95235561375216
2,5,0,24,39,-186.84828377807332
2,5,0,25,39,-174.12004321692947
2,5,0,26,38,-208.89091213003036
2,5,0,27,38,-179.78183452143656
2,5,0,28,38,-54.347748734456935
2,5,0,29,37,-137.04514959355274
2,5,0,30,37,-132.24005689632762
2,5,0,31,37,-135.99312911462488
2,5,0,32,36,-194.12558766564246
2,5,0,33,36,-192.6498723942793
2,5,0,34,37,-157.5743302410173
2,5,0,35,37,-169.1455306579133
2,5,0,36,37,-186.5245367283496
2,5,0,37,37,-210.23997949973068
2,5,0,38,37,-244.18644012091048
2,5,0,39,38,-201.06241183059925
2,5,0,40,38,-210.86406741288698
2,5,0,41,38,-217.61614219824338
2,5,0,42,38,-218.32549617820698
2,5,0,43,38,-211.8090522577651
2,5,0,44,38,-197.2441665239664
2,5,0,45,37,-253.37979411104538
2,5,0,45,38,-177.0098080702517
2,6,0,22,40,-123.34738416959074
2,6,0,23,40,-118.87750525780523
2,6,0,24,39,-156.04743055195217
2,6,0,25,39,-145.14704415411455
2,6,0,26,38,-175.04438102652998
2,6,0,27,38,-150.53595540815022
