kper,kstp,k,i,j,PWq
1,1,0,22,40,-81.0090396079255
1,1,0,23,40,-59.15915992532814
1,1,0,24,39,-59.81111661099601
1,1,0,25,39,-26.82259172211252
1,1,0,26,38,-57.58438335592632
1,1,0,27,38,-56.52474581849572
1,1,0,28,38,35.65680573717134
1,1,0,29,37,-33.88633690364429
1,1,0,30,37,-14.9848108385645
1,1,0,31,37,4.08281836335982
1,1,0,32,36,-4.1815413418515845
1,1,0,33,36,0.3361637462859335
1,1,0,34,37,-8.761631912224402
1,1,0,35,37,-5.14718307197063
1,1,0,36,37,-16.572635513560954
1,1,0,37,37,-6.918005854094076
1,1,0,38,37,-1.1431740401062598
1,1,0,39,38,-9.82299372686873
1,1,0,40,38,-6.097066371930964
1,1,0,41,38,-7.246717895697657
1,1,0,42,38,-14.931182666740483
1,1,0,43,38,-22.55610524361589
1,1,0,44,38,-34.60830924568279
1,1,0,45,37,151.34626623279644
1,1,0,45,38,-44.626416345740154
2,1,0,22,40,-390.5011795091949
2,1,0,23,40,-385.39399197313304
2,1,0,24,39,-434.8423335637329
2,1,0,25,39,-411.76058654391767
2,1,0,26,38,-449.88774861162375
2,1,0,27,38,-410.17717176301176
2,1,0,28,38,-116.40359214779198
2,1,0,29,37,-323.02990486940604
2,1,0,30,37,-381.56948335258943
2,1,0,31,37,-393.63588730671876
2,1,0,32,36,-463.689262882575
2,1,0,33,36,-462.1640098871844
2,1,0,34,37,-413.3012347360038
2,1,0,35,37,-422.9893726971364
2,1,0,36,37,-434.74011272531294
2,1,0,37,37,-452.51217613358443
2,1,0,38,37,-486.9098975355115
2,1,0,39,38,-442.3451950796113
2,1,0,40,38,-452.667038236372
2,1,0,41,38,-460.3371739910194
2,1,0,42,38,-464.1038535925813
2,1,0,43,38,-462.9016658347303
2,1,0,44,38,-453.0106316960429
2,1,0,45,37,-518.8444723337641
2,1,0,45,38,-430.914121365166
2,2,0,22,40,-245.2941610072298
2,2,0,23,40,-241.90810213798937
2,2,0,24,39,-297.043057793804
2,2,0,25,39,-277.49553023696546
2,2,0,26,38,-322.60170504539354
2,2,0,27,38,-286.41090195021474
2,2,0,28,38,-85.55497679742152
2,2,0,29,37,-223.80484967160518
2,2,0,30,37,-244.90802789279434
2,2,0,31,37,-251.04721977592212
2,2,0,32,36,-324.30941547866763
2,2,0,33,36,-319.33302377760344
2,2,0,34,37,-265.76423236280846
2,2,0,35,37,-277.289477943778
2,2,0,36,37,-293.0753875273709
2,2,0,37,37,-315.5710136396435
2,2,0,38,37,-352.8553470391244
2,2,0,39,38,-299.88799150797985
2,2,0,40,38,-311.18839587842217
2,2,0,41,38,-319.29181655666395
2,2,0,42,38,-321.6872889060504
2,2,0,43,38,-316.7772817215496
2,2,0,44,38,-301.74660885282816
2,2,0,45,37,-372.02642374010617
2,2,0,45,38,-276.7704072981159
2,3,0,22,40,-171.37390151494972
2,3,0,23,40,-167.7898902389456
2,3,0,24,39,-215.80073128339242
2,3,0,25,39,-201.45976792808594
2,3,0,26,38,-241.41325009462676
2,3,0,27,38,-211.9960521280126
2,3,0,28,38,-61.114325239576274
2,3,0,29,37,-160.03524263186063
2,3,0,30,37,-160.45711730835313
2,3,0,31,37,-172.70168147465125
2,3,0,32,36,-235.6498238395635
2,3,0,33,36,-230.66646214256298
2,3,0,34,37,-186.80361166526137
2,3,0,35,37,-198.06005304202202
2,3,0,36,37,-214.74122865121768
2,3,0,37,37,-238.0284110510305
2,3,0,38,37,-273.0281767299984
2,3,0,39,38,-226.39966914174173
2,3,0,40,38,-236.9593901207818
2,3,0,41,38,-244.62449686824286
2,3,0,42,38,-246.46400990824145
2,3,0,43,38,-241.05796332030374
2,3,0,44,38,-226.82797521578567
2,3,0,45,37,-291.0744778486302
2,3,0,45,38,-205.37691925495412
2,4,0,22,40,-128.4208061065336
2,4,0,23,40,-124.35632351391135
2,4,0,24,39,-162.98834057164134
2,4,0,25,39,-151.96023521015925
2,4,0,26,38,-184.41739429248625
2,4,0,27,38,-161.07806929514823
2,4,0,28,38,-46.223970870670215
2,4,0,29,37,-120.34455301025191
2,4,0,30,37,-117.04340754667035
2,4,0,31,37,-125.40953552224003
2,4,0,32,36,-174.56831789211736
2,4,0,33,36,-170.83573784799114
2,4,0,34,37,-137.82675611182074
2,4,0,35,37,-148.2373422645125
2,4,0,36,37,-164.32511908190028
2,4,0,37,37,-186.56015492171986
2,4,0,38,37,-218.27977977662107
2,4,0,39,38,-180.2091156255622
2,4,0,40,38,-189.7002705264064
2,4,0,41,38,-196.69495983863527
2,4,0,42,38,-198.31628804810498
2,4,0,43,38,-193.39369917246273
2,4,0,44,38,-181.06008419023297
2,4,0,45,37,-236.58155341960142
2,4,0,45,38,-163.20887902825058
2,5,0,22,40,-100.91032419640464
2,5,0,23,40,-96.51269267174415
2,5,0,24,39,-126.79496963248775
2,5,0,25,39,-117.69880747159102
2,5,0,26,38,-143.19574735753577
2,5,0,27,38,-124.49297101054935
2,5,0,28,38,-35.73167085969933
2,5,0,29,37,-92.22265556562816
2,5,0,30,37,-88.51301177003155
2,5,0,31,37,-93.77672115628044
2,5,0,32,36,-131.4368298013821
2,5,0,33,36,-129.1232490023332
2,5,0,34,37,-104.92822889190663
2,5,0,35,37,-114.347504036514
2,5,0,36,37,-129.2035394691328
2,5,0,37,37,-149.59949100829584
2,5,0,38,37,-177.86262664956004
2,5,0,39,38,-147.3364511178824
2,5,0,40,38,-155.75377550450602
2,5,0,41,38,-162.0352623146355
2,5,0,42,38,-163.52637202040825
2,5,0,43,38,-159.25918052292909
2,5,0,44,38,-148.73857463162312
2,5,0,45,37,-195.80571896220385
2,5,0,45,38,-133.80192624610729
2,6,0,22,40,-82.01081421174716
2,6,0,23,40,-77.46600797279484
2,6,0,24,39,-101.08979594419046
2,6,0,25,39,-93.19359006096128
2,6,0,26,38,-112.93044293239791
2,6,0,27,38,-97.61354009675797
