time,flux
1.0,-12.265976058041815
2.0,-491.27205309623116
3.0,-369.58328817646475
4.0,-294.1612286580959
5.0,-240.11836801508264
6.0,-197.68485084095568
7.0,-163.39223496389332
8.0,-135.304555771784
9.0,-112.23788030755331
10.0,-93.29853519829024
11.0,-77.54892213088861
12.0,-64.19517061520101
13.0,-53.134276047329635
14.0,-44.12689169757135
15.0,-36.812948360196415
16.0,-30.859028747914103
17.0,-25.993557638002805
18.0,-22.00206570433612
19.0,-18.715492856738937
20.0,-15.999664268428537
21.0,-13.74787695870005
22.0,-11.874666567511644
23.0,-10.302210256285882
24.0,-8.964260424305392
25.0,-7.842535264199801
26.0,-6.903398695419812
27.0,-6.113937872287252
28.0,-5.446780396351811
29.0,-4.87984772672117
30.0,-4.395219658479672
31.0,-3.9786910298551486
32.0,-3.618792385730612
33.0,-3.306245067822321
34.0,-3.0334463075749776
35.0,-2.7941276391496976
36.0,-2.5831008771718458
37.0,-2.396062959697495
38.0,-2.2294397604111236
39.0,-2.0802582730327055
40.0,-1.946041168164659
41.0,-1.8247197510237507
42.0,-1.71456225342029
43.0,-1.6141148924649769
44.0,-1.5221535013240712
45.0,-1.4376438665708515
46.0,-1.3597092058579827
47.0,-1.2875482980950879
48.0,-1.2206468616187323
49.0,-1.1584136722166103
50.0,-1.100364767116692
51.0,-1.0460879932131049
52.0,-0.9952276676779406
53.0,-0.9474745068189776
54.0,-29.811963263658413
55.0,-576.8176452970108
56.0,-424.56335067187536
57.0,-341.2735595577211
58.0,-287.86063921333727
59.0,-249.75349570504238
60.0,-220.70732797979895
61.0,-197.74985348006743
62.0,-179.06812999410832
63.0,-163.41276955590652
64.0,-149.9917689891279
65.0,-138.31882993310606
66.0,-128.05592400500092
67.0,-118.94793944642285
68.0,-110.76639730717245
69.0,-103.33287931408944
70.0,-96.56704158473858
71.0,-90.36660691790237
72.0,-84.66410530157393
73.0,-79.41192517363876
74.0,-74.56850999066913
75.0,-70.07598377410314
76.0,-65.87278538491734
77.0,-61.96706106007633
78.0,-58.34547951829041
79.0,-54.982959227016714
80.0,-51.85367055086044
81.0,-48.93460930143282
82.0,-46.206017762366116
83.0,-43.65096410392101
84.0,-41.25482263343727
85.0,-39.00379326675733
86.0,-36.88496793707595
87.0,-34.88723300063209
88.0,-33.001322309353185
89.0,-31.21957443942559
90.0,-29.53550902276178
91.0,-27.94345373618589
92.0,-26.43828143575223
93.0,-25.015247152928445
94.0,-23.669895323434492
95.0,-22.398010101461313
96.0,-21.195589629903072
97.0,-20.058832442600732
98.0,-18.984129314531923
99.0,-17.968057075102415
100.0,-17.007372739939992
101.0,-16.099007307506145
102.0,-15.235189566716093
103.0,-14.419338920628928
104.0,-13.648332733714216
105.0,-12.919506946476583
106.0,-12.229811067376708
