kper,kstp,k,i,j,PWq
1,1,0,22,40,-82.23315667692054
1,1,0,23,40,-60.3325084806321
1,1,0,24,39,-61.25513471775719
1,1,0,25,39,-28.15369046136982
1,1,0,26,38,-59.13752262266871
1,1,0,27,38,-57.899076908721554
1,1,0,28,38,34.9916744255122
1,1,0,29,37,-35.055480365136304
1,1,0,30,37,-16.066144339544508
1,1,0,31,37,3.012238373875107
1,1,0,32,36,-5.565479892370149
1,1,0,33,36,-1.03463626834764
1,1,0,34,37,-9.919036421489409
1,1,0,35,37,-6.392606077545565
1,1,0,36,37,-17.953507523676308
1,1,0,37,37,-8.484672247398407
1,1,0,38,37,-2.9734545200627736
1,1,0,39,38,-11.371841788772258
1,1,0,40,38,-7.724072288589468
1,1,0,41,38,-8.932075667126469
1,1,0,42,38,-16.631424520653923
1,1,0,43,38,-24.217817573633056
1,1,0,44,38,-36.17059952992349
1,1,0,45,37,149.3561524930119
1,1,0,45,38,-46.04293624982665
2,1,0,22,40,-82.33124736025877
2,1,0,23,40,-60.449360735507526
2,1,0,24,39,-61.37535741617262
2,1,0,25,39,-28.27310275637285
2,1,0,26,38,-59.25171269917155
2,1,0,27,38,-57.95166388963787
2,1,0,28,38,35.92162201993415
2,1,0,29,37,-34.78244959186691
2,1,0,30,37,-16.02596423073328
2,1,0,31,37,2.950293696230574
2,1,0,32,36,-5.681288764631631
2,1,0,33,36,-1.1543734257728602
2,1,0,34,37,-10.038425080387583
2,1,0,35,37,-6.512074491264002
2,1,0,36,37,-18.073003953525472
2,1,0,37,37,-8.604256558257703
2,1,0,38,37,-3.0938585811629764
2,1,0,39,38,-11.491212345332087
2,1,0,40,38,-7.843570619249817
2,1,0,41,38,-9.051569160791587
2,1,0,42,38,-16.75087169224355
2,1,0,43,38,-24.337216136104985
2,1,0,44,38,-36.289762162911984
2,1,0,45,37,149.23744615778185
2,1,0,45,38,-46.16115457755643
2,2,0,22,40,-82.22555548041498
2,2,0,23,40,-60.37319516744367
2,2,0,24,39,-61.306094174131886
2,2,0,25,39,-28.206961578924734
2,2,0,26,38,-59.17736509930273
2,2,0,27,38,-57.8346075765661
2,2,0,28,38,36.28362390823611
2,2,0,29,37,-34.497269904292466
2,2,0,30,37,-15.84274511148351
2,2,0,31,37,3.068953492810124
2,2,0,32,36,-5.60957028105247
2,2,0,33,36,-1.0887535564835389
2,2,0,34,37,-9.973352774906061
2,2,0,35,37,-6.447163083030432
2,2,0,36,37,-18.00815349759739
2,2,0,37,37,-8.539528229763846
2,2,0,38,37,-3.0297621814930835
2,2,0,39,38,-11.426163163929118
2,2,0,40,38,-7.778633891202276
2,2,0,41,38,-8.986650182400922
2,2,0,42,38,-16.68589824053788
2,2,0,43,38,-24.272052471446045
2,2,0,44,38,-36.224120858080255
2,2,0,45,37,149.30570876281217
2,2,0,45,38,-46.094686621120786
2,3,0,22,40,-82.09540081019577
2,3,0,23,40,-60.27880935073563
2,3,0,24,39,-61.22175539135526
2,3,0,25,39,-28.129489912393637
2,3,0,26,38,-59.09024978989419
2,3,0,27,38,-57.720479669462634
2,3,0,28,38,36.42416463501945
2,3,0,29,37,-34.295496569573515
2,3,0,30,37,-15.681969559709273
2,3,0,31,37,3.1912990736296933
2,3,0,32,36,-5.525786882554939
2,3,0,33,36,-1.0122130815693708
2,3,0,34,37,-9.898891181367958
2,3,0,35,37,-6.372864576453708
2,3,0,36,37,-17.933932220713245
2,3,0,37,37,-8.465375522388968
2,3,0,38,37,-2.9555708924800683
2,3,0,39,38,-11.351731505440739
2,3,0,40,38,-7.704262915369213
2,3,0,41,38,-8.912267977772899
2,3,0,42,38,-16.61137744755115
2,3,0,43,38,-24.19716827313073
2,3,0,44,38,-36.14860915075997
2,3,0,45,37,149.38675219039862
2,3,0,45,38,-46.01885757290927
2,4,0,22,40,-82.04670913119355
2,4,0,23,40,-60.268720652085904
2,4,0,24,39,-61.22505129463218
2,4,0,25,39,-28.14236418065002
2,4,0,26,38,-59.093471675400224
2,4,0,27,38,-57.70497409267534
2,4,0,28,38,36.44749019349729
2,4,0,29,37,-34.22215378295107
2,4,0,30,37,-15.630597951133495
2,4,0,31,37,3.2170773781421076
2,4,0,32,36,-5.533318834993111
2,4,0,33,36,-1.0276165957417334
2,4,0,34,37,-9.917229880730247
2,4,0,35,37,-6.391380480923317
2,4,0,36,37,-17.952529567666147
2,4,0,37,37,-8.483981388861821
2,4,0,38,37,-2.973973391525419
2,4,0,39,38,-11.37009532238244
2,4,0,40,38,-7.7226275692813715
2,4,0,41,38,-8.93055867867929
2,4,0,42,38,-16.62939880796978
2,4,0,43,38,-24.214603547847446
2,4,0,44,38,-36.165225675450756
2,4,0,45,37,149.37787139714465
2,4,0,45,38,-46.035154668567884
2,5,0,22,40,-81.9104629184285
2,5,0,23,40,-60.17536513709467
2,5,0,24,39,-61.14792607868014
2,5,0,25,39,-28.077553554623933
2,5,0,26,38,-59.019373670970595
2,5,0,27,38,-57.620533921049855
2,5,0,28,38,36.49806703647812
2,5,0,29,37,-34.10839759342514
2,5,0,30,37,-15.52202054750228
2,5,0,31,37,3.3118814874310374
2,5,0,32,36,-5.464690166923447
2,5,0,33,36,-0.9670949007357876
2,5,0,34,37,-9.860737711555998
2,5,0,35,37,-6.335054071225727
2,5,0,36,37,-17.896271447346635
2,5,0,37,37,-8.427630980272852
2,5,0,38,37,-2.9169438661886034
2,5,0,39,38,-11.313603633200387
2,5,0,40,38,-7.66603371486508
2,5,0,41,38,-8.873787385774563
2,5,0,42,38,-16.572182874128885
2,5,0,43,38,-24.156553070894688
