kper,awanui,confined,poukawa,spring,inout,percentdiscrepancy,recharge,stoss,total,sw,inflow
1,-8274.479,5701.5874,-416.18677,-221.322,2.4994,0.03,3212.9,0.0,2.5,-8911.987,8914.487
2,-8748.977,2516.7,-292.8366,-263.3188,-0.00012352,-0.0,0.0,6788.4326,0.0,-9305.132,2516.7
3,-6597.041,4357.601,5.589,-979.7993,-0.7505,-0.01,3212.9,0.0,-0.7504883,-7571.2515,7570.501
4,-7073.1714,3212.554,3.75,-1048.2821,-8.1897e-05,-0.0,0.0,4905.1494,0.0,-8117.7036,3212.554
