time,flux
1.0,-0.05893291201518419
2.0,-0.11997389047950519
3.0,-0.10654740724501582
4.0,-0.09480882321865468
5.0,-0.08457471962203043
6.0,-0.07565439881064294
7.0,-0.06787928932280074
8.0,-0.06110247961933671
9.0,-0.05519568693918533
10.0,-0.0500473272641556
11.0,-0.04555990341213098
12.0,-0.041648683495393794
13.0,-0.03823956021754638
14.0,-0.035268199441426465
15.0,-0.032678266685634554
16.0,-0.030420919038223238
17.0,-0.028453330802447396
18.0,-0.026738419627633868
19.0,-0.025244656493776226
20.0,-0.023940605982591984
21.0,-0.022805854558189353
22.0,-0.021817459512403117
23.0,-0.020952826373796345
24.0,-0.020199398191286983
25.0,-0.019545164144829114
26.0,-0.01897430026531078
27.0,-0.018476912404079265
28.0,-0.018042390304560705
29.0,-0.017661197080797362
30.0,-0.017333572027246377
31.0,-0.017043777250436678
32.0,-0.01679365379437334
33.0,-0.016573873346185396
34.0,-0.01638156638954819
35.0,-0.016217158772055942
36.0,-0.016073609057014868
37.0,-0.015948830897650392
38.0,-0.015838856935322238
39.0,-0.015740564894119225
40.0,-0.01566062478072146
41.0,-0.01558701179334309
42.0,-0.015523494676382523
43.0,-0.015470073952186563
44.0,-0.01542237927161526
45.0,-0.01537825859135387
46.0,-0.015344424278545382
47.0,-0.015329389526470345
48.0,-0.015306454394151075
49.0,-0.015293714539952229
50.0,-0.015289733992559016
51.0,-0.015289197403142748
52.0,-0.015267808418984775
53.0,-0.015250548223553085
54.0,-11.379464579907264
55.0,-30.103217756227263
56.0,-26.430906307045355
57.0,-23.258851031268065
58.0,-20.525256700243666
59.0,-18.169762180469963
60.0,-16.139476008100473
61.0,-14.389723681567581
62.0,-12.881649969878035
63.0,-11.581953746254355
64.0,-10.46177111881519
65.0,-9.496371273204321
66.0,-8.664310928266216
67.0,-7.94722182611494
68.0,-7.329175907095707
69.0,-6.79652946026428
70.0,-6.337451275999611
71.0,-5.941806945886981
72.0,-5.6010677398953055
73.0,-5.307238531716329
74.0,-5.053750284672938
75.0,-4.835738677524246
76.0,-4.647044163694064
77.0,-4.485327289292887
78.0,-4.344937425249159
79.0,-4.224696680642271
80.0,-4.120949738810785
81.0,-4.032053696241757
82.0,-3.9545533350040323
83.0,-3.8882836130873972
84.0,-3.8308486207893915
85.0,-3.7815924785835997
86.0,-3.7386031642801547
87.0,-3.7021110926385576
88.0,-3.6700011453577055
89.0,-3.642850697581412
90.0,-3.619354267362762
91.0,-3.601507080083755
92.0,-3.5835526463746032
93.0,-3.5692222536221365
94.0,-3.555800124118844
95.0,-3.544811605104462
96.0,-3.5339580119953133
97.0,-3.52880448991559
98.0,-3.521276167290205
99.0,-3.5178318332062526
100.0,-3.5167568214230105
101.0,-3.5162171808650635
102.0,-3.516013521299262
103.0,-3.5156982747720518
104.0,-3.5154357962643035
105.0,-3.5151644874310257
106.0,-3.5148962175131144
