time,spring,awanui,poukawa,pk4,pk4-spr-diff,pk4-conf-diff
1.0,13.48329120151842,13.484247286092206,13.479060717965693,13.48329120151842,5.893291201518419,-0.46878774585000293
2.0,11.997389047950518,11.968987020448187,11.999424091212221,11.997389047950518,4.403932381283852,-1.9546898994179038
3.0,10.654740724501583,10.628122387944526,10.657034641551508,10.654740724501583,3.0619267845015834,-3.248364538656313
4.0,9.480882321865467,9.457014255108847,9.48295171660737,9.480882321865467,1.8892317778654677,-4.373249257081902
5.0,8.457471962203043,8.436110713175822,8.45930716520045,8.457471962203043,0.8672938102030434,-5.3476859325338
6.0,7.565439881064294,7.546270485406556,7.567068003968261,7.565439881064294,-0.023501422935705563,-6.190744329462022
7.0,6.7879289322800735,6.770671846679896,6.789376707129937,6.7879289322800735,-0.7986594917199259,-6.9192815940357155
8.0,6.110247961933671,6.09465654489629,6.111538115930157,6.110247961933671,-1.4751697740663285,-7.5479888801715935
9.0,5.519568693918533,5.5054302890568865,5.520721899727671,5.519568693918533,-2.0647268260814666,-8.089694463976205
10.0,5.00473272641556,4.991859547860178,5.00576611174541,5.00473272641556,-2.5785433295844387,-8.55555674726865
11.0,4.555990341213098,4.544221218426305,4.556919757089014,4.555990341213098,-3.024805666786901,-8.955325448260586
12.0,4.164868349539379,4.154060235482949,4.16570666809631,4.164868349539379,-3.41436814646062,-9.297473755723779
13.0,3.823956021754638,3.813986850746324,3.824715417691466,3.823956021754638,-3.7523869142453616,-9.589412399297995
14.0,3.5268199441426464,3.517580686443966,3.527510075164604,3.5268199441426464,-4.046862383857353,-9.83757479269946
15.0,3.267826668563455,3.259224921304592,3.268456891391366,3.267826668563455,-4.303741819436544,-10.047594384068125
16.0,3.0420919038223238,3.0340445367927207,3.042669466156315,3.0420919038223238,-4.526601344177675,-10.22435546459873
17.0,2.8453330802447394,2.8377701536013964,2.8458651615624366,2.8453330802447394,-4.72072525575526,-10.372140603965788
18.0,2.6738419627633867,2.666700100689538,2.6743340176559873,2.6738419627633867,-4.890527109236612,-10.494658037236615
19.0,2.5244656493776225,2.5176682364183423,2.5249240701550644,2.5244656493776225,-5.038554998622377,-10.595060666411852
