kper,kstp,k,i,j,SPq
1,1,0,32,30,-0.0662808783129996
1,1,0,33,30,-0.06556896707868444
1,1,0,33,31,-0.05993420086000838
1,1,0,33,32,-0.060319048625847346
1,1,0,33,33,-0.05891309600117417
1,1,0,34,30,-0.06024672981420982
1,1,0,34,31,-0.06053088628731548
1,1,0,34,33,-0.05891829199193602
1,1,0,35,33,-0.0589225258840223
1,1,0,36,32,-0.05893291201518419
1,1,0,36,33,-0.0589258148282259
1,1,0,37,32,-0.05893511321185815
2,1,0,32,30,-0.119704887423362
2,1,0,33,30,-0.11976155487739976
2,1,0,33,31,-0.11979544819020677
2,1,0,33,32,-0.11982261951450376
2,1,0,33,33,-0.11984228382994977
2,1,0,34,30,-0.11981725755576465
2,1,0,34,31,-0.11985154302737083
2,1,0,34,33,-0.11989805973107862
2,1,0,35,33,-0.11994719272577359
2,1,0,36,32,-0.11997389047950519
2,1,0,36,33,-0.11999268109881771
2,1,0,37,32,-0.12001729892889763
2,2,0,32,30,-0.1062947670879235
2,2,0,33,30,-0.10634770175126974
2,2,0,33,31,-0.10637909041392613
2,2,0,33,32,-0.10640437683608443
2,2,0,33,33,-0.10642285663997703
2,2,0,34,30,-0.10639977671020391
2,2,0,34,31,-0.10643178480093403
2,2,0,34,33,-0.10647564954779418
2,2,0,35,33,-0.1065222374439344
2,2,0,36,32,-0.10654740724501582
2,2,0,36,33,-0.10656547570409934
2,2,0,37,32,-0.10658870671792396
2,3,0,32,30,-0.09458191652169182
2,3,0,33,30,-0.09462950351262786
2,3,0,33,31,-0.09465753211529876
2,3,0,33,32,-0.09468012439604896
2,3,0,33,33,-0.09469665402482136
2,3,0,34,30,-0.09467633262645751
2,3,0,34,31,-0.09470492093400014
2,3,0,34,33,-0.09474413150815321
2,3,0,35,33,-0.09478604788752616
2,3,0,36,32,-0.09480882321865468
2,3,0,36,33,-0.09482496678580608
2,3,0,37,32,-0.0948460188998291
2,4,0,32,30,-0.08437121433698583
2,4,0,33,30,-0.0844139809091174
2,4,0,33,31,-0.08443895322323443
2,4,0,33,32,-0.08445908289908358
2,4,0,33,33,-0.08447381233089893
2,4,0,34,30,-0.0844560689656529
2,4,0,34,31,-0.0844815305285654
2,4,0,34,33,-0.08451644654974276
2,4,0,35,33,-0.08455409780271246
2,4,0,36,32,-0.08457471962203043
2,4,0,36,33,-0.0845890671983331
2,4,0,37,32,-0.08460816092746377
2,5,0,32,30,-0.07547135093334077
2,5,0,33,30,-0.07550990617382483
2,5,0,33,31,-0.07553220578691022
2,5,0,33,32,-0.0755501808172808
2,5,0,33,33,-0.07556333378182481
2,5,0,34,30,-0.07554785197708878
2,5,0,34,31,-0.07557057849665783
2,5,0,34,33,-0.07560173483009827
2,5,0,35,33,-0.07563565735153946
2,5,0,36,32,-0.07565439881064294
2,5,0,36,33,-0.07566717273307559
2,5,0,37,32,-0.07568455555873448
2,6,0,32,30,-0.06771408925135874
2,6,0,33,30,-0.06774896963742875
2,6,0,33,31,-0.06776893816012745
2,6,0,33,32,-0.06778503437914671
2,6,0,33,33,-0.06779681293069977
2,6,0,34,30,-0.06778330096917681
2,6,0,34,31,-0.06780364172663987
2,6,0,34,33,-0.06783151950561081
2,6,0,35,33,-0.06786218852468487
2,6,0,36,32,-0.06787928932280074
2,6,0,36,33,-0.0678906912702494
2,6,0,37,32,-0.06790658236218072
2,7,0,32,30,-0.06095282482533913
2,7,0,33,30,-0.06098450552851101
2,7,0,33,31,-0.061002442676103476
2,7,0,33,32,-0.06101690111570623
2,7,0,33,33,-0.06102748121512538
2,7,0,34,30,-0.061015689598921966
2,7,0,34,31,-0.06103395159369659
2,7,0,34,33,-0.06105897143760862
2,7,0,35,33,-0.061086807217615745
2,7,0,36,32,-0.06110247961933671
2,7,0,36,33,-0.06111268523334582
2,7,0,37,32,-0.06112727644677602
2,8,0,32,30,-0.0550595935096756
2,8,0,33,30,-0.05508848172949096
2,8,0,33,31,-0.05510464786324744
2,8,0,33,32,-0.05511767899055886
2,8,0,33,33,-0.055127215022931
2,8,0,34,30,-0.05511691923473807
2,8,0,34,31,-0.055133368624567254
2,8,0,34,33,-0.055155897764699646
2,8,0,35,33,-0.055181261302986576
2,8,0,36,32,-0.05519568693918533
2,8,0,36,33,-0.055204850320524634
2,8,0,37,32,-0.05521830814225837
2,9,0,32,30,-0.049923041695213714
2,9,0,33,30,-0.049949499706705536
2,9,0,33,31,-0.04996412264411092
2,9,0,33,32,-0.04997590948898897
2,9,0,33,33,-0.04998453494820998
2,9,0,34,30,-0.04997554678846911
2,9,0,34,31,-0.049990417030279496
2,9,0,34,33,-0.05001077489883349
2,9,0,35,33,-0.050033986477826836
2,9,0,36,32,-0.0500473272641556
2,9,0,36,33,-0.050055581689977216
2,9,0,37,32,-0.05006805206863275
2,10,0,32,30,-0.04544592246281846
2,10,0,33,30,-0.04547025841004809
2,10,0,33,31,-0.04548353583807654
2,10,0,33,32,-0.04549423838799486
2,10,0,33,33,-0.04550207075641738
2,10,0,34,30,-0.045494218350024145
2,10,0,34,31,-0.04550771143672753
2,10,0,34,33,-0.045526177166851936
2,10,0,35,33,-0.04554751010425753
2,10,0,36,32,-0.04555990341213098
