kper,kstp,k,i,j,PWq
1,1,0,22,40,-20.866098195225476
1,1,0,23,40,-20.53357721637422
1,1,0,24,39,-20.288923516480445
1,1,0,25,39,-19.35896470506771
1,1,0,26,38,-20.324694870170553
1,1,0,27,38,-20.38075509248138
1,1,0,28,38,-13.604181233124272
1,1,0,29,37,-19.608721810815787
1,1,0,30,37,-18.578523580622306
1,1,0,31,37,-17.66478543854404
1,1,0,32,36,-17.676899623843155
1,1,0,33,36,-17.40547339301755
1,1,0,34,37,-17.611798840062136
1,1,0,35,37,-17.40243479829242
1,1,0,36,37,-17.640182153897076
1,1,0,37,37,-17.067946652057987
1,1,0,38,37,-16.57963348160471
1,1,0,39,38,-16.55944705052767
1,1,0,40,38,-16.28350811515024
1,1,0,41,38,-16.13344572581007
1,1,0,42,38,-16.18722005598994
1,1,0,43,38,-16.18086422690609
1,1,0,44,38,-16.216431428437858
1,1,0,45,37,-8.94341484152364
1,1,0,45,38,-16.09904279333098
2,1,0,22,40,-35.75508865553801
2,1,0,23,40,-35.762668943452574
2,1,0,24,39,-35.78776592187404
2,1,0,25,39,-35.795338004807164
2,1,0,26,38,-35.81683311405849
2,1,0,27,38,-35.82241392228548
2,1,0,28,38,-35.804306945518675
2,1,0,29,37,-35.86813475156676
2,1,0,30,37,-35.89056757236892
2,1,0,31,37,-35.901932032538596
2,1,0,32,36,-35.9354366292941
2,1,0,33,36,-35.954447812145915
2,1,0,34,37,-35.97934257048585
2,1,0,35,37,-35.987588699441034
2,1,0,36,37,-35.998272273636665
2,1,0,37,37,-36.00963329717921
2,1,0,38,37,-36.021230657740084
2,1,0,39,38,-36.033330301985195
2,1,0,40,38,-36.037304722923544
2,1,0,41,38,-36.041763805977595
2,1,0,42,38,-36.04556448330891
2,1,0,43,38,-36.04825906792838
2,1,0,44,38,-36.049641626038564
2,1,0,45,37,-36.053942125632446
2,1,0,45,38,-36.04975317852123
2,2,0,22,40,-31.737367771158205
2,2,0,23,40,-31.744860412423755
2,2,0,24,39,-31.769048789446884
2,2,0,25,39,-31.776442662161696
2,2,0,26,38,-31.79725347536794
2,2,0,27,38,-31.802931641641376
2,2,0,28,38,-31.787980669189874
2,2,0,29,37,-31.84732032611319
2,2,0,30,37,-31.868704453097408
2,2,0,31,37,-31.879466654030068
2,2,0,32,36,-31.910945136520716
2,2,0,33,36,-31.929030159003318
2,2,0,34,37,-31.953037029299008
2,2,0,35,37,-31.96089927849666
2,2,0,36,37,-31.971103924654525
2,2,0,37,37,-31.98197571849439
2,2,0,38,37,-31.99309123946542
2,2,0,39,38,-32.00514322166154
2,2,0,40,38,-32.00899723812934
2,2,0,41,38,-32.01335244177773
2,2,0,42,38,-32.01710609502679
2,2,0,43,38,-32.019821160329165
2,2,0,44,38,-32.021288096918084
2,2,0,45,37,-32.02524311230654
2,2,0,45,38,-32.021518054317106
2,3,0,22,40,-28.238632502561803
2,3,0,23,40,-28.245369965960073
2,3,0,24,39,-28.267085489726043
2,3,0,25,39,-28.27374047033113
2,3,0,26,38,-28.29247181527454
2,3,0,27,38,-28.297634107351158
2,3,0,28,38,-28.28465557579975
2,3,0,29,37,-28.337665314579347
2,3,0,30,37,-28.356863261625392
2,3,0,31,37,-28.36651452926823
2,3,0,32,36,-28.394732848602672
2,3,0,33,36,-28.410987509989845
2,3,0,34,37,-28.432603450452483
2,3,0,35,37,-28.439674821749712
2,3,0,36,37,-28.448855149822112
2,3,0,37,37,-28.458637213591462
2,3,0,38,37,-28.46863893511199
2,3,0,39,38,-28.479528447031345
2,3,0,40,38,-28.483002285840954
2,3,0,41,38,-28.486932599838127
2,3,0,42,38,-28.490325999368785
2,3,0,43,38,-28.492787783038878
2,3,0,44,38,-28.494127412655537
2,3,0,45,37,-28.497677184730623
2,3,0,45,38,-28.49435095475539
2,4,0,22,40,-25.18894507357745
2,4,0,23,40,-25.195011942120466
2,4,0,24,39,-25.21453305091874
2,4,0,25,39,-25.220527219690126
2,4,0,26,38,-25.237398865702854
2,4,0,27,38,-25.24208952627999
2,4,0,28,38,-25.230798392283063
2,4,0,29,37,-25.278178330299497
2,4,0,30,37,-25.295401947290216
2,4,0,31,37,-25.30405029819604
2,4,0,32,36,-25.32933161570581
2,4,0,33,36,-25.343918432210614
2,4,0,34,37,-25.36333043616
2,4,0,35,37,-25.36967860105468
2,4,0,36,37,-25.37792149560135
2,4,0,37,37,-25.386705702493956
2,4,0,38,37,-25.395687092363012
2,4,0,39,38,-25.40548287800666
2,4,0,40,38,-25.408605685564588
2,4,0,41,38,-25.41214143472643
2,4,0,42,38,-25.415197267696506
2,4,0,43,38,-25.417417878514165
2,4,0,44,38,-25.41863116339244
2,4,0,45,37,-25.421820027787497
2,4,0,45,38,-25.418840628558932
2,5,0,22,40,-22.530799720041063
2,5,0,23,40,-22.5362806292454
2,5,0,24,39,-22.553885143933428
2,5,0,25,39,-22.55930168134163
2,5,0,26,38,-22.574548048981242
2,5,0,27,38,-22.578825627917382
2,5,0,28,38,-22.56900257288743
2,5,0,29,37,-22.611467166072863
2,5,0,30,37,-22.626965284288403
2,5,0,31,37,-22.63473727721408
2,5,0,32,36,-22.657453020539016
2,5,0,33,36,-22.670581906868932
2,5,0,34,37,-22.688065591581417
2,5,0,35,37,-22.693781232159502
2,5,0,36,37,-22.701204011904785
2,5,0,37,37,-22.709114934280244
2,5,0,38,37,-22.717203026736385
2,5,0,39,38,-22.726038752658116
2,5,0,40,38,-22.728853883573713
2,5,0,41,38,-22.732043688501086
2,5,0,42,38,-22.734803436624254
2,5,0,43,38,-22.736812334577017
2,5,0,44,38,-22.73791440773227
2,5,0,45,37,-22.740788148020705
2,5,0,45,38,-22.738111013998086
2,6,0,22,40,-20.213930933628557
2,6,0,23,40,-20.218901164302757
2,6,0,24,39,-20.234834882491157
2,6,0,25,39,-20.239747710702307
2,6,0,26,38,-20.253576447869335
2,6,0,27,38,-20.257493397641234
2,6,0,28,38,-20.248948939842805
2,6,0,29,37,-20.287125480954266
2,6,0,30,37,-20.3011173922194
2,6,0,31,37,-20.308124482302823
2,6,0,32,36,-20.328601250106164
2,6,0,33,36,-20.340457650909354
2,6,0,34,37,-20.356258573350818
2,6,0,35,37,-20.36142249027556
2,6,0,36,37,-20.36813012138981
2,6,0,37,37,-20.37527976960053
2,6,0,38,37,-20.382589371840638
2,6,0,39,38,-20.390588765301555
2,6,0,40,38,-20.393135885953484
2,6,0,41,38,-20.39602434288468
2,6,0,42,38,-20.39852615144179
2,6,0,43,38,-20.40035059139216
2,6,0,44,38,-20.401355762495637
2,6,0,45,37,-20.403954863233096
2,6,0,45,38,-20.401541170123405
2,7,0,22,40,-18.194525162860835
2,7,0,23,40,-18.19905029890163
2,7,0,24,39,-18.21352810144659
2,7,0,25,39,-18.218002120576923
2,7,0,26,38,-18.230596179402262
2,7,0,27,38,-18.234199309211284
2,7,0,28,38,-18.22677015606704
2,7,0,29,37,-18.26121249143337
2,7,0,30,37,-18.2738934986359
2,7,0,31,37,-18.280234787485423
2,7,0,32,36,-18.298762402295786
2,7,0,33,36,-18.30951108441648
2,7,0,34,37,-18.3238467002474
2,7,0,35,37,-18.328529961920157
2,7,0,36,37,-18.33461434779047
2,7,0,37,37,-18.341100294488022
2,7,0,38,37,-18.347730933847615
2,7,0,39,38,-18.35500037876231
2,7,0,40,38,-18.357313602750864
2,7,0,41,38,-18.359939060271333
2,7,0,42,38,-18.36221576250219
2,7,0,43,38,-18.36387922428261
2,7,0,44,38,-18.364799806639486
2,7,0,45,37,-18.367159454286877
2,7,0,45,38,-18.36497539114559
2,8,0,22,40,-16.434390989256872
2,8,0,23,40,-16.438528109651752
2,8,0,24,39,-16.45173642329884
2,8,0,25,39,-16.45582769263276
2,8,0,26,38,-16.46734450979433
2,8,0,27,38,-16.470673540495433
2,8,0,28,38,-16.46421554301026
2,8,0,29,37,-16.49539951009964
2,8,0,30,37,-16.506935840987534
2,8,0,31,37,-16.51269584338526
2,8,0,32,36,-16.52952201512288
2,8,0,33,36,-16.539303696456173
2,8,0,34,37,-16.55236059849505
2,8,0,35,37,-16.556624654238693
2,8,0,36,37,-16.562165699183012
2,8,0,37,37,-16.568073304800482
2,8,0,38,37,-16.574112566936208
2,8,0,39,38,-16.58074677393024
2,8,0,40,38,-16.582856429841808
2,8,0,41,38,-16.585252998522876
2,8,0,42,38,-16.58733378064593
2,8,0,43,38,-16.588857134602755
2,8,0,44,38,-16.58970411528834
2,8,0,45,37,-16.591855127480585
2,8,0,45,38,-16.589871199148345
2,9,0,22,40,-14.90024020341723
2,9,0,23,40,-14.904039213357695
2,9,0,24,39,-14.916141585549141
2,9,0,25,39,-14.919899548645269
2,9,0,26,38,-14.930478583094004
2,9,0,27,38,-14.933569307511089
2,9,0,28,38,-14.92795878012289
2,9,0,29,37,-14.95630647996807
2,9,0,30,37,-14.96684726792375
2,9,0,31,37,-14.97210162333863
2,9,0,32,36,-14.987447447267813
2,9,0,33,36,-14.996387844250975
2,9,0,34,37,-15.008331807007687
2,9,0,35,37,-15.012230751758754
2,9,0,36,37,-15.01729833523623
2,9,0,37,37,-15.022701700949732
2,9,0,38,37,-15.028225084543482
2,9,0,39,38,-15.03430458190836
2,9,0,40,38,-15.03623649571051
2,9,0,41,38,-15.03843320487419
2,9,0,42,38,-15.040342924562793
2,9,0,43,38,-15.041743948155254
2,9,0,44,38,-15.042526644703798
2,9,0,45,37,-15.044495730658312
2,9,0,45,38,-15.04268625540642
2,10,0,22,40,-13.563059316720192
2,10,0,23,40,-13.566563521332672
2,10,0,24,39,-13.577701338068264
2,10,0,25,39,-13.581168467326284
2,10,0,26,38,-13.590928913869748
2,10,0,27,38,-13.593811301992357
2,10,0,28,38,-13.588938399474271
2,10,0,29,37,-13.614810089112765
2,10,0,30,37,-13.624480910176361
2,10,0,31,37,-13.629293496763962
2,10,0,32,36,-13.643346299159703
2,10,0,33,36,-13.651551808243688
2,10,0,34,37,-13.662524063991064
2,10,0,35,37,-13.666104489783745
2,10,0,36,37,-13.670759271267043
2,10,0,37,37,-13.675723287685553
2,10,0,38,37,-13.680797462000415
2,10,0,39,38,-13.686394523011003
2,10,0,40,38,-13.688171833070232
2,10,0,41,38,-13.690194709917392
2,10,0,42,38,-13.691955634611325
2,10,0,43,38,-13.693250250992234
2,10,0,44,38,-13.693977053051555
2,10,0,45,37,-13.695787650110944
2,10,0,45,38,-13.694130215958612
2,11,0,22,40,-12.397558733572422
2,11,0,23,40,-12.40080610547509
2,11,0,24,39,-12.411103856715691
2,11,0,25,39,-12.414317828627683
2,11,0,26,38,-12.423366036341845
2,11,0,27,38,-12.426067481129923
2,11,0,28,38,-12.421838565483405
2,11,0,29,37,-12.445556126692255
2,11,0,30,37,-12.454470970426822
2,11,0,31,37,-12.458899573052786
2,11,0,32,36,-12.471828164432363
2,11,0,33,36,-12.479394792113693
2,11,0,34,37,-12.48952179750463
2,11,0,35,37,-12.492824891486897
2,11,0,36,37,-12.49712000428893
2,11,0,37,37,-12.50170092791867
2,11,0,38,37,-12.506383124814896
2,11,0,39,38,-12.511558615887708
2,11,0,40,38,-12.513200847208505
2,11,0,41,38,-12.515071834918384
2,11,0,42,38,-12.5167027567119
2,11,0,43,38,-12.517904405118514
2,11,0,44,38,-12.518582349559656
2,11,0,45,37,-12.520254724237024
2,11,0,45,38,-12.51872982515051
2,12,0,22,40,-11.38169710641643
2,12,0,23,40,-11.384720482874593
2,12,0,24,39,-11.394285337432102
2,12,0,25,39,-11.397278306031112
2,12,0,26,38,-11.405704435675236
2,12,0,27,38,-11.408247510171588
2,12,0,28,38,-11.404578815299303
2,12,0,29,37,-11.426414765159652
2,12,0,30,37,-11.434668361675365
2,12,0,31,37,-11.438761197469072
2,12,0,32,36,-11.450707071628576
2,12,0,33,36,-11.457715161945256
2,12,0,34,37,-11.467103705381534
2,12,0,35,37,-11.470164773374334
2,12,0,36,37,-11.474146253074398
2,12,0,37,37,-11.478393414570922
2,12,0,38,37,-11.482734399245697
2,12,0,39,38,-11.487543522075779
2,12,0,40,38,-11.489068343890095
2,12,0,41,38,-11.490807321501283
2,12,0,42,38,-11.492325246079574
2,12,0,43,38,-11.493446087622983
2,12,0,44,38,-11.49408158846678
2,12,0,45,37,-11.495633570098327
2,12,0,45,38,-11.494224175143161
2,13,0,22,40,-10.496261573565477
2,13,0,23,40,-10.49908986997954
2,13,0,24,39,-10.508016650670001
2,13,0,25,39,-10.51081734985445
2,13,0,26,38,-10.518702573868719
2,13,0,27,38,-10.521108274970953
2,13,0,28,38,-10.517928963258656
2,13,0,29,37,-10.538128942571094
