kper,kstp,time,k,i,j,PWq
1,1,1.0,0,22,40,-153.0363917556831
1,1,1.0,0,23,40,-135.7943192670199
1,1,1.0,0,24,39,-122.34140210742157
1,1,1.0,0,25,39,-87.6564865837496
1,1,1.0,0,26,38,-115.64507264212045
1,1,1.0,0,27,38,-114.95577728099977
1,1,1.0,0,28,38,83.60312967363836
1,1,1.0,0,29,37,-76.49533750902481
1,1,1.0,0,30,37,-40.31239029164692
1,1,1.0,0,31,37,-10.024822728972822
1,1,1.0,0,32,36,-9.793182943394527
1,1,1.0,0,33,36,-0.402013914977033
1,1,1.0,0,34,37,-8.590222581498324
1,1,1.0,0,35,37,-2.7688444664811414
1,1,1.0,0,36,37,-12.590516056254728
1,1,1.0,0,37,37,3.2660002055558834
1,1,1.0,0,38,37,15.670455972001378
1,1,1.0,0,39,38,9.14082862713849
1,1,1.0,0,40,38,16.11282523882892
1,1,1.0,0,41,38,18.1685954709792
1,1,1.0,0,42,38,13.159449989342875
1,1,1.0,0,43,38,9.795817593214792
1,1,1.0,0,44,38,4.753863148659775
1,1,1.0,0,45,37,240.4397536421567
1,1,1.0,0,45,38,5.04025843459624
2,1,2.0,0,22,40,-153.13903364365945
2,1,2.0,0,23,40,-135.90127752277795
2,1,2.0,0,24,39,-122.45299137666223
2,1,2.0,0,25,39,-87.76946496496691
2,1,2.0,0,26,38,-115.75784561056867
2,1,2.0,0,27,38,-115.06419071247251
2,1,2.0,0,28,38,83.54846321227387
2,1,2.0,0,29,37,-76.59168584229155
2,1,2.0,0,30,37,-40.41736550248868
2,1,2.0,0,31,37,-10.134818018639749
2,1,2.0,0,32,36,-9.910704783449091
2,1,2.0,0,33,36,-0.520881837225943
2,1,2.0,0,34,37,-8.708145452124995
2,1,2.0,0,35,37,-2.88698505080265
2,1,2.0,0,36,37,-12.70884110713132
2,1,2.0,0,37,37,3.14745206466489
2,1,2.0,0,38,37,15.551366174557302
2,1,2.0,0,39,38,9.02321335025647
2,1,2.0,0,40,38,15.995075011658514
2,1,2.0,0,41,38,18.050901567044093
2,1,2.0,0,42,38,13.041966819358663
2,1,2.0,0,43,38,9.678654962202927
2,1,2.0,0,44,38,4.637243451555037
2,1,2.0,0,45,37,240.32268310847223
2,1,2.0,0,45,38,4.924448689757469
2,2,3.0,0,22,40,-153.2065962769325
2,2,3.0,0,23,40,-135.9754627346481
2,2,3.0,0,24,39,-122.53597084281364
2,2,3.0,0,25,39,-87.85516636800105
2,2,3.0,0,26,38,-115.84508340621699
2,2,3.0,0,27,38,-115.14940979558548
2,2,3.0,0,28,38,83.48656843523645
2,2,3.0,0,29,37,-76.67325129862331
2,2,3.0,0,30,37,-40.50291732334233
2,2,3.0,0,31,37,-10.223278023345642
2,2,3.0,0,32,36,-10.007497575405523
2,2,3.0,0,33,36,-0.6197704130894408
2,2,3.0,0,34,37,-8.805739456012134
2,2,3.0,0,35,37,-2.984979423212735
2,2,3.0,0,36,37,-12.807162026760238
2,2,3.0,0,37,37,3.0488195017279622
2,2,3.0,0,38,37,15.452155230674066
2,2,3.0,0,39,38,8.92642127766294
2,2,3.0,0,40,38,15.898223741889524
2,2,3.0,0,41,38,17.95418143666518
2,2,3.0,0,42,38,12.94559839693568
2,2,3.0,0,43,38,9.582874997368094
2,2,3.0,0,44,38,4.542312438000636
2,2,3.0,0,45,37,240.22675815162472
2,2,3.0,0,45,38,4.830509693020986
2,3,4.0,0,22,40,-153.34911132574882
2,3,4.0,0,23,40,-136.12486966487063
2,3,4.0,0,24,39,-122.69756294995966
2,3,4.0,0,25,39,-88.01996372399901
2,3,4.0,0,26,38,-116.01342290611785
2,3,4.0,0,27,38,-115.31530442908297
