kper,kstp,time,k,i,j,SPq
1,1,1.0,0,32,30,-592.4385304153739
1,1,1.0,0,33,30,-500.4680733123514
1,1,1.0,0,33,31,-22.68083522418783
1,1,1.0,0,33,32,-105.30781568832299
1,1,1.0,0,33,33,-20.11927480477152
1,1,1.0,0,34,30,-70.39584798325268
1,1,1.0,0,34,31,-105.63951478211857
1,1,1.0,0,34,33,-22.474838876817557
1,1,1.0,0,35,33,-35.84473333645292
1,1,1.0,0,36,32,-39.79012022477855
1,1,1.0,0,36,33,-56.28486047550632
1,1,1.0,0,37,32,-69.64384396945206
2,1,2.0,0,32,30,-592.1536385192767
2,1,2.0,0,33,30,-500.26570774602715
2,1,2.0,0,33,31,-22.519973827402282
2,1,2.0,0,33,32,-105.16171163339732
2,1,2.0,0,33,33,-19.976164628775223
2,1,2.0,0,34,30,-70.22762194032202
2,1,2.0,0,34,31,-105.49820526856547
2,1,2.0,0,34,33,-22.345537624763892
2,1,2.0,0,35,33,-35.7180498209882
2,1,2.0,0,36,32,-39.657004946114284
2,1,2.0,0,36,33,-56.155620922544585
2,1,2.0,0,37,32,-69.49625515042771
2,2,3.0,0,32,30,-591.8073532395792
2,2,3.0,0,33,30,-500.0287195404899
2,2,3.0,0,33,31,-22.345033756791054
2,2,3.0,0,33,32,-105.01206344920956
2,2,3.0,0,33,33,-19.83225409926945
2,2,3.0,0,34,30,-70.04059813062577
2,2,3.0,0,34,31,-105.35658768031135
2,2,3.0,0,34,33,-22.223635355629995
2,2,3.0,0,35,33,-35.60095759670821
2,2,3.0,0,36,32,-39.53136164537045
2,2,3.0,0,36,33,-56.034405614992465
2,2,3.0,0,37,32,-69.35115782398316
2,3,4.0,0,32,30,-591.4075796500283
2,3,4.0,0,33,30,-499.7566776867816
2,3,4.0,0,33,31,-22.14611653179054
2,3,4.0,0,33,32,-104.84362819822127
2,3,4.0,0,33,33,-19.669707960795677
2,3,4.0,0,34,30,-69.82902615761486
2,3,4.0,0,34,31,-105.20247372827725
2,3,4.0,0,34,33,-22.0931151273835
2,3,4.0,0,35,33,-35.479225922956175
2,3,4.0,0,36,32,-39.403697177836875
2,3,4.0,0,36,33,-55.90945702918634
2,3,4.0,0,37,32,-69.204532137981
2,4,5.0,0,32,30,-591.9002248588986
2,4,5.0,0,33,30,-500.3317305096798
2,4,5.0,0,33,31,-22.785164516382792
2,4,5.0,0,33,32,-105.55222807365044
2,4,5.0,0,33,33,-20.43183273241175
2,4,5.0,0,34,30,-70.52543712244187
2,4,5.0,0,34,31,-105.93171848748625
2,4,5.0,0,34,33,-22.884071755747755
2,4,5.0,0,35,33,-36.29822737900122
2,4,5.0,0,36,32,-40.23468722759117
2,4,5.0,0,36,33,-56.75399737652333
2,4,5.0,0,37,32,-70.08826695954122
2,5,6.0,0,32,30,-592.0494991789765
2,5,6.0,0,33,30,-500.57182649674905
2,5,6.0,0,33,31,-23.08921148643094
2,5,6.0,0,33,32,-105.93374877714632
2,5,6.0,0,33,33,-20.89080099752755
2,5,6.0,0,34,30,-70.90048159029175
2,5,6.0,0,34,31,-106.33203817527738
2,5,6.0,0,34,33,-23.367287448390016
2,5,6.0,0,35,33,-36.81760207416119
2,5,6.0,0,36,32,-40.77311985891902
2,5,6.0,0,36,33,-57.318362463269295
2,5,6.0,0,37,32,-70.70982051361261
2,6,7.0,0,32,30,-592.9076438526108
2,6,7.0,0,33,30,-501.4463611428573
2,6,7.0,0,33,31,-23.99585008143731
2,6,7.0,0,33,32,-106.9377654214777
2,6,7.0,0,33,33,-22.01410326212317
2,6,7.0,0,34,30,-71.93064257811147
2,6,7.0,0,34,31,-107.35379172492958
2,6,7.0,0,34,33,-24.505984453941892
2,6,7.0,0,35,33,-38.00840272676214
2,6,7.0,0,36,32,-41.99546156249198
2,6,7.0,0,36,33,-58.58548646746749
2,6,7.0,0,37,32,-72.08360209375314
2,7,8.0,0,32,30,-592.6821190898236
2,7,8.0,0,33,30,-501.30947436173847
2,7,8.0,0,33,31,-23.908729492985913
2,7,8.0,0,33,32,-106.92552766050721
2,7,8.0,0,33,33,-22.105265419743773
2,7,8.0,0,34,30,-71.91861692928615
2,7,8.0,0,34,31,-107.3538468892375
2,7,8.0,0,34,33,-24.616835453819476
2,7,8.0,0,35,33,-38.16580416631132
2,7,8.0,0,36,32,-42.17463807978584
2,7,8.0,0,36,33,-58.817033677234576
2,7,8.0,0,37,32,-72.38714155928119
2,8,9.0,0,32,30,-592.4454882875334
2,8,9.0,0,33,30,-501.176460394845
2,8,9.0,0,33,31,-23.830256004470357
2,8,9.0,0,33,32,-106.90824057736154
2,8,9.0,0,33,33,-22.167015917028948
2,8,9.0,0,34,30,-71.88950807863239
2,8,9.0,0,34,31,-107.35457229005533
2,8,9.0,0,34,33,-24.714184882220252
2,8,9.0,0,35,33,-38.30912004505717
2,8,9.0,0,36,32,-42.335553885749505
2,8,9.0,0,36,33,-59.027428035282355
2,8,9.0,0,37,32,-72.65151328902812
2,9,10.0,0,32,30,-592.1680955917273
2,9,10.0,0,33,30,-500.99924131108673
2,9,10.0,0,33,31,-23.70187860439546
2,9,10.0,0,33,32,-106.82491153347019
2,9,10.0,0,33,33,-22.135455192159498
2,9,10.0,0,34,30,-71.79429436320697
2,9,10.0,0,34,31,-107.29662744341385
2,9,10.0,0,34,33,-24.729489959681814
2,9,10.0,0,35,33,-38.37032352923143
2,9,10.0,0,36,32,-42.41665650349751
2,9,10.0,0,36,33,-59.148897936063804
2,9,10.0,0,37,32,-72.81821534549817
2,10,11.0,0,32,30,-592.9367612732894
2,10,11.0,0,33,30,-501.7881946896341
2,10,11.0,0,33,31,-24.50955241680458
2,10,11.0,0,33,32,-107.70008318968394
2,10,11.0,0,33,33,-23.088628988572054
2,10,11.0,0,34,30,-72.70180690063717
2,10,11.0,0,34,31,-108.20389214631996
2,10,11.0,0,34,33,-25.722019636397818
2,10,11.0,0,35,33,-39.42440604251442
2,10,11.0,0,36,32,-43.51203067662482
2,10,11.0,0,36,33,-60.286452653775996
2,10,11.0,0,37,32,-74.06081515169262
2,11,12.0,0,32,30,-592.744907452081
2,11,12.0,0,33,30,-501.7066539130974
2,11,12.0,0,33,31,-24.478686219559677
2,11,12.0,0,33,32,-107.72919746679509
2,11,12.0,0,33,33,-23.18528386514845
2,11,12.0,0,34,30,-72.7467087928353
2,11,12.0,0,34,31,-108.2651441638418
2,11,12.0,0,34,33,-25.858695772220926
2,11,12.0,0,35,33,-39.61994122737542
2,11,12.0,0,36,32,-43.7518403831873
2,11,12.0,0,36,33,-60.565734658443944
2,11,12.0,0,37,32,-74.43097435904019
2,12,13.0,0,32,30,-593.5247506248779
2,12,13.0,0,33,30,-502.5091030969461
2,12,13.0,0,33,31,-25.299582030522288
2,12,13.0,0,33,32,-108.62670646770039
2,12,13.0,0,33,33,-24.174984646574558
2,12,13.0,0,34,30,-73.6949401374186
2,12,13.0,0,34,31,-109.20050058576544
2,12,13.0,0,34,33,-26.884786649830858
2,12,13.0,0,35,33,-40.71814584025742
2,12,13.0,0,36,32,-44.91018303837791
2,12,13.0,0,36,33,-61.76838507111097
2,12,13.0,0,37,32,-75.77187988596143
2,13,14.0,0,32,30,-593.992117704468
