kper,kstp,time,k,i,j,CONFq
1,1,1.0,0,1,27,4.915455379448156
1,1,1.0,0,1,28,4.911467934388066
1,1,1.0,0,1,29,4.906463054101646
1,1,1.0,0,1,30,4.901324559990936
1,1,1.0,0,1,31,4.896323447359041
1,1,1.0,0,1,32,4.8915254583242245
1,1,1.0,0,1,33,4.886922156468129
1,1,1.0,0,1,34,4.882474084781013
1,1,1.0,0,1,35,4.878127100878732
1,1,1.0,0,1,36,4.87381937000867
1,1,1.0,0,1,37,4.869485621607101
1,1,1.0,0,1,38,4.865062904895202
1,1,1.0,0,1,39,4.860504878776899
1,1,1.0,0,1,40,4.855823735374324
1,1,1.0,0,1,41,4.851219254849328
1,1,1.0,0,1,42,4.847495669849286
1,1,1.0,0,2,24,4.9488760776122565
1,1,1.0,0,2,25,4.942814804744277
1,1,1.0,0,2,26,4.934246546574352
1,1,1.0,0,2,27,4.923490628270606
1,1,1.0,0,2,28,4.916530515080041
1,1,1.0,0,2,29,4.910638476804728
1,1,1.0,0,2,30,4.905228218013052
1,1,1.0,0,2,31,4.900157162011519
1,1,1.0,0,2,32,4.895364317823278
1,1,1.0,0,2,33,4.890797602974233
1,1,1.0,0,2,34,4.88640086552436
1,1,1.0,0,2,35,4.882112759700064
1,1,1.0,0,2,36,4.877867167832532
1,1,1.0,0,2,37,4.873593147955919
1,1,1.0,0,2,38,4.869213535517284
1,1,1.0,0,2,39,4.8646400657079205
1,1,1.0,0,2,40,4.859755843220615
1,1,1.0,0,2,41,4.85434386272704
1,1,1.0,0,2,42,4.847774582138532
1,1,1.0,0,2,43,4.8375885368818405
1,1,1.0,0,2,44,4.822871059602212
1,1,1.0,0,2,45,4.802230335101445
1,1,1.0,0,2,46,4.773904089257908
1,1,1.0,0,2,47,4.795364766032071
1,1,1.0,0,3,21,4.9910501578314665
1,1,1.0,0,3,22,4.983652487195505
1,1,1.0,0,3,23,4.972893746473696
1,1,1.0,0,3,24,4.959007434708029
1,1,1.0,0,3,25,4.94938783342544
1,1,1.0,0,3,26,4.940494537915267
1,1,1.0,0,3,27,4.931791143753291
1,1,1.0,0,3,28,4.924580352962975
1,1,1.0,0,3,29,4.918384051843091
1,1,1.0,0,3,30,4.912840351234474
1,1,1.0,0,3,31,4.907755747980477
1,1,1.0,0,3,32,4.903016311122665
1,1,1.0,0,3,33,4.898539117130142
1,1,1.0,0,3,34,4.894251999887395
1,1,1.0,0,3,35,4.890085590554975
1,1,1.0,0,3,36,4.885969479534573
1,1,1.0,0,3,37,4.881828594622467
1,1,1.0,0,3,38,4.87757659222884
1,1,1.0,0,3,39,4.873100849756556
1,1,1.0,0,3,40,4.868226759933954
1,1,1.0,0,3,41,4.862633641701713
1,1,1.0,0,3,42,4.8556736222510875
1,1,1.0,0,3,43,4.846115923759747
1,1,1.0,0,3,44,4.832780182646008
1,1,1.0,0,3,45,4.813887768694022
1,1,1.0,0,3,46,4.786263509973226
1,1,1.0,0,3,47,4.820793186159639
1,1,1.0,0,3,48,4.851294848116796
1,1,1.0,0,4,18,5.038550757247608
1,1,1.0,0,4,19,5.030524464106362
1,1,1.0,0,4,20,5.018474467400546
1,1,1.0,0,4,21,5.002546028748702
1,1,1.0,0,4,22,4.991106825782198
