kper,time,spring,awanui,poukawa,pk4,kstp,pk4-spr-diff,pk4-conf-diff,fliptime
1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1
2,51.0,-0.1807191776997774,-0.16908334994177832,-0.11499528340075305,-0.1807191776997774,51,-0.04176530230022202,-2.2480264423002234,-1
3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1
4,51.0,-0.12085610702525074,-0.12633546086160585,-0.08964928523047533,-0.12085610702525074,51,-0.13950753297474883,-0.8593782629747491,-1
