kper,kstp,time,k,i,j,AWq
1,1,1.0,0,2,46,87.29040892579076
1,1,1.0,0,3,46,115.42635099732263
1,1,1.0,0,4,46,122.13807152243692
1,1,1.0,0,5,45,11.750660272154619
1,1,1.0,0,6,45,6.395376549534717
1,1,1.0,0,7,44,3.8482747629359437
1,1,1.0,0,8,43,9.317894515538
1,1,1.0,0,8,54,38.36809432039661
1,1,1.0,0,9,43,9.08852281060365
1,1,1.0,0,9,52,41.709310359440906
1,1,1.0,0,9,53,40.06408727485257
1,1,1.0,0,10,42,12.309177390992545
1,1,1.0,0,10,50,49.225053548268875
1,1,1.0,0,10,51,46.92789164268015
1,1,1.0,0,11,42,16.442678823034612
1,1,1.0,0,11,48,55.57391845346092
1,1,1.0,0,11,49,35.115722468773924
1,1,1.0,0,12,9,-104.22246880695991
1,1,1.0,0,12,42,15.804950846551492
1,1,1.0,0,12,46,120.07808065214715
1,1,1.0,0,12,47,33.95999962598978
1,1,1.0,0,13,10,-109.35619018332955
1,1,1.0,0,13,42,20.29249600799926
1,1,1.0,0,13,44,79.79594871332529
1,1,1.0,0,13,45,61.235895497635966
1,1,1.0,0,13,52,-205.34425674177044
1,1,1.0,0,13,53,-208.1902827408369
1,1,1.0,0,13,54,-208.30917982439928
1,1,1.0,0,13,55,-209.09390537905995
1,1,1.0,0,14,10,-115.8989276292807
1,1,1.0,0,14,11,-121.5626098647275
1,1,1.0,0,14,41,17.982443628938995
1,1,1.0,0,14,42,27.674837235636005
1,1,1.0,0,14,43,97.55698333140685
1,1,1.0,0,14,50,-190.81217226240506
1,1,1.0,0,14,51,-193.33251591158114
1,1,1.0,0,15,12,-124.6437448077063
1,1,1.0,0,15,13,-131.44109728549722
1,1,1.0,0,15,41,27.430884477793256
1,1,1.0,0,15,48,-180.51276478391105
1,1,1.0,0,15,49,-186.1476795730681
1,1,1.0,0,16,14,123.29249689451763
1,1,1.0,0,16,15,-123.51826277956047
1,1,1.0,0,16,16,-132.53865651338378
1,1,1.0,0,16,17,-126.39250182658384
1,1,1.0,0,16,41,17.960686213718645
1,1,1.0,0,16,46,-173.3093327168067
1,1,1.0,0,16,47,-173.33315653921193
1,1,1.0,0,17,18,-123.29058706131946
1,1,1.0,0,17,41,-10.326797619927106
1,1,1.0,0,17,42,-155.5238513156928
1,1,1.0,0,17,43,-160.45287282832328
1,1,1.0,0,17,44,-164.13786995485623
1,1,1.0,0,17,45,-165.8421248280481
1,1,1.0,0,18,19,-107.25065510099876
1,1,1.0,0,18,20,-119.18905794215232
1,1,1.0,0,18,40,224.33448506045522
1,1,1.0,0,18,42,-150.08822069134578
1,1,1.0,0,19,21,-118.41044715514033
1,1,1.0,0,19,40,195.2700916381557
1,1,1.0,0,19,41,-143.20522859895686
1,1,1.0,0,20,22,-113.5652513844426
1,1,1.0,0,20,39,74.67875955757609
1,1,1.0,0,20,41,-125.36390485652885
1,1,1.0,0,21,23,-114.54640616045356
1,1,1.0,0,21,36,-115.06512222742128
1,1,1.0,0,21,37,-116.52808913817864
1,1,1.0,0,21,38,-113.88603578702748
1,1,1.0,0,21,39,-111.10263918380815
1,1,1.0,0,21,40,-119.03980260858987
