kper,kstp,k,i,j,SPq
1,1,0,32,30,-143.04211885102052
1,1,0,33,30,-135.41767298086972
1,1,0,33,31,-78.87034347399106
1,1,0,33,32,-82.63295780992632
1,1,0,33,33,-68.56368459023281
1,1,0,34,30,-82.08973320920052
1,1,0,34,31,-84.59608072039532
1,1,0,34,33,-68.2606727443632
1,1,0,35,33,-68.14104780827677
1,1,0,36,32,-68.31411225360819
1,1,0,36,33,-68.13387246823254
1,1,0,37,32,-68.39528013698146
2,1,0,32,30,-805.2265144059978
2,1,0,33,30,-804.5047000593551
2,1,0,33,31,-803.5739071383871
2,1,0,33,32,-803.6233177739881
2,1,0,33,33,-803.8622083097698
2,1,0,34,30,-805.835188539296
2,1,0,34,31,-804.4239755249587
2,1,0,34,33,-803.6838373293346
2,1,0,35,33,-804.4105754036581
2,1,0,36,32,-806.274130128628
2,1,0,36,33,-805.656523043301
2,1,0,37,32,-808.2114113047286
2,2,0,32,30,-788.5163536493632
2,2,0,33,30,-787.5351633835263
2,2,0,33,31,-785.9358403859956
2,2,0,33,32,-785.4484337851645
2,2,0,33,33,-785.2533230051642
2,2,0,34,30,-788.7598566061207
2,2,0,34,31,-786.7071587260278
2,2,0,34,33,-785.0118751894446
2,2,0,35,33,-785.8193960792619
2,2,0,36,32,-788.2698507255151
2,2,0,36,33,-787.2415686998046
2,2,0,37,32,-790.4003241089018
2,3,0,32,30,-773.7244334120376
2,3,0,33,30,-772.4800187380304
2,3,0,33,31,-770.3897933374035
2,3,0,33,32,-769.4563844963923
2,3,0,33,33,-768.8767548908703
2,3,0,34,30,-773.4234481489813
2,3,0,34,31,-770.8961946389863
2,3,0,34,33,-768.4149357274496
2,3,0,35,33,-769.0367322867943
2,3,0,36,32,-771.6360403893935
2,3,0,36,33,-770.2881032554362
2,3,0,37,32,-773.5610467001609
2,4,0,32,30,-760.1602886591492
2,4,0,33,30,-758.6514494848033
2,4,0,33,31,-756.1797861660558
2,4,0,33,32,-754.8955207887325
2,4,0,33,33,-754.0125612219664
2,4,0,34,30,-759.29108257573
2,4,0,34,31,-756.3828086587748
2,4,0,34,33,-753.2701397500172
2,4,0,35,33,-753.6252769793454
2,4,0,36,32,-756.2209780990137
2,4,0,36,33,-754.608816429384
2,4,0,37,32,-757.8457918990968
2,5,0,32,30,-747.5536907182445
2,5,0,33,30,-745.7964827195901
2,5,0,33,31,-743.0148206986248
2,5,0,33,32,-741.4441858709714
2,5,0,33,33,-740.3136065853546
2,5,0,34,30,-746.1454615972216
2,5,0,34,31,-742.9203020408332
2,5,0,34,33,-739.28250034132
2,5,0,35,33,-739.3567795911248
2,5,0,36,32,-741.8940693293372
2,5,0,36,33,-740.0542578651505
2,5,0,37,32,-743.2063264370228
2,6,0,32,30,-735.740298654519
2,6,0,33,30,-733.7580902204538
2,6,0,33,31,-730.7180245439502
2,6,0,33,32,-728.9073630595475
2,6,0,33,33,-727.5688698133318
2,6,0,34,30,-733.8405214077919
2,6,0,34,31,-730.3473514977644
2,6,0,34,33,-726.2634640666098
2,6,0,35,33,-726.0680899275377
2,6,0,36,32,-728.5277100856894
2,6,0,36,33,-726.4892463690343
2,6,0,37,32,-729.5414598527342
2,7,0,32,30,-724.6018175691067
2,7,0,33,30,-722.4200221684174
2,7,0,33,31,-719.161733426526
2,7,0,33,32,-717.1469642904108
2,7,0,33,33,-715.631206249944
2,7,0,34,30,-722.2629796837393
2,7,0,34,31,-718.5414819943805
2,7,0,34,33,-714.0750223538138
2,7,0,35,33,-713.6311528263986
2,7,0,36,32,-716.0083776185559
2,7,0,36,33,-713.7964305437297
2,7,0,37,32,-716.7469787478558
2,8,0,32,30,-714.046196530967
2,8,0,33,30,-711.6899285561217
2,8,0,33,31,-708.2462404436559
2,8,0,33,32,-706.0567309848988
2,8,0,33,33,-704.388806901369
2,8,0,34,30,-711.3204118275669
2,8,0,34,31,-707.4039761864441
2,8,0,34,33,-702.6084797965165
2,8,0,35,33,-701.9407508251239
2,8,0,36,32,-704.2372767675977
2,8,0,36,33,-701.8743977432713
2,8,0,37,32,-704.7270456756503
2,9,0,32,30,-703.9993076954727
2,9,0,33,30,-701.4923465644846
2,9,0,33,31,-697.8909236018098
2,9,0,33,32,-695.5514482365099
2,9,0,33,33,-693.7525705779016
2,9,0,34,30,-700.9360031693313
2,9,0,34,31,-696.8533664995614
2,9,0,34,33,-691.7750088552974
2,9,0,35,33,-690.9085866557407
2,9,0,36,32,-693.129066936675
2,9,0,36,33,-690.6355556961718
2,9,0,37,32,-693.3964904366621
2,10,0,32,30,-694.3998751046234
2,10,0,33,30,-691.7641958612876
2,10,0,33,31,-688.0287907995325
2,10,0,33,32,-685.5606608657795
2,10,0,33,33,-683.6491199335532
2,10,0,34,30,-691.0447741850617
2,10,0,34,31,-686.8209659828627
2,10,0,34,33,-681.5000998063871
2,10,0,35,33,-680.4592331123149
2,10,0,36,32,-682.6095517652631
2,10,0,36,33,-680.0036672946101
2,10,0,37,32,-682.6799731608594
2,11,0,32,30,-685.1964046321878
2,11,0,33,30,-682.4520003928916
2,11,0,33,31,-678.603244828347
2,11,0,33,32,-676.0250048445365
2,11,0,33,33,-674.0167488472407
2,11,0,34,30,-681.591145602947
2,11,0,34,31,-677.2481190346425
2,11,0,34,33,-671.7202415539027
2,11,0,35,33,-670.5275667928441
2,11,0,36,32,-672.6139501430841
2,11,0,36,33,-669.9120660500998
2,11,0,37,32,-672.5109488220326
2,12,0,32,30,-676.3451358726007
2,12,0,33,30,-673.509992963148
2,12,0,33,31,-669.565930303795
2,12,0,33,32,-666.8938262080687
2,12,0,33,33,-664.8028510698075
2,12,0,34,30,-672.527214915684
2,12,0,34,31,-668.0842940499924
2,12,0,34,33,-662.3807313832542
2,12,0,35,33,-661.0569669979232
2,12,0,36,32,-663.0855108448854
2,12,0,36,33,-660.3022647014817
2,12,0,37,32,-662.8306500663955
2,13,0,32,30,-667.8085675267594
2,13,0,33,30,-664.8987297411675
2,13,0,33,31,-660.87520698667
2,13,0,33,32,-658.1235255515649
2,13,0,33,33,-655.9621538688828
2,13,0,34,30,-663.8114734800738
2,13,0,34,31,-659.2857025797748
2,13,0,34,33,-653.4341354380338
2,13,0,35,33,-651.9979996422422
2,13,0,36,32,-653.9744283999682
2,13,0,36,33,-651.122862990809
2,13,0,37,32,-653.5871955380184
2,14,0,32,30,-659.5541189071822
2,14,0,33,30,-656.583849054195
2,14,0,33,31,-652.4948765444182
2,14,0,33,32,-649.676249282991
2,14,0,33,33,-647.4553749730002
2,14,0,34,30,-655.4076625929204
2,14,0,34,31,-650.814151516433
2,14,0,34,33,-644.8391149403301
2,14,0,35,33,-643.307412195238
2,14,0,36,32,-645.236981762774
2,14,0,36,33,-642.328718491097
2,14,0,37,32,-644.7348875695548
2,15,0,32,30,-651.5539754062712
2,15,0,33,30,-648.535794974391
2,15,0,33,31,-644.3936544066477
2,15,0,33,32,-641.5191848460862
2,15,0,33,33,-639.24840651919
2,15,0,34,30,-647.2843813760655
2,15,0,34,31,-642.6363939145148
2,15,0,34,33,-636.5595088443653
2,15,0,35,33,-634.9471280277676
2,15,0,36,32,-636.8345484708456
2,15,0,36,33,-633.8798627108123
2,15,0,37,32,-636.2331575749723
2,16,0,32,30,-643.7838566771954
2,16,0,33,30,-640.7287639215896
2,16,0,33,31,-636.544301029076
2,16,0,33,32,-633.6237979176119
2,16,0,33,33,-631.3115923968011
2,16,0,34,30,-639.4142026405642
2,16,0,34,31,-634.7234578712832
2,16,0,34,33,-628.5638294452874
2,16,0,35,33,-626.8839432749618
2,16,0,36,32,-628.7334015135875
2,16,0,36,33,-625.7413898099068
2,16,0,37,32,-628.046521505353
2,17,0,32,30,-636.2225567259553
2,17,0,33,30,-633.1401750951626
2,17,0,33,31,-628.9229665982635
2,17,0,33,32,-625.9650970945405
2,17,0,33,33,-623.6189556460171
2,17,0,34,30,-631.7730818922256
2,17,0,34,31,-627.0499262200176
2,17,0,34,33,-620.8244321253935
2,17,0,35,33,-619.0886485607377
2,17,0,36,32,-620.9038353251395
2,17,0,36,33,-617.8825364999806
2,17,0,37,32,-620.1436771141823
2,18,0,32,30,-628.85153834642
2,18,0,33,30,-625.7502592854968
2,18,0,33,31,-621.5087599808994
2,18,0,33,32,-618.5211815967646
2,18,0,33,33,-616.1477233460483
2,18,0,34,30,-624.3399377289012
2,18,0,34,31,-619.5934998129236
2,18,0,34,33,-613.3170403177307
2,18,0,35,33,-611.5355545744281
2,18,0,36,32,-613.3197012126086
2,18,0,36,33,-610.2762090182471
2,18,0,37,32,-612.4970348821734
2,19,0,32,30,-621.6545772307668
2,19,0,33,30,-618.5416948865106
2,19,0,33,31,-614.2833663247552
2,19,0,33,32,-611.2728423823003
2,19,0,33,33,-608.8779135219213
2,19,0,34,30,-617.0962787547924
2,19,0,34,31,-612.3346066625058
2,19,0,34,33,-606.0203260887027
2,19,0,35,33,-604.2020671596035
2,19,0,36,32,-605.957987679944
2,19,0,36,33,-602.8985530620896
2,19,0,37,32,-605.082291342932
2,20,0,32,30,-614.6174556140783
2,20,0,33,30,-611.4992914828091
2,20,0,33,31,-607.2307152699401
2,20,0,33,32,-604.2032167520638
2,20,0,33,33,-601.7919782798842
2,20,0,34,30,-610.0258763618776
2,20,0,34,31,-605.2560593987491
2,20,0,34,33,-598.9155434287923
2,20,0,35,33,-597.0683117031405
2,20,0,36,32,-598.7984458859539
2,20,0,36,33,-595.7285695712628
2,20,0,37,32,-597.8780448575131
2,21,0,32,30,-607.7276988679798
2,21,0,33,30,-604.609715526158
2,21,0,33,31,-600.3366935086189
2,21,0,33,32,-597.2974892504296
2,21,0,33,33,-594.8744948324351
2,21,0,34,30,-603.1144788368391
2,21,0,34,31,-598.3427559757941
2,21,0,34,33,-591.9862076720377
2,21,0,35,33,-590.1168019469297
2,21,0,36,32,-591.8232571548508
2,21,0,36,33,-588.7477732183938
2,21,0,37,32,-590.865452095054
2,22,0,32,30,-600.9743486100091
2,22,0,33,30,-597.8612524401055
2,22,0,33,31,-593.5888954694594
2,22,0,33,32,-590.5426321495103
2,22,0,33,33,-588.1118972858982
