kper,kstp,k,i,j,CONFq
1,1,0,1,27,5.4919381112094285
1,1,0,1,28,5.490736203596603
1,1,0,1,29,5.489071855224971
1,1,0,1,30,5.487176147113063
1,1,0,1,31,5.485128704611155
1,1,0,1,32,5.4829602412103196
1,1,0,1,33,5.480683160139122
1,1,0,1,34,5.478303020110614
1,1,0,1,35,5.475823720717054
1,1,0,1,36,5.473250590748567
1,1,0,1,37,5.470592943959744
1,1,0,1,38,5.467867650012632
1,1,0,1,39,5.4651067163610065
1,1,0,1,40,5.462376777566295
1,1,0,1,41,5.459835085327867
1,1,0,1,42,5.45790722723525
1,1,0,2,24,5.4996404593377815
1,1,0,2,25,5.498264738577783
1,1,0,2,26,5.496230740802844
1,1,0,2,27,5.493610314607695
1,1,0,2,28,5.491668860013668
1,1,0,2,29,5.489773319666945
1,1,0,2,30,5.487797229639087
1,1,0,2,31,5.485719353047175
1,1,0,2,32,5.483538416853397
1,1,0,2,33,5.481255328019051
1,1,0,2,34,5.4788707133032215
1,1,0,2,35,5.476385663247873
1,1,0,2,36,5.473803029085186
1,1,0,2,37,5.471128451309067
1,1,0,2,38,5.468371074295641
1,1,0,2,39,5.4655433642899585
1,1,0,2,40,5.462655994327383
1,1,0,2,41,5.459688537816055
1,1,0,2,42,5.4564473962024636
1,1,0,2,43,5.451897004116221
1,1,0,2,44,5.447061925051511
1,1,0,2,45,5.441653362423553
1,1,0,2,46,5.43535759807388
1,1,0,2,47,5.438073326339552
1,1,0,3,21,5.507738460763498
1,1,0,3,22,5.506349748543693
1,1,0,3,23,5.504255972573427
1,1,0,3,24,5.5014869893730936
1,1,0,3,25,5.499393733153319
1,1,0,3,26,5.497287751183785
1,1,0,3,27,5.495072895315104
1,1,0,3,28,5.4930238723410625
1,1,0,3,29,5.4910224445022795
1,1,0,3,30,5.488987247410812
1,1,0,3,31,5.4868807489376845
1,1,0,3,32,5.484686545674261
1,1,0,3,33,5.482396360256841
1,1,0,3,34,5.4800054459819165
1,1,0,3,35,5.477511261529026
1,1,0,3,36,5.474913239938852
1,1,0,3,37,5.472212459393088
1,1,0,3,38,5.469410370730916
1,1,0,3,39,5.46650502469668
1,1,0,3,40,5.463480826062748
1,1,0,3,41,5.460282702842564
1,1,0,3,42,5.456763178155722
1,1,0,3,43,5.452648251192924
1,1,0,3,44,5.448101762411481
1,1,0,3,45,5.4430065717751805
1,1,0,3,46,5.4370406601949615
1,1,0,3,47,5.441255759405003
1,1,0,3,48,5.444933264647808
1,1,0,4,18,5.515606296961272
1,1,0,4,19,5.514310547972119
1,1,0,4,20,5.512307805221274
1,1,0,4,21,5.509598522125378
1,1,0,4,22,5.507526068855416
1,1,0,4,23,5.505402296779669
1,1,0,4,24,5.503128553991365
1,1,0,4,25,5.501006846336219
1,1,0,4,26,5.498925170043128
1,1,0,4,27,5.4968396203307215
1,1,0,4,28,5.494799794908543
1,1,0,4,29,5.492772940520581
1,1,0,4,30,5.490716024173755
1,1,0,4,31,5.488597902371055
1,1,0,4,32,5.4863987719070515
1,1,0,4,33,5.484105886991767
1,1,0,4,34,5.481710714158018
1,1,0,4,35,5.479207539829925
1,1,0,4,36,5.476592756086042
1,1,0,4,37,5.473864066110075
1,1,0,4,38,5.471018925727268
1,1,0,4,39,5.468051254830106
1,1,0,4,40,5.464945055150952
1,1,0,4,41,5.461663656204248
1,1,0,4,42,5.458139852769657
1,1,0,4,43,5.454296054652044
1,1,0,4,44,5.450154983843287
1,1,0,4,45,5.445695069075786
1,1,0,4,46,5.441041572676438
1,1,0,4,47,5.445440854530011
1,1,0,4,48,5.449077932019605
1,1,0,4,49,5.4527669975040105
1,1,0,5,16,5.5210653915962915
1,1,0,5,17,5.5197023179009115
1,1,0,5,18,5.517373919614906
1,1,0,5,19,5.515489329015027
1,1,0,5,20,5.51348599933136
1,1,0,5,21,5.5112947533077055
1,1,0,5,22,5.509224842646335
1,1,0,5,23,5.507169043004824
1,1,0,5,24,5.505089660143804
1,1,0,5,25,5.503051782898524
1,1,0,5,26,5.501038195197838
1,1,0,5,27,5.499031342636407
1,1,0,5,28,5.497032181844666
1,1,0,5,29,5.4950220046271365
1,1,0,5,30,5.492974137231936
1,1,0,5,31,5.49086419838974
1,1,0,5,32,5.488672958306562
1,1,0,5,33,5.486385852133628
1,1,0,5,34,5.483991934056206
1,1,0,5,35,5.481483097354417
1,1,0,5,36,5.478853524007086
1,1,0,5,37,5.47609910357232
1,1,0,5,38,5.4732165848091565
1,1,0,5,39,5.47020229550391
1,1,0,5,40,5.467050562306968
1,1,0,5,41,5.463752966772372
1,1,0,5,42,5.460302336411079
1,1,0,5,43,5.456706662491113
1,1,0,5,44,5.452992166279122
1,1,0,5,45,5.449041758308548
1,1,0,5,46,5.448754509057272
1,1,0,5,47,5.450854134747676
1,1,0,5,48,5.4536364601799345
1,1,0,5,49,5.456923747366263
1,1,0,5,50,5.461060617161655
1,1,0,5,51,5.463227703316756
1,1,0,6,15,5.524751137790615
1,1,0,6,16,5.522900702895798
1,1,0,6,17,5.521139789224085
