statistic,min,max,mean,std
mean,7.878856029043814,15687.843274077171,538.7148683905649,1460.4242717540276
median,7.226570250565089,96.90296874480792,12.820913547566224,12.247455294441055
p05,7.2200000020510755,7.694580507486527,7.469542751239475,0.15950615924847436
p10,7.2200000572937455,7.965995376048899,7.533626343424111,0.1705792433970072
p25,7.22001651146964,12.948673339858551,7.9093254858252235,0.8485826742604657
p75,7.515221275889302,1178.1497539795148,71.89859580540498,160.30144608898976
p90,7.881569403735998,9305.293735167,559.6583434796482,1424.1736064569516
p95,8.89516762692701,30293.167633066532,1778.5192265323026,4675.025412794515
