kper,kstp,time,k,i,j,SPq,weight,std
4,32,86.0,0,35,33,-3.0,0.0,1.8
4,32,86.0,0,36,32,-3.0,0.0,1.8
4,32,86.0,0,36,33,-3.0,0.0,1.8
4,32,86.0,0,37,32,-3.0,0.0,1.8
4,33,87.0,0,32,30,-3.0,0.0,1.8
4,33,87.0,0,33,30,-3.0,0.0,1.8
4,33,87.0,0,33,31,-3.0,0.0,1.8
4,33,87.0,0,33,32,-3.0,0.0,1.8
4,33,87.0,0,33,33,-3.0,0.0,1.8
4,33,87.0,0,34,30,-3.0,0.0,1.8
4,33,87.0,0,34,31,-3.0,0.0,1.8
4,33,87.0,0,34,33,-3.0,0.0,1.8
4,33,87.0,0,35,33,-3.0,0.0,1.8
4,33,87.0,0,36,32,-3.0,0.0,1.8
4,33,87.0,0,36,33,-3.0,0.0,1.8
4,33,87.0,0,37,32,-3.0,0.0,1.8
4,34,88.0,0,32,30,-3.0,0.0,1.8
4,34,88.0,0,33,30,-3.0,0.0,1.8
4,34,88.0,0,33,31,-3.0,0.0,1.8
4,34,88.0,0,33,32,-3.0,0.0,1.8
4,34,88.0,0,33,33,-3.0,0.0,1.8
4,34,88.0,0,34,30,-3.0,0.0,1.8
4,34,88.0,0,34,31,-3.0,0.0,1.8
4,34,88.0,0,34,33,-3.0,0.0,1.8
4,34,88.0,0,35,33,-3.0,0.0,1.8
4,34,88.0,0,36,32,-3.0,0.0,1.8
4,34,88.0,0,36,33,-3.0,0.0,1.8
4,34,88.0,0,37,32,-3.0,0.0,1.8
4,35,89.0,0,32,30,-3.0,0.0,1.8
4,35,89.0,0,33,30,-3.0,0.0,1.8
4,35,89.0,0,33,31,-3.0,0.0,1.8
4,35,89.0,0,33,32,-3.0,0.0,1.8
4,35,89.0,0,33,33,-3.0,0.0,1.8
4,35,89.0,0,34,30,-3.0,0.0,1.8
4,35,89.0,0,34,31,-3.0,0.0,1.8
4,35,89.0,0,34,33,-3.0,0.0,1.8
4,35,89.0,0,35,33,-3.0,0.0,1.8
4,35,89.0,0,36,32,-3.0,0.0,1.8
4,35,89.0,0,36,33,-3.0,0.0,1.8
4,35,89.0,0,37,32,-3.0,0.0,1.8
4,36,90.0,0,32,30,-3.0,0.0,1.8
4,36,90.0,0,33,30,-3.0,0.0,1.8
4,36,90.0,0,33,31,-3.0,0.0,1.8
4,36,90.0,0,33,32,-3.0,0.0,1.8
4,36,90.0,0,33,33,-3.0,0.0,1.8
4,36,90.0,0,34,30,-3.0,0.0,1.8
4,36,90.0,0,34,31,-3.0,0.0,1.8
4,36,90.0,0,34,33,-3.0,0.0,1.8
4,36,90.0,0,35,33,-3.0,0.0,1.8
4,36,90.0,0,36,32,-3.0,0.0,1.8
4,36,90.0,0,36,33,-3.0,0.0,1.8
4,36,90.0,0,37,32,-3.0,0.0,1.8
4,37,91.0,0,32,30,-3.0,0.0,1.8
4,37,91.0,0,33,30,-3.0,0.0,1.8
4,37,91.0,0,33,31,-3.0,0.0,1.8
4,37,91.0,0,33,32,-3.0,0.0,1.8
4,37,91.0,0,33,33,-3.0,0.0,1.8
4,37,91.0,0,34,30,-3.0,0.0,1.8
4,37,91.0,0,34,31,-3.0,0.0,1.8
4,37,91.0,0,34,33,-3.0,0.0,1.8
4,37,91.0,0,35,33,-3.0,0.0,1.8
4,37,91.0,0,36,32,-3.0,0.0,1.8
4,37,91.0,0,36,33,-3.0,0.0,1.8
4,37,91.0,0,37,32,-3.0,0.0,1.8
4,38,92.0,0,32,30,-3.0,0.0,1.8
4,38,92.0,0,33,30,-3.0,0.0,1.8
4,38,92.0,0,33,31,-3.0,0.0,1.8
4,38,92.0,0,33,32,-3.0,0.0,1.8
4,38,92.0,0,33,33,-3.0,0.0,1.8
4,38,92.0,0,34,30,-3.0,0.0,1.8
4,38,92.0,0,34,31,-3.0,0.0,1.8
4,38,92.0,0,34,33,-3.0,0.0,1.8
4,38,92.0,0,35,33,-3.0,0.0,1.8
4,38,92.0,0,36,32,-3.0,0.0,1.8
4,38,92.0,0,36,33,-3.0,0.0,1.8
4,38,92.0,0,37,32,-3.0,0.0,1.8
4,39,93.0,0,32,30,-3.0,0.0,1.8
4,39,93.0,0,33,30,-3.0,0.0,1.8
4,39,93.0,0,33,31,-3.0,0.0,1.8
4,39,93.0,0,33,32,-3.0,0.0,1.8
4,39,93.0,0,33,33,-3.0,0.0,1.8
4,39,93.0,0,34,30,-3.0,0.0,1.8
4,39,93.0,0,34,31,-3.0,0.0,1.8
4,39,93.0,0,34,33,-3.0,0.0,1.8
4,39,93.0,0,35,33,-3.0,0.0,1.8
4,39,93.0,0,36,32,-3.0,0.0,1.8
4,39,93.0,0,36,33,-3.0,0.0,1.8
4,39,93.0,0,37,32,-3.0,0.0,1.8
4,40,94.0,0,32,30,-3.0,0.0,1.8
4,40,94.0,0,33,30,-3.0,0.0,1.8
4,40,94.0,0,33,31,-3.0,0.0,1.8
4,40,94.0,0,33,32,-3.0,0.0,1.8
4,40,94.0,0,33,33,-3.0,0.0,1.8
4,40,94.0,0,34,30,-3.0,0.0,1.8
4,40,94.0,0,34,31,-3.0,0.0,1.8
4,40,94.0,0,34,33,-3.0,0.0,1.8
4,40,94.0,0,35,33,-3.0,0.0,1.8
4,40,94.0,0,36,32,-3.0,0.0,1.8
4,40,94.0,0,36,33,-3.0,0.0,1.8
4,40,94.0,0,37,32,-3.0,0.0,1.8
4,41,95.0,0,32,30,-3.0,0.0,1.8
4,41,95.0,0,33,30,-3.0,0.0,1.8
4,41,95.0,0,33,31,-3.0,0.0,1.8
4,41,95.0,0,33,32,-3.0,0.0,1.8
4,41,95.0,0,33,33,-3.0,0.0,1.8
4,41,95.0,0,34,30,-3.0,0.0,1.8
4,41,95.0,0,34,31,-3.0,0.0,1.8
4,41,95.0,0,34,33,-3.0,0.0,1.8
4,41,95.0,0,35,33,-3.0,0.0,1.8
4,41,95.0,0,36,32,-3.0,0.0,1.8
4,41,95.0,0,36,33,-3.0,0.0,1.8
4,41,95.0,0,37,32,-3.0,0.0,1.8
4,42,96.0,0,32,30,-3.0,0.0,1.8
4,42,96.0,0,33,30,-3.0,0.0,1.8
4,42,96.0,0,33,31,-3.0,0.0,1.8
4,42,96.0,0,33,32,-3.0,0.0,1.8
4,42,96.0,0,33,33,-3.0,0.0,1.8
4,42,96.0,0,34,30,-3.0,0.0,1.8
4,42,96.0,0,34,31,-3.0,0.0,1.8
4,42,96.0,0,34,33,-3.0,0.0,1.8
4,42,96.0,0,35,33,-3.0,0.0,1.8
4,42,96.0,0,36,32,-3.0,0.0,1.8
4,42,96.0,0,36,33,-3.0,0.0,1.8
4,42,96.0,0,37,32,-3.0,0.0,1.8
4,43,97.0,0,32,30,-3.0,0.0,1.8
4,43,97.0,0,33,30,-3.0,0.0,1.8
4,43,97.0,0,33,31,-3.0,0.0,1.8
4,43,97.0,0,33,32,-3.0,0.0,1.8
4,43,97.0,0,33,33,-3.0,0.0,1.8
4,43,97.0,0,34,30,-3.0,0.0,1.8
4,43,97.0,0,34,31,-3.0,0.0,1.8
4,43,97.0,0,34,33,-3.0,0.0,1.8
4,43,97.0,0,35,33,-3.0,0.0,1.8
4,43,97.0,0,36,32,-3.0,0.0,1.8
4,43,97.0,0,36,33,-3.0,0.0,1.8
4,43,97.0,0,37,32,-3.0,0.0,1.8
4,44,98.0,0,32,30,-3.0,0.0,1.8
4,44,98.0,0,33,30,-3.0,0.0,1.8
4,44,98.0,0,33,31,-3.0,0.0,1.8
4,44,98.0,0,33,32,-3.0,0.0,1.8
4,44,98.0,0,33,33,-3.0,0.0,1.8
4,44,98.0,0,34,30,-3.0,0.0,1.8
4,44,98.0,0,34,31,-3.0,0.0,1.8
4,44,98.0,0,34,33,-3.0,0.0,1.8
4,44,98.0,0,35,33,-3.0,0.0,1.8
4,44,98.0,0,36,32,-3.0,0.0,1.8
4,44,98.0,0,36,33,-3.0,0.0,1.8
4,44,98.0,0,37,32,-3.0,0.0,1.8
4,45,99.0,0,32,30,-3.0,0.0,1.8
4,45,99.0,0,33,30,-3.0,0.0,1.8
4,45,99.0,0,33,31,-3.0,0.0,1.8
4,45,99.0,0,33,32,-3.0,0.0,1.8
4,45,99.0,0,33,33,-3.0,0.0,1.8
4,45,99.0,0,34,30,-3.0,0.0,1.8
4,45,99.0,0,34,31,-3.0,0.0,1.8
4,45,99.0,0,34,33,-3.0,0.0,1.8
4,45,99.0,0,35,33,-3.0,0.0,1.8
4,45,99.0,0,36,32,-3.0,0.0,1.8
4,45,99.0,0,36,33,-3.0,0.0,1.8
4,45,99.0,0,37,32,-3.0,0.0,1.8
4,46,100.0,0,32,30,-3.0,0.0,1.8
4,46,100.0,0,33,30,-3.0,0.0,1.8
4,46,100.0,0,33,31,-3.0,0.0,1.8
4,46,100.0,0,33,32,-3.0,0.0,1.8
4,46,100.0,0,33,33,-3.0,0.0,1.8
4,46,100.0,0,34,30,-3.0,0.0,1.8
4,46,100.0,0,34,31,-3.0,0.0,1.8
4,46,100.0,0,34,33,-3.0,0.0,1.8
4,46,100.0,0,35,33,-3.0,0.0,1.8
4,46,100.0,0,36,32,-3.0,0.0,1.8
4,46,100.0,0,36,33,-3.0,0.0,1.8
4,46,100.0,0,37,32,-3.0,0.0,1.8
4,47,101.0,0,32,30,-3.0,0.0,1.8
4,47,101.0,0,33,30,-3.0,0.0,1.8
4,47,101.0,0,33,31,-3.0,0.0,1.8
4,47,101.0,0,33,32,-3.0,0.0,1.8
4,47,101.0,0,33,33,-3.0,0.0,1.8
4,47,101.0,0,34,30,-3.0,0.0,1.8
4,47,101.0,0,34,31,-3.0,0.0,1.8
4,47,101.0,0,34,33,-3.0,0.0,1.8
4,47,101.0,0,35,33,-3.0,0.0,1.8
4,47,101.0,0,36,32,-3.0,0.0,1.8
4,47,101.0,0,36,33,-3.0,0.0,1.8
4,47,101.0,0,37,32,-3.0,0.0,1.8
4,48,102.0,0,32,30,-3.0,0.0,1.8
4,48,102.0,0,33,30,-3.0,0.0,1.8
4,48,102.0,0,33,31,-3.0,0.0,1.8
4,48,102.0,0,33,32,-3.0,0.0,1.8
4,48,102.0,0,33,33,-3.0,0.0,1.8
4,48,102.0,0,34,30,-3.0,0.0,1.8
4,48,102.0,0,34,31,-3.0,0.0,1.8
4,48,102.0,0,34,33,-3.0,0.0,1.8
4,48,102.0,0,35,33,-3.0,0.0,1.8
4,48,102.0,0,36,32,-3.0,0.0,1.8
4,48,102.0,0,36,33,-3.0,0.0,1.8
4,48,102.0,0,37,32,-3.0,0.0,1.8
4,49,103.0,0,32,30,-3.0,0.0,1.8
4,49,103.0,0,33,30,-3.0,0.0,1.8
4,49,103.0,0,33,31,-3.0,0.0,1.8
4,49,103.0,0,33,32,-3.0,0.0,1.8
4,49,103.0,0,33,33,-3.0,0.0,1.8
4,49,103.0,0,34,30,-3.0,0.0,1.8
4,49,103.0,0,34,31,-3.0,0.0,1.8
4,49,103.0,0,34,33,-3.0,0.0,1.8
4,49,103.0,0,35,33,-3.0,0.0,1.8
4,49,103.0,0,36,32,-3.0,0.0,1.8
4,49,103.0,0,36,33,-3.0,0.0,1.8
4,49,103.0,0,37,32,-3.0,0.0,1.8
4,50,104.0,0,32,30,-3.0,0.0,1.8
4,50,104.0,0,33,30,-3.0,0.0,1.8
4,50,104.0,0,33,31,-3.0,0.0,1.8
4,50,104.0,0,33,32,-3.0,0.0,1.8
4,50,104.0,0,33,33,-3.0,0.0,1.8
4,50,104.0,0,34,30,-3.0,0.0,1.8
4,50,104.0,0,34,31,-3.0,0.0,1.8
4,50,104.0,0,34,33,-3.0,0.0,1.8
4,50,104.0,0,35,33,-3.0,0.0,1.8
4,50,104.0,0,36,32,-3.0,0.0,1.8
4,50,104.0,0,36,33,-3.0,0.0,1.8
4,50,104.0,0,37,32,-3.0,0.0,1.8
4,51,105.0,0,32,30,-3.0,0.0,1.8
4,51,105.0,0,33,30,-3.0,0.0,1.8
4,51,105.0,0,33,31,-3.0,0.0,1.8
4,51,105.0,0,33,32,-3.0,0.0,1.8
4,51,105.0,0,33,33,-3.0,0.0,1.8
4,51,105.0,0,34,30,-3.0,0.0,1.8
4,51,105.0,0,34,31,-3.0,0.0,1.8
4,51,105.0,0,34,33,-3.0,0.0,1.8
4,51,105.0,0,35,33,-3.0,0.0,1.8
4,51,105.0,0,36,32,-3.0,0.0,1.8
4,51,105.0,0,36,33,-3.0,0.0,1.8
4,51,105.0,0,37,32,-3.0,0.0,1.8
4,52,106.0,0,32,30,-3.0,0.0,1.8
4,52,106.0,0,33,30,-3.0,0.0,1.8
4,52,106.0,0,33,31,-3.0,0.0,1.8
4,52,106.0,0,33,32,-3.0,0.0,1.8
4,52,106.0,0,33,33,-3.0,0.0,1.8
4,52,106.0,0,34,30,-3.0,0.0,1.8
4,52,106.0,0,34,31,-3.0,0.0,1.8
4,52,106.0,0,34,33,-3.0,0.0,1.8
4,52,106.0,0,35,33,-3.0,0.0,1.8
4,52,106.0,0,36,32,-3.0,0.0,1.8
4,52,106.0,0,36,33,-3.0,0.0,1.8
4,52,106.0,0,37,32,-3.0,0.0,1.8
