kper,kstp,time,k,i,j,SPq,weight,std
2,42,43.0,0,34,33,-3.0,0.0,1.8
2,42,43.0,0,35,33,-3.0,0.0,1.8
2,42,43.0,0,36,32,-3.0,0.0,1.8
2,42,43.0,0,36,33,-3.0,0.0,1.8
2,42,43.0,0,37,32,-3.0,0.0,1.8
2,43,44.0,0,32,30,-3.0,0.0,1.8
2,43,44.0,0,33,30,-3.0,0.0,1.8
2,43,44.0,0,33,31,-3.0,0.0,1.8
2,43,44.0,0,33,32,-3.0,0.0,1.8
2,43,44.0,0,33,33,-3.0,0.0,1.8
2,43,44.0,0,34,30,-3.0,0.0,1.8
2,43,44.0,0,34,31,-3.0,0.0,1.8
2,43,44.0,0,34,33,-3.0,0.0,1.8
2,43,44.0,0,35,33,-3.0,0.0,1.8
2,43,44.0,0,36,32,-3.0,0.0,1.8
2,43,44.0,0,36,33,-3.0,0.0,1.8
2,43,44.0,0,37,32,-3.0,0.0,1.8
2,44,45.0,0,32,30,-3.0,0.0,1.8
2,44,45.0,0,33,30,-3.0,0.0,1.8
2,44,45.0,0,33,31,-3.0,0.0,1.8
2,44,45.0,0,33,32,-3.0,0.0,1.8
2,44,45.0,0,33,33,-3.0,0.0,1.8
2,44,45.0,0,34,30,-3.0,0.0,1.8
2,44,45.0,0,34,31,-3.0,0.0,1.8
2,44,45.0,0,34,33,-3.0,0.0,1.8
2,44,45.0,0,35,33,-3.0,0.0,1.8
2,44,45.0,0,36,32,-3.0,0.0,1.8
2,44,45.0,0,36,33,-3.0,0.0,1.8
2,44,45.0,0,37,32,-3.0,0.0,1.8
2,45,46.0,0,32,30,-3.0,0.0,1.8
2,45,46.0,0,33,30,-3.0,0.0,1.8
2,45,46.0,0,33,31,-3.0,0.0,1.8
2,45,46.0,0,33,32,-3.0,0.0,1.8
2,45,46.0,0,33,33,-3.0,0.0,1.8
2,45,46.0,0,34,30,-3.0,0.0,1.8
2,45,46.0,0,34,31,-3.0,0.0,1.8
2,45,46.0,0,34,33,-3.0,0.0,1.8
2,45,46.0,0,35,33,-3.0,0.0,1.8
2,45,46.0,0,36,32,-3.0,0.0,1.8
2,45,46.0,0,36,33,-3.0,0.0,1.8
2,45,46.0,0,37,32,-3.0,0.0,1.8
2,46,47.0,0,32,30,-3.0,0.0,1.8
2,46,47.0,0,33,30,-3.0,0.0,1.8
2,46,47.0,0,33,31,-3.0,0.0,1.8
2,46,47.0,0,33,32,-3.0,0.0,1.8
2,46,47.0,0,33,33,-3.0,0.0,1.8
2,46,47.0,0,34,30,-3.0,0.0,1.8
2,46,47.0,0,34,31,-3.0,0.0,1.8
2,46,47.0,0,34,33,-3.0,0.0,1.8
2,46,47.0,0,35,33,-3.0,0.0,1.8
2,46,47.0,0,36,32,-3.0,0.0,1.8
2,46,47.0,0,36,33,-3.0,0.0,1.8
2,46,47.0,0,37,32,-3.0,0.0,1.8
2,47,48.0,0,32,30,-3.0,0.0,1.8
2,47,48.0,0,33,30,-3.0,0.0,1.8
2,47,48.0,0,33,31,-3.0,0.0,1.8
2,47,48.0,0,33,32,-3.0,0.0,1.8
2,47,48.0,0,33,33,-3.0,0.0,1.8
2,47,48.0,0,34,30,-3.0,0.0,1.8
2,47,48.0,0,34,31,-3.0,0.0,1.8
2,47,48.0,0,34,33,-3.0,0.0,1.8
2,47,48.0,0,35,33,-3.0,0.0,1.8
2,47,48.0,0,36,32,-3.0,0.0,1.8
2,47,48.0,0,36,33,-3.0,0.0,1.8
2,47,48.0,0,37,32,-3.0,0.0,1.8
2,48,49.0,0,32,30,-3.0,0.0,1.8
2,48,49.0,0,33,30,-3.0,0.0,1.8
2,48,49.0,0,33,31,-3.0,0.0,1.8
2,48,49.0,0,33,32,-3.0,0.0,1.8
2,48,49.0,0,33,33,-3.0,0.0,1.8
2,48,49.0,0,34,30,-3.0,0.0,1.8
2,48,49.0,0,34,31,-3.0,0.0,1.8
2,48,49.0,0,34,33,-3.0,0.0,1.8
2,48,49.0,0,35,33,-3.0,0.0,1.8
2,48,49.0,0,36,32,-3.0,0.0,1.8
2,48,49.0,0,36,33,-3.0,0.0,1.8
2,48,49.0,0,37,32,-3.0,0.0,1.8
2,49,50.0,0,32,30,-3.0,0.0,1.8
2,49,50.0,0,33,30,-3.0,0.0,1.8
2,49,50.0,0,33,31,-3.0,0.0,1.8
2,49,50.0,0,33,32,-3.0,0.0,1.8
2,49,50.0,0,33,33,-3.0,0.0,1.8
2,49,50.0,0,34,30,-3.0,0.0,1.8
2,49,50.0,0,34,31,-3.0,0.0,1.8
2,49,50.0,0,34,33,-3.0,0.0,1.8
2,49,50.0,0,35,33,-3.0,0.0,1.8
2,49,50.0,0,36,32,-3.0,0.0,1.8
2,49,50.0,0,36,33,-3.0,0.0,1.8
2,49,50.0,0,37,32,-3.0,0.0,1.8
2,50,51.0,0,32,30,-3.0,0.0,1.8
2,50,51.0,0,33,30,-3.0,0.0,1.8
2,50,51.0,0,33,31,-3.0,0.0,1.8
2,50,51.0,0,33,32,-3.0,0.0,1.8
2,50,51.0,0,33,33,-3.0,0.0,1.8
2,50,51.0,0,34,30,-3.0,0.0,1.8
2,50,51.0,0,34,31,-3.0,0.0,1.8
2,50,51.0,0,34,33,-3.0,0.0,1.8
2,50,51.0,0,35,33,-3.0,0.0,1.8
2,50,51.0,0,36,32,-3.0,0.0,1.8
2,50,51.0,0,36,33,-3.0,0.0,1.8
2,50,51.0,0,37,32,-3.0,0.0,1.8
2,51,52.0,0,32,30,-3.0,0.0,1.8
2,51,52.0,0,33,30,-3.0,0.0,1.8
2,51,52.0,0,33,31,-3.0,0.0,1.8
2,51,52.0,0,33,32,-3.0,0.0,1.8
2,51,52.0,0,33,33,-3.0,0.0,1.8
2,51,52.0,0,34,30,-3.0,0.0,1.8
2,51,52.0,0,34,31,-3.0,0.0,1.8
2,51,52.0,0,34,33,-3.0,0.0,1.8
2,51,52.0,0,35,33,-3.0,0.0,1.8
2,51,52.0,0,36,32,-3.0,0.0,1.8
2,51,52.0,0,36,33,-3.0,0.0,1.8
2,51,52.0,0,37,32,-3.0,0.0,1.8
2,52,53.0,0,32,30,-3.0,0.0,1.8
2,52,53.0,0,33,30,-3.0,0.0,1.8
2,52,53.0,0,33,31,-3.0,0.0,1.8
2,52,53.0,0,33,32,-3.0,0.0,1.8
2,52,53.0,0,33,33,-3.0,0.0,1.8
2,52,53.0,0,34,30,-3.0,0.0,1.8
2,52,53.0,0,34,31,-3.0,0.0,1.8
2,52,53.0,0,34,33,-3.0,0.0,1.8
2,52,53.0,0,35,33,-3.0,0.0,1.8
2,52,53.0,0,36,32,-3.0,0.0,1.8
2,52,53.0,0,36,33,-3.0,0.0,1.8
2,52,53.0,0,37,32,-3.0,0.0,1.8
3,1,54.0,0,32,30,-3.0,0.0,1.8
3,1,54.0,0,33,30,-3.0,0.0,1.8
3,1,54.0,0,33,31,-3.0,0.0,1.8
3,1,54.0,0,33,32,-3.0,0.0,1.8
3,1,54.0,0,33,33,-3.0,0.0,1.8
3,1,54.0,0,34,30,-3.0,0.0,1.8
3,1,54.0,0,34,31,-3.0,0.0,1.8
3,1,54.0,0,34,33,-3.0,0.0,1.8
3,1,54.0,0,35,33,-3.0,0.0,1.8
3,1,54.0,0,36,32,-3.0,0.0,1.8
3,1,54.0,0,36,33,-3.0,0.0,1.8
3,1,54.0,0,37,32,-3.0,0.0,1.8
4,1,55.0,0,32,30,-3.0,0.0,1.8
4,1,55.0,0,33,30,-3.0,0.0,1.8
4,1,55.0,0,33,31,-3.0,0.0,1.8
4,1,55.0,0,33,32,-3.0,0.0,1.8
4,1,55.0,0,33,33,-3.0,0.0,1.8
4,1,55.0,0,34,30,-3.0,0.0,1.8
4,1,55.0,0,34,31,-3.0,0.0,1.8
4,1,55.0,0,34,33,-3.0,0.0,1.8
4,1,55.0,0,35,33,-3.0,0.0,1.8
4,1,55.0,0,36,32,-3.0,0.0,1.8
4,1,55.0,0,36,33,-3.0,0.0,1.8
4,1,55.0,0,37,32,-3.0,0.0,1.8
4,2,56.0,0,32,30,-3.0,0.0,1.8
4,2,56.0,0,33,30,-3.0,0.0,1.8
4,2,56.0,0,33,31,-3.0,0.0,1.8
4,2,56.0,0,33,32,-3.0,0.0,1.8
4,2,56.0,0,33,33,-3.0,0.0,1.8
4,2,56.0,0,34,30,-3.0,0.0,1.8
4,2,56.0,0,34,31,-3.0,0.0,1.8
4,2,56.0,0,34,33,-3.0,0.0,1.8
4,2,56.0,0,35,33,-3.0,0.0,1.8
4,2,56.0,0,36,32,-3.0,0.0,1.8
4,2,56.0,0,36,33,-3.0,0.0,1.8
4,2,56.0,0,37,32,-3.0,0.0,1.8
4,3,57.0,0,32,30,-3.0,0.0,1.8
4,3,57.0,0,33,30,-3.0,0.0,1.8
4,3,57.0,0,33,31,-3.0,0.0,1.8
4,3,57.0,0,33,32,-3.0,0.0,1.8
4,3,57.0,0,33,33,-3.0,0.0,1.8
4,3,57.0,0,34,30,-3.0,0.0,1.8
4,3,57.0,0,34,31,-3.0,0.0,1.8
4,3,57.0,0,34,33,-3.0,0.0,1.8
4,3,57.0,0,35,33,-3.0,0.0,1.8
4,3,57.0,0,36,32,-3.0,0.0,1.8
4,3,57.0,0,36,33,-3.0,0.0,1.8
4,3,57.0,0,37,32,-3.0,0.0,1.8
4,4,58.0,0,32,30,-3.0,0.0,1.8
4,4,58.0,0,33,30,-3.0,0.0,1.8
4,4,58.0,0,33,31,-3.0,0.0,1.8
4,4,58.0,0,33,32,-3.0,0.0,1.8
4,4,58.0,0,33,33,-3.0,0.0,1.8
4,4,58.0,0,34,30,-3.0,0.0,1.8
4,4,58.0,0,34,31,-3.0,0.0,1.8
4,4,58.0,0,34,33,-3.0,0.0,1.8
4,4,58.0,0,35,33,-3.0,0.0,1.8
4,4,58.0,0,36,32,-3.0,0.0,1.8
4,4,58.0,0,36,33,-3.0,0.0,1.8
4,4,58.0,0,37,32,-3.0,0.0,1.8
4,5,59.0,0,32,30,-3.0,0.0,1.8
4,5,59.0,0,33,30,-3.0,0.0,1.8
4,5,59.0,0,33,31,-3.0,0.0,1.8
4,5,59.0,0,33,32,-3.0,0.0,1.8
4,5,59.0,0,33,33,-3.0,0.0,1.8
4,5,59.0,0,34,30,-3.0,0.0,1.8
4,5,59.0,0,34,31,-3.0,0.0,1.8
4,5,59.0,0,34,33,-3.0,0.0,1.8
4,5,59.0,0,35,33,-3.0,0.0,1.8
4,5,59.0,0,36,32,-3.0,0.0,1.8
4,5,59.0,0,36,33,-3.0,0.0,1.8
4,5,59.0,0,37,32,-3.0,0.0,1.8
4,6,60.0,0,32,30,-3.0,0.0,1.8
4,6,60.0,0,33,30,-3.0,0.0,1.8
4,6,60.0,0,33,31,-3.0,0.0,1.8
4,6,60.0,0,33,32,-3.0,0.0,1.8
4,6,60.0,0,33,33,-3.0,0.0,1.8
4,6,60.0,0,34,30,-3.0,0.0,1.8
4,6,60.0,0,34,31,-3.0,0.0,1.8
4,6,60.0,0,34,33,-3.0,0.0,1.8
4,6,60.0,0,35,33,-3.0,0.0,1.8
4,6,60.0,0,36,32,-3.0,0.0,1.8
4,6,60.0,0,36,33,-3.0,0.0,1.8
4,6,60.0,0,37,32,-3.0,0.0,1.8
4,7,61.0,0,32,30,-3.0,0.0,1.8
4,7,61.0,0,33,30,-3.0,0.0,1.8
4,7,61.0,0,33,31,-3.0,0.0,1.8
4,7,61.0,0,33,32,-3.0,0.0,1.8
4,7,61.0,0,33,33,-3.0,0.0,1.8
4,7,61.0,0,34,30,-3.0,0.0,1.8
4,7,61.0,0,34,31,-3.0,0.0,1.8
4,7,61.0,0,34,33,-3.0,0.0,1.8
4,7,61.0,0,35,33,-3.0,0.0,1.8
4,7,61.0,0,36,32,-3.0,0.0,1.8
4,7,61.0,0,36,33,-3.0,0.0,1.8
4,7,61.0,0,37,32,-3.0,0.0,1.8
4,8,62.0,0,32,30,-3.0,0.0,1.8
4,8,62.0,0,33,30,-3.0,0.0,1.8
4,8,62.0,0,33,31,-3.0,0.0,1.8
4,8,62.0,0,33,32,-3.0,0.0,1.8
4,8,62.0,0,33,33,-3.0,0.0,1.8
4,8,62.0,0,34,30,-3.0,0.0,1.8
4,8,62.0,0,34,31,-3.0,0.0,1.8
4,8,62.0,0,34,33,-3.0,0.0,1.8
4,8,62.0,0,35,33,-3.0,0.0,1.8
4,8,62.0,0,36,32,-3.0,0.0,1.8
4,8,62.0,0,36,33,-3.0,0.0,1.8
4,8,62.0,0,37,32,-3.0,0.0,1.8
4,9,63.0,0,32,30,-3.0,0.0,1.8
4,9,63.0,0,33,30,-3.0,0.0,1.8
4,9,63.0,0,33,31,-3.0,0.0,1.8
4,9,63.0,0,33,32,-3.0,0.0,1.8
4,9,63.0,0,33,33,-3.0,0.0,1.8
4,9,63.0,0,34,30,-3.0,0.0,1.8
4,9,63.0,0,34,31,-3.0,0.0,1.8
4,9,63.0,0,34,33,-3.0,0.0,1.8
4,9,63.0,0,35,33,-3.0,0.0,1.8
4,9,63.0,0,36,32,-3.0,0.0,1.8
4,9,63.0,0,36,33,-3.0,0.0,1.8
4,9,63.0,0,37,32,-3.0,0.0,1.8
4,10,64.0,0,32,30,-3.0,0.0,1.8
4,10,64.0,0,33,30,-3.0,0.0,1.8
4,10,64.0,0,33,31,-3.0,0.0,1.8
4,10,64.0,0,33,32,-3.0,0.0,1.8
4,10,64.0,0,33,33,-3.0,0.0,1.8
4,10,64.0,0,34,30,-3.0,0.0,1.8
4,10,64.0,0,34,31,-3.0,0.0,1.8
4,10,64.0,0,34,33,-3.0,0.0,1.8
4,10,64.0,0,35,33,-3.0,0.0,1.8
4,10,64.0,0,36,32,-3.0,0.0,1.8
4,10,64.0,0,36,33,-3.0,0.0,1.8
4,10,64.0,0,37,32,-3.0,0.0,1.8
4,11,65.0,0,32,30,-3.0,0.0,1.8
4,11,65.0,0,33,30,-3.0,0.0,1.8
4,11,65.0,0,33,31,-3.0,0.0,1.8
4,11,65.0,0,33,32,-3.0,0.0,1.8
4,11,65.0,0,33,33,-3.0,0.0,1.8
4,11,65.0,0,34,30,-3.0,0.0,1.8
4,11,65.0,0,34,31,-3.0,0.0,1.8
4,11,65.0,0,34,33,-3.0,0.0,1.8
4,11,65.0,0,35,33,-3.0,0.0,1.8
4,11,65.0,0,36,32,-3.0,0.0,1.8
4,11,65.0,0,36,33,-3.0,0.0,1.8
4,11,65.0,0,37,32,-3.0,0.0,1.8
4,12,66.0,0,32,30,-3.0,0.0,1.8
4,12,66.0,0,33,30,-3.0,0.0,1.8
4,12,66.0,0,33,31,-3.0,0.0,1.8
4,12,66.0,0,33,32,-3.0,0.0,1.8
4,12,66.0,0,33,33,-3.0,0.0,1.8
4,12,66.0,0,34,30,-3.0,0.0,1.8
4,12,66.0,0,34,31,-3.0,0.0,1.8
4,12,66.0,0,34,33,-3.0,0.0,1.8
4,12,66.0,0,35,33,-3.0,0.0,1.8
4,12,66.0,0,36,32,-3.0,0.0,1.8
4,12,66.0,0,36,33,-3.0,0.0,1.8
4,12,66.0,0,37,32,-3.0,0.0,1.8
4,13,67.0,0,32,30,-3.0,0.0,1.8
4,13,67.0,0,33,30,-3.0,0.0,1.8
4,13,67.0,0,33,31,-3.0,0.0,1.8
4,13,67.0,0,33,32,-3.0,0.0,1.8
4,13,67.0,0,33,33,-3.0,0.0,1.8
4,13,67.0,0,34,30,-3.0,0.0,1.8
4,13,67.0,0,34,31,-3.0,0.0,1.8
4,13,67.0,0,34,33,-3.0,0.0,1.8
4,13,67.0,0,35,33,-3.0,0.0,1.8
4,13,67.0,0,36,32,-3.0,0.0,1.8
4,13,67.0,0,36,33,-3.0,0.0,1.8
4,13,67.0,0,37,32,-3.0,0.0,1.8
4,14,68.0,0,32,30,-3.0,0.0,1.8
4,14,68.0,0,33,30,-3.0,0.0,1.8
4,14,68.0,0,33,31,-3.0,0.0,1.8
4,14,68.0,0,33,32,-3.0,0.0,1.8
4,14,68.0,0,33,33,-3.0,0.0,1.8
4,14,68.0,0,34,30,-3.0,0.0,1.8
4,14,68.0,0,34,31,-3.0,0.0,1.8
4,14,68.0,0,34,33,-3.0,0.0,1.8
4,14,68.0,0,35,33,-3.0,0.0,1.8
4,14,68.0,0,36,32,-3.0,0.0,1.8
4,14,68.0,0,36,33,-3.0,0.0,1.8
4,14,68.0,0,37,32,-3.0,0.0,1.8
4,15,69.0,0,32,30,-3.0,0.0,1.8
4,15,69.0,0,33,30,-3.0,0.0,1.8
4,15,69.0,0,33,31,-3.0,0.0,1.8
4,15,69.0,0,33,32,-3.0,0.0,1.8
4,15,69.0,0,33,33,-3.0,0.0,1.8
4,15,69.0,0,34,30,-3.0,0.0,1.8
4,15,69.0,0,34,31,-3.0,0.0,1.8
4,15,69.0,0,34,33,-3.0,0.0,1.8
4,15,69.0,0,35,33,-3.0,0.0,1.8
4,15,69.0,0,36,32,-3.0,0.0,1.8
4,15,69.0,0,36,33,-3.0,0.0,1.8
4,15,69.0,0,37,32,-3.0,0.0,1.8
4,16,70.0,0,32,30,-3.0,0.0,1.8
4,16,70.0,0,33,30,-3.0,0.0,1.8
4,16,70.0,0,33,31,-3.0,0.0,1.8
4,16,70.0,0,33,32,-3.0,0.0,1.8
4,16,70.0,0,33,33,-3.0,0.0,1.8
4,16,70.0,0,34,30,-3.0,0.0,1.8
4,16,70.0,0,34,31,-3.0,0.0,1.8
4,16,70.0,0,34,33,-3.0,0.0,1.8
4,16,70.0,0,35,33,-3.0,0.0,1.8
4,16,70.0,0,36,32,-3.0,0.0,1.8
4,16,70.0,0,36,33,-3.0,0.0,1.8
4,16,70.0,0,37,32,-3.0,0.0,1.8
4,17,71.0,0,32,30,-3.0,0.0,1.8
4,17,71.0,0,33,30,-3.0,0.0,1.8
4,17,71.0,0,33,31,-3.0,0.0,1.8
4,17,71.0,0,33,32,-3.0,0.0,1.8
4,17,71.0,0,33,33,-3.0,0.0,1.8
4,17,71.0,0,34,30,-3.0,0.0,1.8
4,17,71.0,0,34,31,-3.0,0.0,1.8
4,17,71.0,0,34,33,-3.0,0.0,1.8
4,17,71.0,0,35,33,-3.0,0.0,1.8
4,17,71.0,0,36,32,-3.0,0.0,1.8
4,17,71.0,0,36,33,-3.0,0.0,1.8
4,17,71.0,0,37,32,-3.0,0.0,1.8
4,18,72.0,0,32,30,-3.0,0.0,1.8
4,18,72.0,0,33,30,-3.0,0.0,1.8
4,18,72.0,0,33,31,-3.0,0.0,1.8
4,18,72.0,0,33,32,-3.0,0.0,1.8
4,18,72.0,0,33,33,-3.0,0.0,1.8
4,18,72.0,0,34,30,-3.0,0.0,1.8
4,18,72.0,0,34,31,-3.0,0.0,1.8
4,18,72.0,0,34,33,-3.0,0.0,1.8
4,18,72.0,0,35,33,-3.0,0.0,1.8
4,18,72.0,0,36,32,-3.0,0.0,1.8
4,18,72.0,0,36,33,-3.0,0.0,1.8
4,18,72.0,0,37,32,-3.0,0.0,1.8
4,19,73.0,0,32,30,-3.0,0.0,1.8
4,19,73.0,0,33,30,-3.0,0.0,1.8
4,19,73.0,0,33,31,-3.0,0.0,1.8
4,19,73.0,0,33,32,-3.0,0.0,1.8
4,19,73.0,0,33,33,-3.0,0.0,1.8
4,19,73.0,0,34,30,-3.0,0.0,1.8
4,19,73.0,0,34,31,-3.0,0.0,1.8
4,19,73.0,0,34,33,-3.0,0.0,1.8
4,19,73.0,0,35,33,-3.0,0.0,1.8
4,19,73.0,0,36,32,-3.0,0.0,1.8
4,19,73.0,0,36,33,-3.0,0.0,1.8
4,19,73.0,0,37,32,-3.0,0.0,1.8
4,20,74.0,0,32,30,-3.0,0.0,1.8
4,20,74.0,0,33,30,-3.0,0.0,1.8
4,20,74.0,0,33,31,-3.0,0.0,1.8
4,20,74.0,0,33,32,-3.0,0.0,1.8
4,20,74.0,0,33,33,-3.0,0.0,1.8
4,20,74.0,0,34,30,-3.0,0.0,1.8
4,20,74.0,0,34,31,-3.0,0.0,1.8
4,20,74.0,0,34,33,-3.0,0.0,1.8
4,20,74.0,0,35,33,-3.0,0.0,1.8
4,20,74.0,0,36,32,-3.0,0.0,1.8
4,20,74.0,0,36,33,-3.0,0.0,1.8
4,20,74.0,0,37,32,-3.0,0.0,1.8
4,21,75.0,0,32,30,-3.0,0.0,1.8
4,21,75.0,0,33,30,-3.0,0.0,1.8
4,21,75.0,0,33,31,-3.0,0.0,1.8
4,21,75.0,0,33,32,-3.0,0.0,1.8
4,21,75.0,0,33,33,-3.0,0.0,1.8
4,21,75.0,0,34,30,-3.0,0.0,1.8
4,21,75.0,0,34,31,-3.0,0.0,1.8
4,21,75.0,0,34,33,-3.0,0.0,1.8
4,21,75.0,0,35,33,-3.0,0.0,1.8
4,21,75.0,0,36,32,-3.0,0.0,1.8
4,21,75.0,0,36,33,-3.0,0.0,1.8
4,21,75.0,0,37,32,-3.0,0.0,1.8
4,22,76.0,0,32,30,-3.0,0.0,1.8
4,22,76.0,0,33,30,-3.0,0.0,1.8
4,22,76.0,0,33,31,-3.0,0.0,1.8
4,22,76.0,0,33,32,-3.0,0.0,1.8
4,22,76.0,0,33,33,-3.0,0.0,1.8
4,22,76.0,0,34,30,-3.0,0.0,1.8
4,22,76.0,0,34,31,-3.0,0.0,1.8
4,22,76.0,0,34,33,-3.0,0.0,1.8
4,22,76.0,0,35,33,-3.0,0.0,1.8
4,22,76.0,0,36,32,-3.0,0.0,1.8
4,22,76.0,0,36,33,-3.0,0.0,1.8
4,22,76.0,0,37,32,-3.0,0.0,1.8
4,23,77.0,0,32,30,-3.0,0.0,1.8
4,23,77.0,0,33,30,-3.0,0.0,1.8
4,23,77.0,0,33,31,-3.0,0.0,1.8
4,23,77.0,0,33,32,-3.0,0.0,1.8
4,23,77.0,0,33,33,-3.0,0.0,1.8
4,23,77.0,0,34,30,-3.0,0.0,1.8
4,23,77.0,0,34,31,-3.0,0.0,1.8
4,23,77.0,0,34,33,-3.0,0.0,1.8
4,23,77.0,0,35,33,-3.0,0.0,1.8
4,23,77.0,0,36,32,-3.0,0.0,1.8
4,23,77.0,0,36,33,-3.0,0.0,1.8
4,23,77.0,0,37,32,-3.0,0.0,1.8
4,24,78.0,0,32,30,-3.0,0.0,1.8
4,24,78.0,0,33,30,-3.0,0.0,1.8
4,24,78.0,0,33,31,-3.0,0.0,1.8
4,24,78.0,0,33,32,-3.0,0.0,1.8
4,24,78.0,0,33,33,-3.0,0.0,1.8
4,24,78.0,0,34,30,-3.0,0.0,1.8
4,24,78.0,0,34,31,-3.0,0.0,1.8
4,24,78.0,0,34,33,-3.0,0.0,1.8
4,24,78.0,0,35,33,-3.0,0.0,1.8
4,24,78.0,0,36,32,-3.0,0.0,1.8
4,24,78.0,0,36,33,-3.0,0.0,1.8
4,24,78.0,0,37,32,-3.0,0.0,1.8
4,25,79.0,0,32,30,-3.0,0.0,1.8
4,25,79.0,0,33,30,-3.0,0.0,1.8
4,25,79.0,0,33,31,-3.0,0.0,1.8
4,25,79.0,0,33,32,-3.0,0.0,1.8
4,25,79.0,0,33,33,-3.0,0.0,1.8
4,25,79.0,0,34,30,-3.0,0.0,1.8
4,25,79.0,0,34,31,-3.0,0.0,1.8
4,25,79.0,0,34,33,-3.0,0.0,1.8
4,25,79.0,0,35,33,-3.0,0.0,1.8
4,25,79.0,0,36,32,-3.0,0.0,1.8
4,25,79.0,0,36,33,-3.0,0.0,1.8
4,25,79.0,0,37,32,-3.0,0.0,1.8
4,26,80.0,0,32,30,-3.0,0.0,1.8
4,26,80.0,0,33,30,-3.0,0.0,1.8
4,26,80.0,0,33,31,-3.0,0.0,1.8
4,26,80.0,0,33,32,-3.0,0.0,1.8
4,26,80.0,0,33,33,-3.0,0.0,1.8
4,26,80.0,0,34,30,-3.0,0.0,1.8
4,26,80.0,0,34,31,-3.0,0.0,1.8
4,26,80.0,0,34,33,-3.0,0.0,1.8
4,26,80.0,0,35,33,-3.0,0.0,1.8
4,26,80.0,0,36,32,-3.0,0.0,1.8
4,26,80.0,0,36,33,-3.0,0.0,1.8
4,26,80.0,0,37,32,-3.0,0.0,1.8
4,27,81.0,0,32,30,-3.0,0.0,1.8
4,27,81.0,0,33,30,-3.0,0.0,1.8
4,27,81.0,0,33,31,-3.0,0.0,1.8
4,27,81.0,0,33,32,-3.0,0.0,1.8
4,27,81.0,0,33,33,-3.0,0.0,1.8
4,27,81.0,0,34,30,-3.0,0.0,1.8
4,27,81.0,0,34,31,-3.0,0.0,1.8
4,27,81.0,0,34,33,-3.0,0.0,1.8
4,27,81.0,0,35,33,-3.0,0.0,1.8
4,27,81.0,0,36,32,-3.0,0.0,1.8
4,27,81.0,0,36,33,-3.0,0.0,1.8
4,27,81.0,0,37,32,-3.0,0.0,1.8
4,28,82.0,0,32,30,-3.0,0.0,1.8
4,28,82.0,0,33,30,-3.0,0.0,1.8
4,28,82.0,0,33,31,-3.0,0.0,1.8
4,28,82.0,0,33,32,-3.0,0.0,1.8
4,28,82.0,0,33,33,-3.0,0.0,1.8
4,28,82.0,0,34,30,-3.0,0.0,1.8
4,28,82.0,0,34,31,-3.0,0.0,1.8
4,28,82.0,0,34,33,-3.0,0.0,1.8
4,28,82.0,0,35,33,-3.0,0.0,1.8
4,28,82.0,0,36,32,-3.0,0.0,1.8
4,28,82.0,0,36,33,-3.0,0.0,1.8
4,28,82.0,0,37,32,-3.0,0.0,1.8
4,29,83.0,0,32,30,-3.0,0.0,1.8
4,29,83.0,0,33,30,-3.0,0.0,1.8
4,29,83.0,0,33,31,-3.0,0.0,1.8
4,29,83.0,0,33,32,-3.0,0.0,1.8
4,29,83.0,0,33,33,-3.0,0.0,1.8
4,29,83.0,0,34,30,-3.0,0.0,1.8
4,29,83.0,0,34,31,-3.0,0.0,1.8
4,29,83.0,0,34,33,-3.0,0.0,1.8
4,29,83.0,0,35,33,-3.0,0.0,1.8
4,29,83.0,0,36,32,-3.0,0.0,1.8
4,29,83.0,0,36,33,-3.0,0.0,1.8
4,29,83.0,0,37,32,-3.0,0.0,1.8
4,30,84.0,0,32,30,-3.0,0.0,1.8
4,30,84.0,0,33,30,-3.0,0.0,1.8
4,30,84.0,0,33,31,-3.0,0.0,1.8
4,30,84.0,0,33,32,-3.0,0.0,1.8
4,30,84.0,0,33,33,-3.0,0.0,1.8
4,30,84.0,0,34,30,-3.0,0.0,1.8
4,30,84.0,0,34,31,-3.0,0.0,1.8
4,30,84.0,0,34,33,-3.0,0.0,1.8
4,30,84.0,0,35,33,-3.0,0.0,1.8
4,30,84.0,0,36,32,-3.0,0.0,1.8
4,30,84.0,0,36,33,-3.0,0.0,1.8
4,30,84.0,0,37,32,-3.0,0.0,1.8
4,31,85.0,0,32,30,-3.0,0.0,1.8
4,31,85.0,0,33,30,-3.0,0.0,1.8
4,31,85.0,0,33,31,-3.0,0.0,1.8
4,31,85.0,0,33,32,-3.0,0.0,1.8
4,31,85.0,0,33,33,-3.0,0.0,1.8
4,31,85.0,0,34,30,-3.0,0.0,1.8
4,31,85.0,0,34,31,-3.0,0.0,1.8
4,31,85.0,0,34,33,-3.0,0.0,1.8
4,31,85.0,0,35,33,-3.0,0.0,1.8
4,31,85.0,0,36,32,-3.0,0.0,1.8
4,31,85.0,0,36,33,-3.0,0.0,1.8
4,31,85.0,0,37,32,-3.0,0.0,1.8
4,32,86.0,0,32,30,-3.0,0.0,1.8
4,32,86.0,0,33,30,-3.0,0.0,1.8
4,32,86.0,0,33,31,-3.0,0.0,1.8
4,32,86.0,0,33,32,-3.0,0.0,1.8
4,32,86.0,0,33,33,-3.0,0.0,1.8
4,32,86.0,0,34,30,-3.0,0.0,1.8
4,32,86.0,0,34,31,-3.0,0.0,1.8
4,32,86.0,0,34,33,-3.0,0.0,1.8
