Unnamed: 0,time,kper,kstp,time.1,pk4head,confhead,awswhead,pwswhead,springhead,awgwhead,pwgwhead,pk4confdiff,pk4springdiff,pk4awswdiff,pk4pwswdiff,pk4awgwdiff,pk4pwgwdiff,awswgwdiff,pwswgwdiff,firstnegday,springcum,springq,pwtot,pwcum,pwq,awcum,awq,awtot
0,12.0,2,11,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-987.902114616,-78.04937306953506,0.0,-15796.828200049713,0.0,-16829.730314665714
0,13.0,2,12,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-853.3127969279999,-76.84569911356607,0.0,-15419.366474857714,0.0,-16317.679271785713
0,14.0,2,13,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-805.518602208,-75.67700656249758,0.0,-15077.021762977714,0.0,-15927.540365185716
0,15.0,2,14,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-785.191435344,-74.541355695544,0.0,-14665.12163201314,0.0,-15495.313067357141
0,16.0,2,15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-775.2107909519999,-73.43696016865464,0.0,-13862.326605948,0.0,-14682.5373969
0,17.0,2,16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-765.23014656,-72.36217333277342,0.0,-13114.182501874284,0.0,-13924.412648434285
0,18.0,2,17,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-760.2855642,-71.31547582349138,0.0,-12445.163011594284,0.0,-13250.448575794284
0,19.0,2,18,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-755.43245136,-70.29546430174291,0.0,-11758.152333034284,0.0,-12558.584784394285
0,20.0,2,19,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-750.57933852,-69.30084123671887,0.0,-11116.846635274283,0.0,-11912.425973794283
0,21.0,2,20,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-740.7153050759999,-68.3304056325794,0.0,-10471.497064524001,0.0,-11257.2123696
0,22.0,2,21,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-735.8621922359999,-67.38304460995563,0.0,-10013.374731564001,0.0,-10794.236923800001
0,23.0,2,22,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-725.9981587919999,-66.45772576172754,0.0,-9577.411944665142,0.0,-10348.410103457141
0,24.0,2,23,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-720.987238188,-65.55349021024647,0.0,-9175.663297640569,0.0,-9941.650535828569
0,25.0,2,24,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-715.9763175839998,-64.66944630011083,0.0,-8817.009080873144,0.0,-9577.985398457144
0,26.0,2,25,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-711.12808278,-63.804763866877664,0.0,-8539.08355602,0.0,-9295.2116388
0,27.0,2,26,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-701.2689273719999,-62.95866902776176,0.0,-8288.490009142284,0.0,-9034.758936514285
0,28.0,2,27,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-691.7351537159999,-62.130439445501516,0.0,-8066.544405084001,0.0,-8803.279558799999
0,29.0,2,28,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-682.2013800599999,-61.31940002120265,0.0,-7834.15295622,0.0,-8561.35433628
0,30.0,2,29,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-672.6676064039999,-60.52491897616197,0.0,-7533.975858876,0.0,-8251.643465279998
0,31.0,2,30,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-667.982067552,-59.74640428646038,0.0,-7196.322596430855,0.0,-7864.304663982855
0,32.0,2,31,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-663.2965287,-58.9833004375406,0.0,-6986.069183957141,0.0,-7649.365712657142
0,33.0,2,32,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-658.7736858,-58.23508546908256,0.0,-6700.673842457142,0.0,-7404.447528257142
0,34.0,2,33,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-658.7736858,-57.501268283291324,0.0,-6418.490576965713,0.0,-7077.264262765713
0,35.0,2,34,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-654.2508429,-56.78138619224693,0.0,-6083.428427665714,0.0,-6737.6792705657135
0,36.0,2,35,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-649.728,-56.07500268225807,0.0,-5728.401799251428,0.0,-6423.129799251427
0,37.0,2,36,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-640.845,-55.38170537523567,0.0,-5497.719960908569,0.0,-6138.564960908569
0,38.0,2,37,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-632.287381752,-54.70110416897941,0.0,-5270.544007050857,0.0,-5902.831388802856
0,39.0,2,38,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-623.4043817519998,-54.03282953996777,0.0,-5065.134203936571,0.0,-5688.5385856885705
0,40.0,2,39,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-614.8467635039999,-53.37653099378,0.0,-4949.930772241713,0.0,-5564.777535745713
0,41.0,2,40,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2,2,7,45,3,-610.4866064039999,-52.73187564966876,0.0,-4848.435989084572,0.0,-5458.9225954885715
